,year,total_works,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,ENI,KL
1,1986.0,1,0.0413043478260869,0.0217391304347826,0.0456521739130434,0.0347826086956521,0.0652173913043478,0.2673913043478261,0.05,0.0521739130434782,0.0239130434782608,0.0847826086956521,0.0695652173913043,0.0239130434782608,0.0913043478260869,0.0065217391304347,0.0195652173913043,0.0239130434782608,0.0239130434782608,0.0456521739130434,0.008695652173913,5.9358610807527326,0.11036810005087626
2,1987.0,3,0.0347688584506618,0.0458193138774636,0.099946281457829,0.0669277749754024,0.0396254129811155,0.2284582496993373,0.0497408949426414,0.0713917979565902,0.0610628799385451,0.0507135251806054,0.0677530492447695,0.0038832495458091,0.0769705273293005,0.0145233781456857,0.0266818951084518,0.006741013178782,0.0183141112151992,0.0219337353673058,0.014744051404503,6.09010815331983,0.12411346148313993
3,1988.0,3,0.0507448659033673,0.0316692484992196,0.0624952329851465,0.0427399734027975,0.0312101727087317,0.2596826797979535,0.0494477186119836,0.0653211713154076,0.0377149483777725,0.0617921091119938,0.0688812732040397,0.0018018018018017,0.1069527740997481,0.003402711068417,0.0209757884685837,0.0203568986854289,0.0403910538780855,0.0228607858579039,0.0215587922216164,5.907914512614419,0.06126750703978294
4,1990.0,4,0.0429471251247641,0.0380682195557581,0.0577834745560524,0.0719145326439316,0.046908749017385,0.2410443267280922,0.0564947959958319,0.038732903578529,0.0209618694822528,0.0541605669988146,0.0767856418544747,0.0171541462992125,0.0869594156370219,0.0167678354150714,0.0158124273069668,0.0197399403396381,0.0399578473776839,0.0464392400324811,0.0113669420560361,6.234401500785844,0.07759913674833016
5,1991.0,5,0.0565959949223583,0.0614625369574852,0.0727642510658092,0.058802306278082,0.0422488880254855,0.2075077786049586,0.0539158407551179,0.0522574906737769,0.0372184401961548,0.0470236960392358,0.0789361066504704,0.0055585910842963,0.0964419619414738,0.0170537747122004,0.0182457288869496,0.0161052755221911,0.0431419196050093,0.0211751051952602,0.0135443128836828,6.357865937424569,0.03691881487707295
6,1992.0,5,0.0416555452493287,0.0940968461698929,0.0672487080080738,0.0517124084666446,0.0411475212915961,0.2246266022898099,0.0577081355774311,0.0591103928575842,0.0488244903842185,0.0442172508519546,0.053865898102073,0.0128967709028131,0.084559384062934,0.0086987263844024,0.0161020749813465,0.0163016829816002,0.0305807947378805,0.029596375596016,0.0170503911043983,6.280118211856539,0.0286117813007309
7,1993.0,1,0.0880913539967373,0.1109298531810766,0.0391517128874388,0.0750407830342577,0.0358890701468189,0.1729200652528548,0.097879282218597,0.0750407830342577,0.0522022838499184,0.0342577487765089,0.0734094616639478,1e-09,0.0783034257748776,0.0163132137030995,0.0048939641109298,0.0032626427406199,0.0130505709624796,0.0114192495921696,0.0179445350734094,5.964486104351437,0.1000318384128134
8,1994.0,7,0.0395164570333408,0.0452767245540141,0.0727381970259863,0.0746503533804103,0.039384241420385,0.2437600688656755,0.0590186100026958,0.0526135765231037,0.0341298079954332,0.0588204455615543,0.0612103660978,0.0060546486130661,0.0845663940274317,0.0159269178957721,0.0180397278554448,0.0152600187055089,0.0359451600073081,0.0303329383773789,0.0127553460576887,6.154833181063543,0.22685336098218806
9,1995.0,6,0.0427999969364844,0.068159791601977,0.083792694115552,0.0773681362607051,0.052163889369631,0.2052395649853629,0.075963814744118,0.0742820111703123,0.0536731715249971,0.0473514167244271,0.0561505463248736,0.0076415353114871,0.0695780556358274,0.0074311684356762,0.0134482584059192,0.0083543207371237,0.0166244666916332,0.0251621819953238,0.0148149790285669,6.211818069740367,0.037506855262785674
10,1996.0,8,0.0434219030796816,0.0610761984722465,0.0792739297248909,0.0598462270850785,0.0404236378854805,0.2430659912676355,0.0574564433100684,0.0630025777597018,0.0548075627575571,0.0465507172434349,0.0621961131463538,0.0019408074290752,0.0820431640004935,0.00864819835873,0.0175131948694258,0.0107790726798432,0.0346999485828512,0.0210984725616596,0.0121558397857903,6.0317539280205885,0.02422047977570134
11,1997.0,8,0.0396046343710464,0.0658432349257222,0.0601904025903537,0.0746167697424247,0.0389326018103594,0.225360651096701,0.0754186393654584,0.0555300837255594,0.0393485023204814,0.0436624412313276,0.0866506083993446,0.004024104959552,0.0786626628464995,0.029471898492641,0.0083504224636796,0.0107029946005002,0.0195776278045056,0.0315828105541239,0.0124689086997178,6.142368110777949,0.04043382776596306
12,1998.0,12,0.0423532799060659,0.0670819879433429,0.0660392694424995,0.0780394196493833,0.0396298753392772,0.2202043053487306,0.0700541555177204,0.0421482796626019,0.0278154428421138,0.0460514749844275,0.0846362241581525,0.0072477149900915,0.0755934592424831,0.0218507462883431,0.014505378920337,0.0148028447914001,0.0348551932095178,0.0378869474648732,0.009204000298637,6.264855076053331,0.0150810732691203
13,1999.0,10,0.0439626843271186,0.0652496612558378,0.0868201836258039,0.0698446450595524,0.0449910067869178,0.2146608178581324,0.0627566375782315,0.0581024205120028,0.0370518164655178,0.0490416935625709,0.0645125308350865,0.0109119333375831,0.0756261343998817,0.0143374559023036,0.0148684523405018,0.0094142576892968,0.0312211123585859,0.0329604552249915,0.0136661008800815,6.322593099063357,0.015950107608393486
14,2000.0,13,0.0343643241893312,0.0693475490657802,0.098057042865655,0.0752825339606816,0.037524720161667,0.209031878613067,0.0634157760913974,0.0540156087191359,0.0448009184790511,0.0470012886517886,0.0651473250339461,0.0073164982987303,0.0737462468442318,0.0221831746130205,0.0187138954604541,0.0109962230306609,0.0278135737159425,0.0280720473130298,0.0131693748924274,6.323591020094635,0.007551271795426828
15,2001.0,15,0.0413869685965015,0.0696448301430161,0.0719748838269806,0.0783695357826717,0.0357809929783344,0.2212330859729619,0.0671811866488267,0.0521721054590652,0.0323671853256164,0.0423418932942118,0.0849435906053992,0.0055904848621696,0.0741315167279177,0.0185667578677195,0.0139909045229764,0.0118229966210628,0.0306722247142982,0.0351412798783842,0.0126875761718843,6.220906120654813,0.012180049919917106
16,2002.0,14,0.0312790280442618,0.0557898673610655,0.0715996416614658,0.0809151046850948,0.0420298264328497,0.2459051277580551,0.0608955931727499,0.0531094475324002,0.038598847640345,0.0426878743160691,0.0705530655986536,0.0045636374047476,0.0740410618476309,0.025504867028735,0.0165624878080123,0.0132176987343768,0.0300152052927933,0.0327440736266097,0.0099875440540822,6.1161881902600115,0.00885065252920891
17,2003.0,16,0.0383915616115634,0.0610453809179719,0.0646168857622706,0.0762779974334375,0.0360471565987289,0.2334210677374801,0.0749863095912033,0.0587611976305726,0.041228818600618,0.0423845422113459,0.0726705653807289,0.0060613366478615,0.0842450552318378,0.0182436851128263,0.01006478531077,0.0109312805669159,0.0269940810177542,0.0307776528892536,0.0128506397468581,6.121820185049663,0.00851172600848496
18,2004.0,15,0.0326161122388443,0.075295626752406,0.0758893143395752,0.0882266224331119,0.0419729077052233,0.2150152230040841,0.0694012872349814,0.0583812065198289,0.0396785630539895,0.039458842708155,0.0721035726266402,0.0059112958643601,0.0729893493477016,0.0213200444934758,0.0108674352526455,0.012153050961004,0.0235186007581997,0.0331981517674913,0.0120027929382808,6.218283203729545,0.006871873818234443
19,2005.0,11,0.0388758684950234,0.082196576053197,0.0563219909114844,0.0889232032214612,0.036747789571253,0.2180824040270543,0.0861874750587663,0.06397343063424,0.036401294397851,0.0409482648874678,0.0802721389917466,0.0038376958382842,0.0721573093698918,0.0178916424936022,0.0086923446193509,0.010949414562085,0.0204615086838328,0.0280361379186091,0.0090435102647974,6.060663611405662,0.008804594495037591
20,2006.0,17,0.0375277826573116,0.0760216582376606,0.0800580185791423,0.0831971599380293,0.0414820456006198,0.2193059774779114,0.0746156364842441,0.0599743104857132,0.0450889039262855,0.0390176858019805,0.0743357590580337,0.0026191340845802,0.0659670337233624,0.0200715652224983,0.013425733489582,0.0084798940146896,0.0232057493183302,0.0237771011052943,0.0118288507947295,6.12705224090773,0.010272604471212319
21,2007.0,19,0.0395618955004468,0.0647593108886763,0.0638354801465576,0.0908561125413836,0.0365311919464106,0.2312976146709615,0.0772101840726254,0.0531984985964836,0.0318676803940166,0.0402359275238296,0.0756302222548251,0.0062596387550949,0.075952096098728,0.0194478390780978,0.0110409895735285,0.0121940233641259,0.0262874714625301,0.0335310561842506,0.0103027669474258,6.107584982322668,0.01186271856681854
