,year,total_works,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,ENI,KL
22,2008.0,22,0.0437374042097804,0.067104883744442,0.0575353715261794,0.0848777054363906,0.0419393786080023,0.2259186819105841,0.0724086044225071,0.0581791605052353,0.0312180321108167,0.0433957169653663,0.0823839132651413,0.0069676170120988,0.070907281765995,0.0232974553495947,0.0078588274557818,0.0124128964305573,0.0233338973698513,0.0355706899272324,0.0109524819844415,6.167559893022641,0.003355742505313111
23,2009.0,24,0.0422265002199703,0.0612233180268839,0.071509475887977,0.0771196766168854,0.0378988411529081,0.2314995721645149,0.0640068423749024,0.0596979082176935,0.0298807720966623,0.0483147579150788,0.0796866413744094,0.0039134432745067,0.0746541175810626,0.0202623045568128,0.012577020115309,0.0134457494863204,0.0263005360694585,0.0345283081537682,0.0112542147148739,6.149704458017789,0.005910601786352063
24,2010.0,30,0.0342949284000454,0.0546858538050061,0.0597522064226143,0.0898041221273481,0.0353820883230197,0.2484523507621861,0.074525870968751,0.0545103709335726,0.0307333746391701,0.0384644693859286,0.0774215105296798,0.0063374142025025,0.0767457578402572,0.0231131692919893,0.0113564069690055,0.0127853924531607,0.0238237650117598,0.0369807762217409,0.0108301717122606,6.016272987040654,0.007185663734767811
25,2011.0,24,0.0459582536818627,0.0727001303030325,0.0705358590178412,0.08159114102808,0.0334858949050312,0.2203382822571436,0.0747409877167597,0.0565255267499988,0.0366188300902894,0.0422984780428216,0.0837647302611897,0.0041418639604935,0.0689082162516383,0.021909652386119,0.0109504611501625,0.0108527393606868,0.0254260859725419,0.0280695708944753,0.0111832959698306,6.159126113456094,0.010767510738442152
26,2012.0,28,0.0369690703791461,0.0620832239774544,0.0668579941952339,0.0895292772807965,0.0450741471112525,0.2232372894285388,0.0797983017215218,0.0585182192476694,0.0376558858776478,0.0412575077503336,0.0778124100928116,0.0073944588607474,0.0658318015032165,0.0190255942139138,0.01000652569736,0.0123168388820489,0.0203782965193735,0.0366215939258993,0.0096315633350327,6.162610446972756,0.0077795265373143425
27,2013.0,22,0.0351576182711933,0.0574531302900857,0.067102238244993,0.0881590406722147,0.0386057762687463,0.2416586578714356,0.0739050444986677,0.0542155459003428,0.0285309097353013,0.0425034723306212,0.0822639055046175,0.0043283876125373,0.0683447868766802,0.0274902386077818,0.0118643837455986,0.0120154428581161,0.0260520589093168,0.0316620368989332,0.0086873249028151,6.0412843987968845,0.006938013410480583
28,2014.0,24,0.0462299062137064,0.0759320047313263,0.064999780324684,0.0772608552721575,0.0372970807273864,0.226383164936763,0.0726822317797304,0.0633964933828373,0.0417907605755924,0.0423222629374833,0.0734219987901669,0.0046232120406747,0.0743722436765484,0.0146809380325758,0.0105061681175291,0.0111570966767363,0.0251640200354031,0.0255135827087597,0.0122661990399372,6.123602815846447,0.014753565867200422
29,2015.0,18,0.0351830154474817,0.0685415488526585,0.064519215026806,0.0947556989271611,0.0414742015456242,0.2314651788582532,0.0785168684911281,0.0534441237554186,0.0267655957971104,0.0376605734012748,0.0885438906955772,0.0057736133351214,0.0635593357190463,0.0260598120509169,0.0073545574465665,0.0116991878104043,0.0216775470444433,0.0364743242188765,0.0065317115761292,6.0147862824281635,0.018845725203762827
30,2016.0,23,0.0397040889657513,0.0715390805812271,0.0796046953508582,0.088309065370984,0.0497714161577762,0.2180442482759491,0.0675512556587889,0.0605542017105874,0.0456596475345273,0.0392103310763832,0.0695098352706501,0.0065206913303334,0.0632766486440082,0.0188001015334418,0.0107531309305436,0.01020177870854,0.0210337273577959,0.0307549575968036,0.0092010979450489,6.182673257673128,0.015297872854298773
31,2017.0,21,0.0399234440549731,0.0634623509845709,0.0715263795923954,0.0808921247582621,0.0379809776821796,0.2393932933405052,0.0701919085555245,0.0541290204053268,0.0319724966425558,0.0438786883806886,0.0742284237118721,0.0057841064816656,0.0734324918101267,0.0176154487876019,0.0142171076726976,0.0118452805203189,0.0316953341092874,0.0272289795454773,0.0106021429639687,6.097391915700861,0.011012037264513134
32,2018.0,10,0.0332493166547643,0.0622622937799145,0.0770559636189739,0.100792970561631,0.0448445881327059,0.2355015124200033,0.0686990192085895,0.0558876338785587,0.035589719748116,0.0357390852528976,0.0751984684583226,0.0045142494504006,0.0616263135679485,0.0269034568338055,0.0082938757693318,0.0096440710978104,0.0233582995883756,0.0328600222183908,0.0079791397594579,6.015029457154924,0.011793505535897692
33,2019.0,15,0.0433970226600837,0.0644103323397043,0.0670654109316041,0.0819427179705771,0.0388280713225615,0.2416211523051609,0.069910017185246,0.052323901934562,0.0318108765755481,0.0432472916936607,0.0802070071241558,0.0046592838259008,0.0721063720515437,0.0214856130782996,0.0116092929135979,0.0090133819527664,0.0257661597246229,0.0306152280332676,0.0099808663771353,6.041483003447672,0.008222057144770529
34,2020.0,10,0.034580064958728,0.0601812555241193,0.0662920797795021,0.0799271324575243,0.045598094688776,0.2523084466902566,0.0798950524693874,0.0586251336849148,0.0324640359576471,0.0387318565738428,0.0745735475414471,0.0043232535014388,0.0699451928281486,0.0185532978277748,0.0078484549094117,0.010909795443267,0.0241384912981396,0.0317955583973355,0.0093092554683371,5.932049255363628,0.004654659849104057
35,2021.0,4,0.0344007128360476,0.0660826134988952,0.0465862226687861,0.0825956280055587,0.0280767298521339,0.2542479604690921,0.0916078676904311,0.0527376828329483,0.0296663642362256,0.0471737750317426,0.0857386551093248,0.0011726053007808,0.076792212791058,0.0244864306209571,0.0070902442438238,0.0087764189236475,0.0274926766843625,0.0282033257350809,0.007071873469102,5.787403574373873,0.014212094556962172
