,year,total_works,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38,topic_39,topic_40,topic_41,topic_42,topic_43,topic_44,topic_45,topic_46,topic_47,topic_48,topic_49,topic_50,topic_51,topic_52,topic_53,topic_54,topic_55,topic_56,topic_57,topic_58,topic_59,topic_60,topic_61,topic_62,topic_63,topic_64,topic_65,topic_66,topic_67,topic_68,topic_69,topic_70,topic_71,topic_72,topic_73,topic_74,topic_75,topic_76,topic_77,topic_78,topic_79,topic_80,topic_81,topic_82,topic_83,topic_84,topic_85,topic_86,topic_87,topic_88,topic_89,topic_90,topic_91,topic_92,topic_93,topic_94,topic_95,topic_96,topic_97,topic_98,topic_99,topic_100,topic_101,topic_102,topic_103,topic_104,topic_105,topic_106,topic_107,topic_108,topic_109,topic_110,topic_111,topic_112,topic_113,topic_114,topic_115,topic_116,topic_117,topic_118,topic_119,topic_120,topic_121,topic_122,topic_123,topic_124,topic_125,topic_126,topic_127,topic_128,topic_129,topic_130,topic_131,topic_132,topic_133,topic_134,topic_135,topic_136,topic_137,topic_138,topic_139,topic_140,topic_141,topic_142,topic_143,topic_144,topic_145,topic_146,topic_147,topic_148,topic_149,topic_150,topic_151,topic_152,topic_153,topic_154,topic_155,topic_156,topic_157,topic_158,topic_159,topic_160,topic_161,topic_162,topic_163,topic_164,topic_165,topic_166,topic_167,topic_168,topic_169,ENI,KL
1,1931.0,1,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0833333333333333,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0833333333333333,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0833333333333333,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0833333333333333,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.1666666666666666,1e-09,1e-09,1e-09,1e-09,1e-09,0.0833333333333333,1e-09,1e-09,1e-09,1e-09,0.0833333333333333,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0833333333333333,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0833333333333333,1e-09,1e-09,1e-09,1e-09,0.0833333333333333,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0833333333333333,1e-09,1e-09,5.167197830806722,6.510421744471039
2,1933.0,1,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.037037037037037,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.037037037037037,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.037037037037037,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.037037037037037,1e-09,0.037037037037037,1e-09,1e-09,0.037037037037037,1e-09,0.037037037037037,1e-09,1e-09,1e-09,1e-09,1e-09,0.037037037037037,1e-09,1e-09,1e-09,1e-09,0.037037037037037,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.037037037037037,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.037037037037037,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.037037037037037,1e-09,1e-09,0.037037037037037,0.037037037037037,1e-09,0.037037037037037,0.037037037037037,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.037037037037037,1e-09,1e-09,1e-09,0.037037037037037,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.037037037037037,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.037037037037037,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.037037037037037,1e-09,1e-09,0.037037037037037,1e-09,1e-09,0.037037037037037,0.037037037037037,1e-09,1e-09,1e-09,0.074074074074074,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.037037037037037,9.477408549257193,15.45228651113341
3,1934.0,1,0.0147058823529411,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0147058823529411,1e-09,0.0147058823529411,1e-09,1e-09,1e-09,0.0147058823529411,1e-09,0.0147058823529411,0.0147058823529411,0.0294117647058823,1e-09,0.0147058823529411,1e-09,1e-09,0.0147058823529411,1e-09,1e-09,1e-09,0.0147058823529411,1e-09,0.0147058823529411,1e-09,1e-09,0.0147058823529411,1e-09,1e-09,1e-09,0.0147058823529411,0.0294117647058823,1e-09,1e-09,0.0294117647058823,1e-09,1e-09,1e-09,0.0147058823529411,1e-09,0.0294117647058823,1e-09,1e-09,0.0294117647058823,1e-09,0.0147058823529411,0.0147058823529411,1e-09,0.0147058823529411,1e-09,0.0147058823529411,1e-09,1e-09,0.0147058823529411,0.0147058823529411,1e-09,1e-09,1e-09,1e-09,0.0147058823529411,1e-09,1e-09,1e-09,0.0294117647058823,1e-09,0.0147058823529411,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0147058823529411,1e-09,1e-09,1e-09,1e-09,1e-09,0.0294117647058823,1e-09,1e-09,1e-09,0.0147058823529411,0.0294117647058823,1e-09,1e-09,1e-09,1e-09,0.0147058823529411,1e-09,1e-09,1e-09,1e-09,1e-09,0.0147058823529411,0.0294117647058823,0.0147058823529411,0.0147058823529411,0.0147058823529411,0.0147058823529411,1e-09,0.0147058823529411,1e-09,1e-09,1e-09,0.0147058823529411,0.0147058823529411,1e-09,1e-09,0.0147058823529411,1e-09,1e-09,1e-09,1e-09,1e-09,0.0147058823529411,1e-09,1e-09,0.0147058823529411,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0294117647058823,0.0147058823529411,1e-09,1e-09,1e-09,0.0147058823529411,0.0147058823529411,1e-09,0.0147058823529411,0.0147058823529411,0.0147058823529411,1e-09,1e-09,1e-09,1e-09,0.0147058823529411,0.0147058823529411,1e-09,1e-09,1e-09,0.0147058823529411,0.0147058823529411,1e-09,0.0147058823529411,0.0147058823529411,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0147058823529411,16.1744066929711,11.059144447594345
4,1939.0,1,1e-09,1e-09,0.0140845070422535,0.0140845070422535,0.0140845070422535,1e-09,0.0140845070422535,1e-09,0.0140845070422535,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.028169014084507,1e-09,0.0140845070422535,1e-09,1e-09,1e-09,1e-09,1e-09,0.0422535211267605,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0140845070422535,1e-09,1e-09,1e-09,0.0140845070422535,0.0140845070422535,0.0140845070422535,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0140845070422535,1e-09,1e-09,0.0140845070422535,0.0140845070422535,0.0422535211267605,0.028169014084507,0.0140845070422535,0.0140845070422535,1e-09,0.0140845070422535,0.0140845070422535,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0140845070422535,0.0140845070422535,0.0140845070422535,1e-09,1e-09,1e-09,1e-09,1e-09,0.028169014084507,0.0140845070422535,1e-09,0.0140845070422535,0.028169014084507,1e-09,1e-09,1e-09,1e-09,1e-09,0.0140845070422535,1e-09,1e-09,1e-09,1e-09,1e-09,0.028169014084507,0.0140845070422535,1e-09,0.056338028169014,0.0140845070422535,0.0140845070422535,1e-09,0.028169014084507,1e-09,1e-09,1e-09,0.0140845070422535,1e-09,0.0140845070422535,1e-09,1e-09,1e-09,0.0140845070422535,1e-09,1e-09,1e-09,0.0140845070422535,1e-09,1e-09,0.0140845070422535,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.028169014084507,0.0140845070422535,0.0140845070422535,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.056338028169014,0.0140845070422535,1e-09,1e-09,0.0140845070422535,1e-09,1e-09,0.0140845070422535,1e-09,0.0140845070422535,1e-09,0.0140845070422535,0.0140845070422535,0.0140845070422535,0.028169014084507,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0140845070422535,14.494513831569577,6.589335284971526
5,1943.0,1,1e-09,1e-09,1e-09,0.0333333333333333,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0666666666666666,1e-09,0.0333333333333333,1e-09,1e-09,1e-09,0.0333333333333333,1e-09,0.0333333333333333,1e-09,1e-09,1e-09,0.0333333333333333,1e-09,0.0333333333333333,1e-09,1e-09,0.0333333333333333,1e-09,1e-09,1e-09,1e-09,0.0666666666666666,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0333333333333333,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0333333333333333,1e-09,0.0666666666666666,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0333333333333333,0.0333333333333333,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0333333333333333,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0333333333333333,0.0333333333333333,1e-09,1e-09,1e-09,1e-09,0.0333333333333333,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0666666666666666,1e-09,0.0333333333333333,0.0333333333333333,1e-09,1e-09,1e-09,0.0333333333333333,1e-09,0.0333333333333333,1e-09,0.0333333333333333,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0333333333333333,1e-09,1e-09,0.0333333333333333,9.29437679804033,6.869998049473904
6,1947.0,2,0.0169491525423728,0.0084745762711864,1e-09,1e-09,1e-09,1e-09,0.0084745762711864,1e-09,0.0169491525423728,0.0397245762711864,0.0625,1e-09,0.03125,1e-09,0.0084745762711864,1e-09,0.0481991525423728,0.0084745762711864,0.0084745762711864,1e-09,1e-09,1e-09,1e-09,1e-09,0.0084745762711864,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0084745762711864,1e-09,1e-09,1e-09,0.03125,0.0084745762711864,1e-09,0.0084745762711864,1e-09,1e-09,1e-09,1e-09,1e-09,0.0084745762711864,1e-09,0.0169491525423728,0.03125,1e-09,0.0084745762711864,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0084745762711864,0.0084745762711864,1e-09,0.0169491525423728,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0084745762711864,0.0084745762711864,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0084745762711864,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0169491525423728,1e-09,1e-09,0.0169491525423728,0.0169491525423728,0.0084745762711864,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0084745762711864,1e-09,0.0084745762711864,0.03125,1e-09,1e-09,0.0338983050847457,1e-09,1e-09,0.0084745762711864,1e-09,0.0084745762711864,1e-09,0.0169491525423728,1e-09,1e-09,1e-09,0.0084745762711864,1e-09,0.0084745762711864,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0084745762711864,0.0084745762711864,1e-09,1e-09,0.0084745762711864,0.03125,1e-09,0.0084745762711864,1e-09,0.0084745762711864,1e-09,1e-09,1e-09,1e-09,1e-09,0.0084745762711864,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0625,0.0084745762711864,1e-09,1e-09,1e-09,0.0397245762711864,1e-09,1e-09,1e-09,0.0084745762711864,1e-09,0.0084745762711864,1e-09,0.0084745762711864,0.0084745762711864,1e-09,0.03125,0.03125,0.0625,1e-09,0.0084745762711864,13.576887703059814,10.525309995472181
7,1948.0,1,0.0444444444444444,1e-09,0.0222222222222222,1e-09,1e-09,1e-09,1e-09,1e-09,0.0222222222222222,1e-09,0.0444444444444444,1e-09,1e-09,1e-09,0.0222222222222222,1e-09,1e-09,0.0222222222222222,1e-09,1e-09,1e-09,0.0222222222222222,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0222222222222222,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0222222222222222,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0222222222222222,1e-09,1e-09,0.0222222222222222,1e-09,1e-09,0.0222222222222222,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0222222222222222,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0222222222222222,1e-09,1e-09,0.0222222222222222,0.0222222222222222,1e-09,0.0444444444444444,0.0222222222222222,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0222222222222222,1e-09,1e-09,0.0444444444444444,0.0222222222222222,1e-09,1e-09,1e-09,0.0444444444444444,0.0222222222222222,0.0222222222222222,0.0222222222222222,1e-09,1e-09,0.0222222222222222,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0222222222222222,1e-09,1e-09,1e-09,1e-09,0.0222222222222222,1e-09,0.0222222222222222,1e-09,0.0444444444444444,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0444444444444444,1e-09,1e-09,1e-09,0.0222222222222222,0.0444444444444444,1e-09,0.0222222222222222,1e-09,0.0222222222222222,1e-09,1e-09,1e-09,0.0222222222222222,1e-09,1e-09,1e-09,1e-09,0.0222222222222222,1e-09,1e-09,11.795871930255656,5.639988593521901
8,1949.0,2,0.0374999999999999,1e-09,0.0104166666666666,1e-09,1e-09,0.0166666666666666,0.0104166666666666,1e-09,1e-09,0.0104166666666666,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0208333333333333,1e-09,0.0104166666666666,1e-09,1e-09,1e-09,0.0104166666666666,1e-09,1e-09,1e-09,0.0208333333333333,0.0208333333333333,0.0166666666666666,0.0104166666666666,0.0208333333333333,0.0208333333333333,1e-09,1e-09,1e-09,1e-09,0.0208333333333333,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0166666666666666,1e-09,1e-09,0.0166666666666666,0.0166666666666666,1e-09,1e-09,1e-09,1e-09,0.0270833333333333,0.0166666666666666,0.0166666666666666,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0166666666666666,0.0166666666666666,1e-09,0.0166666666666666,1e-09,1e-09,0.0104166666666666,0.0104166666666666,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0166666666666666,1e-09,1e-09,0.0270833333333333,1e-09,0.0208333333333333,0.0479166666666666,1e-09,1e-09,1e-09,0.0104166666666666,1e-09,1e-09,1e-09,1e-09,1e-09,0.0104166666666666,1e-09,1e-09,1e-09,1e-09,1e-09,0.0166666666666666,0.0541666666666666,0.0166666666666666,1e-09,1e-09,1e-09,0.0104166666666666,0.0104166666666666,0.0166666666666666,0.0166666666666666,1e-09,0.0104166666666666,1e-09,0.0166666666666666,1e-09,0.0104166666666666,1e-09,1e-09,1e-09,0.0270833333333333,0.0104166666666666,0.0270833333333333,1e-09,1e-09,1e-09,0.0437499999999999,0.0104166666666666,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.0104166666666666,1e-09,1e-09,0.0166666666666666,1e-09,1e-09,1e-09,1e-09,1e-09,0.0104166666666666,1e-09,1e-09,1e-09,0.0104166666666666,1e-09,1e-09,0.0270833333333333,1e-09,1e-09,1e-09,0.0270833333333333,1e-09,1e-09,1e-09,0.0166666666666666,1e-09,1e-09,1e-09,1e-09,0.0104166666666666,1e-09,1e-09,14.863960711957516,9.763916959639815
9,1950.0,9,0.0150813692480359,1e-09,0.002710027100271,0.0144059335330195,0.003831417624521,1e-09,1e-09,0.0069444444444444,1e-09,0.0177638453500522,0.0308511119009685,1e-09,1e-09,1e-09,0.0030864197530864,1e-09,0.0066706491437674,0.0209726260193355,0.0189829327760362,1e-09,0.0069444444444444,0.0119949494949494,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,0.003831417624521,0.0194105965101515,0.005050505050505,1e-09,1e-09,0.003831417624521,1e-09,0.0124670959971248,0.009004283591223,0.005050505050505,1e-09,0.01010101010101,0.012218963831867,0.0030864197530864,1e-09,1e-09,0.0127923976608187,1e-09,0.0085579803166452,0.0088819226750261,0.0058479532163742,0.0035842293906809,1e-09,0.0058479532163742,0.0092592592592592,1e-09,0.0349073569815974,1e-09,0.0186403508771929,0.0088819226750261,1e-09,0.0136084853671503,0.0030864197530864,0.002710027100271,0.0123378915781494,0.0085579803166452,1e-09,0.003831417624521,0.005050505050505,0.009251471825063,0.0127133402995471,0.0228143504005572,0.0096793708408953,0.01010101010101,0.0071684587813619,0.0156749327349904,1e-09,1e-09,0.0030864197530864,1e-09,0.005050505050505,1e-09,1e-09,0.007760532150776,1e-09,1e-09,0.0298378522062732,0.0135884865213748,1e-09,1e-09,0.0066706491437674,1e-09,1e-09,0.0119949494949494,0.0147298758914003,1e-09,0.0096793708408953,1e-09,1e-09,1e-09,1e-09,0.005050505050505,1e-09,1e-09,1e-09,0.01010101010101,0.0279170704637799,0.0335436786739117,1e-09,0.0030864197530864,1e-09,0.005050505050505,0.003831417624521,0.0058479532163742,0.0030864197530864,0.005050505050505,1e-09,0.0030864197530864,0.0058479532163742,1e-09,1e-09,0.0422414802340816,1e-09,1e-09,0.0058479532163742,1e-09,0.0035842293906809,1e-09,1e-09,1e-09,0.0101010101010101,0.0201565383130039,1e-09,0.0093806762440384,0.0058479532163742,0.0030864197530864,1e-09,1e-09,1e-09,1e-09,0.0131172839506172,1e-09,1e-09,0.005050505050505,1e-09,1e-09,1e-09,0.0076628352490421,0.0159489633173843,1e-09,0.0230406679742055,1e-09,0.003831417624521,1e-09,0.0092592592592592,0.0249595066643248,0.0062942564909519,0.0202538867493938,1e-09,0.0085579803166452,0.0069444444444444,1e-09,0.0116959064327485,0.0058479532163742,1e-09,1e-09,1e-09,1e-09,0.0136150935882118,1e-09,0.0116959064327485,19.56159868981403,8.78696446496637
10,1951.0,8,0.0301703738830101,0.0016703786191536,0.0176931517732713,0.0105958567539859,0.0109734595397178,0.0005567928730512,0.0113636363636363,0.0002783964365256,0.0105958567539859,0.0113636363636363,0.0198728656273199,0.0002783964365256,0.0030592675080425,0.0013888888888888,0.0135908078558412,0.00194568176194,0.0125061865874783,0.0231079624636944,0.0106950631031922,0.0002783964365256,0.0008351893095768,0.00194568176194,0.0198028246190829,0.0005567928730512,1e-09,1e-09,0.0022240781984657,0.0022240781984657,1e-09,0.0025024746349913,0.0005567928730512,0.0038944568176194,0.0008351893095768,0.0002783964365256,0.0094469190794357,0.0113024069081389,0.0011135857461024,0.0005567928730512,0.0002783964365256,1e-09,0.0005567928730512,0.0113926008413758,1e-09,1e-09,1e-09,1e-09,0.0061185350160851,1e-09,0.0033376639445681,0.0038944568176194,0.0002783964365256,1e-09,0.0030592675080425,0.0105958567539859,0.0199556751939239,0.0005567928730512,0.0005567928730512,0.0130309216890508,0.0082462326938355,0.0309260414399026,0.00194568176194,0.0044512496906706,0.0281969190794357,0.0005567928730512,1e-09,0.00722284088097,0.0013888888888888,0.0030561742143033,0.0074141366779978,0.0002783964365256,0.0088030255668867,0.0027808710715169,0.0005567928730512,0.0088030255668867,0.0027808710715169,1e-09,1e-09,0.0109734595397178,0.021194806801711,1e-09,1e-09,0.0033376639445681,0.0011135857461024,0.0002783964365256,0.0367894262382012,0.013587714562102,0.0005567928730512,0.0052864390002474,0.0050049492699826,0.0016703786191536,0.0005567928730512,0.0019487750556792,0.0005567928730512,0.0005567928730512,0.0008351893095768,0.0086117297698589,0.0088901262063845,0.0002783964365256,1e-09,1e-09,0.0005567928730512,0.0005567928730512,0.0002783964365256,0.0005567928730512,0.0154721668685447,0.0603260107480011,1e-09,1e-09,0.0005567928730512,0.0195275214762965,0.001391982182628,0.0002783964365256,0.0008351893095768,1e-09,0.0005567928730512,0.0011135857461024,0.0002783964365256,0.0002783964365256,0.0002783964365256,0.0639565343388165,0.0002783964365256,0.0030561742143033,0.0044481563969314,1e-09,0.0146982070144653,1e-09,0.0083333333333333,0.0002783964365256,0.024397645003377,0.0481499693080984,1e-09,0.0044481563969314,0.0022240781984657,0.00194568176194,0.0002783964365256,0.0005567928730512,0.0002783964365256,0.001391982182628,0.0025055679287305,0.0011135857461024,0.0119204292366875,0.00194568176194,1e-09,0.0207372202778661,0.0002783964365256,1e-09,0.0002783964365256,0.0008351893095768,0.0648671869066605,0.0036129670873546,0.0082493259875747,1e-09,0.0027808710715169,0.0030561742143033,0.0005567928730512,1e-09,1e-09,0.0005567928730512,0.00194568176194,0.0027839643652561,1e-09,0.0002783964365256,1e-09,0.0002783964365256,1e-09,1e-09,0.0264688726270017,0.0002783964365256,1e-09,16.598693374784713,3.345481759429022
