,year,kl_mean,kl_std
0,1931,3.1657657386231217,8.881784197001252e-16
1,1933,0.6419863810041397,0.0
2,1934,0.1288315314320017,2.7755575615628914e-17
3,1939,0.11286579083431604,1.3877787807814457e-17
4,1943,0.15683120046144522,2.7755575615628914e-17
5,1947,1.4897341974504041,1.1840355064773438
6,1948,1.1480834760902177,0.40396064198127785
7,1949,0.3617697563642518,0.038292120214320324
8,1950,2.008812965937,2.3235922855260385
9,1951,2.5649554997566018,2.576189723375971
10,1952,2.234639914416411,4.393458978044767
11,1953,3.2565696371395654,2.689788975883356
12,1954,2.7100279619749394,3.6426889324700538
13,1955,1.4655987608704293,1.4752093908902344
14,1956,2.8056899630939847,4.583655082303089
15,1957,1.775323421767103,2.5862299168461096
16,1958,1.388350578786021,1.793458647542908
17,1959,1.8019845027251153,3.884109685540638
18,1960,2.831265694106224,5.045546614218646
19,1961,2.6268791987429982,4.161291950132075
20,1962,1.2791111354582247,1.674544208534391
21,1963,1.5391208803849448,1.9973007603512127
22,1964,1.7337269069101091,2.775847873963922
23,1965,1.6157233298310707,3.379515364948284
24,1966,1.592196198914111,2.5347385931327526
25,1967,1.7465481152983022,2.66025811256094
26,1968,1.0910429645718003,1.6208420352264
27,1969,1.388649505951776,2.4842986541942684
28,1970,2.8182125005842606,5.074869259012937
29,1971,2.1512364649084064,3.179527271724026
30,1972,2.5211688637714973,4.366234013539613
31,1973,2.0233898754043507,3.33661828576534
32,1974,2.1513373073074287,3.416044991453205
33,1975,1.8952208728338231,2.760460136925551
34,1976,2.143970016917705,2.9341418890487705
35,1977,2.1549517717774185,3.6074742856865805
36,1978,1.6586624785785973,2.820693931154987
37,1979,2.0648264200638775,3.97487269203891
38,1980,1.8390884016427222,3.363199417616154
39,1981,1.5204273400048374,2.240851784666775
40,1982,1.3617254602832134,1.9193640569068415
41,1983,2.553779231741856,3.878895325010037
42,1984,2.1702596458930237,3.738222402375791
43,1985,1.8187305797026896,3.227414659344339
44,1986,1.7350055148457946,3.3908136724744673
45,1987,1.118737388647755,1.756303366870773
46,1988,1.7425855671060826,2.871817331453257
47,1989,1.4021493830470335,2.353055901603789
48,1990,1.7502495938803821,3.0130023285858907
49,1991,1.5882661834400578,2.8323475881730418
50,1992,1.2528148197201787,2.3125068553981465
51,1993,1.9450546043130985,3.7911926187443536
52,1994,1.5919687822863244,3.363820227686217
53,1995,1.8264063352351483,3.4779339071281266
54,1996,1.5232227743565008,3.029187010126467
55,1997,1.4440041924466607,2.8550315985901666
56,1998,1.8048588773378305,3.3592179243905913
57,1999,1.7986173191614057,3.677996950659493
58,2000,1.9877970422889644,3.7794710118119084
59,2001,1.2437863197926766,2.2063958540013653
60,2002,1.531108782031545,2.9348039152757894
61,2003,1.6379317332378023,3.3292965758718585
62,2004,1.8180843574588417,3.7147565640689306
63,2005,1.375015160407576,2.57781999188793
64,2006,2.025778791296655,3.729579048554099
65,2007,1.5315796770450467,2.721024320926171
66,2008,1.637620064331891,2.8482169059243607
67,2009,1.7961858126318695,3.34995718500772
68,2010,1.4342539093402862,2.5060322102673553
69,2011,1.8610202293229172,3.4781344192863046
70,2012,1.7353531327647367,3.131043609134942
71,2013,1.6615165921226478,2.8995494073778914
72,2014,1.7449954355475628,3.375800916802596
73,2015,1.6869406950511543,3.0894068583806473
74,2016,1.5714671150807653,2.939685269446852
75,2017,2.31435742227315,3.8961208840022183
76,2018,2.0438952477644716,3.580400940605074
77,2019,1.871764462090501,3.203042565011548
78,2020,2.0544784314118805,3.549624004095049
79,2021,2.6985774719901805,4.48384914088889
