,year,kl_mean,kl_std
0,1974,2.45256966933884,0.0
1,1975,11.644491703147166,4.571176985688254
2,1976,4.110661825132275,5.270071840668508
3,1977,2.715089574794228,2.310716945257073
4,1978,2.1598801065501734,1.469695075687141
5,1979,1.07390742461966,0.8251100981405323
6,1980,0.9893309938114211,1.1432160598435621
7,1981,2.0943020380072115,2.02977405806751
8,1982,2.9645991494138264,2.749647712297023
9,1983,2.6298175552606504,2.6684144311745794
10,1984,1.9029171963480072,2.1498790399977117
11,1985,2.294778665203193,3.0146121916107353
12,1986,1.6711281783845024,2.240260818320595
13,1987,1.9438322096635057,3.04525056447045
14,1988,1.986050270160746,3.101456730062632
15,1989,1.468702091486346,1.8583257644778097
16,1990,2.048512312111301,3.0972257932835063
17,1991,1.490979938045002,2.1585374537296036
18,1992,1.7416955286741014,2.3082663255096616
19,1993,1.4332205960343634,1.9841414438405347
20,1994,1.4325181048562847,2.082423106871269
21,1995,1.3309386185886554,1.9879038391176846
22,1996,1.4656265742290018,1.9356847025294306
23,1997,1.6269273155082544,2.6546910437630076
24,1998,1.3012136508880683,2.399028753477859
25,1999,1.173798089084144,2.0045561805922865
26,2000,1.1202135423572277,1.9366262862241994
27,2001,1.4347754443957896,2.3698014320029523
28,2002,1.0525125896349912,1.4853568549325389
29,2003,0.9693397275285288,1.4851726896549935
30,2004,1.1234554396258636,1.7213186461521714
31,2005,1.1170362611027556,1.7688407493449783
32,2006,1.334799658383361,2.1741774150793067
33,2007,1.1290840466140428,1.6140920791815474
34,2008,1.3989785440432942,2.089844592615171
35,2009,1.3909891990232202,2.068935418282409
36,2010,1.2256998633552088,1.8140437159624567
37,2011,1.4295939045604447,2.4351514973532735
38,2012,1.341752407532598,2.035400095820276
39,2013,1.4120664693768663,2.253792914602452
40,2014,1.5059129143990868,2.3477708204787064
41,2015,1.8677989768877128,2.5182660919755646
42,2016,1.7231848425465166,2.4588473630737204
43,2017,2.04325800088697,3.006489891932922
44,2018,2.103058457518345,2.8950808528497336
45,2019,1.9366320419887308,2.5799833797636054
46,2020,2.631112227592968,4.225182330048116
47,2021,2.3829170447382264,3.5371216059766972
