,year,kl_mean,kl_std
0,1931,14.42077430669259,3.552713678800501e-15
1,1933,18.584930480526957,3.552713678800501e-15
2,1934,3.806022189316993,0.0
3,1939,5.075550651089194,0.0
4,1943,7.215744641635804,1.7763568394002505e-15
5,1947,10.153108604275369,6.744956016232527
6,1948,6.63307344224357,2.8778285766515204
7,1949,8.971690333232086,0.34042606574170886
8,1950,12.840010879416209,1.8399048834268885
9,1951,12.354780825829923,4.6952182537784495
10,1952,9.67978936293973,4.514715201905663
11,1953,11.41889449267999,4.24274694280636
12,1954,8.928374565605896,3.2919651191443444
13,1955,8.086680548820102,3.8140636882130328
14,1956,11.661307136904359,4.274859357472704
15,1957,11.126192378902996,4.184777010371053
16,1958,12.482609597680948,3.9524973320813768
17,1959,10.371427033789843,4.495498148169686
18,1960,9.993042415031336,4.749288469068578
19,1961,11.708299082417318,5.2558817794568755
20,1962,9.654463792183822,4.654805402503747
21,1963,10.254315296859543,4.536758091487782
22,1964,10.341454748106289,4.527087914167431
23,1965,10.271371726308535,4.8918054022817055
24,1966,10.630471777769863,4.643118862479846
25,1967,11.565311892339347,4.267016003208047
26,1968,10.249518311037619,4.7880253394244034
27,1969,9.939863170721162,4.790330693783253
28,1970,11.167449223037638,4.969971327015456
29,1971,11.97079084462328,4.8268247378708615
30,1972,10.97458834758861,4.5173563118705635
31,1973,11.159788205465992,4.579989417983334
32,1974,11.102785800588128,4.17960035928818
33,1975,11.149067830844213,4.707165685241019
34,1976,11.888051576094862,4.429572118473444
35,1977,11.760963161256342,4.123589168279613
36,1978,10.558640535214668,4.6150991771779335
37,1979,11.606718177515797,4.09660199612628
38,1980,11.896539797551563,4.289159576657088
39,1981,11.530965902674316,4.314657745730155
40,1982,10.630698713712107,4.482066475890499
41,1983,11.913406634185959,4.163137006548716
42,1984,10.902712743091508,4.764660326714175
43,1985,10.54960637957385,4.866775344869685
44,1986,10.734065513725149,4.72117656365431
45,1987,10.183679574799331,4.711662119908696
46,1988,10.480051657100091,4.556984027984578
47,1989,10.411081126754995,4.750795049353241
48,1990,10.499185351161671,4.869838694897638
49,1991,10.705281411762032,4.652700409021866
50,1992,10.024690379467009,4.624841027820516
51,1993,9.383010893179177,4.691876402554869
52,1994,9.603111914889501,4.5570851664442555
53,1995,9.985032345528824,4.693819328396279
54,1996,10.006770372118275,4.482234172785598
55,1997,10.37699971764702,4.440294385388791
56,1998,11.022887751877883,4.342481782720144
57,1999,10.476593344638816,4.791442366737553
58,2000,10.129056633872747,4.67534440790873
59,2001,10.109399653746953,4.674273342580845
60,2002,10.143376425531109,4.774783833617172
61,2003,10.334753781159408,4.6979844371006045
62,2004,10.1412415088892,4.859483275002078
63,2005,9.978548251399213,4.851847875402451
64,2006,10.783978658615665,4.599862574985493
65,2007,10.583877539987194,4.552228754914537
66,2008,9.973957256001233,4.76657617103786
67,2009,10.46655867303648,4.761663689403182
68,2010,10.275222305585496,4.734716118809917
69,2011,10.153803710612694,4.562953781775382
70,2012,9.87059248235365,4.748015436638596
71,2013,10.340160062303704,4.621809134143275
72,2014,10.340120440293024,4.735650372349366
73,2015,10.179347565772941,4.450614518330474
74,2016,10.136450496218112,4.446502563399066
75,2017,11.068133689150338,4.619078666967141
76,2018,11.094984122779124,4.565152705259955
77,2019,10.761548306624409,4.7185432695736464
78,2020,11.606812861669086,4.487329721148522
79,2021,12.044467735665942,4.507203659007538
