,year,total_works,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,ENI,KL
69,2010.0,295,0.0334268982594548,0.0534829525179056,0.1326603530805969,0.0392779751637438,0.096813971361414,0.0786877450550195,0.0334767226707683,0.0555067092667866,0.0291903589383892,0.0256016873457227,0.0313645991048811,0.0638570511954789,0.0471100532239628,0.023147369341621,0.0646395725117316,0.0916105606400212,0.0218666810703757,0.0383085079303679,0.0233583543886861,0.0166118769330709,7.15218458237789,0.013993686314385762
70,2011.0,363,0.0325173160179093,0.0574479034134495,0.128714515456585,0.0337575628699704,0.0847311739859288,0.0739290039651916,0.0366856989463988,0.050034315874494,0.0326467765208366,0.0209520058831483,0.0341375798317171,0.0705454934373201,0.062082092697624,0.0192566892515428,0.0711843952510112,0.0869539779119291,0.0234856116624816,0.0355627160624323,0.0253051089192317,0.0200700620407962,7.204973450497292,0.006615009947375742
71,2012.0,320,0.0298403925894879,0.0554988720252742,0.1208632120193791,0.0389720506308393,0.0857602005367207,0.0779718882808269,0.0368136709664951,0.0533043630010787,0.0422804150987113,0.0228638480544138,0.0364431384171709,0.0687376444960569,0.0575964757298115,0.0194187912343119,0.0643010678177764,0.0920829225071116,0.0224776458423515,0.0303658583269418,0.017622956439578,0.0267845859856609,7.239917560981825,0.005880122299168028
72,2013.0,343,0.0354808167731158,0.0442956073834495,0.1245626520649819,0.0381302253541601,0.0879072136131388,0.0725934547462879,0.0344372667358778,0.0511074948229498,0.0348106878487927,0.0239406878875335,0.0363613451962363,0.0724934066071329,0.0541971715281814,0.0200619295139095,0.0690531558753131,0.1005009608331119,0.0247094767768649,0.0311306560330873,0.0204431233674414,0.0237826670384322,7.207310885578717,0.004116550055084007
73,2014.0,327,0.0405860241521677,0.0479724552274218,0.1151424906872272,0.0356302022701142,0.0808441786248122,0.0746696508779086,0.0385143255517286,0.0496068266497349,0.0366417431316271,0.0284964536793725,0.0344697692527547,0.0749557883714804,0.0469358382382396,0.0255000836100797,0.0719209813955264,0.103483471973751,0.0182010114225063,0.0294695359225898,0.0257645377103955,0.0211946312505598,7.268774958608049,0.005136908985207109
74,2015.0,354,0.0416777220034249,0.0443499588945845,0.1131006399076649,0.0361756843295473,0.0799232595031693,0.0763900332778806,0.0380494881297956,0.0458338555864835,0.0213864213936089,0.0314854474517284,0.0345005085813634,0.0744561279964206,0.0507800425378722,0.0270923705607976,0.0759487194733105,0.1048139921984322,0.0251128863334539,0.021925206358821,0.0288057472354759,0.0281918882461634,7.2718145891980885,0.00801794915899506
75,2016.0,321,0.0380308355515059,0.0429953027967836,0.1138816395974648,0.0328558018452462,0.0768069491449639,0.0779596784648758,0.0454216574007071,0.0496816470515779,0.0413725231690532,0.0312028523732871,0.0401436667254375,0.0770801281147668,0.0461113246751712,0.0248286939022613,0.0790670901571417,0.0907297667492829,0.0210658332683494,0.020720114838499,0.0263896479856141,0.0236548461880093,7.3086901726186335,0.011294646579582897
76,2017.0,355,0.0423912964377849,0.0402399503302657,0.1095566641019679,0.034124877894518,0.0784769295199688,0.0767251657576648,0.0376295553860577,0.043732535329071,0.0319346902177683,0.0260878943558384,0.032864389362737,0.082471315219468,0.0499937589028773,0.0297937006993299,0.0778544917079832,0.0945808445070185,0.0181599283598244,0.0199247057912102,0.0338465587267945,0.0396107473918499,7.313295017268518,0.010421745405188738
77,2018.0,328,0.0413655432003184,0.0443032897081733,0.1152022101782239,0.0356627543045485,0.0761762896242632,0.075148480846236,0.0397651465626375,0.0467010475657135,0.0349137440607766,0.0255914665984656,0.038526805348729,0.0808966927320795,0.0425745025137073,0.0298144316932462,0.0745945316597442,0.0992231564247074,0.0163166133416792,0.022523662357385,0.0258087748097657,0.0348908564695987,7.287896465417176,0.003567652540962289
78,2019.0,317,0.0462052084925664,0.0438542485794766,0.1115055244377242,0.0326491140037842,0.0758614580595889,0.0792166264965413,0.0380546777333187,0.0424099974856698,0.0243287127486713,0.0250400080661802,0.0313820557680686,0.0874028585593107,0.0440104748074023,0.0330869637736271,0.0670417632726891,0.0958593355916704,0.0204379237493897,0.0272391682590703,0.0365085548390349,0.0379053252762138,7.328815338605835,0.007265145124029078
79,2020.0,317,0.048354096325539,0.0389462396655427,0.1060069947240996,0.0335234250479933,0.0758086017375169,0.07457994962339,0.0376016172809609,0.0457175453102586,0.0209328753040039,0.0279819087637159,0.0296687884934649,0.0807282307032035,0.0502701827582093,0.0308440531647096,0.0711250662157887,0.0949150451799944,0.0218100418128828,0.030368811071412,0.0365920522871794,0.044224474530133,7.383751196060213,0.0028235322639662353
80,2021.0,274,0.0382181071971378,0.0334813522722783,0.0973500292115475,0.0369761399707908,0.0700375293782394,0.0759659508374345,0.0429726326602738,0.0452666745709876,0.0338240920274621,0.0240187507005482,0.0385193885148103,0.0675782345660081,0.0418276868972901,0.0397117339873558,0.0723379158267667,0.0895672261804963,0.0184149573163842,0.0234024277674324,0.0622650382124064,0.0482641319043483,7.48377282201994,0.01950045672407015
