,year,total_works,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,ENI,KL
11,1997.0,8,0.0635559288797838,0.0170509777491922,0.0257662688881671,0.0273998312123362,0.1771178158065481,0.0222204658646363,0.0663377275203121,0.0438789504934534,0.0816364147862789,0.0249949900278266,0.023923946524663,0.0389945498992793,0.0391195353720605,0.0265552003214037,0.0168633394065907,0.0382864894223066,0.0218464007844299,0.0335737607832348,0.0227074252482569,0.0234081557482519,0.0299447182983895,0.0220999483707778,0.0077079723766892,0.0219089048918736,0.0164367563135345,0.0286195410893385,0.0193672416000187,0.003228750941806,0.0064800343310961,0.0089679570474615,8.55111697991869,0.0362540914515674
12,1998.0,12,0.0730285700829242,0.0100289517031007,0.0263149350686939,0.0254342475762618,0.1712342577531469,0.0314247588839726,0.0666695435597586,0.0315483501709217,0.0796945182395722,0.0247156551725042,0.0230344640193713,0.0338730690013818,0.0373640268550017,0.0224752453814734,0.0198774389957449,0.0535298593141307,0.015158891945962,0.0291337896443272,0.0178817293598111,0.030610666945058,0.0251084123131395,0.0314717798393946,0.0149185759433177,0.0160722221530027,0.0202550722202435,0.0225762849605991,0.0229107962128458,0.0026168247557653,0.0130574035487572,0.0079796583798132,8.584100581598406,0.02265602072571883
13,1999.0,10,0.0607093590025868,0.0176251338857943,0.0184754321944725,0.0161347483828128,0.1791536423231922,0.0263836192998357,0.0623508443237364,0.043835029217307,0.0735431064524877,0.0189104306610877,0.0260628029546332,0.0401718142959836,0.042459942546788,0.028030210206263,0.0209558334315175,0.0354864851289328,0.0233297007698583,0.0403173460303757,0.0098969116641607,0.0482396739203621,0.0244393195081149,0.0179903109086556,0.0108726031492341,0.0240847851909883,0.0228563758936023,0.0266726178687367,0.020612089184313,0.0050798225927009,0.0085562312112861,0.0067637778001772,8.550416543484944,0.03429958157586863
14,2000.0,13,0.0539083454836926,0.0195716057352221,0.0325808108915062,0.0201895339451736,0.15953397671068,0.0332075445502319,0.0636376442953334,0.0420157099601179,0.0632319723574713,0.0165002904579806,0.0267672544763359,0.045652617109158,0.035614941026351,0.0386709013342882,0.0284998609062183,0.038793272508513,0.0171338761045028,0.0370468589645498,0.0147971419496519,0.0278776334271597,0.0280489235803596,0.0209600147136412,0.0144491999046021,0.0293291809773912,0.02693167555778,0.0165723788921858,0.0283047249258922,0.003042536565283,0.0106233374092196,0.0065062352795042,8.913849746140194,0.02565292831191166
15,2001.0,15,0.0699404220993489,0.0136512314060737,0.0273811452894984,0.0239016635908872,0.1721738519247522,0.0266393655970858,0.0722870078736957,0.0378229241778562,0.0791433631149556,0.0242365328768714,0.025960533286196,0.0373740072337659,0.0381394934991454,0.0268980206621064,0.0180944201637828,0.041213511057246,0.0160849465439471,0.030482974570743,0.0172413786015527,0.0262608196095753,0.0284073753596355,0.0256037558842787,0.0113925851060043,0.0213798331389318,0.0210934723184037,0.0211157188637832,0.024008730664312,0.0020366803886793,0.0094392066239036,0.0105950284729795,8.597291893867274,0.02035626942729354
16,2002.0,14,0.0648265952117835,0.018656853691418,0.0295092826112371,0.023162308967742,0.1825257235615627,0.0311697180479112,0.0603885897060424,0.041894333851553,0.0733051868162967,0.021409986694612,0.0304134315246382,0.0438768099112417,0.0267407467421752,0.0267434854775121,0.0165269035989688,0.0449961974829925,0.0216879640116142,0.0296177366177403,0.0211854983838426,0.0270093263347573,0.0305281380561676,0.0268847471402086,0.0096130833561419,0.022213683505832,0.0227870160798025,0.0138496927166629,0.017844378590821,0.0033120077912447,0.0094075255236238,0.007913047993851,8.574022707963966,0.011120658298237853
17,2003.0,16,0.0654567575247899,0.0189918038573043,0.0195902343966205,0.0203383943119897,0.1943361684483323,0.0245345625547383,0.0642756450691787,0.0459414192804038,0.078329080645777,0.0197550088188927,0.0242646319990929,0.0378314878144448,0.0383172903928868,0.0268120185847109,0.0175684987399014,0.0384400966791757,0.0199951479538066,0.0379742068968344,0.0159472386862266,0.0317541945204874,0.0293109662702799,0.0195109705013412,0.0089989201320217,0.024372964257241,0.019401604331283,0.0191244158244859,0.0195829144891662,0.003499011834215,0.0083305631264057,0.0074137820579628,8.357378663036759,0.012455341617594488
18,2004.0,15,0.0634888968623824,0.0199860967056527,0.0304660709242548,0.0249115327578184,0.1730618529032154,0.0287929664441025,0.0690293060638204,0.0403679281687926,0.0663526628913635,0.0202047687690897,0.0268621855874458,0.0366478422250657,0.0340876358486411,0.0278278503689357,0.0219443122706539,0.0365477256669048,0.0252713748254351,0.0339729180883193,0.0197088375915473,0.0294183174159145,0.0280712006337434,0.0223552337332159,0.0082097457341913,0.0229561623899535,0.0153879704232275,0.0180494063411514,0.0305628255501626,0.0042042990054531,0.0116473732705308,0.0096047005390124,8.76194611392561,0.012848679440107537
19,2005.0,11,0.0791392734691133,0.0141080662784447,0.0262293371328741,0.0324240942769646,0.1741738556849177,0.0235525325626473,0.0849314187033892,0.0488585604920975,0.0680583320253788,0.029572491187967,0.0235886298037202,0.0309037667315102,0.0387173455971339,0.019758364846574,0.0164970251581026,0.0315362627835186,0.0203336403895584,0.0310290163215855,0.0125397009142972,0.0173877896472624,0.0314663982810128,0.0254646494905805,0.0044140113389795,0.021120868284288,0.014900083237471,0.0290916846922496,0.031379993968552,0.0024320822925757,0.0083717582941539,0.008018966113077,8.384847724624583,0.022981195707897414
20,2006.0,17,0.0668490309939739,0.0199694461992573,0.0285191009288628,0.024072490945606,0.1728572169249247,0.0287796019311188,0.0703263660607857,0.0504826935901164,0.0613390808167868,0.0230509586103639,0.0280428416633835,0.0346985103267039,0.0412363036531767,0.0303846265970272,0.0225074722716321,0.0360150193599256,0.019289491220199,0.04170412553356,0.0127046295245221,0.0193772127888557,0.0261207863074966,0.0211983369244312,0.0076895837899716,0.0253560051548025,0.020123675769198,0.0223007876881155,0.0292331778139927,0.0035223167141974,0.0050741976242288,0.007174912272781,8.620028582183846,0.0176565269988355
21,2007.0,19,0.0713193807347357,0.0130545899659125,0.0269773295154591,0.0259496032378801,0.18314499826546,0.0294149785093631,0.0728944167129295,0.0389254096562897,0.0707634878903933,0.0254578344606771,0.0255379445370655,0.0357411543061945,0.0366551133021778,0.0202144217423655,0.0175327696043681,0.0408188115706676,0.0224318190654319,0.0299174099282341,0.0160877590362093,0.0294463217623089,0.030932753783939,0.0278174419793145,0.0087988973708783,0.0168516288775352,0.0178452559334773,0.0198070083167094,0.0219616688736893,0.0034988100706423,0.0131175066461671,0.0070834743435212,8.49880837077725,0.020957981847188504
22,2008.0,22,0.0694962099339686,0.0140085757828098,0.025184147369554,0.0243491284934069,0.1742421689406219,0.0241536464951088,0.0688226045827359,0.0437567847439313,0.0694711115887567,0.0249494024741728,0.0304904961509742,0.035397253323431,0.0415444142374621,0.0218596220911605,0.017030870974103,0.0402974173752068,0.0219254480915448,0.0296518271485286,0.0181672785488637,0.0263697963191775,0.033798678140096,0.0275253898080827,0.0071734590691295,0.0158513353039584,0.0148068920426499,0.0261556587800115,0.0268392018237918,0.0038573932923017,0.0105502838395409,0.0122735032349157,8.63273047741197,0.006323942063358465
23,2009.0,24,0.0678934011815819,0.0109779306677235,0.0276873965979059,0.0257004763147622,0.1776412375134359,0.0363369334176642,0.0547838361715936,0.0436640173005652,0.0741269682081894,0.0225389995530656,0.0288959015130009,0.0331752740152716,0.0335050930025237,0.026329449768756,0.0230305738602635,0.0406304420097494,0.0140217971753693,0.0307754790789626,0.0180425364924896,0.0227181697781573,0.033353713779298,0.0312458688328925,0.0092712601082163,0.0217078644039563,0.0199618486013047,0.0256493548339677,0.0227335050091954,0.0030681864046136,0.0112619207576679,0.0092705636478534,8.648991552976122,0.012433763635365067
24,2010.0,30,0.0720787225178766,0.0141625302604735,0.0273508587721051,0.0303716639852897,0.1910977368582566,0.0233372748249151,0.0737274010549205,0.038578280106727,0.0719434671469421,0.0263389181757541,0.0269036442634281,0.0367351893488701,0.0322892006970787,0.0221914432063354,0.0133752064313675,0.0398466702231055,0.0197538339382922,0.0308912560299637,0.0176607342806242,0.0303794938855388,0.030225522030352,0.0284297956400313,0.0078193703470591,0.0175912855338135,0.0190470882909751,0.0152969320471903,0.0198884798847094,0.0018812599854725,0.0101032129814594,0.0107035272510704,8.362259516193351,0.016844649791589925
25,2011.0,24,0.0691288061161657,0.0143371248123847,0.0317483153060268,0.025846936542619,0.173602989510484,0.0304030307394028,0.0670949337535798,0.0429195643874871,0.0737352690491567,0.0245456582103826,0.0228673823853533,0.0307919618570197,0.0378403083676142,0.0229037132737262,0.0222576941937146,0.0392893525694265,0.0171034906195229,0.0376700521872716,0.0161038975163462,0.0227075824931576,0.0292098282748589,0.0270111689868641,0.009517616351898,0.0210786527342172,0.0201305110205063,0.0259436873580439,0.0247494026561622,0.002795417105688,0.0088060775494238,0.0078595740714928,8.623504569563101,0.013832598075404327
26,2012.0,28,0.072264582159535,0.0149026830020343,0.0265710192884798,0.0272974234401459,0.1783000460728545,0.0283698117367183,0.0732333996771036,0.044142057892505,0.0604167219281906,0.0261363619487913,0.0275155476463707,0.0307888879477468,0.0330868975452618,0.0230935921258706,0.0169538495126463,0.0342180172966001,0.0224613984044656,0.0397647523674746,0.0155104894176662,0.0337662476295686,0.0302113909172375,0.0265104619588337,0.0058655903073031,0.020413272961921,0.0164125453800413,0.0222747829976684,0.0234725283106086,0.0038159543109095,0.0108150411763649,0.0114146446390797,8.608580809772981,0.009883987116864463
27,2013.0,22,0.0733875581029499,0.0130138971969036,0.0323750636932561,0.0292408057618068,0.1924873448912468,0.026608450558932,0.0717679006777803,0.0412072292459863,0.0679669692628724,0.0233826732013106,0.0263759207938086,0.0322094567699325,0.0308894516465655,0.0234964851087815,0.0175122281535599,0.0418929864257756,0.0217108192263862,0.0293817371161697,0.0201795577005527,0.025288761873235,0.0290529309130829,0.0238249260180771,0.0077104370139423,0.0188409425601112,0.0183967507573328,0.0199917478973383,0.0177578244433472,0.0033678339768663,0.0098863845592029,0.010794924452884,8.414107952505569,0.007947879465957972
28,2014.0,24,0.0728323748969349,0.0210196069794267,0.0226820313983125,0.0216272400955545,0.183933548378043,0.0261330102758388,0.0677903527762837,0.0487040894994422,0.0720900318137921,0.0228401837376216,0.0237205167686685,0.0304344336802737,0.0400121205864794,0.0233508610278562,0.0196431196512163,0.0329846718843084,0.0215179749878929,0.0362798773796189,0.0105477494562672,0.0241505271852769,0.0311210640162442,0.0203253573898527,0.0087897454770684,0.0255554376557624,0.0177439030332949,0.0242614526568855,0.0310183703912326,0.0039250989285992,0.0071968267282638,0.0077684212636852,8.468449031695815,0.018892300184349325
29,2015.0,18,0.084833925724914,0.0123696239364378,0.0331860265449018,0.0273806604012156,0.1858782706982116,0.0292413222462987,0.0788306965444541,0.0411326937283077,0.0617158496253049,0.0274600071039915,0.02749281071042,0.0257108442465847,0.0316957513126915,0.0197716790804488,0.0188691663948474,0.0337680339118518,0.0215689251320211,0.0345753305779174,0.0215241211342357,0.0283023816903012,0.0279086388934076,0.0249833580107373,0.0055492602428782,0.0135708763883886,0.0122506245057824,0.0206700073242041,0.0246885039468336,0.0032270746234521,0.0105343260577094,0.0113092092612467,8.380636588065958,0.023550975898783223
30,2016.0,23,0.0627151401291653,0.0223591438565951,0.0272852718797914,0.0232923925150775,0.1738177321203513,0.0338885628720188,0.0691381408407853,0.0482705652319202,0.0627068992556953,0.0258965734525041,0.0270263074334809,0.0304606678204849,0.035239302585387,0.0296570847135424,0.0227181574824478,0.0326830099057022,0.0238917331212042,0.0426442360054745,0.013856452228855,0.0278513745222189,0.0297672699193349,0.0200746664652898,0.0069264066350053,0.0249709515086991,0.0155734746849704,0.0196658645415179,0.0230420538472845,0.0060988918497083,0.0085101672650183,0.0099715053104666,8.727521406258486,0.021371970751847102
31,2017.0,21,0.0673005628013937,0.0154630984785873,0.0271422465658978,0.0229513387646019,0.1959462447145947,0.0303734018812307,0.0677502350578035,0.0383539052294615,0.0759537737566227,0.0250575455037083,0.0213943818059729,0.0302133713231933,0.02966125076293,0.0234969603461869,0.0213549038375952,0.0389099420229082,0.0172373927307069,0.0356705354167668,0.012914388742177,0.0300086503900937,0.0299164658785519,0.0240143223484878,0.0134738833031971,0.0233770434944028,0.0212707279286973,0.0217436178258051,0.0199150457907818,0.0029502976296829,0.0076541531004931,0.0085303125674645,8.395225036647052,0.014728376639646632
32,2018.0,10,0.0721259578220598,0.0134283938455983,0.0323107974667506,0.0284096882829964,0.1937831032544322,0.0241303159259088,0.0790360336467497,0.042746348853439,0.0638376980625732,0.0249409376764117,0.030731156624373,0.028141043301546,0.0239486948527383,0.028748037856002,0.0187000750057568,0.0343510004784647,0.0257530703524431,0.0339123301391282,0.0185338156235065,0.0321776921334908,0.0276542964872775,0.0237204443165189,0.0046919478473997,0.019068096473329,0.0137450358099557,0.0179565137104593,0.0172654491806689,0.0050602600741422,0.0098534277038347,0.0112383371920423,8.37246256590014,0.018412882920845343
33,2019.0,15,0.0770058377489039,0.0132796532234805,0.0263233015275477,0.0290323419868238,0.1975013484265397,0.029468365353503,0.0681751701956876,0.0455581825335678,0.0711435982086365,0.0223901979420677,0.0235554102974726,0.0359512694616432,0.0342607323524526,0.0215666205983394,0.0190216104427575,0.0344280640135267,0.0176111089821912,0.0302515547537489,0.014080412400668,0.022245881308343,0.0308754401074956,0.0221596336052175,0.0079604616153653,0.0212854285826356,0.0182341617665623,0.0211398972235333,0.0234927727246663,0.0040962178810354,0.0074193919758464,0.0104859327597383,8.312038185476855,0.015257173929246972
34,2020.0,10,0.0711411648312263,0.0184484194370894,0.0210315704438596,0.0287617505565765,0.197898014562362,0.0278047649542044,0.0710844117523993,0.0458065524457447,0.0711277444620902,0.0279981425268392,0.0281614298285963,0.03777766102244,0.032852368540328,0.0194303039685999,0.0177021964919912,0.0335224257133789,0.0213750211542947,0.030789010845622,0.0148847207219085,0.0281272351595741,0.0285998023147648,0.0248359568266315,0.0054264136457841,0.0211342307607323,0.0141098403231013,0.0192721256601959,0.0194115445475789,0.0036277061715176,0.0075767872849411,0.0102806830456246,8.303217638770269,0.00594208359042943
35,2021.0,4,0.0839708191936125,0.0087970720538568,0.0281302177351496,0.0361257662486996,0.2255194429572781,0.0240676603715298,0.0770286614678472,0.0335906842277211,0.0781478221210695,0.0282655081725401,0.0218464302671512,0.0228277474593105,0.0296311047589887,0.0157345971970141,0.0181226802381387,0.0375855017456993,0.0138985916394462,0.0243364914389712,0.0207022655074258,0.0241771789235923,0.0257464448190037,0.0198310822344077,0.0098155472161783,0.0204271748797563,0.0088290916530637,0.0265309986161723,0.022488318800603,0.001923433731214,0.005506280116352,0.0063953842082044,7.758993650445826,0.025563090090306287
