,year,total_works,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,ENI,KL
1,1986.0,1,0.054229934924078,0.0043383947939262,0.0086767895878524,0.0151843817787418,0.2039045553145336,0.0607375271149674,0.0303687635574837,0.0325379609544468,0.1041214750542299,0.0347071583514099,0.0260303687635574,0.0390455531453362,0.0173535791757049,0.0130151843817787,0.0086767895878524,0.0607375271149674,0.0195227765726681,0.0065075921908893,0.0086767895878524,0.071583514099783,0.0390455531453362,0.0390455531453362,0.0065075921908893,0.0216919739696312,0.0412147505422993,0.0108459869848156,0.0021691973969631,1e-09,0.0108459869848156,0.0086767895878524,7.480165775143763,0.05906866960507527
2,1987.0,3,0.0598870729273206,0.0336282933576353,0.0203515261165182,0.025324577112591,0.168426735282142,0.0366930358802688,0.0546895411023092,0.0591208756425853,0.0637786372426397,0.0203061801033627,0.0290934239983221,0.0470606308710762,0.0314368374322236,0.0371049958440396,0.0200718748876109,0.0393257501187375,0.0160441559920566,0.042328632801271,0.0113232875656756,0.0167632941143345,0.035931511880364,0.0206698339184495,0.0055032299157543,0.0306982253474727,0.0226575882340066,0.0168376471248541,0.0147851311040529,0.0046918614290168,0.0084043491989372,0.0070612634543695,8.648426081528408,0.28816775008224244
3,1988.0,3,0.0500994076983608,0.0135949194349544,0.0082981478490957,0.0180699545759299,0.1987852813089806,0.0238095163290598,0.0353788944379967,0.0558725081115906,0.1195118014716585,0.0195452956229979,0.0183734126866932,0.054400531403182,0.0279998655835433,0.0276601459238038,0.0054146085292189,0.0588299188830458,0.0078966657387898,0.0278054997537879,0.0019060222133274,0.0109366271701162,0.0492182324220243,0.0382144624776486,0.0114559462237824,0.0307870630732073,0.0371714847661697,0.0280885034709502,0.0094210187856291,0.0018570102135561,0.0036848213711588,0.0059124324697376,7.605041665290384,0.09309252210802012
4,1990.0,4,0.0499396607057211,0.008682803046112,0.0199917788140709,0.0217086427367978,0.1810316022334928,0.0299694423855746,0.053054314580511,0.0274219154445606,0.0890978171942321,0.0204535123279658,0.0225120084860586,0.0387987248479309,0.0216045001922015,0.0166574449393511,0.012915079713124,0.050133964179548,0.027666026083636,0.0257981555721476,0.0162532395150543,0.0638479967179781,0.0426821235771673,0.0373762546675556,0.019847394605791,0.0137754246380928,0.025906488923266,0.0255969342339508,0.0122788682686521,0.004329391395203,0.0109617922242455,0.0097066977500041,8.432456321833495,0.14993918211771512
5,1991.0,5,0.0624698320855938,0.0149691717362806,0.0195439735774168,0.014485584541053,0.1659480206204883,0.030066609212814,0.0497395763592674,0.042143551339405,0.1034671848619905,0.0137963042186448,0.0197265620035981,0.0360733652842918,0.0409162172526318,0.0250280449659584,0.0169232267039835,0.054463388487777,0.0179542005833442,0.0267648843338884,0.0165432260129383,0.0296472377468547,0.0328801490173641,0.0249793833983858,0.0187055210541079,0.0253301547661821,0.0262016476893781,0.0317979493759153,0.0210660429373739,0.0037278773087708,0.007787137051826,0.006853975472473,8.542468394960572,0.04601401016178562
6,1992.0,5,0.0390665567194975,0.0330245639960616,0.0134257983600981,0.0100172523400151,0.1695715623076397,0.0237945202201383,0.0645096953925409,0.0469200998150985,0.0915331030893949,0.0112665896319942,0.0223205865133645,0.0511062802446836,0.0469646484757651,0.0320608659341152,0.0102276007526281,0.0430485846853618,0.0210571669177956,0.026313631024879,0.0076974532319421,0.0495703456641126,0.0318431415398159,0.0210495515312011,0.0102565663296116,0.0227052030115349,0.0314801210064503,0.0125148371813465,0.0390325551018182,0.0050883631107382,0.0057045572380938,0.0068281986322605,8.362844565054026,0.052355179888519995
7,1993.0,1,0.0919732441471571,0.0217391304347826,0.0217391304347826,0.0150501672240802,0.1521739130434782,0.020066889632107,0.0869565217391304,0.060200668896321,0.0903010033444816,0.0284280936454849,0.011705685618729,0.011705685618729,0.0752508361204013,0.0066889632107023,0.0234113712374581,0.0083612040133779,0.0150501672240802,0.0668896321070234,0.0050167224080267,0.0133779264214046,0.0301003344481605,0.0183946488294314,0.0083612040133779,0.0133779264214046,0.0133779264214046,0.040133779264214,0.0434782608695652,0.0016722408026755,1e-09,0.0050167224080267,7.67133195768769,0.19962295966700697
8,1994.0,7,0.0617772052423935,0.0182374183599903,0.0188421357866755,0.022184330160486,0.1864342010614741,0.0361859107964501,0.0492533672412434,0.0392438713557438,0.0804976938263117,0.018260709691229,0.0286293627259586,0.0388800662507538,0.0291136044396813,0.02705861009689,0.0168576459244122,0.0529795460363469,0.0229882667611773,0.0260749510962176,0.0157454140866596,0.0299026624918948,0.0325153562600342,0.0276542050865158,0.0106889613510458,0.0236390083214488,0.0316299854772089,0.0202412650436244,0.0135406356002992,0.0030857832880158,0.0105006710727124,0.0073571550671028,8.515084847886921,0.379058442839319
9,1995.0,6,0.0534610348458855,0.0327104247264892,0.0175662376314972,0.0192387326354251,0.1718037206482492,0.0217242982359698,0.0621576976331018,0.0648863061905621,0.0672658436219255,0.0234602501222242,0.0281253935030896,0.0390917963252868,0.0377865811477214,0.0355404918921651,0.0125031724766251,0.0313221816916019,0.0231861033388176,0.0434938456622717,0.0049461910138437,0.0393018442503317,0.0297800042698287,0.0197881344494077,0.0055416363732098,0.0322453576688594,0.0215764721557965,0.0197883431469331,0.0204089636285967,0.0045247217849552,0.0093772853463857,0.0073969335829405,8.556650241909571,0.04721187447536766
10,1996.0,8,0.0553061053163984,0.0248128548047725,0.0160426988895027,0.0140089016635845,0.1901653051725633,0.0298768810000967,0.0548718247002179,0.0521352712888188,0.0849242840805687,0.0167177134664198,0.026580938142019,0.046260525014921,0.0368237252400611,0.0282375089638395,0.0175952514257764,0.0408786840621288,0.0144230054202845,0.0349827916884797,0.007980136325235,0.0171168908887221,0.0349641504508036,0.0250581137273089,0.0116550226787253,0.0312464825115602,0.0259636242829347,0.0212481177877879,0.025366781810779,0.0039558821711058,0.0066179298350869,0.0041825971894948,8.31950514550197,0.0305190432854426
