,year,kl_mean,kl_std
0,1931,4.919274496579116,0.0
1,1933,3.6239505899930085,1.7763568394002505e-15
2,1934,0.32741546885773243,1.1102230246251565e-16
3,1939,1.076919316685796,4.440892098500626e-16
4,1943,0.6293718946501579,2.220446049250313e-16
5,1947,8.542244989140821,6.93496845892171
6,1948,0.7900098341647108,0.27875965921703405
7,1949,1.981567687216836,0.05029783494577893
8,1950,3.33826125576542,1.3486089252363742
9,1951,5.529132231852427,4.387157277361755
10,1952,3.9332781450037686,4.43553356291423
11,1953,4.825387401044527,2.648849489695782
12,1954,3.9184692348355115,4.360026848947758
13,1955,1.4338208270238755,1.2073330917812868
14,1956,4.661963564457688,4.520825363434356
15,1957,3.3404523215135833,3.8004167727850096
16,1958,3.912274355056697,3.9678474602492013
17,1959,3.143311948278838,3.6629646821089388
18,1960,3.269225550079746,4.611124214436247
19,1961,4.127634711203425,4.525009105609371
20,1962,2.1613850755095694,2.4069739170270137
21,1963,3.105905241101449,2.7510286424119608
22,1964,3.189016840986807,4.01388706217179
23,1965,3.580661384371433,4.493344352962406
24,1966,3.610236317629886,3.8446253328675994
25,1967,3.6654897863079263,4.162760528145871
26,1968,3.33043974867425,3.9323375619212984
27,1969,3.1894389299105717,3.731513455700472
28,1970,4.243254261460496,5.303541178520359
29,1971,5.0187014395280745,5.462408319628418
30,1972,3.898843640852215,4.436561709999373
31,1973,3.5242580865145556,3.7534211971735894
32,1974,4.225274534644478,4.127055372269223
33,1975,3.8684153859116246,4.346971279478774
34,1976,3.9389761549633038,3.926973481221629
35,1977,4.066489815041258,4.7061221242405225
36,1978,3.0050168054203454,3.2878470219915195
37,1979,4.237144659959986,4.549884104858803
38,1980,3.8806053471592663,4.184369025622769
39,1981,3.342706721429998,3.8202149431395944
40,1982,3.4937195367344667,3.4321145430450657
41,1983,4.536311006654209,4.680565983319174
42,1984,3.5087447776424723,4.304494144395634
43,1985,3.5262123050318546,4.202255350628607
44,1986,3.41755539331894,3.9995743990127366
45,1987,2.9678722782212845,3.4685465352344163
46,1988,3.360205740167604,4.031764076111146
47,1989,2.935728309611355,3.4714977605393176
48,1990,3.727021328057498,4.359858335590483
49,1991,3.0879688895788595,3.623638895461961
50,1992,2.814171898257268,3.5951024252487365
51,1993,3.038898851665976,3.856331292618708
52,1994,2.8109921522137635,4.000837250580788
53,1995,3.0136385450976118,4.066900982743006
54,1996,2.8814947403843507,3.9111319218525593
55,1997,2.695610391247607,3.48155620594353
56,1998,3.768744594761709,4.718094809572795
57,1999,3.2744970109675227,4.432153719589377
58,2000,2.863629916645672,3.946401354976806
59,2001,2.6832990612126784,3.536606552468326
60,2002,3.223167477012572,3.909994357251426
61,2003,2.8922865736840833,3.5500918971205895
62,2004,2.77570445478405,3.85769183377043
63,2005,2.561617351222127,3.302711443734474
64,2006,3.1042491106408314,3.9285530079380138
65,2007,2.935668322734259,3.805615631885561
66,2008,2.8704876306620544,3.851403631327026
67,2009,3.1471666204549407,4.1199035197893075
68,2010,2.7456549274681734,3.576901503028368
69,2011,3.0103223813002176,4.100860313836575
70,2012,3.2406320866702245,4.091274557608581
71,2013,3.3041734687877553,4.014343191614949
72,2014,2.9481265556404637,3.8988479145108266
73,2015,2.726465106488163,3.5923567695322847
74,2016,2.923985860778964,3.625052033314632
75,2017,3.592621113467484,4.330117868958454
76,2018,3.367223371035605,4.080094237386306
77,2019,3.4305211931698345,4.202896647922006
78,2020,3.587035751505573,4.538726888785865
79,2021,4.17906784999682,4.754692281149238
