,year,total_works,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38,topic_39,topic_40,topic_41,topic_42,ENI,KL
1,1986.0,1,0.0691399662731871,1e-09,0.0708263069139966,0.0033726812816188,0.0219224283305227,0.0219224283305227,0.0337268128161888,0.0101180438448566,0.0067453625632377,0.0050590219224283,1e-09,0.0033726812816188,0.0134907251264755,0.1011804384485666,0.0303541315345699,0.0033726812816188,0.0337268128161888,0.0472175379426644,0.0539629005059021,0.0219224283305227,0.0050590219224283,0.0033726812816188,0.0387858347386172,0.0016863406408094,0.0623946037099494,0.0101180438448566,0.0489038785834738,1e-09,0.0151770657672849,0.0522765598650927,0.0590219224283305,0.0067453625632377,0.0050590219224283,0.0185497470489038,0.0775716694772344,0.0118043844856661,0.0016863406408094,0.0101180438448566,0.0033726812816188,0.0084317032040472,0.0016863406408094,0.0067453625632377,9.160463321345228,0.2188383827536385
2,1987.0,3,0.1215472643632458,0.0053942749102179,0.0420097425091662,0.0124826085256357,0.0232008760437495,0.0183745310906278,0.0415412435773556,0.0693870798173525,0.0177789896960084,0.0253785528084413,0.0083888323227546,0.0106356720071663,0.0110782460379079,0.053762558353415,0.0419355349051852,0.0158630395088327,0.0475310001817877,0.0139500743419298,0.0174880248449206,0.0138686877641928,0.0352747755936384,0.0016592682939205,0.0292076174135336,0.0494004885284178,0.0153417057181943,0.0320963707825021,0.0146148383566746,0.0113623901176724,0.0151240081897015,0.0449610917532546,0.0047640923553332,0.0318747031770466,0.0087527958446129,0.0114328216710083,0.0339290986044731,0.003544771274314,0.0086686331980223,0.0139902676399026,0.0113182118176355,0.0030923019013683,0.0010137875101378,0.0069791266487386,10.468486681405128,0.9012254814068672
3,1988.0,3,0.0573986666091928,0.0055137673558725,0.0519530894530894,0.0019674578885104,0.0314592104065787,0.029862278546489,0.0362321053110526,0.0243567131725025,0.0106258770732454,0.0193500917185127,0.0007309941520467,0.0046659099290677,0.0185613244823771,0.0941069658174921,0.0397362673678462,0.0250513671566302,0.0463200640832219,0.0116992590676801,0.0082073700494753,0.0190555986608617,0.0131547217073532,1e-09,0.0526671408250355,0.014848760243497,0.0584429525218998,0.0072557006767532,0.0824225541330804,0.0057409682409682,0.0190718230191913,0.0756574756574756,0.0035397838029416,0.0166385883491146,0.0086567428672691,0.0220615950879108,0.0377897035791772,0.0020250513671565,0.0014043948254474,0.0057409682409682,0.013367374551585,0.0034821903242955,0.002983246404299,0.0161938852728326,9.825767930474871,0.27725668800315023
4,1990.0,4,0.1170763823212913,0.0021052689214124,0.0407398133000326,0.0104683041674813,0.0193278329071567,0.0068278282779614,0.0254359446747837,0.0078539972193701,0.0278348077050584,0.0141621555569356,0.007535514154471,0.0128439031478414,0.0078407644597213,0.0787267558263261,0.0519914320885855,0.00794686620031,0.0270026172790086,0.0325883495620963,0.010833650509383,0.0230341022593022,0.0112186718099627,0.0029895366218236,0.0498803793100221,0.0074302228160342,0.0329733403920239,0.0061347079591443,0.0707318321338396,0.0037120101402017,0.011075825392775,0.0319886686699854,0.0984208439211817,0.0115909179966496,0.0057443030217098,0.0148594573867835,0.0495124192307391,0.0155844916118888,0.001786193436719,0.0102226881513078,0.0128697545663037,0.0042651544358593,0.0013578847659565,0.0134744056905564,9.631407744777304,0.44707183856288035
5,1991.0,5,0.1424668401466879,0.0075215902843174,0.0387831894211023,0.01082822867429,0.0268264835076654,0.0110056832696903,0.0382054264440197,0.0238939859827634,0.0177764152155978,0.0375220961198557,0.0072112341720642,0.0105825868692851,0.0095301888995026,0.0695985999744284,0.0431686591920881,0.0124730519902406,0.0279537443860093,0.0161378087578513,0.0132054928156931,0.023255900803797,0.0119438447183222,0.0040151189625402,0.0445150454560118,0.0125442621728052,0.0298664699591007,0.0045598785726738,0.0640145279613618,0.0040381317697283,0.0116629997334334,0.052515590249896,0.0221513910209067,0.0172046953195782,0.0033319652641242,0.0214260825846638,0.0331387943210056,0.0052253172199646,0.0156448127625494,0.0038040116243872,0.0218819727805295,0.0088302586138453,0.0073336303088246,0.0124039916967941,10.273972041283571,0.14179542070070345
6,1992.0,5,0.0788423364741715,0.0404026127033099,0.0314143976178953,0.003589418567641,0.0171779311466813,0.015966818533726,0.0355891822144693,0.0322267321915801,0.032597421004911,0.0540962018109032,0.0032839175215056,0.0076351750875835,0.0146674256359476,0.0582405493463473,0.0403983321876577,0.0049906378760184,0.0428783485259109,0.0263447377617362,0.0056059318137827,0.0121042448897777,0.0154715865184663,0.0012158614504602,0.0410287880684504,0.0487862172463441,0.0248050461165117,0.0027830407745409,0.0424448867527666,0.0074281625337238,0.0068434239847425,0.0580982957287555,0.0582134341921367,0.0366562291547361,0.0090517426190402,0.0067944225163587,0.0301147856007169,0.0081807669637855,0.0037246716758285,0.0070754050018313,0.0101473115271066,0.0053783732027495,0.0017756315362124,0.0159295639231765,10.492601383906164,0.18266002449958577
7,1993.0,1,0.1308411214953271,0.0105140186915887,0.0035046728971962,0.0081775700934579,0.0514018691588785,0.036214953271028,0.0467289719626168,0.0572429906542056,0.0233644859813084,0.0560747663551401,0.0046728971962616,0.0035046728971962,0.0116822429906542,0.0759345794392523,0.014018691588785,0.0514018691588785,0.0046728971962616,0.0163551401869158,0.0035046728971962,0.0175233644859813,0.0035046728971962,0.0023364485981308,0.058411214953271,0.0058411214953271,0.0070093457943925,0.0058411214953271,0.0105140186915887,0.0046728971962616,0.0093457943925233,0.0268691588785046,0.0011682242990654,0.0046728971962616,0.014018691588785,0.0677570093457943,0.0759345794392523,0.0023364485981308,0.0011682242990654,0.0011682242990654,0.0128504672897196,0.0023364485981308,0.0105140186915887,0.0443925233644859,8.912155725854008,0.5274165195634832
8,1994.0,7,0.0987759981796098,0.0061768890195758,0.0470812588333278,0.0125446120945795,0.0147868212177532,0.0122088678840056,0.044840111020309,0.0345968366332317,0.0288161329699945,0.0275369426494429,0.0090453142282218,0.0173533210931985,0.0073685080604961,0.0787131773029094,0.0405136763676857,0.0047995522914203,0.0408650658273728,0.0241965645160962,0.0161052957411768,0.0149433588444748,0.0198666654185528,0.0041240447718773,0.036007581452078,0.0255570200585662,0.0360237879184775,0.0081642810261037,0.0484783589593537,0.0065145647160735,0.0159463278492988,0.0552231569886183,0.0135761428662989,0.0239763477986112,0.0058576805481573,0.0089878443245965,0.0521929454255674,0.005550793918895,0.0037148419844498,0.0185879727305332,0.0152488414218691,0.0043721279832982,0.0031767485132084,0.0075836185506292,10.597706017468816,0.5388969784999807
9,1995.0,6,0.1053359922945436,0.0139941581627104,0.0294936284147943,0.0034837911293014,0.0202661896038366,0.0196056631078975,0.0409325920223883,0.0592292908981818,0.0378725309344287,0.0419481232966544,0.0078481646726635,0.0111879147509202,0.0172957417159564,0.0645593093089569,0.0290956553857855,0.0151120993692415,0.0361517150458473,0.0336514816578033,0.0086364184124725,0.0090331103945702,0.0256945115912776,0.000700880641872,0.0242580984490385,0.0523496852373215,0.0134899472480239,0.0063762574803431,0.019682517238048,0.0052499242962396,0.0139638507172128,0.0417002013286453,0.0176922322389967,0.0305693998465425,0.0107527884649929,0.0100273422234731,0.0598376794767826,0.0095268036504968,0.005004496290726,0.0140875234121289,0.0076505226696009,0.004467050143214,0.0022087422500849,0.0199759745259807,10.612610749511799,0.10220096520277644
10,1996.0,8,0.0811731182599739,0.0268992460733499,0.0442203205893176,0.0054616945386592,0.0225223901392733,0.0191148947272427,0.0298609976627424,0.0552616695924518,0.0276239182879345,0.0297567410570545,0.0116263817286715,0.0075443667425566,0.011788622076215,0.0865860636147784,0.0412447857885079,0.0138468113339293,0.0372428095916833,0.0125477197482498,0.0128838308019666,0.0152518349412537,0.0335465857296419,0.0022671531949235,0.0417221682242975,0.025095627497651,0.0241877319076473,0.0034737678503227,0.040486135241191,0.0033728445786789,0.0117169005617725,0.0509623651303646,0.0036477534719787,0.028766931098881,0.010446063728406,0.019711111768274,0.0439763199650644,0.0045972112534877,0.0018876556145962,0.0043173364751484,0.0221680565941108,0.0163235546049404,0.0018582834399402,0.0130102247728658,10.689993148701308,0.1082255900098764
11,1997.0,8,0.1229066386513087,0.0074138853724026,0.0228222454226108,0.0204527485624318,0.0221299934641736,0.0179506122638898,0.0447301313582171,0.021479927056069,0.0321771467325552,0.0405084974425902,0.0208651019878291,0.0053649573006022,0.0125637108708313,0.0706995048555395,0.0412006266284422,0.017397043360898,0.0324713338658887,0.0188843744447381,0.0096048601341088,0.0143947540286682,0.0267476782511443,0.0262365948525584,0.0351069564641109,0.0296971185489389,0.0195491548116147,0.0045102809416999,0.0187102401112522,0.005658515217508,0.0181829190908528,0.0449177938933775,0.0116903484539152,0.0232035380712399,0.006946071023725,0.0282511656753658,0.0540918188334125,0.004007424845407,0.0026671945573549,0.0132425715226725,0.0078584218221853,0.0039957486272401,0.0047642304360306,0.013946120144595,10.76001582979248,0.14639151736814104
12,1998.0,12,0.1637088828028256,0.0067188929769839,0.0320310892841754,0.0156144332167652,0.016557993208644,0.0098430931710836,0.0526551306814002,0.0198363274789586,0.0220463568561916,0.0331788711712455,0.0078346082507125,0.0041394159589113,0.0111174803017984,0.0725712601670077,0.0384282138831104,0.0116042572332743,0.0323445266403529,0.0206650137993708,0.0313637542754745,0.0125976812739356,0.0159774047489323,0.0034397714610679,0.0408013962986186,0.0099538715695005,0.0230782339572259,0.0155104694907232,0.0429446383558063,0.004930528084526,0.0157415339119156,0.0396923468223375,0.0119455865091347,0.0074540080327417,0.005949956970096,0.0175561338708566,0.0594350466433454,0.0036066027918161,0.0090835972703368,0.0244596324023856,0.0149420480604849,0.0037789118870787,0.0047282838338895,0.0101327143949546,9.970954730696771,0.10666841505376254
