,year,total_works,topic_1,topic_2,ENI,KL
1,1952.0,1,0.6245919477693145,0.3754080522306855,1.5820238248061615,0.0016175923055344044
2,1959.0,2,0.6786212285130424,0.3213787714869576,1.5453186653764177,0.006361459441285029
3,1960.0,1,0.6096807415036045,0.3903192584963955,1.5898500276549945,0.010542757013721288
4,1964.0,1,0.7087912087912088,0.2912087912087912,1.5191143479658504,0.02145987358547921
5,1965.0,2,0.7008788773494656,0.2991211226505343,1.5263838277916733,0.00015085952590984664
6,1966.0,3,0.6618593118406784,0.3381406881593217,1.5581072011944002,0.003547926995570723
7,1969.0,2,0.6472718795487628,0.3527281204512372,1.5682103804458625,0.00047217056681682704
8,1970.0,1,0.7455516014234875,0.2544483985765124,1.4816140120976118,0.022286908195579547
9,1972.0,3,0.6281224780977449,0.371877521902255,1.5800249864897729,0.033461669211925796
10,1973.0,1,0.6575757575757576,0.3424242424242424,1.5611729641964343,0.0018784455626856267
11,1974.0,2,0.5913592867081239,0.408640713291876,1.5981025547900962,0.009477269577795489
12,1975.0,2,0.6336818809526233,0.3663181190473766,1.5767642847170318,0.003751090251475228
13,1976.0,1,0.6672811059907834,0.3327188940092166,1.5541087076416584,0.0024656967613552044
14,1978.0,1,0.6208026208026208,0.3791973791973791,1.5841070555031391,0.004762586476752137
15,1979.0,1,0.5662650602409639,0.4337349397590361,1.606965741939163,0.006215299958646843
16,1981.0,3,0.6467733193460967,0.3532266806539033,1.5685388152597446,0.01345213303786294
17,1982.0,3,0.5900093310155249,0.409990668984475,1.5986511447150922,0.006901814868429938
18,1983.0,3,0.7039493644864109,0.296050635513589,1.5235963989514463,0.027899744824999198
19,1984.0,5,0.6595599683341091,0.3404400316658909,1.5597630899827695,0.004602892346885115
20,1985.0,6,0.6194815664466682,0.3805184335533318,1.5848182013083583,0.003514768590049233
21,1986.0,2,0.6622758656698998,0.3377241343301002,1.557804678388258,0.0039472686393293085
22,1987.0,5,0.6211502709805238,0.3788497290194761,1.5839186102574452,0.0037122981220484574
23,1988.0,5,0.6230176839597434,0.3769823160402564,1.582897106665283,7.414240941357219e-06
24,1989.0,9,0.6126540348822233,0.3873459651177767,1.5883689765930944,0.00022784571585957904
25,1990.0,6,0.6967182496662835,0.3032817503337163,1.5300929884105055,0.01538481478719346
26,1991.0,5,0.6309469843500735,0.3690530156499266,1.5783856615345924,0.009872778524579448
27,1992.0,6,0.6695504425983408,0.330449557401659,1.5523959222149133,0.003250885034619802
28,1993.0,13,0.6134791516090415,0.3865208483909583,1.5879509522265998,0.006925078014824747
29,1994.0,11,0.6420441777430285,0.3579558222569715,1.571598801149856,0.0017374666137067937
30,1995.0,14,0.6304700607500815,0.3695299392499182,1.5786649729530813,0.0002900893211877989
31,1996.0,12,0.6108873627399741,0.3891126372600257,1.5892537617466904,0.0008172703780120645
32,1997.0,10,0.6151135785202924,0.3848864214797076,1.587113908749193,3.761957455904533e-05
33,1998.0,7,0.6534058142096484,0.3465941857903515,1.5640783397210667,0.003139255162547233
34,1999.0,14,0.6335399507847118,0.3664600492152882,1.5768492521508806,0.0008638578114121519
35,2000.0,12,0.6314409106238762,0.3685590893761236,1.5780953182263022,9.481192141649365e-06
36,2001.0,18,0.6478655302892142,0.3521344697107859,1.5678178496644486,0.0005833224825917034
37,2002.0,15,0.6251680394496674,0.3748319605503326,1.581701478234078,0.0011185968334803988
38,2003.0,17,0.6657637230194592,0.3342362769805407,1.5552410538526371,0.0035727077241660687
39,2004.0,23,0.6439828604594617,0.3560171395405381,1.5703565038466516,0.0010549914387607516
40,2005.0,28,0.6262474646773029,0.3737525353226972,1.5810934935183176,0.0006810875215751619
41,2006.0,20,0.6525529566545378,0.3474470433454623,1.5646629543728958,0.001493137410944919
42,2007.0,21,0.6293855215426569,0.370614478457343,1.579296342252022,0.001171983334921807
43,2008.0,23,0.6356289987977047,0.3643710012022952,1.5755895165657123,8.375314504086365e-05
44,2009.0,27,0.6338655631401778,0.3661344368598222,1.5766541881654648,6.708785668900832e-06
45,2010.0,19,0.6755202947538684,0.3244797052461316,1.5477796905407761,0.0038045012763646344
46,2011.0,17,0.6494903207215014,0.3505096792784986,1.5667354332322454,0.0015252987778640835
47,2012.0,20,0.6680298447710522,0.3319701552289477,1.553546152343379,0.0007613071527140143
48,2013.0,14,0.6703605972335739,0.3296394027664262,1.5517788541973296,1.226255838965469e-05
49,2014.0,12,0.6745153679393389,0.3254846320606611,1.548567967124081,3.9142773024770754e-05
50,2015.0,15,0.63927814323516,0.3607218567648398,1.573342096973634,0.002778943060728241
51,2016.0,10,0.6328965920952844,0.3671034079047156,1.5772332712101853,8.80764527301731e-05
52,2017.0,9,0.6313482631639474,0.3686517368360525,1.5781498622103445,5.156081429059326e-06
53,2018.0,4,0.6874066000427905,0.3125933999572095,1.5381113997073734,0.0069145362192655005
54,2019.0,7,0.6619785438935616,0.3380214561064383,1.5580206883003693,0.0014834901536089143
55,2020.0,4,0.6444352969575313,0.3555647030424686,1.5700641603563872,0.0006821079935214643
56,2021.0,2,0.6567517702204049,0.3432482297795951,1.5617532548113993,0.00033277667248366415
