,year,total_works,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,ENI,KL
13,1976.0,1,0.0304147465437788,1e-09,0.1382488479262673,0.2442396313364055,0.0202764976958525,0.1105990783410138,0.0221198156682027,0.1640552995391705,0.0092165898617511,0.1437788018433179,0.0193548387096774,0.0976958525345622,4.1499970989896635,0.24281691010058876
14,1978.0,1,0.180999180999181,0.0352170352170352,0.081081081081081,0.1392301392301392,0.0876330876330876,0.0941850941850941,0.2047502047502047,0.0049140049140049,0.0106470106470106,0.1253071253071253,0.0212940212940212,0.0147420147420147,4.4226191404922695,1.3232676452606975
15,1979.0,1,0.206672845227062,0.180722891566265,0.1149212233549582,0.0370713623725671,0.0213160333642261,0.118628359592215,0.1047265987025023,0.0018535681186283,0.0797034291010194,0.0889712696941612,0.0426320667284522,0.0027803521779425,4.458089117944009,0.3941535639467097
16,1981.0,3,0.0495225606633946,0.0117066926429632,0.1205928340389394,0.193166110923782,0.0174057672373958,0.1686600477064677,0.0621106740099658,0.0809582006419142,0.042518227117755,0.1148317660135126,0.081491863674397,0.0570352553295117,4.826168906231669,0.7787048683093156
17,1982.0,3,0.0985698781703793,0.0494735076305591,0.1431336468139928,0.1348734730860883,0.0616769878098352,0.0689453984258136,0.0892485220072563,0.0331206559196754,0.0146573307345594,0.1444869345192505,0.0446794398534682,0.1171342250291209,5.0692751762513515,0.20936120584470402
18,1983.0,3,0.1057674507234252,0.0288355435203346,0.1126534404704448,0.1603893447035768,0.0784017218231694,0.175254347491306,0.0491055108004827,0.0446976594113321,0.0383515716513363,0.1498847810976577,0.0190479085878165,0.037610719719117,4.8549052704798035,0.14249227313606236
19,1984.0,5,0.1180902831759252,0.012988671021898,0.1098861708416251,0.1470029096992673,0.0392160155770879,0.1520527432827324,0.0579878257597937,0.0427048036969368,0.0927889967230594,0.1325278613345586,0.0365248646374597,0.0582288542496548,4.997780360137402,0.06094555937351138
20,1985.0,6,0.1277664486488624,0.050936885344879,0.1288188179053764,0.1313604253521013,0.0718417109091289,0.1005886410198101,0.0790306213224465,0.0266424101859464,0.0368824719777674,0.1309472335205175,0.0420298100391741,0.0731545237739889,5.187255940559078,0.08618879329894746
21,1986.0,2,0.1033905020486138,0.0327924112216127,0.119268795341323,0.1078816349597341,0.0544687117996473,0.1398670397375808,0.0717498602519764,0.0342820330112473,0.0571054959365574,0.1918678935826478,0.0549578298821202,0.0323677922269384,5.026517206211874,0.052585181628327704
22,1987.0,5,0.0604512639648454,0.0110593876209836,0.1511316342435376,0.1568509834107299,0.0500054668557171,0.1116268418346958,0.0666599655573456,0.0694056016346802,0.0319116916481984,0.1410895475267148,0.032384687553476,0.1174229281490746,4.940451896784002,0.1368659248772281
23,1988.0,5,0.0504349409832268,0.0073974316491511,0.135580162116244,0.201017298141101,0.0492551964432246,0.1125391330870455,0.0663286759890455,0.0968117202218134,0.0152431982295274,0.1234461496321257,0.0313953627119042,0.1105507307955895,4.772199220409414,0.01970302580910563
24,1989.0,9,0.1193851929632257,0.0108840289250677,0.1444484974740666,0.1557077912004906,0.0611591640762973,0.1062761465782555,0.0450823035153657,0.0452884781492317,0.0592056884284717,0.0868364066661846,0.0580571191238204,0.1076691828995217,5.0834023559,0.11443202282845541
25,1990.0,6,0.0823072668111937,0.0089051189212888,0.1309785364017477,0.1569831479853903,0.0438666979424584,0.1331829575970623,0.0314110799609216,0.0739287662219074,0.0346847454948624,0.1932663408708893,0.029344972488844,0.0811403693034331,4.766783201746873,0.08952000043597838
26,1991.0,5,0.0294339974865998,0.0038695762603634,0.1462937378654833,0.185061098898024,0.0262897920644247,0.1138636799773193,0.0188606059707254,0.1443162387533084,0.0188018309042588,0.1562944701226467,0.0370014980890451,0.1199134736078002,4.460171671700239,0.07946168092198916
27,1992.0,6,0.1535318117226471,0.0119929222846321,0.1183835224194923,0.1065337594324942,0.0424949625646725,0.1240515706286494,0.0537981657707757,0.0356643060165992,0.0841792863892421,0.1670497783950575,0.0731826565416461,0.0291372578340906,4.934096733821992,0.3668352717815186
28,1993.0,13,0.0777248697359705,0.0146429266559172,0.1402391233370266,0.1400771802276974,0.0635915914948484,0.1173902717986879,0.0540513754793797,0.0717686354198456,0.0361348912684869,0.1380477065096588,0.0379062440466075,0.1084251840258725,5.073451711656274,0.14236741486565826
29,1994.0,11,0.1211102647567182,0.0205427316511275,0.1222741694315474,0.1076787807721555,0.052371746003005,0.1250376791083717,0.0422980348368444,0.0359213918726844,0.0772503051649187,0.1659432836742355,0.0510164660547358,0.0785551466736552,5.089918665317721,0.05715074473414136
30,1995.0,14,0.1521369392107348,0.0293698347561911,0.1141973611838974,0.1249742903103189,0.0556562403794728,0.1082658163807968,0.0993558775271875,0.0285557117740306,0.0598857325622191,0.1308956536643334,0.0526238548821092,0.0440826873687074,5.124857313446979,0.05195803342119791
31,1996.0,12,0.1222166858158497,0.0128347357261078,0.1301854340262131,0.126834397445909,0.0592531745082562,0.1204335361420839,0.0606975435085559,0.066060250341015,0.0551307876908222,0.1112173093099182,0.0605249771171801,0.074611168368088,5.203497210716035,0.04862404059122577
32,1997.0,10,0.1295260362974548,0.0187826834287222,0.1491206243790662,0.1543725434552344,0.0703596221053542,0.0899589978694951,0.0440559693566119,0.058446677857083,0.0368726955506348,0.0921353765190415,0.0603800313528932,0.0959887418284077,5.113647358011078,0.02169105418604862
33,1998.0,7,0.1448977199031097,0.0170056164613206,0.1165704111445164,0.1184950286674763,0.0489742148762897,0.1269356558596695,0.0590444719916179,0.0400748573593424,0.061551888932977,0.1465069986348762,0.0504662090837269,0.0694769270850765,5.088244434935206,0.05062398486023437
34,1999.0,14,0.1229346258048823,0.0150885119949271,0.1440272210288541,0.1654517957227401,0.077768722787387,0.1061922467060779,0.0515502074797404,0.0662458335347483,0.0249752096683981,0.094934061522157,0.0524579458951705,0.0783736178549162,5.052582904832194,0.054750820009825826
35,2000.0,12,0.118722550582988,0.0138168444381874,0.1276016213395337,0.1066156572953934,0.0599906783527057,0.1126797288332059,0.0722257409137682,0.028213779833717,0.0724439057474021,0.1658213525727548,0.056963221271953,0.0649049188183896,5.089878036751731,0.08581298322669138
36,2001.0,18,0.1377647636135141,0.0173646663948235,0.1259872472185299,0.1264369762548949,0.0598536580553355,0.1281723556890733,0.0589220128527527,0.0517416921035489,0.0610431841376098,0.1295041875132015,0.0464426976343074,0.0567665585324074,5.128950232020908,0.020622063299785907
37,2002.0,15,0.1540223734547019,0.0277873686485815,0.1300750003659662,0.1162215007410575,0.0854555727508478,0.1180897850430941,0.0474824128758083,0.035177851724463,0.0549556738392035,0.1067593798448475,0.0718524522099644,0.0521206285014633,5.167664719490064,0.022053183054754698
38,2003.0,17,0.1225412928485285,0.0125123071795447,0.1427021819429306,0.1286459828009053,0.0620282007088407,0.1167552209416333,0.0421490532850351,0.0371306621930672,0.0558518230657818,0.155119044485461,0.0501764872237299,0.0743877433245409,5.015227111886393,0.03137132173994009
39,2004.0,23,0.1520902541530986,0.0228036664413506,0.1276808081625583,0.1009159460651885,0.0604845643183475,0.1159121226460109,0.0534633634533574,0.0320097112121508,0.0642675046068172,0.147383729432605,0.0676349953341701,0.0553533341743438,5.112650440262602,0.018754402443947896
40,2005.0,28,0.1264593522668495,0.0153638796815992,0.1398351872464079,0.1175492466380932,0.0830241635263432,0.0950833207852158,0.0400219131576378,0.0348632208144731,0.050181471480195,0.147320357740736,0.0595598007660445,0.0907380858964038,5.086302748627509,0.024890439619091775
41,2006.0,20,0.174445603423728,0.0156677954871414,0.1531519898398687,0.0956582483158176,0.0710536454071159,0.0898714584363805,0.0408863270810929,0.0192377044736275,0.0499060658573542,0.1394256566387424,0.0850460912090261,0.0656494138301037,4.943136340198049,0.025043297630548186
42,2007.0,21,0.1554956449454594,0.0201849071755693,0.1427994270887708,0.1120319590658909,0.0669042604936938,0.106117392374001,0.0425017830537968,0.0376664728047852,0.053062613862177,0.1129410980685344,0.0860576079373579,0.0642368331299626,5.125185536453018,0.014583011390379406
43,2008.0,23,0.1728700059795765,0.0259422220695199,0.1206043547094542,0.0909430110616795,0.0768147195993048,0.108750331573444,0.0626066366987055,0.0156637352179449,0.0743320843120478,0.1424612954735502,0.0753918736331416,0.03361972967163,5.021349808997501,0.03565462150804789
44,2009.0,27,0.124869012798226,0.0133953961139984,0.1446808308687344,0.0946567881401175,0.0826387163625922,0.0958745427942316,0.0455104356425832,0.0286108650125382,0.0471438262777781,0.1737843885388678,0.0735073317431265,0.075327865707205,5.022281480644622,0.04931291436916433
45,2010.0,19,0.1689648097651594,0.0173069810692944,0.1333992054186912,0.1046547747365182,0.0654652080136984,0.1098558218232015,0.0469110236690507,0.0190957395191177,0.071637992212347,0.1586456830102976,0.0642294843422717,0.0398332764203512,4.929444689039434,0.0300865073851009
46,2011.0,17,0.1746272934969628,0.0250813370367923,0.1215011696363735,0.1091626524043814,0.0534890660344435,0.1113462347673659,0.0491022775225924,0.0336202627406946,0.094046061763189,0.1328529704164174,0.0536202129712088,0.0415504612095775,5.054981274319248,0.014364052421340624
47,2012.0,20,0.1390025703618574,0.0188696179771204,0.1264891976184841,0.1007765629644614,0.0474253683924843,0.1308684838530593,0.0397177536257208,0.0317114945821021,0.0851633264152396,0.1708930299731896,0.0756173570726257,0.0334652371636543,4.961956264066916,0.018439158344033542
48,2013.0,14,0.1608705262100538,0.0185178819894013,0.1270678169846916,0.1100584335338864,0.0614797931956244,0.1067377029811519,0.0471469766746375,0.0274868060575441,0.0700614259479998,0.1656261175237897,0.0548492449756697,0.0500972739255489,4.990443298958035,0.015528665062094753
49,2014.0,12,0.1654096993602978,0.0271405817737443,0.1246765932953533,0.1002645952997796,0.0484176331688485,0.1038906983869713,0.0497795510201108,0.028571641544534,0.0681847519815754,0.1802737815969364,0.0534525929269636,0.0499378796448839,4.981833131485117,0.004590797087855451
50,2015.0,15,0.1380634779744712,0.0197227492636679,0.1303256705056545,0.1094725043597804,0.0656520850622844,0.1047937715124142,0.0435637953053665,0.0370766805738378,0.075490818183376,0.1566227188828394,0.0726533709662115,0.0465623574100951,5.102150142175767,0.013592483690623883
51,2016.0,10,0.1244302028651764,0.0173089656920546,0.13489967208742,0.1148263792844169,0.0654247064063936,0.0999737720697779,0.0655535588374948,0.0296108095685436,0.0708829978135593,0.1587665657884928,0.0585443057455298,0.0597780638411394,5.11273708824466,0.01012398339027561
52,2017.0,9,0.1613439059976092,0.0250606200448791,0.1038594316083037,0.0865119333459052,0.0374096540963746,0.1086760168300726,0.0717323029236626,0.0259363934247034,0.1184780626474174,0.1709569753820563,0.0700527789884772,0.0199819247105375,4.926651989174466,0.05490561257831293
53,2018.0,4,0.0888842314054645,0.0108303726732613,0.1598211506671364,0.1289605313066544,0.038927715502454,0.0936253249664214,0.0222371545990252,0.0655509108392281,0.0470770379889929,0.2161153616971134,0.0458682537053491,0.0821019546488984,4.770915932332521,0.18442127862710112
54,2019.0,7,0.1543499988803654,0.0218310681514852,0.1357775510210978,0.108544923635928,0.0298649395463097,0.1001296219100671,0.0449925825400718,0.0240594954107945,0.0817843816029955,0.1631764484461029,0.1139368634875897,0.0215521253671912,4.854462471504719,0.14020906910712877
55,2020.0,4,0.1206228180512554,0.0173354268196027,0.1275839370917862,0.1534305833392088,0.0319920226615989,0.1263388234052875,0.0620762672239344,0.0681047689103765,0.0925476972056916,0.1164591350699931,0.0487428795125347,0.0347656407087293,5.054086281870423,0.08123907719383205
56,2021.0,2,0.1379525281739303,0.0172814650443801,0.1081049915228881,0.1152762541138924,0.0318203350952428,0.1196955719557195,0.0392658571855988,0.013525979854393,0.1360295950932481,0.1757224244539742,0.0669691832053455,0.0383558143013862,4.806866768371882,0.07083252185053357
