,year,total_works,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,ENI,KL
1,1952.0,1,0.030467899891186,0.0097932535364526,0.1838955386289445,0.2252448313384113,0.0478781284004352,0.0511425462459194,0.0043525571273122,0.0859630032644178,0.0054406964091403,0.1338411316648531,0.0848748639825897,0.1371055495103373,4.317805221987519,0.09354677764496727
2,1959.0,2,0.0729925471811515,0.0122250270465199,0.1252524341868012,0.2951496574107464,0.0400228392835677,0.1167237648755859,0.1079065993508835,0.0687222021877629,0.0253035220579396,0.068502824858757,0.0141603558119965,0.053038225748287,4.474660548357008,0.4356390746117887
3,1960.0,1,0.0267765190525231,0.0061791967044284,0.1235839340885684,0.2523171987641606,0.0288362512873326,0.121524201853759,0.0278063851699279,0.1493305870236869,0.0123583934088568,0.0854788877445932,0.0319258496395468,0.1338825952626158,4.346611875901015,0.1613372267113467
4,1964.0,1,0.0439560439560439,0.0054945054945054,0.1391941391941392,0.3131868131868132,0.0567765567765567,0.1007326007326007,0.0347985347985348,0.0494505494505494,0.0164835164835164,0.1117216117216117,0.0274725274725274,0.1007326007326007,4.3053614428169436,0.07997513585193261
5,1965.0,2,0.0811395811395811,0.0220820514938161,0.1646638999580176,0.2028265851795263,0.1248047130400071,0.1004514828044239,0.0284654402301461,0.0221784045313457,0.0111390993743934,0.1517973282679164,0.0144563968093379,0.0759950171714877,4.526226703322449,0.10599077897885051
6,1966.0,3,0.1220305165544478,0.0168945201268913,0.1107994328166048,0.1929837384229053,0.1147793436215065,0.116886337143553,0.1004532711635378,0.0199210640778049,0.0340546943415046,0.119159286903167,0.0211344421826701,0.0309033526454059,4.765589906859209,0.11384191316601719
7,1969.0,2,0.0329216703056768,0.0051130936135371,0.1313156727620087,0.3359787231622998,0.0458287845705967,0.0844321438318776,0.0210081764010188,0.1483124090247452,0.0093647652838427,0.0626236694868995,0.0174843067685589,0.1056165847889373,4.033405578655288,0.4287845508218473
8,1970.0,1,0.0427046263345195,0.0017793594306049,0.1423487544483986,0.3274021352313167,0.0320284697508896,0.092526690391459,0.0266903914590747,0.094306049822064,0.0071174377224199,0.1405693950177935,0.0124555160142348,0.0800711743772242,4.0184446251715356,0.05824538152824703
9,1972.0,3,0.1252512375141785,0.0374144911717533,0.1482668960788054,0.1660000601430687,0.0583473339063383,0.0986213148256371,0.0410206120682365,0.0458786037871132,0.0503736071722995,0.0899829695360548,0.0441487989298595,0.0946940748666542,5.130302897494703,0.29806734893914666
10,1973.0,1,0.0787878787878787,0.0075757575757575,0.0636363636363636,0.1636363636363636,0.0242424242424242,0.2227272727272727,0.1075757575757575,0.0287878787878787,0.1287878787878787,0.1287878787878787,0.0196969696969696,0.0257575757575757,4.515406273113499,0.26329741404993856
11,1974.0,2,0.1046213476446034,0.048693812647301,0.1052304284862424,0.1170031518868727,0.0400119260584376,0.104090354090354,0.0461297100831984,0.0340531561461794,0.0853011329755515,0.1604140046000511,0.059766589999148,0.0946843853820598,5.233226929372392,0.23116207474881875
12,1975.0,2,0.1021073177186713,0.0099542621376682,0.1169716988494281,0.1690422023391455,0.0703847341401926,0.0993309819729033,0.0486507669913783,0.0382346304835387,0.0549197890900947,0.1462296800724748,0.0341256875099669,0.1100482486945368,4.9830774861422364,0.0581109602590542
