,year,total_works,topic_1,topic_2,ENI,KL
1,1952.0,1,1.0,1e-09,1.0,0.0
2,1959.0,2,0.9166666666666669,0.0833333333333333,1.2199618075137169,1.4401028376893725
3,1960.0,1,0.8333333333333334,0.1666666666666666,1.366571750252224,0.0360993802563869
4,1964.0,1,0.8333333333333334,0.1666666666666666,1.366571750252224,0.0
5,1965.0,2,1.0,1e-09,1.0,0.18232153668012657
6,1966.0,3,0.888888888888889,0.111111111111111,1.2735292504469127,1.9537529981510118
7,1969.0,2,0.9166666666666669,0.0833333333333333,1.2199618075137169,0.00423384774020899
8,1970.0,1,1.0,1e-09,1.0,0.08701135766425909
9,1972.0,3,1.0,1e-09,1.0,0.0
10,1973.0,1,1.0,1e-09,1.0,0.0
11,1974.0,2,1.0,1e-09,1.0,0.0
12,1975.0,2,0.8333333333333334,0.1666666666666666,1.366571750252224,3.0033164316247625
13,1976.0,1,1.0,1e-09,1.0,0.18232153668012657
14,1978.0,1,1.0,1e-09,1.0,0.0
15,1979.0,1,1.0,1e-09,1.0,0.0
16,1981.0,3,1.0,1e-09,1.0,0.0
17,1982.0,3,1.0,1e-09,1.0,0.0
18,1983.0,3,0.9444444444444444,0.0555555555555555,1.1603492918701936,0.9367333923206169
19,1984.0,5,1.0,1e-09,1.0,0.05715839494989598
20,1985.0,6,0.9444444444444444,0.0555555555555555,1.1603492918701936,0.9367333923206169
21,1986.0,2,1.0,1e-09,1.0,0.05715839494989598
22,1987.0,5,0.9666666666666666,0.0333333333333333,1.1066083738593637,0.5446307828896495
23,1988.0,5,0.8761904761904763,0.1238095238095237,1.2963426522325456,0.07635773985468983
24,1989.0,9,0.9444444444444444,0.0555555555555555,1.1603492918701936,0.026325907909161582
25,1990.0,6,1.0,1e-09,1.0,0.05715839494989598
26,1991.0,5,0.9,0.0999999999999999,1.2527364849005802,1.7472436113031913
27,1992.0,6,0.9722222222222224,0.0277777777777777,1.0919679746295339,0.03946398635354122
28,1993.0,13,0.9487179487179488,0.0512820512820512,1.1505095841720299,0.00822341678410185
29,1994.0,11,0.9588744588744588,0.0411255411255411,1.126232609319177,0.0011338048360614843
30,1995.0,14,0.9642857142857144,0.0357142857142857,1.1127088155895166,0.0003879741826700398
31,1996.0,12,0.9345238095238096,0.0654761904761904,1.1824480817050214,0.010389646711151876
32,1997.0,10,0.9095238095238096,0.0904761904761904,1.2342530172203796,0.004597431335184532
33,1998.0,7,1.0,1e-09,1.0,0.09483408325540732
34,1999.0,14,0.9761904761904762,0.0238095238095238,1.08111195831487,0.3808951582362276
35,2000.0,12,0.9206349206349206,0.0793650793650793,1.211854026573363,0.04160956339997807
36,2001.0,18,0.9285714285714286,0.0714285714285714,1.1952551654924874,0.0004448680235901812
37,2002.0,15,0.9666666666666668,0.0333333333333333,1.1066083738593635,0.013461538060542705
38,2003.0,17,0.9411764705882352,0.0588235294117646,1.1677391788206313,0.00825970090316951
39,2004.0,23,0.9492753623188406,0.0507246376811594,1.1492107493294739,0.0006197876622483917
40,2005.0,28,0.9523809523809524,0.0476190476190476,1.1419061479129862,0.00010214543385192931
41,2006.0,20,0.9464285714285716,0.0535714285714285,1.155806394762439,0.00037606459372474185
42,2007.0,21,0.968253968253968,0.0317460317460317,1.1024858366829813,0.005464087703556733
43,2008.0,23,0.9565217391304348,0.0434782608695652,1.1319772099294516,0.002012761832389855
44,2009.0,27,0.9585537918871252,0.0414462081128747,1.1270201819696803,5.040076018086653e-05
45,2010.0,19,0.9147869674185464,0.0852130325814535,1.223759733255954,0.018665893556168385
46,2011.0,17,0.9705882352941176,0.0294117647058823,1.0963370671230455,0.026182549201804142
47,2012.0,20,0.9833333333333332,0.0166666666666666,1.0605157712011786,0.003362013459312573
48,2013.0,14,0.9200680272108844,0.0799319727891156,1.2130198795809932,0.06412953606382267
49,2014.0,12,0.9583333333333334,0.0416666666666666,1.1275607832711747,0.011905448850319165
50,2015.0,15,0.9666666666666668,0.0333333333333333,1.1066083738593635,0.0009313422745372921
51,2016.0,10,0.9833333333333334,0.0166666666666666,1.0605157712011786,0.005257073127312616
52,2017.0,9,0.9629629629629628,0.037037037037037,1.1160568907760882,0.009416453514431988
53,2018.0,4,0.9583333333333334,0.0416666666666666,1.1275607832711747,0.00028914365123159074
54,2019.0,7,0.9523809523809524,0.0476190476190476,1.1419061479129862,0.0004247808386572457
55,2020.0,4,0.9285714285714286,0.0714285714285714,1.1952551654924874,0.005452400308028241
56,2021.0,2,1.0,1e-09,1.0,0.07410795299540522
