,year,total_works,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,ENI,KL
17,1990.0,82,0.2855596912676479,0.240925700721176,0.1419493949869497,0.0250452693798195,0.2045486896950726,0.0265901430638709,0.0753811108854627,3.2180698993892616,0.004201792291850503
18,1991.0,81,0.3006564260422766,0.2567347665021956,0.128600114984301,0.0246208596234686,0.2036183399310341,0.0244317480201217,0.0613377448966021,3.141249040593243,0.0030419626265695797
19,1992.0,104,0.3050942987835364,0.2638830981014855,0.1237247421712425,0.0337084921418988,0.1904830743856563,0.0295764468286393,0.0535298475875407,3.1673231476691392,0.0031866745207406125
20,1993.0,137,0.3136354151969904,0.2626005325668379,0.1447319946845046,0.0349500106206793,0.1693531188374551,0.0243115211360702,0.0504174069574616,3.145899775047004,0.003643769599663284
21,1994.0,109,0.3079279257731446,0.2761282572447043,0.1367930114419406,0.0316769752014726,0.1678409072940921,0.0225103736429048,0.0571225494017405,3.1339766110823644,0.001277488351877863
22,1995.0,123,0.3071266440189868,0.2570640766120975,0.1385821462426362,0.0320100815724392,0.1871814012569975,0.0251781297616875,0.0528575205351546,3.1548650057959584,0.002077576979841618
23,1996.0,117,0.3072839632086787,0.2724585281326512,0.147685001340128,0.0369093338145109,0.1544936406210855,0.0172464207734596,0.0639231121094854,3.150227649790997,0.0066294847973888274
24,1997.0,113,0.2955295928375088,0.2755451821834881,0.1444639961926422,0.0313607964548732,0.1763179966109227,0.0192769049041948,0.0575055308163694,3.1379984637874268,0.002642459616312185
25,1998.0,108,0.3087467371151182,0.2528569501648304,0.1544128038636631,0.0340855329001026,0.1615698189805517,0.0193847601064376,0.0689433968692958,3.1810053721148948,0.003405968588447968
26,1999.0,131,0.3015547936102719,0.2713421436258175,0.1504246667644218,0.0345080920002923,0.1677425268164196,0.0182729823012269,0.0561547948815494,3.140238252874129,0.002214837593955847
27,2000.0,118,0.2991807318011611,0.2657476470004661,0.152265446293296,0.0321418791837822,0.1742332474061583,0.0257585703489768,0.0506724779661588,3.1603655693330777,0.0019209294856780742
28,2001.0,127,0.3195413274739476,0.244806728687259,0.1702498811315764,0.030946072334891,0.1689565502668361,0.0180626125368234,0.0474368275686659,3.107117064497494,0.0040417791795243204
29,2002.0,115,0.2954445451927882,0.2649900030190796,0.1644793791179903,0.0336092045168669,0.1748572680009036,0.0186122487742794,0.0480073513780919,3.133770083505488,0.002066274909721907
30,2003.0,145,0.310166699266849,0.2498350462808483,0.1604884927795611,0.0359994749114015,0.1701484112366794,0.0147819726570034,0.0585799028676564,3.144327145344983,0.0025099606293894176
31,2004.0,146,0.3067983834692193,0.2482664579214776,0.1643797507202115,0.034393444336981,0.1691680778849915,0.0242811914929637,0.0527126941741551,3.1757503879796816,0.0029648244562327083
32,2005.0,145,0.306539585663371,0.2492459631841359,0.1664504968790953,0.0344567711812857,0.1675946084106178,0.018567342375227,0.0571452323062669,3.160552892713881,0.0009360468078210152
33,2006.0,144,0.3097322754706545,0.2639758307979314,0.1591447356483716,0.03299470091874,0.1604085587004536,0.0181412372296678,0.0556026612341807,3.1309990646711188,0.0008199345239283723
34,2007.0,159,0.2955948989630194,0.2516905557129024,0.1551736975581809,0.0379447806017736,0.1843910690624704,0.0177754063119323,0.0574295917897203,3.178210544598731,0.0027650645645106104
35,2008.0,172,0.3131442984417521,0.2498711124731421,0.1562354563459484,0.035243277608005,0.1755153921333221,0.0212573864546243,0.0487330765432051,3.1439095381822675,0.0018520013570685109
36,2009.0,241,0.2995614878263484,0.2490625412311859,0.157481824062428,0.0366433057889843,0.182173634452418,0.0192066545214246,0.0558705521172104,3.1752269085849765,0.001058517481007347
37,2010.0,227,0.310226635199278,0.2481469528481518,0.1676598911383718,0.0368640498948657,0.1653254065995196,0.0157733992618777,0.0560036650579346,3.148071157331898,0.0016434500109276232
38,2011.0,229,0.2976488159858481,0.2501208613177512,0.1583517812936471,0.0342949212523229,0.1824064831437356,0.0154289911704384,0.0617481458362558,3.163460336763935,0.001763603031357949
39,2012.0,257,0.3185112013675662,0.2423066408737778,0.1705561646179393,0.0388146423476897,0.1683608114420082,0.0108306606456495,0.050619878705369,3.107275708372209,0.003972220991093119
40,2013.0,270,0.3046002725896071,0.245869159907567,0.1724364289076783,0.0369202993880639,0.1706174624594753,0.0143712778059432,0.0551850989416648,3.1481143130004106,0.0011309858318262348
41,2014.0,317,0.2999382270104815,0.248084172683569,0.1557462738647886,0.0411836981429382,0.1813343197588783,0.0146583364648241,0.0590549720745199,3.1746078531052158,0.0015833377187737295
42,2015.0,392,0.3013491636569972,0.2423601045914761,0.1579025054093198,0.0502809095398462,0.1858168293993884,0.0112525563801665,0.0510379310228053,3.1641888180759796,0.002078748008677288
43,2016.0,435,0.2975814708641163,0.2479470318502076,0.1606741453593096,0.0435913302111079,0.1841814838931892,0.014742936748718,0.0512816010733512,3.1665332232151626,0.0010784086761498478
44,2017.0,447,0.2940328973489418,0.2514035741546758,0.1523804307120131,0.0449042967245519,0.1910685797445697,0.0144896628984848,0.0517205584167626,3.1686021259062023,0.00041388705332519104
45,2018.0,404,0.2995633870947172,0.2459271606846812,0.1545296639770727,0.0482077156892202,0.1868925653549758,0.0161752742283326,0.0487042329709999,3.1781023652295564,0.00047563360267752815
46,2019.0,362,0.2980089943929222,0.2444660851741623,0.1619639062841409,0.0489104917714748,0.1801325364049966,0.0142732832847912,0.0522447026875122,3.184832065746154,0.0005554299022245347
47,2020.0,283,0.3102324599226534,0.2357257913991109,0.1522393736884886,0.0455582572669319,0.1951028941041777,0.0156552074750288,0.0454860161436086,3.1503624680200453,0.0019487331801257444
48,2021.0,254,0.3035113604077007,0.234984967558741,0.1511943651873558,0.0466584386818527,0.2083722594644204,0.0131163513725353,0.0421622573273936,3.1339809723758036,0.000875123765014663
