,year,total_works,topic_1,topic_2,topic_3,topic_4,ENI,KL
40,2005.0,28,0.114717731735421,0.4710966967404838,0.4066634660682555,0.0075221054558394,2.0078791966916465,0.0003767249163739612
41,2006.0,20,0.1005462121577445,0.4748942563958334,0.4163552499880093,0.0082042814584127,1.9845721706489432,0.0010736678554726302
42,2007.0,21,0.1068319048899675,0.4672306181193956,0.4191870180402557,0.0067504589503809,1.9898466194654774,0.0004014601369993437
43,2008.0,23,0.1090115412224984,0.4564564430176183,0.4262341587272029,0.0082978570326801,2.003917875236103,0.0003713528753365727
44,2009.0,27,0.1014055478474156,0.4889805724763328,0.4042430247829686,0.0053708548932827,1.9671718928384836,0.0025718360132989727
45,2010.0,19,0.1078161920080231,0.4766607956041615,0.408156445295565,0.00736656709225,1.9934266776993481,0.0007057558822391482
46,2011.0,17,0.1068016135499735,0.4632040093840839,0.4206130118547976,0.0093813652111449,2.004772461905577,0.0006380978998742331
47,2012.0,20,0.1020244535514121,0.4809742552142541,0.4089178745701846,0.0080834166641488,1.9855473104076435,0.000703419934189105
48,2013.0,14,0.1071129968706753,0.4757021494099333,0.4089771092778911,0.0082077444415001,1.996938441469153,0.00015479505615082493
49,2014.0,12,0.1065269361591857,0.4813724900859806,0.4027310629026841,0.0093695108521493,2.000730365867602,0.00016180351660518644
50,2015.0,15,0.1055508289069978,0.471937687191892,0.4138569834698876,0.0086545004312223,1.9971527759814371,0.00027784711620569655
51,2016.0,10,0.0949708385980488,0.4816392972123893,0.4161145578793396,0.007275306310222,1.967154931787706,0.0007703453298642143
52,2017.0,9,0.1037788775645764,0.4575742558045382,0.4286760518839828,0.0099708147469023,2.0026458679673746,0.0016426290991086545
53,2018.0,4,0.0885010711208649,0.5149200669272297,0.3930830992400409,0.0034957627118643,1.9227549899948126,0.008967723242233588
54,2019.0,7,0.0932679383522334,0.4686647184500659,0.4288051236651187,0.0092622195325817,1.976433289691966,0.00710353274149903
55,2020.0,4,0.1149470169743297,0.4499003315220315,0.4289295995948778,0.0062230519087608,2.0037386470628515,0.0032894030760666094
56,2021.0,2,0.1019905586937862,0.4555629852891275,0.4316677977604343,0.0107786582566517,2.0034382354145266,0.0021687023162625194
