,year,total_works,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,ENI,KL
1,1986.0,1,0.0691399662731871,0.0185497470489038,0.2866779089376054,0.1416526138279932,0.2141652613827993,0.2428330522765598,0.026981450252951,3.170919104147483,0.0803193860999288
2,1987.0,3,0.1215472643632458,0.0485886077895297,0.3134050245652243,0.0722378338782487,0.234738636102447,0.1711684354404292,0.0383141978608747,3.3032207210368534,0.06975591399558492
3,1988.0,3,0.0573986666091928,0.0381654381654381,0.3240889214573425,0.0392583971531339,0.320959536091115,0.2078650420755683,0.0122639984482089,2.8802457028989603,0.06145875758135572
4,1990.0,4,0.1170763823212913,0.0304826845222062,0.2513786215096664,0.1485568262966002,0.2207723125709872,0.2056665518204348,0.0260666209588133,3.3443475320696123,0.1452939373006874
5,1991.0,5,0.1424668401466879,0.0612487314750946,0.2859243590967538,0.0688633580407751,0.2362512862451426,0.1841114799315421,0.0211339450640034,3.3054718045335822,0.04576681064510255
6,1992.0,5,0.0788423364741715,0.0761328742617588,0.3358628538568246,0.0846115310816401,0.2462522542514139,0.1643428493491915,0.0139553007249992,3.189296163243767,0.02715591416035784
7,1993.0,1,0.1308411214953271,0.0455607476635514,0.2978971962616822,0.02803738317757,0.264018691588785,0.2126168224299065,0.0210280373831775,3.09467976490118,0.05795128548103223
8,1994.0,7,0.0987759981796098,0.0418849456734241,0.3091103610879163,0.0858056655101095,0.2271472512023833,0.2162599101164719,0.0210158682300846,3.213550982563155,0.04560118418704324
9,1995.0,6,0.1053359922945436,0.0471189400274842,0.3245712596292309,0.0657119805827761,0.2440239072492541,0.1944252361939135,0.018812684022797,3.16563760497705,0.005342291219955863
10,1996.0,8,0.0811731182599739,0.0810974211940826,0.3218601023606278,0.0496538975781973,0.2523508778373502,0.2016681670310935,0.0121964157386743,3.1288776762408244,0.016827414563979497
11,1997.0,8,0.1229066386513087,0.0345398366204162,0.2704982687861147,0.0940385497518107,0.2277760934390413,0.2107220816756116,0.0395185310756962,3.3465643806283407,0.06691072237295712
12,1998.0,12,0.1637088828028256,0.0454039352495066,0.2571539215598957,0.1069595485663885,0.1763989328690222,0.223089651374864,0.0272851275774969,3.3963160174075004,0.017634055394230068
13,1999.0,10,0.1339048423852962,0.0667627038663818,0.2694872733769807,0.0840531747497595,0.2190674632724097,0.2112634479311498,0.0154610944180218,3.333335733163061,0.018365865220352162
14,2000.0,13,0.1530613180520959,0.0614640645241373,0.2923868489873024,0.0878332884622046,0.2104700690501454,0.1761939158899171,0.0185904950341967,3.340100876054047,0.006110444564890235
15,2001.0,15,0.1393764155697461,0.0478628661089869,0.2703632373253828,0.0940731643239431,0.1931943315428627,0.2188633026583632,0.0362666824707146,3.4024010727321565,0.015410641870436784
16,2002.0,14,0.1146379339210575,0.0530481188555764,0.2841541962785864,0.1050969173983332,0.1921288767753926,0.2165764498163854,0.034357506954668,3.392754899428324,0.0036435681930102335
17,2003.0,16,0.1182852605472684,0.0493740725984654,0.2613319758150242,0.0809007296714403,0.2164657906946828,0.2456966635658163,0.0279455071073021,3.320197180577727,0.008152469215952782
18,2004.0,15,0.1460609773537743,0.0590426505018428,0.2638444904343335,0.100400098322189,0.1741409363730149,0.2213708761046379,0.0351399709102071,3.449095659608675,0.012654576909235138
19,2005.0,11,0.1305930335233385,0.0543721904715403,0.2632242031700021,0.0661642150796255,0.1959422217065649,0.2630813402926508,0.0266227957562773,3.2998103539219845,0.013826100847223242
20,2006.0,17,0.1417653791775359,0.0474229335156242,0.2885456651949399,0.0760675203809244,0.2008101334861705,0.2213857543322096,0.024002613912595,3.298559403690173,0.006503891116666013
