,year,kl_mean,kl_std
0,1974,4.896968366304557,1.7763568394002505e-15
1,1975,14.618140811900007,1.6958217951509635
2,1976,6.349269753478032,5.705545424392713
3,1977,8.842881562649941,5.1363357729890255
4,1978,9.583783711683983,2.4702517501916526
5,1979,8.683718783882954,2.7662497899324885
6,1980,8.292080520876828,3.0899379829642326
7,1981,9.924668783846009,3.6508927483719447
8,1982,10.187088112607757,3.1698121243623625
9,1983,10.261693223722501,3.54109027527721
10,1984,9.76451842452605,3.319643452410886
11,1985,9.32869225089251,4.220818859575309
12,1986,8.369998461999593,4.369831795495931
13,1987,8.910071965737611,4.080914845958859
14,1988,8.895395492345456,4.519808783115351
15,1989,9.389005001823202,3.942519081522618
16,1990,9.565578554010969,4.125565129554994
17,1991,8.402530000695595,4.301435798444659
18,1992,9.189434254533627,4.16492141994399
19,1993,9.02561991196306,3.9487976007601815
20,1994,8.8878235335179,4.062176415916351
21,1995,8.511475271125784,4.183425353705404
22,1996,8.444623423228002,4.259074967858568
23,1997,7.944493193189915,4.448846111683751
24,1998,7.681132866065909,4.1424464203708675
25,1999,7.252308049529803,4.007516368166845
26,2000,7.055356726050216,4.357809107647357
27,2001,7.651246334537972,4.422753357172292
28,2002,7.244375563460005,4.113870469311912
29,2003,6.954807036084201,4.010554893793035
30,2004,6.895566871447309,4.0601515630525356
31,2005,7.563725950342032,4.000816665466103
32,2006,6.917273757347382,4.339207735762912
33,2007,7.564539449693377,4.205210180691832
34,2008,7.940437617820263,4.6499582055318625
35,2009,8.2882003281007,4.337008875239356
36,2010,7.655420057022562,4.486991397057977
37,2011,7.3663880288483075,4.297837748177696
38,2012,7.6347068122181225,4.016769204266189
39,2013,7.747314324396316,4.162349965134715
40,2014,8.276974333922624,4.419667414142811
41,2015,8.997824799305581,4.124925767322583
42,2016,9.268338939960262,4.233153223103529
43,2017,9.23950561735807,4.344246962646223
44,2018,9.653156639521978,4.1619563086094296
45,2019,9.766859741035859,4.111778824310444
46,2020,9.748174813493051,4.401217400719319
47,2021,10.624175833891448,4.282323902098424
