,year,total_works,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,ENI,KL
1,1931.0,1,0.25,0.3333333333333333,0.25,0.1666666666666666,1e-09,1e-09,1e-09,2.5632565026639664,0.6629569681558639
2,1933.0,1,0.2222222222222222,0.037037037037037,0.3333333333333333,0.2222222222222222,0.1481481481481481,0.037037037037037,1e-09,2.9520439272963954,3.484949279799945
3,1934.0,1,0.1764705882352941,0.0441176470588235,0.5588235294117647,0.1029411764705882,0.088235294117647,0.0294117647058823,1e-09,2.498323771554824,0.1240568508822494
4,1939.0,1,0.1408450704225352,0.0422535211267605,0.380281690140845,0.1549295774647887,0.2253521126760563,0.056338028169014,1e-09,2.9571158155256856,0.13129609044245202
5,1943.0,1,0.2,0.1666666666666666,0.3,0.1333333333333333,0.1,0.1,1e-09,3.2735970648572525,0.18382531564322654
6,1947.0,2,0.2462923728813559,0.2584745762711864,0.2489406779661017,0.059322033898305,0.0820974576271186,0.0566737288135592,0.0481991525423728,3.300357276909325,0.8745166105334359
7,1948.0,1,0.2888888888888888,0.1555555555555555,0.4444444444444444,0.0444444444444444,0.0444444444444444,0.0222222222222222,1e-09,2.584580856990235,0.16378688397218585
8,1949.0,2,0.1916666666666666,0.0854166666666666,0.3958333333333333,0.1520833333333333,0.1249999999999999,0.05,1e-09,3.0099903232469156,0.18120496571203215
9,1950.0,9,0.1671046309121503,0.1674354513293728,0.4165196080814061,0.0860142382863451,0.0992009477717281,0.0586746185684922,0.005050505050505,3.0237236709597854,0.12638362928259092
10,1951.0,8,0.2138819876511823,0.2442762035174999,0.4320969556661445,0.0334895446671615,0.0516373968768177,0.0223907401289888,0.0022271714922048,2.643025264219783,0.07221760120187046
11,1952.0,10,0.1894620074602561,0.2280081436174462,0.4098453716134799,0.0948746616077586,0.0362311417473213,0.0142240140614892,0.0273546598922482,2.868768727879672,0.08776152362152062
12,1953.0,4,0.1097643097643097,0.3835016835016834,0.3399831649831649,0.037037037037037,1e-09,0.0569865319865319,0.0727272727272727,2.7374142791478153,0.19132106913562302
13,1954.0,8,0.1628784585825474,0.2486088434842235,0.3488641018331905,0.0899956859074826,0.092564050190284,0.0373340158848349,0.0197548441174366,3.1302267692306436,1.7018229377991796
14,1955.0,12,0.2425978258077681,0.104799450653181,0.5101014774255849,0.0587702352292014,0.0385437347538125,0.0103912450092424,0.0347960311212095,2.602215029573279,0.14751987464529645
15,1956.0,10,0.1643847289954405,0.2175695941797499,0.3967817160103047,0.0897510599735843,0.0463061428894519,0.0170620826599516,0.0681446752915167,3.0452566817046915,0.09602982758897616
16,1957.0,18,0.2158570336499058,0.0933316503441887,0.4896149162204905,0.0973894972797922,0.0512992756322068,0.029127133783986,0.0233804930894295,2.773930838663717,0.08651641275464858
17,1958.0,20,0.1968968884177598,0.1555400770382899,0.4391906329640138,0.0910003953093557,0.0635612884887683,0.023666962219694,0.0301437555621181,2.9449030416857296,0.023799478776878505
18,1959.0,20,0.1960190812648339,0.1291515625011966,0.4002228170253245,0.1221176427176009,0.0780457290027572,0.0489433943775136,0.0254997731107729,3.1325291828553206,0.021161730924096265
19,1960.0,15,0.1950423297037244,0.1885638557646073,0.4218254260050296,0.0958385362182522,0.048144222821768,0.0234712748264475,0.0271143546601706,2.93665809396207,0.03049724928977157
20,1961.0,27,0.1748946207252173,0.2646338099416451,0.3753997828804387,0.0676367323334056,0.0581920746388583,0.0250334437584572,0.0342095357219775,2.989726713416929,0.02386884128634436
21,1962.0,18,0.2105968280180624,0.0904084204857409,0.4466924237839794,0.1047057087818855,0.0854313167923415,0.0319941360545784,0.0301711660834114,2.9639909990600275,0.1023102339266066
22,1963.0,17,0.2084650137105905,0.1159570757660843,0.3888714390246176,0.1412783254519682,0.0968017477394511,0.0272774664024362,0.0213489319048517,3.0884650209139544,0.015517499216164406
23,1964.0,31,0.2028880044424861,0.0956792779555298,0.4202401106673618,0.107793018022578,0.1035043633820075,0.0452742506408838,0.0246209748891526,3.070942505757852,0.012927852827626228
24,1965.0,40,0.1938081612423584,0.1103053288997747,0.4351044595306372,0.0970089486546189,0.0815874060260119,0.0433937350932221,0.0387919605533765,3.06576967053268,0.008097584110519503
25,1966.0,42,0.1920637123143772,0.084102563582858,0.4245654997818293,0.1328997129113238,0.0983654871531801,0.0386860689877776,0.0293169552686536,3.0619477509637556,0.012622132618670023
26,1967.0,34,0.1855249233637027,0.1294152694628056,0.4424785734366669,0.0976431185975376,0.0879062538602518,0.0403093461965828,0.0167225150824523,2.982834808771818,0.019921509981368688
27,1968.0,29,0.2199241213240206,0.0847376435960511,0.4480086202550351,0.1076035354641002,0.0872079540573062,0.0302964662306356,0.0222216590728508,2.9182303833888565,0.01451166765438349
28,1969.0,35,0.2376245560214044,0.1166701821380399,0.4047365986714221,0.0974774592474989,0.0733271974859166,0.0512288774943933,0.0189351289413244,3.040048979269918,0.016125273369815646
29,1970.0,29,0.1959530295827498,0.091793927959778,0.3922208560250794,0.1841393696558124,0.0611296681064171,0.0417818555887263,0.0329812930814368,3.1022351405383746,0.04367354210741978
30,1971.0,41,0.1973598627228346,0.1128048807060628,0.427656622906947,0.1189513815847839,0.0673596262600205,0.0534794575840733,0.0223881682352776,3.044736665058697,0.02073812786963742
31,1972.0,59,0.1927993762613727,0.1469964646567885,0.4212636112494547,0.1041448409076662,0.0771148754973575,0.0296223645375934,0.0280584668897665,3.0337082968600058,0.013484869258048041
32,1973.0,51,0.1738402032691238,0.094757116892945,0.4000237688418488,0.1194656769397502,0.1037690428563088,0.0853427358622338,0.022801455337789,3.2023553742600166,0.0524797893240146
33,1974.0,46,0.2103989587733416,0.1491174112466881,0.4023299407356315,0.0972890192698907,0.0810418277659858,0.0369200967488985,0.0229027454595633,3.0666641898987703,0.03923793781528944
34,1975.0,50,0.2209239839838286,0.1494673389775527,0.3872729000545821,0.0975436032291646,0.0806463712004677,0.0420854597768658,0.022060342777538,3.1006791430779925,0.0009072703836968788
35,1976.0,58,0.2019617273356449,0.1380137425187144,0.4138706682660124,0.091672812876125,0.0822189595514087,0.0442840820383216,0.0279780074137727,3.0824551161763964,0.0031647259731552146
36,1977.0,50,0.1689453293147506,0.1378022526007908,0.4112939738423741,0.102452269086206,0.0895644397646043,0.054848661257783,0.0350930741334906,3.1716983877561344,0.005803318880344601
37,1978.0,51,0.209895451462617,0.1016904591688336,0.4377212288125964,0.1056795826364134,0.0842544980947591,0.0413583520651951,0.0194004277595848,2.9812666937055416,0.016864744668939224
38,1979.0,62,0.1882812043972397,0.1182589845585821,0.4203599495622083,0.1037589379295839,0.0878739738843205,0.0421858405271925,0.0392811091408725,3.1180580991212823,0.010716579586270841
39,1980.0,44,0.214265525262787,0.1225878038486111,0.4068814250234319,0.0986488151178387,0.0833464614128166,0.060822557090033,0.0134474122444814,3.0675530372764492,0.01729461139636318
40,1981.0,61,0.1917885171223668,0.1013555979733545,0.4252557191473727,0.1103053732136369,0.0898337412863701,0.05638439455644,0.0250766567004585,3.087764525075363,0.008658914078543745
41,1982.0,56,0.2148313434953246,0.0831378380981644,0.4207471029473469,0.1089127782613573,0.0905610983301854,0.064199875049697,0.0176099638179239,3.0479085627808593,0.00487319821019473
