,year,total_works,topic_1,topic_2,topic_3,ENI,KL
1,1974.0,1,0.1851851851851851,0.7407407407407407,0.074074074074074,1.6556384160691504,0.03487039590725327
2,1975.0,2,0.05,0.95,1e-09,1.1475167745883503,0.17090404786897959
3,1976.0,3,0.1938967136150234,0.7352112676056338,0.0708920187793427,1.660762319666667,1.3558425860984271
4,1977.0,6,0.2154866332497911,0.6680938457254246,0.1164195210247841,1.803210303955833,0.016542523397553494
5,1978.0,3,0.2531746031746031,0.6242063492063491,0.1226190476190475,1.8651472317960867,0.004755194509371707
6,1979.0,3,0.3166303558460421,0.5947712418300654,0.0885984023238925,1.8504708153147744,0.013294559270436025
7,1980.0,7,0.3548862517803949,0.5536355579690098,0.0914781902505951,1.8839592424824652,0.003726043492103819
8,1981.0,19,0.3135839184630741,0.6156395704770068,0.070776511059919,1.8021695566760934,0.008394040296213844
9,1982.0,38,0.3383925380755812,0.5781046086549889,0.08350285326943,1.854195648218599,0.0032058255284962943
10,1983.0,28,0.3875583627444868,0.5250309247397839,0.0874107125157291,1.8903725646539238,0.006014770851953255
11,1984.0,25,0.3478535395031812,0.5293451585208773,0.1228013019759415,1.9474492854404484,0.008480462412228273
12,1985.0,26,0.4017557670123893,0.5049466169012959,0.0932976160863145,1.9088385310203018,0.008414991885602251
13,1986.0,30,0.4284986829632556,0.4747147567112692,0.096786560325475,1.922310427410846,0.0018590273978197252
14,1987.0,57,0.4274468133343234,0.4918782630678432,0.0806749235978332,1.8860691312815767,0.001730213753052134
15,1988.0,37,0.4361793487402688,0.4915657882006679,0.0722548630590631,1.867156122338132,0.000544238856880392
16,1989.0,63,0.4131506629068877,0.4967077496075191,0.0901415874855931,1.9048652181244665,0.0026966776235427606
17,1990.0,82,0.4836211913341217,0.4378440090144555,0.0785347996514226,1.882630195891671,0.010110833775505524
18,1991.0,81,0.4983049354485149,0.4316499315972636,0.0700451329542213,1.8608483073825999,0.0007410735962663298
19,1992.0,104,0.4810253244739624,0.4430292782672109,0.0759453972588264,1.8770637113207953,0.0006936248557305822
20,1993.0,137,0.475673428785997,0.4368088308358674,0.0875177403781354,1.9031818773745186,0.0009137855285108378
21,1994.0,109,0.470247918216604,0.4316312435070161,0.0981208382763794,1.9255122552194273,0.0006796961102097168
22,1995.0,123,0.4685394062866034,0.4480879322972924,0.0833726614161042,1.8948186287810027,0.0014814100899058543
23,1996.0,117,0.4140935515738997,0.4702217126957393,0.1156847357303605,1.9580481119988702,0.009411718939803384
24,1997.0,113,0.445952940642164,0.4541225675967056,0.0999244917611302,1.930219286668588,0.002600028959989481
25,1998.0,108,0.4315266814765908,0.4742150044676907,0.0942583140557183,1.9173142241911203,0.0008377480385516681
26,1999.0,131,0.4416449790059812,0.4676754012571326,0.090679619736886,1.910602466258908,0.00023182175485744576
27,2000.0,118,0.4254768151412968,0.4778695009014033,0.0966536839572999,1.9215883102021991,0.0006025367772769883
28,2001.0,127,0.4886734468651457,0.4360066407170416,0.0753199124178124,1.8746563600965185,0.008916261833784297
29,2002.0,115,0.4471831317136766,0.463877600809121,0.0889392674772025,1.9071561822860439,0.0038489997535299785
30,2003.0,145,0.4480090432209851,0.4602522642558929,0.0917386925231218,1.913240739596119,5.8567620449924765e-05
31,2004.0,146,0.4445811903989219,0.4545936724345407,0.1008251371665373,1.9320025336835582,0.00048390626610652666
32,2005.0,145,0.4346096714084219,0.4787096521970748,0.0866806763945026,1.9010410748226698,0.0017834152409533129
33,2006.0,144,0.4393312077961628,0.456947540742962,0.1037212514608752,1.9375899022423433,0.002102782652370478
34,2007.0,159,0.455404482452819,0.4610987074320119,0.0834968101151691,1.8953729076743386,0.0024234043550655712
35,2008.0,172,0.4486075955991058,0.471657936017249,0.0797344683836451,1.8864987232856587,0.0002570349388576446
36,2009.0,241,0.4188637315245436,0.4888680799121377,0.092268188563319,1.9108891666733783,0.0022560306694193264
37,2010.0,227,0.4038771901904828,0.5147993812965267,0.0813234285129902,1.88172404137089,0.0016236891410759957
38,2011.0,229,0.3940701526022913,0.5181478671922684,0.0877819802054401,1.8937063477797196,0.00038084153008002483
39,2012.0,257,0.4111783208981919,0.5142422872594881,0.0745793918423199,1.8673963160313687,0.0014276055610060578
40,2013.0,270,0.4058534623407352,0.507253845945262,0.0868926917140031,1.895482265535458,0.001047078213131998
41,2014.0,317,0.3808440161994815,0.5307886831222975,0.088367300678221,1.8898241799380309,0.0013370556187851498
42,2015.0,392,0.3595846410465235,0.54796039808863,0.0924549608648461,1.8889053426688323,0.0009726612143810117
43,2016.0,435,0.3757932142970782,0.5436570851429439,0.0805497005599782,1.8686735343715155,0.0011785887425488292
44,2017.0,447,0.3578410254924498,0.5557239757142176,0.0864349987933332,1.8736404574398893,0.0007786834542206911
45,2018.0,404,0.3578922619280929,0.5635030283441929,0.0786047097277137,1.8543008931102365,0.0004201001098060927
46,2019.0,362,0.3700148186844891,0.5558220144501927,0.0741631668653175,1.8496420017793636,0.0003835341675507446
47,2020.0,283,0.3698755481608347,0.5596360516796414,0.0704884001595238,1.8399697967253443,0.00010566629418691433
48,2021.0,254,0.3636745619466866,0.5695139529456293,0.0668114851076838,1.826725179594962,0.00023655242802650325
