,year,total_works,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,ENI,KL
1,1952.0,1,0.0147492625368731,0.2079646017699115,0.1165191740412979,0.1873156342182891,0.0324483775811209,0.0737463126843657,0.0176991150442477,0.0648967551622418,0.0368731563421828,0.0044247787610619,0.0722713864306784,0.0250737463126843,0.0457227138643067,0.0117994100294985,0.0162241887905604,0.0014749262536873,0.0088495575221238,1e-09,1e-09,0.0147492625368731,0.0073746312684365,0.0088495575221238,0.0014749262536873,0.0265486725663716,0.0029498525073746,1e-09,5.690326427345226,0.4359558760775342
2,1959.0,2,0.018448841818407,0.2064675461414591,0.0794082125603864,0.152475845410628,0.0180617490400098,0.1101046698872785,0.0220100953796605,0.0308125851604112,0.0225210578471447,0.0178604607952433,0.0455066270283661,0.0255636070853461,0.060192927040753,0.0139198563111606,0.0536665427969775,0.0062786448656013,0.0176049795615012,1e-09,0.0009057971014492,0.0467995169082125,0.0188978694413476,0.0110011767620462,0.0039483463396506,0.0121701969528056,0.003754799950452,0.0016180478136999,6.299884303979288,0.15879752392497742
3,1960.0,1,0.0168302945301542,0.2398316970546984,0.1136044880785413,0.1612903225806451,0.0070126227208976,0.0813464235624123,0.0168302945301542,0.035063113604488,0.0294530154277699,0.0168302945301542,0.064516129032258,0.0140252454417952,0.064516129032258,0.005610098176718,0.0280504908835904,0.002805049088359,0.0196353436185133,1e-09,0.002805049088359,0.0252454417952314,0.0084151472650771,0.0210378681626928,0.0042075736325385,0.0196353436185133,1e-09,0.0014025245441795,5.763439419316322,0.05882896763545281
4,1964.0,1,0.0180995475113122,0.2443438914027149,0.0950226244343891,0.1990950226244343,0.0158371040723981,0.0723981900452488,0.0113122171945701,0.0316742081447963,0.0158371040723981,0.0090497737556561,0.0678733031674208,0.0113122171945701,0.0610859728506787,0.0113122171945701,0.0271493212669683,0.006787330316742,0.0158371040723981,0.002262443438914,0.004524886877828,0.0361990950226244,0.006787330316742,0.0113122171945701,0.004524886877828,0.0203619909502262,1e-09,1e-09,5.5975007005750586,0.06035144342908316
5,1965.0,2,0.0103414999212225,0.2273101465259177,0.0640519142902158,0.2048369308334646,0.0341066645659366,0.1031294312273514,0.0395757838348825,0.0269615566409327,0.0228986135181975,0.0051421931621238,0.0389790452182133,0.0380553804947218,0.0375728690720024,0.0257680794075941,0.0198164487159287,0.0108811249409168,0.0108811249409168,0.00200291476288,0.0051421931621238,0.0138077044272884,0.036649204348511,0.0048723806522766,0.0011363636363636,0.0152138805734992,0.0008665511265164,1e-09,5.819733931782531,0.14471609678504974
6,1966.0,3,0.0175619233227066,0.2004648002535402,0.0547010293708961,0.153094131925483,0.0308164750058254,0.117567262273494,0.040148639417128,0.0248645524278698,0.0152180879105782,0.0067226374779181,0.0471586694914597,0.0377743586730876,0.0511976339360306,0.0207181805785762,0.0429979214397159,0.0094692952984485,0.0130267063506386,0.0019140051950641,0.0046876708242567,0.0328947191957846,0.0422825678364933,0.0074725980653159,0.0047928860860582,0.0166910012767116,0.0023640661938534,0.0033981801730639,6.498649526044137,0.09088448444840236
7,1969.0,2,0.0205999082680444,0.2431177632379507,0.1210148081585277,0.1440180000561623,0.018958327483081,0.070748270665431,0.0246962549025113,0.0342192955360234,0.0340016661518444,0.0101548678779028,0.0624830342684376,0.0188132412269616,0.066812220942967,0.0098494847097806,0.0249653665066037,0.0016778523489932,0.0085495586569692,0.000559284116331,0.0043291866745293,0.0226194153491898,0.0121591643031647,0.0196779085114149,0.0048159276628007,0.018958327483081,0.0016778523489932,0.0005230125523012,5.926838597889976,0.11291329060372704
8,1970.0,1,0.0251572327044025,0.2494758909853249,0.0922431865828092,0.1886792452830188,0.0188679245283018,0.0628930817610062,0.0188679245283018,0.0230607966457023,0.0398322851153039,0.0125786163522012,0.0398322851153039,0.0230607966457023,0.0691823899371069,0.0020964360587002,0.0377358490566037,0.0062893081761006,0.010482180293501,0.0020964360587002,0.0020964360587002,0.0251572327044025,0.010482180293501,0.020964360587002,0.0041928721174004,0.0125786163522012,1e-09,0.0020964360587002,5.744841815775793,0.03754631722389627
9,1972.0,3,0.0112339496257099,0.2082503344760794,0.072126290807194,0.1757932891193225,0.033622694513357,0.0889160628187146,0.0202541978614592,0.0412374741604193,0.0195505102625845,0.009650634317275,0.0753161443658411,0.026217005271093,0.0474629470560791,0.0155741171232163,0.0310116187394396,0.0194598988252516,0.0071011543678584,0.0021851956842035,0.0079291136052534,0.032754074145651,0.0277788759782634,0.0044732184056627,0.0077768461680506,0.0123477371155389,0.0007797270955165,0.0011968880909634,6.2601553035794595,0.11404084461996107
10,1973.0,1,0.0137254901960784,0.1607843137254902,0.0450980392156862,0.188235294117647,0.0098039215686274,0.1156862745098039,0.0176470588235294,0.0078431372549019,0.0039215686274509,0.0176470588235294,0.0333333333333333,0.0392156862745098,0.0745098039215686,0.0098039215686274,0.0568627450980392,0.0176470588235294,0.0392156862745098,1e-09,1e-09,0.0745098039215686,0.0372549019607843,0.0235294117647058,0.0019607843137254,0.0078431372549019,1e-09,0.0039215686274509,6.150517391988759,0.18719574461802516
