,year,total_works,topic_1,topic_2,topic_3,topic_4,ENI,KL
1,1986.0,1,0.1887201735357917,0.5813449023861171,0.2039045553145336,0.0260303687635574,2.069407507815962,0.0016017164090495516
2,1987.0,3,0.1783552512722697,0.6275573094475103,0.168426735282142,0.0256607039980778,1.991524113314659,0.005365422168050013
3,1988.0,3,0.2049901036080162,0.5733144048047678,0.1987852813089806,0.0229102102782352,2.07264114152771,0.007049428366632788
4,1990.0,4,0.1920917924804644,0.5820313293107986,0.1810316022334928,0.044845275975244,2.1148347574058186,0.009482646307368899
5,1991.0,5,0.2156765933068519,0.5813008751854817,0.1659480206204883,0.0370745108871779,2.0942021136793634,0.0027549608182106623
6,1992.0,5,0.1951093552014333,0.6074413971802223,0.1695715623076397,0.0278776853107044,2.0312355361466525,0.0028806359124270795
7,1993.0,1,0.2692307692307692,0.5635451505016722,0.1521739130434782,0.0150501672240802,2.0365639223949503,0.01867364724073118
8,1994.0,7,0.1915282663099488,0.5904049618496998,0.1864342010614741,0.0316325707788771,2.0706000537203697,0.02362107785386852
9,1995.0,6,0.1828845761009131,0.6184711261633461,0.1718037206482492,0.0268405770874914,2.0105655774982893,0.0018273397670216188
10,1996.0,8,0.1951022140971852,0.5883210488558381,0.1901653051725633,0.0264114318744131,2.0598829358183046,0.0020978957381188853
11,1997.0,8,0.2115300711863751,0.5849673983100234,0.1771178158065481,0.0263847146970531,2.0629878457266373,0.001140785717705389
12,1998.0,12,0.2193926318822552,0.570800647736944,0.1712342577531469,0.0385724626276537,2.1149071697338537,0.0028764063755216587
13,1999.0,10,0.196603309778811,0.5929706131445979,0.1791536423231922,0.0312724347533986,2.0649365324317794,0.0025713361474023477
14,2000.0,13,0.1807779621364975,0.6250667519942131,0.15953397671068,0.0346213091586091,2.0169855170941937,0.00279717049796629
15,2001.0,15,0.2213707930880004,0.5729918543956801,0.1721738519247522,0.0334635005915669,2.098678192399992,0.006989819103783613
16,2002.0,14,0.1985203717341226,0.5887082400394528,0.1825257235615627,0.0302456646648616,2.0693180632807624,0.001900814391887232
17,2003.0,16,0.2080614832397458,0.569360071161316,0.1943361684483323,0.0282422771506055,2.094231749144319,0.0009891571116128928
18,2004.0,15,0.1988708658175664,0.5944011627300301,0.1730618529032154,0.0336661185491878,2.067867540605213,0.0024486114655387957
19,2005.0,11,0.2321290241978815,0.5704603020784142,0.1741738556849177,0.0232368180387864,2.0720270356336896,0.004944196651786968
20,2006.0,17,0.1985144778715465,0.6051672948023494,0.1728572169249247,0.0234610104011791,2.022825803572547,0.003601740559167319
21,2007.0,19,0.2149772853380588,0.5693790279652718,0.18314499826546,0.0324986884312092,2.1043728845133836,0.0035968093688533032
22,2008.0,22,0.2077899261054613,0.5841132655180284,0.1742421689406219,0.033854639435888,2.0843762563638992,0.0005584134061253675
23,2009.0,24,0.1968042055613652,0.5926826260068472,0.1776412375134359,0.0328719309183515,2.0693369697777864,0.00040555900866513176
24,2010.0,30,0.2177495907197394,0.5606453018569422,0.1910977368582566,0.0305073705650616,2.112705523520217,0.002543372087269649
25,2011.0,24,0.2099590089189024,0.5874593164921106,0.173602989510484,0.0289786850785029,2.065951354952495,0.0016376787506250296
26,2012.0,28,0.2059147037648293,0.5838740197286585,0.1783000460728545,0.0319112304336575,2.0805125541503044,0.0002567594397015942
27,2013.0,22,0.2131224280436029,0.5626306470622544,0.1924873448912468,0.0317595800028958,2.113703678581998,0.0010663279358952497
28,2014.0,24,0.212712759487011,0.5756735997373291,0.183933548378043,0.0276800923976168,2.081837050806891,0.0006173602616486086
29,2015.0,18,0.2253804718946732,0.5581213872218282,0.1858782706982116,0.0306198701852867,2.115220853343765,0.0008013769401019827
30,2016.0,23,0.1945601802256461,0.6001151165938036,0.1738177321203513,0.0315069710601988,2.053394456254118,0.004164899366248787
31,2017.0,21,0.2110045716158201,0.5604405370687472,0.1959462447145947,0.0326086466008378,2.119627602772141,0.0033889054884447636
32,2018.0,10,0.2149996895313828,0.5603732343967656,0.1937831032544322,0.0308439728174192,2.114509466585912,9.820772969179104e-05
33,2019.0,15,0.2163246061532282,0.5562120411882462,0.1975013484265397,0.0299620042319857,2.118312393288361,6.77402637478924e-05
34,2020.0,10,0.213353321045716,0.5618370742440542,0.197898014562362,0.0269115901478677,2.101470305654491,0.00021008172859039373
35,2021.0,4,0.2391473027825293,0.5116926089882434,0.2255194429572781,0.0236406452719489,2.1575568278265065,0.00585843826826663
