i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26
114,miraculousladybug,0.0034802784222737818,0.1740139211136891,0.06264501160092807,0.12529002320185614,0.03944315545243619,0.10324825986078887,0.01740139211136891,0.04524361948955916,0.015081206496519721,0.010440835266821345,0.0951276102088167,0.029002320185614848,0.060324825986078884,0.01160092807424594,0.02088167053364269,0.018561484918793503,0.010440835266821345,0.008120649651972157,0.0069605568445475635,0.0777262180974478,0.03480278422273782,0.012761020881670533,0.0069605568445475635,0.00580046403712297,0.0034802784222737818,0.001160092807424594
115,bobsburgers,0.004796163069544364,0.2446043165467626,0.09712230215827339,0.19904076738609114,0.02877697841726619,0.06954436450839328,0.013189448441247002,0.06354916067146282,0.039568345323741004,0.01079136690647482,0.07434052757793765,0.023980815347721823,0.04436450839328537,0.004796163069544364,0.0035971223021582736,0.0,0.002398081534772182,0.002398081534772182,0.01079136690647482,0.01079136690647482,0.007194244604316547,0.013189448441247002,0.008393285371702638,0.02038369304556355,0.001199040767386091,0.001199040767386091
116,marriedwithchildren,0.010588235294117647,0.24235294117647058,0.10235294117647059,0.18941176470588236,0.03411764705882353,0.07529411764705882,0.02588235294117647,0.06941176470588235,0.04823529411764706,0.004705882352941176,0.07058823529411765,0.023529411764705882,0.03058823529411765,0.0058823529411764705,0.00823529411764706,0.001176470588235294,0.004705882352941176,0.0,0.011764705882352941,0.010588235294117647,0.0035294117647058825,0.004705882352941176,0.001176470588235294,0.021176470588235293,0.0,0.0
117,killlakill,0.0034924330616996507,0.16181606519208383,0.037252619324796274,0.16996507566938301,0.03143189755529686,0.11292200232828871,0.015133876600698487,0.03259604190919674,0.006984866123399301,0.015133876600698487,0.10011641443538999,0.03841676367869616,0.051222351571594875,0.013969732246798603,0.03143189755529686,0.03259604190919674,0.012805587892898719,0.005820721769499418,0.0011641443538998836,0.0640279394644936,0.04190919674039581,0.0011641443538998836,0.011641443538998836,0.0011641443538998836,0.002328288707799767,0.0034924330616996507
118,arthur,0.01486988847583643,0.2503097893432466,0.15861214374225527,0.137546468401487,0.011152416356877323,0.04956629491945477,0.013630731102850062,0.040892193308550186,0.03841387856257745,0.01486988847583643,0.06939281288723669,0.01982651796778191,0.06939281288723669,0.0037174721189591076,0.012391573729863693,0.0024783147459727386,0.009913258983890954,0.0,0.0024783147459727386,0.022304832713754646,0.007434944237918215,0.023543990086741014,0.009913258983890954,0.01734820322180917,0.0,0.0
119,chuck,0.008567931456548347,0.21052631578947367,0.044063647490820076,0.18849449204406366,0.04773561811505508,0.11627906976744186,0.037943696450428395,0.05385556915544676,0.01591187270501836,0.0012239902080783353,0.06854345165238677,0.03671970624235006,0.023255813953488372,0.022031823745410038,0.008567931456548347,0.006119951040391677,0.006119951040391677,0.0024479804161566705,0.006119951040391677,0.023255813953488372,0.04895960832313342,0.0,0.0,0.01835985312117503,0.0024479804161566705,0.0024479804161566705
120,blakesseven,0.020070838252656435,0.1782762691853601,0.02833530106257379,0.13695395513577333,0.025974025974025976,0.14049586776859505,0.043683589138134596,0.02833530106257379,0.0070838252656434475,0.0059031877213695395,0.03896103896103896,0.04014167650531287,0.04132231404958678,0.02833530106257379,0.08500590318772137,0.01652892561983471,0.01770956316410862,0.0023612750885478157,0.0023612750885478157,0.03541912632821724,0.05076741440377804,0.0023612750885478157,0.0035419126328217238,0.014167650531286895,0.0023612750885478157,0.0035419126328217238
121,theamazingworldofgumball,0.010392609699769052,0.23210161662817552,0.09815242494226328,0.1489607390300231,0.016166281755196306,0.07852193995381063,0.015011547344110854,0.03233256351039261,0.03695150115473441,0.019630484988452657,0.06581986143187067,0.019630484988452657,0.07852193995381063,0.009237875288683603,0.03579676674364896,0.0023094688221709007,0.011547344110854504,0.0011547344110854503,0.0011547344110854503,0.03579676674364896,0.008083140877598153,0.019630484988452657,0.006928406466512702,0.015011547344110854,0.0,0.0011547344110854503
122,mythbusters,0.019583843329253364,0.21909424724602203,0.09424724602203183,0.17135862913096694,0.014687882496940025,0.09424724602203183,0.023255813953488372,0.019583843329253364,0.023255813953488372,0.006119951040391677,0.05263157894736842,0.01835985312117503,0.06242350061199511,0.014687882496940025,0.030599755201958383,0.01591187270501836,0.017135862913096694,0.0012239902080783353,0.004895960832313341,0.042839657282741736,0.022031823745410038,0.01346389228886169,0.0012239902080783353,0.01346389228886169,0.0012239902080783353,0.0024479804161566705
123,blackadder,0.01256281407035176,0.24246231155778894,0.0678391959798995,0.19597989949748743,0.035175879396984924,0.08668341708542714,0.028894472361809045,0.04522613065326633,0.018844221105527637,0.0037688442211055275,0.05025125628140704,0.03768844221105527,0.035175879396984924,0.02135678391959799,0.01507537688442211,0.01256281407035176,0.002512562814070352,0.001256281407035176,0.00628140703517588,0.017587939698492462,0.03391959798994975,0.0037688442211055275,0.005025125628140704,0.017587939698492462,0.001256281407035176,0.001256281407035176
124,rockosmodernlife,0.010843373493975903,0.2216867469879518,0.12891566265060242,0.1674698795180723,0.01927710843373494,0.06265060240963856,0.014457831325301205,0.03132530120481928,0.03493975903614458,0.012048192771084338,0.06144578313253012,0.02289156626506024,0.0783132530120482,0.004819277108433735,0.021686746987951807,0.0036144578313253013,0.008433734939759036,0.0,0.004819277108433735,0.024096385542168676,0.004819277108433735,0.02650602409638554,0.00963855421686747,0.024096385542168676,0.0012048192771084338,0.0
125,beastwars,0.015776699029126214,0.15898058252427186,0.038834951456310676,0.15048543689320387,0.02912621359223301,0.15048543689320387,0.00849514563106796,0.0048543689320388345,0.006067961165048544,0.019417475728155338,0.032766990291262135,0.044902912621359224,0.05946601941747573,0.02063106796116505,0.061893203883495146,0.02063106796116505,0.02063106796116505,0.0024271844660194173,0.0012135922330097086,0.06432038834951456,0.06067961165048544,0.013349514563106795,0.0048543689320388345,0.007281553398058253,0.0012135922330097086,0.0012135922330097086
126,parksandrecreation,0.012515644555694618,0.24030037546933666,0.09011264080100125,0.1927409261576971,0.03754693366708386,0.07133917396745933,0.01877346683354193,0.07008760951188986,0.0425531914893617,0.0037546933667083854,0.07259073842302878,0.023779724655819776,0.03879849812265332,0.006257822277847309,0.008760951188986232,0.0012515644555694619,0.0050062578222778474,0.0,0.01376720901126408,0.006257822277847309,0.010012515644555695,0.0037546933667083854,0.006257822277847309,0.023779724655819776,0.0,0.0
127,samuraijack,0.004866180048661801,0.18126520681265207,0.05474452554744526,0.11557177615571776,0.0267639902676399,0.13990267639902676,0.014598540145985401,0.01824817518248175,0.0024330900243309003,0.0170316301703163,0.06082725060827251,0.037712895377128956,0.072992700729927,0.0170316301703163,0.0413625304136253,0.032846715328467155,0.0170316301703163,0.006082725060827251,0.0024330900243309003,0.06447688564476886,0.04744525547445255,0.010948905109489052,0.004866180048661801,0.006082725060827251,0.0012165450121654502,0.0012165450121654502
128,yugiohgx,0.004750593824228029,0.15201900237529692,0.032066508313539195,0.17339667458432304,0.03800475059382423,0.1330166270783848,0.00831353919239905,0.02494061757719715,0.004750593824228029,0.013064133016627079,0.08907363420427554,0.043942992874109264,0.06413301662707839,0.013064133016627079,0.023752969121140142,0.021377672209026127,0.014251781472684086,0.0035629453681710215,0.0,0.07600950118764846,0.03800475059382423,0.009501187648456057,0.011876484560570071,0.0035629453681710215,0.0023752969121140144,0.0011876484560570072
129,ededdneddy,0.014457831325301205,0.2397590361445783,0.11325301204819277,0.14698795180722893,0.024096385542168676,0.08072289156626505,0.016867469879518072,0.03734939759036145,0.03493975903614458,0.014457831325301205,0.06506024096385542,0.02530120481927711,0.06385542168674699,0.006024096385542169,0.021686746987951807,0.008433734939759036,0.010843373493975903,0.0024096385542168677,0.0012048192771084338,0.020481927710843374,0.007228915662650603,0.016867469879518072,0.012048192771084338,0.01566265060240964,0.0,0.0
130,cheers,0.007566204287515763,0.24968474148802017,0.08701134930643127,0.2068095838587642,0.04287515762925599,0.06557377049180328,0.012610340479192938,0.06809583858764187,0.044136191677175286,0.0025220680958385876,0.08953341740226986,0.02395964691046658,0.027742749054224466,0.0037831021437578815,0.006305170239596469,0.0012610340479192938,0.0012610340479192938,0.0012610340479192938,0.01008827238335435,0.007566204287515763,0.01008827238335435,0.0037831021437578815,0.0012610340479192938,0.025220680958385876,0.0,0.0
131,dragonballsuper,0.0025575447570332483,0.14705882352941177,0.0370843989769821,0.12915601023017903,0.0319693094629156,0.1432225063938619,0.01278772378516624,0.020460358056265986,0.0025575447570332483,0.015345268542199489,0.0741687979539642,0.034526854219948847,0.052429667519181586,0.020460358056265986,0.05115089514066496,0.02557544757033248,0.015345268542199489,0.011508951406649617,0.0,0.08951406649616368,0.052429667519181586,0.0076726342710997444,0.010230179028132993,0.005115089514066497,0.005115089514066497,0.0025575447570332483
132,haruhisuzumiya,0.006345177664974619,0.1814720812182741,0.06472081218274112,0.15736040609137056,0.046954314720812185,0.09517766497461928,0.006345177664974619,0.04187817258883249,0.007614213197969543,0.008883248730964468,0.11294416243654823,0.02284263959390863,0.0583756345177665,0.012690355329949238,0.031725888324873094,0.011421319796954314,0.013959390862944163,0.008883248730964468,0.0012690355329949238,0.05964467005076142,0.01903553299492386,0.0038071065989847717,0.01649746192893401,0.008883248730964468,0.0012690355329949238,0.0
133,recess,0.014248704663212436,0.21632124352331605,0.09585492227979274,0.20595854922279794,0.029792746113989636,0.08031088082901554,0.010362694300518135,0.03626943005181347,0.03367875647668394,0.010362694300518135,0.08160621761658031,0.03238341968911917,0.05699481865284974,0.007772020725388601,0.011658031088082901,0.0,0.0038860103626943004,0.0012953367875647669,0.0,0.014248704663212436,0.019430051813471502,0.012953367875647668,0.0038860103626943004,0.018134715025906734,0.0012953367875647669,0.0012953367875647669
134,yugioh5ds,0.0049504950495049506,0.1349009900990099,0.02599009900990099,0.1745049504950495,0.02599009900990099,0.1349009900990099,0.01608910891089109,0.02599009900990099,0.0012376237623762376,0.018564356435643563,0.07301980198019802,0.04950495049504951,0.05816831683168317,0.013613861386138614,0.039603960396039604,0.024752475247524754,0.01485148514851485,0.009900990099009901,0.0,0.07549504950495049,0.04455445544554455,0.007425742574257425,0.013613861386138614,0.0037128712871287127,0.006188118811881188,0.0024752475247524753
135,mobilesuitgundamwing,0.007662835249042145,0.15197956577266922,0.019157088122605363,0.14814814814814814,0.034482758620689655,0.13665389527458494,0.010217113665389528,0.031928480204342274,0.0038314176245210726,0.0140485312899106,0.070242656449553,0.04469987228607918,0.05363984674329502,0.02681992337164751,0.06513409961685823,0.0421455938697318,0.010217113665389528,0.005108556832694764,0.001277139208173691,0.037037037037037035,0.05491698595146871,0.001277139208173691,0.0140485312899106,0.006385696040868455,0.002554278416347382,0.006385696040868455
136,onceuponatime,0.0013245033112582781,0.18013245033112582,0.039735099337748346,0.12185430463576159,0.04900662251655629,0.14701986754966886,0.03708609271523179,0.05695364238410596,0.009271523178807948,0.006622516556291391,0.06225165562913907,0.030463576158940398,0.04370860927152318,0.022516556291390728,0.026490066225165563,0.013245033112582781,0.017218543046357615,0.003973509933774834,0.003973509933774834,0.07019867549668875,0.031788079470198675,0.009271523178807948,0.0026490066225165563,0.006622516556291391,0.005298013245033113,0.0013245033112582781
137,caseclosed,0.005025125628140704,0.21733668341708542,0.05402010050251256,0.12311557788944724,0.0414572864321608,0.09673366834170855,0.04648241206030151,0.05778894472361809,0.020100502512562814,0.01256281407035176,0.10301507537688442,0.02512562814070352,0.04271356783919598,0.028894472361809045,0.01507537688442211,0.011306532663316583,0.007537688442211055,0.005025125628140704,0.00628140703517588,0.02763819095477387,0.02386934673366834,0.005025125628140704,0.011306532663316583,0.010050251256281407,0.002512562814070352,0.0
138,itsalwayssunnyinphiladelphia,0.01649746192893401,0.24111675126903553,0.08375634517766498,0.18781725888324874,0.03934010152284264,0.08629441624365482,0.03299492385786802,0.05964467005076142,0.03680203045685279,0.005076142131979695,0.06472081218274112,0.01903553299492386,0.02918781725888325,0.01015228426395939,0.006345177664974619,0.0025380710659898475,0.0038071065989847717,0.0,0.008883248730964468,0.01649746192893401,0.015228426395939087,0.0012690355329949238,0.0012690355329949238,0.031725888324873094,0.0,0.0
139,tokyoghoul,0.003870967741935484,0.14580645161290323,0.03225806451612903,0.15096774193548387,0.05806451612903226,0.12645161290322582,0.02193548387096774,0.06064516129032258,0.0025806451612903226,0.0064516129032258064,0.1032258064516129,0.03612903225806452,0.03483870967741935,0.027096774193548386,0.023225806451612905,0.02193548387096774,0.01032258064516129,0.005161290322580645,0.005161290322580645,0.05032258064516129,0.05161290322580645,0.0012903225806451613,0.01032258064516129,0.003870967741935484,0.003870967741935484,0.0025806451612903226
140,heyarnold,0.01376720901126408,0.23028785982478098,0.11013767209011265,0.15769712140175218,0.04130162703379224,0.07759699624530664,0.011264080100125156,0.057571964956195244,0.03379224030037547,0.006257822277847309,0.08760951188986232,0.02127659574468085,0.06382978723404255,0.008760951188986232,0.007509386733416771,0.0,0.0037546933667083854,0.0012515644555694619,0.0025031289111389237,0.011264080100125156,0.008760951188986232,0.008760951188986232,0.0037546933667083854,0.03128911138923655,0.0,0.0
141,hunterxhunter,0.005,0.15,0.04,0.14125,0.0375,0.1425,0.0175,0.02625,0.00625,0.01375,0.07625,0.035,0.05625,0.015,0.0325,0.025,0.00375,0.005,0.0,0.0775,0.0475,0.00875,0.0175,0.00625,0.0075,0.00625
142,sherlock,0.008108108108108109,0.21756756756756757,0.043243243243243246,0.1810810810810811,0.0445945945945946,0.12027027027027028,0.04864864864864865,0.04594594594594595,0.012162162162162163,0.0013513513513513514,0.06351351351351352,0.04594594594594595,0.02837837837837838,0.031081081081081083,0.010810810810810811,0.006756756756756757,0.005405405405405406,0.002702702702702703,0.005405405405405406,0.010810810810810811,0.03513513513513514,0.004054054054054054,0.002702702702702703,0.021621621621621623,0.0013513513513513514,0.0013513513513513514
143,kaguyasamaloveiswar,0.0,0.22476446837146702,0.063257065948856,0.2180349932705249,0.05114401076716016,0.05383580080753701,0.013458950201884253,0.06056527590847914,0.020188425302826378,0.010767160161507403,0.1224764468371467,0.024226110363391656,0.04306864064602961,0.008075370121130552,0.004037685060565276,0.004037685060565276,0.0,0.004037685060565276,0.004037685060565276,0.024226110363391656,0.014804845222072678,0.0013458950201884253,0.014804845222072678,0.014804845222072678,0.0,0.0
144,fringe,0.006265664160401002,0.18170426065162906,0.03884711779448621,0.17167919799498746,0.046365914786967416,0.12656641604010024,0.041353383458646614,0.03759398496240601,0.011278195488721804,0.0037593984962406013,0.03759398496240601,0.03634085213032581,0.03383458646616541,0.023809523809523808,0.05137844611528822,0.007518796992481203,0.017543859649122806,0.002506265664160401,0.0037593984962406013,0.047619047619047616,0.042606516290726815,0.005012531328320802,0.002506265664160401,0.017543859649122806,0.0037593984962406013,0.0012531328320802004
145,thewestwing,0.009138381201044387,0.24151436031331594,0.05352480417754569,0.20496083550913838,0.04569190600522193,0.09007832898172324,0.033942558746736295,0.0587467362924282,0.024804177545691905,0.0013054830287206266,0.05221932114882506,0.030026109660574413,0.024804177545691905,0.020887728459530026,0.01174934725848564,0.007832898172323759,0.006527415143603133,0.0013054830287206266,0.014360313315926894,0.005221932114882507,0.024804177545691905,0.0013054830287206266,0.0,0.031331592689295036,0.0013054830287206266,0.0026109660574412533
146,kaeloo,0.007361963190184049,0.22208588957055214,0.11288343558282209,0.1411042944785276,0.029447852760736196,0.08834355828220859,0.015950920245398775,0.04294478527607362,0.014723926380368098,0.022085889570552148,0.07730061349693251,0.0196319018404908,0.06993865030674846,0.0049079754601227,0.029447852760736196,0.00245398773006135,0.012269938650306749,0.001226993865030675,0.00245398773006135,0.0343558282208589,0.012269938650306749,0.018404907975460124,0.007361963190184049,0.008588957055214725,0.00245398773006135,0.0
147,psych,0.011494252873563218,0.23499361430395913,0.06257982120051085,0.18646232439335889,0.037037037037037035,0.09195402298850575,0.0421455938697318,0.05236270753512133,0.031928480204342274,0.002554278416347382,0.05491698595146871,0.035759897828863345,0.031928480204342274,0.0280970625798212,0.006385696040868455,0.005108556832694764,0.005108556832694764,0.0,0.005108556832694764,0.010217113665389528,0.0280970625798212,0.0038314176245210726,0.001277139208173691,0.02937420178799489,0.001277139208173691,0.0
148,mobilesuitgundam00,0.0012987012987012987,0.15064935064935064,0.016883116883116882,0.15454545454545454,0.04415584415584416,0.13246753246753246,0.014285714285714285,0.025974025974025976,0.0025974025974025974,0.01038961038961039,0.08051948051948052,0.045454545454545456,0.04285714285714286,0.024675324675324677,0.05974025974025974,0.04285714285714286,0.011688311688311689,0.003896103896103896,0.0012987012987012987,0.05974025974025974,0.05064935064935065,0.0012987012987012987,0.011688311688311689,0.003896103896103896,0.0012987012987012987,0.005194805194805195
149,codelyoko,0.013563501849568433,0.16399506781750925,0.040690505548705305,0.16522811344019728,0.0345252774352651,0.11344019728729964,0.018495684340320593,0.027127003699136867,0.013563501849568433,0.016029593094944512,0.07644882860665844,0.036991368680641186,0.059186189889025895,0.014796547472256474,0.03945745992601726,0.02342786683107275,0.013563501849568433,0.004932182490752158,0.002466091245376079,0.06165228113440197,0.0468557336621455,0.002466091245376079,0.002466091245376079,0.006165228113440197,0.0012330456226880395,0.0012330456226880395
