i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38
91,lawandorderspecialvictimsunit,0.1251808972503618,0.000723589001447178,0.04630969609261939,0.06874095513748191,0.023154848046309694,0.03762662807525326,0.02170767004341534,0.0,0.01881331403762663,0.000723589001447178,0.1020260492040521,0.0,0.0,0.000723589001447178,0.027496382054992764,0.005065123010130246,0.16280752532561504,0.0,0.00361794500723589,0.002894356005788712,0.001447178002894356,0.055716353111432707,0.00723589001447178,0.011577424023154847,0.026772793053545588,0.0,0.001447178002894356,0.07308248914616498,0.001447178002894356,0.028219971056439943,0.000723589001447178,0.023878437047756874,0.013024602026049204,0.001447178002894356,0.0,0.016642547033285094,0.0,0.08972503617945007
92,attackontitan,0.1753623188405797,0.002898550724637681,0.07898550724637682,0.08768115942028985,0.017391304347826087,0.005797101449275362,0.013043478260869565,0.017391304347826087,0.16956521739130434,0.010144927536231883,0.030434782608695653,0.0014492753623188406,0.015217391304347827,0.010869565217391304,0.03985507246376811,0.028985507246376812,0.005072463768115942,0.008695652173913044,0.02318840579710145,0.0036231884057971015,0.02391304347826087,0.002173913043478261,0.005072463768115942,0.011594202898550725,0.004347826086956522,0.013768115942028985,0.04710144927536232,0.005072463768115942,0.0007246376811594203,0.007246376811594203,0.013043478260869565,0.0007246376811594203,0.004347826086956522,0.02318840579710145,0.03260869565217391,0.002898550724637681,0.05652173913043478,0.0
93,dexterslaboratory,0.00872093023255814,0.0,0.034156976744186045,0.19476744186046513,0.059593023255813955,0.00436046511627907,0.029069767441860465,0.007267441860465116,0.024709302325581394,0.025436046511627907,0.03488372093023256,0.046511627906976744,0.0029069767441860465,0.010901162790697675,0.021075581395348836,0.0007267441860465116,0.003633720930232558,0.003633720930232558,0.06976744186046512,0.032703488372093026,0.0,0.07122093023255814,0.023982558139534885,0.00436046511627907,0.07122093023255814,0.01308139534883721,0.03997093023255814,0.00872093023255814,0.0501453488372093,0.00436046511627907,0.006540697674418605,0.03125,0.010174418604651164,0.003633720930232558,0.005087209302325582,0.00944767441860465,0.003633720930232558,0.028343023255813952
94,montypythonsflyingcircus,0.036390101892285295,0.0,0.019650655021834062,0.35880640465793306,0.06404657933042213,0.013100436681222707,0.017467248908296942,0.002183406113537118,0.013828238719068414,0.008733624454148471,0.05458515283842795,0.013828238719068414,0.008005822416302766,0.001455604075691412,0.01455604075691412,0.002183406113537118,0.025473071324599708,0.002911208151382824,0.018922852983988356,0.018195050946142648,0.000727802037845706,0.04730713245997089,0.004366812227074236,0.00727802037845706,0.06914119359534207,0.004366812227074236,0.013100436681222707,0.050946142649199416,0.04585152838427948,0.008733624454148471,0.001455604075691412,0.005822416302765648,0.002911208151382824,0.002183406113537118,0.002911208151382824,0.013100436681222707,0.002183406113537118,0.023289665211062592
95,jojosbizarreadventure,0.10583941605839416,0.01167883211678832,0.06788321167883211,0.1145985401459854,0.025547445255474453,0.004379562043795621,0.01897810218978102,0.035036496350364967,0.15182481751824817,0.00948905109489051,0.024817518248175182,0.006569343065693431,0.0051094890510948905,0.008759124087591242,0.03868613138686131,0.0021897810218978104,0.00583941605839416,0.015328467153284672,0.04890510948905109,0.0021897810218978104,0.013138686131386862,0.0021897810218978104,0.006569343065693431,0.006569343065693431,0.008759124087591242,0.02846715328467153,0.04890510948905109,0.0072992700729927005,0.00145985401459854,0.00583941605839416,0.0036496350364963502,0.00145985401459854,0.006569343065693431,0.02846715328467153,0.04598540145985401,0.0021897810218978104,0.0781021897810219,0.00072992700729927
96,starwarstheclonewars,0.10955882352941176,0.0,0.03897058823529412,0.1463235294117647,0.01838235294117647,0.013970588235294118,0.01911764705882353,0.0125,0.1375,0.03455882352941177,0.047058823529411764,0.006617647058823529,0.051470588235294115,0.02426470588235294,0.061764705882352944,0.023529411764705882,0.013235294117647059,0.01838235294117647,0.05,0.006617647058823529,0.016176470588235296,0.0022058823529411764,0.0029411764705882353,0.0014705882352941176,0.0029411764705882353,0.0125,0.019852941176470587,0.004411764705882353,0.0007352941176470588,0.0022058823529411764,0.011764705882352941,0.0014705882352941176,0.015441176470588236,0.0014705882352941176,0.027205882352941177,0.025735294117647058,0.016176470588235296,0.0014705882352941176
97,rurounikenshin,0.1251840942562592,0.0014727540500736377,0.050073637702503684,0.06774668630338733,0.017673048600883652,0.0022091310751104565,0.010309278350515464,0.0066273932253313695,0.18114874815905743,0.004418262150220913,0.022827687776141383,0.003681885125184094,0.005154639175257732,0.008100147275405008,0.026509572901325478,0.005154639175257732,0.011045655375552283,0.0029455081001472753,0.011782032400589101,0.0007363770250368188,0.0022091310751104565,0.030191458026509573,0.005891016200294551,0.020618556701030927,0.0029455081001472753,0.03755522827687776,0.04197349042709867,0.004418262150220913,0.0,0.005154639175257732,0.003681885125184094,0.04786450662739323,0.014727540500736377,0.054491899852724596,0.022091310751104567,0.008836524300441826,0.08247422680412371,0.050073637702503684
98,thirtyrock,0.03240058910162003,0.0007363770250368188,0.03166421207658321,0.1170839469808542,0.0625920471281296,0.04344624447717231,0.023564064801178203,0.005891016200294551,0.008100147275405008,0.0007363770250368188,0.10456553755522828,0.0022091310751104565,0.0014727540500736377,0.0014727540500736377,0.010309278350515464,0.0007363770250368188,0.026509572901325478,0.005154639175257732,0.008836524300441826,0.01914580265095729,0.0007363770250368188,0.08247422680412371,0.012518409425625921,0.022827687776141383,0.1134020618556701,0.0007363770250368188,0.004418262150220913,0.13181148748159058,0.020618556701030927,0.03313696612665685,0.0,0.009572901325478646,0.0029455081001472753,0.0022091310751104565,0.0014727540500736377,0.0014727540500736377,0.0,0.053019145802650956
99,jackiechanadventures,0.025906735751295335,0.005921539600296077,0.037009622501850484,0.13693560325684678,0.027387120651369355,0.008882309400444115,0.01924500370096225,0.03552923760177646,0.0917838638045892,0.01776461880088823,0.03478904515173945,0.01628423390081421,0.0029607698001480384,0.02146558105107328,0.04885270170244264,0.0029607698001480384,0.0029607698001480384,0.009622501850481125,0.08586232420429311,0.009622501850481125,0.007401924500370096,0.04885270170244264,0.003700962250185048,0.0022205773501110288,0.03182827535159141,0.037009622501850484,0.01998519615099926,0.0029607698001480384,0.0022205773501110288,0.0,0.0,0.053293856402664694,0.01924500370096225,0.007401924500370096,0.05699481865284974,0.015544041450777202,0.01628423390081421,0.033308660251665435
100,cowboybebop,0.11078066914498141,0.0,0.031226765799256505,0.14572490706319702,0.02899628252788104,0.008921933085501859,0.01486988847583643,0.0037174721189591076,0.11821561338289963,0.026022304832713755,0.035687732342007436,0.0037174721189591076,0.05650557620817844,0.0007434944237918215,0.02899628252788104,0.009665427509293681,0.02453531598513011,0.002973977695167286,0.020074349442379184,0.008921933085501859,0.001486988847583643,0.05650557620817844,0.0037174721189591076,0.0044609665427509295,0.019330855018587362,0.0052044609665427505,0.05278810408921933,0.0052044609665427505,0.0007434944237918215,0.0022304832713754648,0.009665427509293681,0.035687732342007436,0.011895910780669145,0.020817843866171002,0.0,0.019330855018587362,0.01412639405204461,0.05650557620817844
101,theofficeus,0.02535421327367636,0.0,0.041759880686055184,0.1215510812826249,0.061148396718866516,0.042505592841163314,0.019388516032811335,0.002982848620432513,0.010439970171513796,0.002982848620432513,0.10514541387024609,0.0,0.0014914243102162564,0.0022371364653243847,0.011931394481730051,0.0037285607755406414,0.01640566741237882,0.0022371364653243847,0.005965697240865026,0.013422818791946308,0.0,0.09321401938851603,0.014168530947054437,0.02237136465324385,0.10514541387024609,0.0007457121551081282,0.009694258016405667,0.11558538404175989,0.014914243102162566,0.023862788963460103,0.0007457121551081282,0.01715137956748695,0.006711409395973154,0.0037285607755406414,0.0007457121551081282,0.005219985085756898,0.0,0.07531692766592095
102,thegrimadventuresofbillyandmandy,0.013432835820895522,0.008208955223880597,0.024626865671641792,0.20746268656716418,0.055970149253731345,0.0037313432835820895,0.026865671641791045,0.024626865671641792,0.026865671641791045,0.011940298507462687,0.04626865671641791,0.03582089552238806,0.0014925373134328358,0.0052238805970149255,0.020895522388059702,0.0014925373134328358,0.005970149253731343,0.0037313432835820895,0.07985074626865672,0.03880597014925373,0.0,0.06865671641791045,0.014925373134328358,0.0037313432835820895,0.06940298507462686,0.010447761194029851,0.029104477611940297,0.011194029850746268,0.05373134328358209,0.0029850746268656717,0.002238805970149254,0.026119402985074626,0.0052238805970149255,0.004477611940298508,0.011940298507462687,0.002238805970149254,0.002238805970149254,0.03805970149253731
103,darkwingduck,0.024793388429752067,0.003005259203606311,0.03305785123966942,0.16604057099924868,0.03681442524417731,0.003756574004507889,0.03831705484598046,0.018782870022539443,0.03681442524417731,0.02779864763335838,0.027047332832456798,0.06686701728024042,0.004507888805409466,0.03155522163786627,0.03456048084147258,0.0015026296018031556,0.006010518407212622,0.007513148009015778,0.10518407212622088,0.018031555221637866,0.0007513148009015778,0.07513148009015777,0.004507888805409466,0.003005259203606311,0.03831705484598046,0.012021036814425245,0.022539444027047332,0.0015026296018031556,0.015026296018031555,0.0015026296018031556,0.0015026296018031556,0.05033809166040571,0.014274981217129978,0.0,0.018782870022539443,0.015777610818933134,0.004507888805409466,0.028549962434259956
104,daredevil2015,0.16033434650455927,0.0,0.04711246200607903,0.05623100303951368,0.013677811550151976,0.02507598784194529,0.014437689969604863,0.005319148936170213,0.07598784194528875,0.001519756838905775,0.0797872340425532,0.0,0.0,0.04559270516717325,0.044832826747720364,0.003799392097264438,0.11474164133738601,0.00303951367781155,0.006838905775075988,0.00303951367781155,0.00303951367781155,0.04331306990881459,0.003799392097264438,0.0060790273556231,0.015197568389057751,0.00911854103343465,0.003799392097264438,0.018996960486322188,0.0,0.014437689969604863,0.0007598784194528875,0.04939209726443769,0.017477203647416412,0.0,0.0022796352583586625,0.03343465045592705,0.001519756838905775,0.07598784194528875
105,starwarsrebels,0.10152671755725191,0.0015267175572519084,0.044274809160305344,0.08931297709923663,0.017557251908396947,0.012213740458015267,0.026717557251908396,0.006870229007633588,0.13740458015267176,0.022900763358778626,0.035114503816793895,0.0015267175572519084,0.0366412213740458,0.009923664122137405,0.0648854961832061,0.022137404580152672,0.008396946564885497,0.009923664122137405,0.031297709923664124,0.0007633587786259542,0.01984732824427481,0.04580152671755725,0.0007633587786259542,0.0022900763358778627,0.003816793893129771,0.019083969465648856,0.013740458015267175,0.0022900763358778627,0.0007633587786259542,0.004580152671755725,0.010687022900763359,0.05343511450381679,0.026717557251908396,0.0030534351145038168,0.020610687022900764,0.012977099236641221,0.013740458015267175,0.0648854961832061
106,tinytoonadventures,0.008448540706605223,0.0,0.02457757296466974,0.22196620583717358,0.053763440860215055,0.0038402457757296467,0.02457757296466974,0.005376344086021506,0.009984639016897081,0.008448540706605223,0.040706605222734255,0.09754224270353302,0.0015360983102918587,0.007680491551459293,0.009216589861751152,0.0007680491551459293,0.0030721966205837174,0.0007680491551459293,0.060675883256528416,0.041474654377880185,0.0007680491551459293,0.06989247311827956,0.017665130568356373,0.006144393241167435,0.060675883256528416,0.006144393241167435,0.042242703533026116,0.010752688172043012,0.08525345622119816,0.0038402457757296467,0.0007680491551459293,0.018433179723502304,0.005376344086021506,0.008448540706605223,0.0015360983102918587,0.002304147465437788,0.0007680491551459293,0.03456221198156682
107,seinfeld,0.040989945862335654,0.0,0.040989945862335654,0.17865429234338748,0.05336426914153132,0.03557617942768755,0.019334880123743233,0.0007733952049497294,0.007733952049497293,0.0038669760247486465,0.102861562258314,0.0007733952049497294,0.0007733952049497294,0.0007733952049497294,0.013147718484145398,0.0007733952049497294,0.025522041763341066,0.002320185614849188,0.006187161639597835,0.014694508894044857,0.0007733952049497294,0.002320185614849188,0.02088167053364269,0.02242846094354215,0.14849187935034802,0.0,0.013147718484145398,0.16163959783449341,0.04795050270688322,0.026295436968290797,0.0,0.0,0.0,0.002320185614849188,0.0,0.0015467904098994587,0.002320185614849188,0.0007733952049497294
108,mash,0.08385093167701864,0.0,0.02717391304347826,0.2453416149068323,0.039596273291925464,0.03493788819875776,0.013975155279503106,0.003105590062111801,0.015527950310559006,0.007763975155279503,0.10248447204968944,0.006987577639751553,0.012422360248447204,0.002329192546583851,0.016304347826086956,0.020186335403726708,0.05124223602484472,0.004658385093167702,0.011645962732919254,0.016304347826086956,0.0007763975155279503,0.0007763975155279503,0.010869565217391304,0.011645962732919254,0.08462732919254658,0.0,0.011645962732919254,0.09083850931677019,0.03804347826086957,0.015527950310559006,0.0015527950310559005,0.0007763975155279503,0.0,0.0,0.002329192546583851,0.013198757763975156,0.0015527950310559005,0.0
109,ducktales1987,0.01866251944012442,0.004665629860031105,0.03188180404354588,0.19984447900466562,0.042768273716951785,0.0015552099533437014,0.03110419906687403,0.00933125972006221,0.02177293934681182,0.03343701399688958,0.04821150855365474,0.07076205287713841,0.008553654743390357,0.025660964230171075,0.03110419906687403,0.0007776049766718507,0.017884914463452566,0.0007776049766718507,0.09020217729393468,0.013996889580093312,0.0038880248833592537,0.06687402799377916,0.005443234836702955,0.004665629860031105,0.04665629860031104,0.007776049766718507,0.027993779160186624,0.003110419906687403,0.01866251944012442,0.0015552099533437014,0.003110419906687403,0.03654743390357698,0.006220839813374806,0.0015552099533437014,0.01010886469673406,0.01010886469673406,0.0038880248833592537,0.038880248833592534
110,slayers,0.060015588464536244,0.004676539360872954,0.042088854247856584,0.06391270459859703,0.037412314886983634,0.003117692907248636,0.020265003897116135,0.02260327357755261,0.11457521434138737,0.011691348402182385,0.020265003897116135,0.006235385814497272,0.003117692907248636,0.006235385814497272,0.02260327357755261,0.002338269680436477,0.002338269680436477,0.00857365549493375,0.03117692907248636,0.006235385814497272,0.012470771628994544,0.05066250974279034,0.010911925175370226,0.02494154325798909,0.003897116134060795,0.03897116134060795,0.05222135619641465,0.010911925175370226,0.0,0.00857365549493375,0.004676539360872954,0.05222135619641465,0.019485580670303974,0.03897116134060795,0.06780982073265783,0.002338269680436477,0.06936866718628215,0.042088854247856584
111,twentyfour,0.19640062597809077,0.000782472613458529,0.03129890453834116,0.081377151799687,0.014084507042253521,0.03990610328638498,0.025821596244131457,0.003912363067292645,0.08685446009389672,0.006259780907668232,0.06259780907668232,0.000782472613458529,0.004694835680751174,0.008607198748043818,0.061815336463223784,0.012519561815336464,0.08059467918622848,0.003912363067292645,0.00782472613458529,0.000782472613458529,0.001564945226917058,0.03442879499217527,0.000782472613458529,0.003129890453834116,0.013302034428794992,0.003912363067292645,0.001564945226917058,0.01643192488262911,0.000782472613458529,0.003129890453834116,0.000782472613458529,0.051643192488262914,0.025039123630672927,0.001564945226917058,0.003912363067292645,0.032081377151799685,0.000782472613458529,0.07433489827856025
112,frasier,0.042286609240407204,0.0,0.04620203602192639,0.13469068128425998,0.04463586530931871,0.06108065779169929,0.01957713390759593,0.0023492560689115116,0.003915426781519186,0.0015661707126076742,0.1284259984338293,0.0031323414252153485,0.0015661707126076742,0.0,0.014095536413469069,0.0,0.02192638997650744,0.0,0.00548159749412686,0.014878621769772905,0.0,0.0,0.02662490211433046,0.028191072826938137,0.1534847298355521,0.0,0.010180109631949883,0.1534847298355521,0.03837118245888802,0.036021926389976505,0.0,0.0007830853563038371,0.0007830853563038371,0.0031323414252153485,0.0,0.0015661707126076742,0.0007830853563038371,0.0007830853563038371
113,arrow,0.17271293375394323,0.0031545741324921135,0.051261829652996846,0.07965299684542587,0.007097791798107256,0.0583596214511041,0.022870662460567823,0.013406940063091483,0.0804416403785489,0.011041009463722398,0.06624605678233439,0.0,0.0015772870662460567,0.07097791798107256,0.0804416403785489,0.005520504731861199,0.05362776025236593,0.01971608832807571,0.01498422712933754,0.006309148264984227,0.007886435331230283,0.0015772870662460567,0.011829652996845425,0.018138801261829655,0.02996845425867508,0.01025236593059937,0.00473186119873817,0.01498422712933754,0.0015772870662460567,0.01498422712933754,0.0007886435331230284,0.0007886435331230284,0.002365930599369085,0.0007886435331230284,0.007886435331230283,0.03627760252365931,0.015772870662460567,0.0
114,miraculousladybug,0.04031620553359684,0.0,0.07272727272727272,0.15177865612648223,0.028458498023715414,0.007905138339920948,0.022134387351778657,0.02292490118577075,0.062450592885375494,0.013438735177865613,0.05533596837944664,0.013438735177865613,0.0007905138339920949,0.03399209486166008,0.03241106719367589,0.0,0.0071146245059288534,0.010276679841897233,0.07035573122529644,0.014229249011857707,0.010276679841897233,0.0047430830039525695,0.03241106719367589,0.02766798418972332,0.03320158102766799,0.03636363636363636,0.039525691699604744,0.015810276679841896,0.015019762845849802,0.011857707509881422,0.0031620553359683794,0.0015810276679841897,0.009486166007905139,0.0308300395256917,0.045059288537549404,0.010276679841897233,0.011857707509881422,0.0007905138339920949
115,bobsburgers,0.01661392405063291,0.0007911392405063291,0.04746835443037975,0.16693037974683544,0.058544303797468354,0.007911392405063292,0.015031645569620253,0.0007911392405063291,0.011075949367088608,0.0007911392405063291,0.07674050632911393,0.015031645569620253,0.0007911392405063291,0.0015822784810126582,0.011075949367088608,0.0,0.012658227848101266,0.0015822784810126582,0.015822784810126583,0.03243670886075949,0.0015822784810126582,0.0925632911392405,0.04588607594936709,0.011867088607594937,0.10996835443037975,0.0,0.0245253164556962,0.05379746835443038,0.06882911392405064,0.012658227848101266,0.0007911392405063291,0.015031645569620253,0.006329113924050633,0.003955696202531646,0.0,0.0031645569620253164,0.0015822784810126582,0.05379746835443038
116,marriedwithchildren,0.024271844660194174,0.0,0.03398058252427184,0.13754045307443366,0.07281553398058252,0.024271844660194174,0.01699029126213592,0.003236245954692557,0.008090614886731391,0.006472491909385114,0.09304207119741101,0.006472491909385114,0.0008090614886731392,0.0,0.006472491909385114,0.0,0.014563106796116505,0.0016181229773462784,0.006472491909385114,0.021844660194174758,0.0008090614886731392,0.08333333333333333,0.025080906148867314,0.015372168284789644,0.12216828478964402,0.0008090614886731392,0.013754045307443365,0.11731391585760517,0.032362459546925564,0.022653721682847898,0.0,0.014563106796116505,0.0048543689320388345,0.0024271844660194173,0.0008090614886731392,0.0048543689320388345,0.0,0.059870550161812294
117,killlakill,0.0680161943319838,0.0,0.04777327935222672,0.0825910931174089,0.03562753036437247,0.0008097165991902834,0.019433198380566803,0.012145748987854251,0.14493927125506073,0.008906882591093117,0.022672064777327937,0.008906882591093117,0.004858299595141701,0.004858299595141701,0.025910931174089068,0.004858299595141701,0.004858299595141701,0.004048582995951417,0.024291497975708502,0.004048582995951417,0.0024291497975708503,0.05425101214574899,0.021052631578947368,0.022672064777327937,0.0032388663967611335,0.0437246963562753,0.0437246963562753,0.0032388663967611335,0.0008097165991902834,0.004858299595141701,0.005668016194331984,0.06396761133603239,0.020242914979757085,0.04129554655870445,0.029149797570850202,0.004048582995951417,0.04696356275303644,0.05910931174089069
118,arthur,0.008169934640522876,0.0024509803921568627,0.028594771241830064,0.2369281045751634,0.049019607843137254,0.004084967320261438,0.02042483660130719,0.0016339869281045752,0.005718954248366013,0.007352941176470588,0.059640522875817,0.059640522875817,0.0008169934640522876,0.004084967320261438,0.011437908496732025,0.0,0.007352941176470588,0.0008169934640522876,0.03594771241830065,0.049019607843137254,0.0,0.0016339869281045752,0.04820261437908497,0.004084967320261438,0.11274509803921569,0.0008169934640522876,0.03676470588235294,0.01715686274509804,0.1715686274509804,0.0008169934640522876,0.0016339869281045752,0.0008169934640522876,0.0024509803921568627,0.0016339869281045752,0.0016339869281045752,0.0024509803921568627,0.0016339869281045752,0.0008169934640522876
119,chuck,0.10702614379084967,0.0,0.03758169934640523,0.07107843137254902,0.027777777777777776,0.04003267973856209,0.04084967320261438,0.005718954248366013,0.06944444444444445,0.004084967320261438,0.07516339869281045,0.0032679738562091504,0.0,0.00980392156862745,0.04084967320261438,0.008986928104575163,0.04330065359477124,0.006535947712418301,0.008986928104575163,0.004084967320261438,0.0024509803921568627,0.0727124183006536,0.007352941176470588,0.016339869281045753,0.04330065359477124,0.004901960784313725,0.004901960784313725,0.02369281045751634,0.0008169934640522876,0.02042483660130719,0.0016339869281045752,0.04493464052287582,0.015522875816993464,0.0024509803921568627,0.008986928104575163,0.04738562091503268,0.0008169934640522876,0.07679738562091504
120,blakesseven,0.1122031122031122,0.0,0.022113022113022112,0.13923013923013924,0.013923013923013924,0.02457002457002457,0.029484029484029485,0.013104013104013105,0.0687960687960688,0.06552006552006552,0.04504504504504504,0.002457002457002457,0.10483210483210484,0.003276003276003276,0.042588042588042586,0.018018018018018018,0.029484029484029485,0.021294021294021293,0.020475020475020474,0.000819000819000819,0.00819000819000819,0.03931203931203931,0.002457002457002457,0.005733005733005733,0.009828009828009828,0.004095004095004095,0.001638001638001638,0.004914004914004914,0.001638001638001638,0.005733005733005733,0.009009009009009009,0.0475020475020475,0.012285012285012284,0.000819000819000819,0.001638001638001638,0.027846027846027847,0.001638001638001638,0.03849303849303849
121,theamazingworldofgumball,0.01725554642563681,0.0016433853738701725,0.04601479046836483,0.2703368940016434,0.043549712407559574,0.003286770747740345,0.02629416598192276,0.014790468364831553,0.010682004930156122,0.012325390304026294,0.06162695152013147,0.06737880032867707,0.0,0.004108463434675432,0.01972062448644207,0.0024650780608052587,0.008216926869350863,0.0049301561216105174,0.04683648315529992,0.03451109285127362,0.0,0.0016433853738701725,0.02629416598192276,0.0049301561216105174,0.0780608052588332,0.003286770747740345,0.047658175842235,0.027115858668857847,0.08792111750205424,0.0016433853738701725,0.0016433853738701725,0.0,0.0049301561216105174,0.004108463434675432,0.007395234182415777,0.0024650780608052587,0.004108463434675432,0.0008216926869350862
122,mythbusters,0.047697368421052634,0.0,0.01644736842105263,0.29276315789473684,0.047697368421052634,0.019736842105263157,0.02549342105263158,0.001644736842105263,0.047697368421052634,0.015625,0.055098684210526314,0.015625,0.006578947368421052,0.001644736842105263,0.022203947368421052,0.0008223684210526315,0.027138157894736843,0.0024671052631578946,0.03125,0.013157894736842105,0.001644736842105263,0.06990131578947369,0.0008223684210526315,0.003289473684210526,0.039473684210526314,0.007401315789473684,0.018914473684210526,0.02138157894736842,0.03042763157894737,0.0024671052631578946,0.005756578947368421,0.02549342105263158,0.004111842105263158,0.001644736842105263,0.005756578947368421,0.02631578947368421,0.007401315789473684,0.03700657894736842
123,blackadder,0.07489711934156379,0.0,0.02962962962962963,0.23292181069958848,0.060082304526748974,0.018930041152263374,0.015637860082304528,0.0008230452674897119,0.031275720164609055,0.006584362139917695,0.06995884773662552,0.0049382716049382715,0.011522633744855968,0.0032921810699588477,0.02551440329218107,0.012345679012345678,0.023045267489711935,0.005761316872427984,0.014814814814814815,0.00823045267489712,0.010699588477366255,0.09465020576131687,0.0024691358024691358,0.006584362139917695,0.04691358024691358,0.0032921810699588477,0.007407407407407408,0.050205761316872426,0.014814814814814815,0.014814814814814815,0.0,0.024691358024691357,0.007407407407407408,0.0008230452674897119,0.0016460905349794238,0.00823045267489712,0.0016460905349794238,0.053497942386831275
124,rockosmodernlife,0.011522633744855968,0.0,0.023045267489711935,0.2411522633744856,0.05596707818930041,0.00411522633744856,0.0205761316872428,0.0032921810699588477,0.00905349794238683,0.006584362139917695,0.03786008230452675,0.07325102880658436,0.0024691358024691358,0.0008230452674897119,0.00905349794238683,0.0008230452674897119,0.011522633744855968,0.0008230452674897119,0.0345679012345679,0.03950617283950617,0.0,0.07818930041152264,0.011522633744855968,0.007407407407407408,0.10205761316872428,0.0008230452674897119,0.03374485596707819,0.030452674897119343,0.09053497942386832,0.0049382716049382715,0.0008230452674897119,0.012345679012345678,0.0024691358024691358,0.0024691358024691358,0.00411522633744856,0.0,0.0016460905349794238,0.030452674897119343
125,beastwars,0.05601317957166392,0.0,0.027182866556836903,0.11779242174629324,0.028830313014827018,0.007413509060955519,0.023887973640856673,0.023887973640856673,0.13756177924217464,0.06919275123558484,0.022240527182866558,0.01400329489291598,0.02059308072487644,0.023064250411861616,0.05601317957166392,0.012355848434925865,0.0016474464579901153,0.01070840197693575,0.08319604612850082,0.004942339373970346,0.006589785831960461,0.02471169686985173,0.002471169686985173,0.0008237232289950577,0.009060955518945634,0.06260296540362438,0.016474464579901153,0.0016474464579901153,0.0008237232289950577,0.0,0.019769357495881382,0.03459637561779242,0.022240527182866558,0.0016474464579901153,0.012355848434925865,0.009884678747940691,0.008237232289950576,0.025535420098846788
126,parksandrecreation,0.03494176372712146,0.0,0.02745424292845258,0.11480865224625623,0.05823627287853577,0.04908485856905158,0.01747088186356073,0.0008319467554076539,0.011647254575707155,0.0016638935108153079,0.10898502495840266,0.0008319467554076539,0.0,0.0008319467554076539,0.011647254575707155,0.0024958402662229617,0.021630615640599003,0.0,0.0033277870216306157,0.011647254575707155,0.0008319467554076539,0.0956738768718802,0.016638935108153077,0.022462562396006656,0.10066555740432612,0.0,0.004991680532445923,0.12063227953410982,0.026622296173044926,0.026622296173044926,0.0,0.013311148086522463,0.005823627287853577,0.0008319467554076539,0.0,0.004991680532445923,0.0008319467554076539,0.08153078202995008
127,samuraijack,0.08742714404662781,0.0033305578684429643,0.04412989175686927,0.16486261448792672,0.01582014987510408,0.004163197335553705,0.02497918401332223,0.027477102414654453,0.16486261448792672,0.038301415487094086,0.027477102414654453,0.011656952539550375,0.011656952539550375,0.018318068276436304,0.044962531223980015,0.004163197335553705,0.0033305578684429643,0.012489592006661115,0.06078268109908409,0.009159034138218152,0.00832639467110741,0.0008326394671107411,0.0033305578684429643,0.0033305578684429643,0.011656952539550375,0.02997502081598668,0.03413821815154038,0.0033305578684429643,0.002497918401332223,0.002497918401332223,0.006661115736885929,0.0008326394671107411,0.01498751040799334,0.004995836802664446,0.03330557868442964,0.004163197335553705,0.054954204829308906,0.0008326394671107411
128,yugiohgx,0.07583333333333334,0.0,0.060833333333333336,0.0675,0.029166666666666667,0.0025,0.018333333333333333,0.02,0.1325,0.011666666666666667,0.021666666666666667,0.005,0.0016666666666666668,0.011666666666666667,0.04,0.0025,0.0016666666666666668,0.008333333333333333,0.0375,0.0025,0.005,0.04083333333333333,0.019166666666666665,0.015,0.01,0.0575,0.056666666666666664,0.005,0.0,0.0016666666666666668,0.0033333333333333335,0.03833333333333333,0.015833333333333335,0.034166666666666665,0.025833333333333333,0.0025,0.056666666666666664,0.06166666666666667
129,ededdneddy,0.014202172096908938,0.000835421888053467,0.06015037593984962,0.22556390977443608,0.06599832915622389,0.002506265664160401,0.02422723475355054,0.002506265664160401,0.022556390977443608,0.007518796992481203,0.05012531328320802,0.06098579782790309,0.001670843776106934,0.003341687552213868,0.01670843776106934,0.0,0.005847953216374269,0.002506265664160401,0.03926482873851295,0.047619047619047616,0.0,0.004177109440267335,0.03759398496240601,0.013366750208855471,0.0860484544695071,0.003341687552213868,0.05680868838763575,0.014202172096908938,0.1086048454469507,0.002506265664160401,0.001670843776106934,0.0,0.005847953216374269,0.004177109440267335,0.000835421888053467,0.003341687552213868,0.002506265664160401,0.000835421888053467
130,cheers,0.024247491638795988,0.0,0.03511705685618729,0.11538461538461539,0.061872909698996656,0.05016722408026756,0.0225752508361204,0.0016722408026755853,0.011705685618729096,0.0016722408026755853,0.10618729096989966,0.004180602006688963,0.0,0.0008361204013377926,0.006688963210702341,0.0,0.01839464882943144,0.002508361204013378,0.002508361204013378,0.013377926421404682,0.0,0.06939799331103678,0.021739130434782608,0.020903010033444816,0.13963210702341136,0.0,0.004180602006688963,0.10953177257525083,0.038461538461538464,0.025919732441471572,0.002508361204013378,0.013377926421404682,0.005852842809364548,0.0,0.0,0.0033444816053511705,0.0008361204013377926,0.06521739130434782
