Topic 1,Topic 2,Topic 3,Topic 4
1652/0.001215409924620031,1534/0.0013393677833900886,56/0.0010461134610761323,
888/0.001215409924620031,1948/0.0013393677833900886,539/0.0010461134610761323,
209/0.001215409924620031,895/0.0013393677833900886,120/0.0010461134610761323,
2942/0.001215409924620031,1025/0.0013306137455901534,656/0.0010396158619390135,
1942/0.001215409924620031,699/0.0013306137455901534,1945/0.0010396158619390135,
957/0.001203133056694576,26/0.0013306137455901534,2690/0.0010396158619390135,
2594/0.001203133056694576,493/0.0013306137455901534,1844/0.0010331182628018948,
2412/0.001203133056694576,1218/0.0013218597077902182,2490/0.0010331182628018948,
2598/0.001203133056694576,831/0.001313105669990283,1891/0.0010331182628018948,
1715/0.001203133056694576,1343/0.001313105669990283,248/0.001026620663664776,
1154/0.001203133056694576,554/0.001313105669990283,2403/0.001026620663664776,
262/0.0011908561887691211,1051/0.0013043516321903478,95/0.001026620663664776,
2736/0.0011908561887691211,720/0.0012955975943904127,2606/0.001026620663664776,
1460/0.0011908561887691211,1714/0.001278089518790542,2903/0.001026620663664776,
1137/0.0011908561887691211,2358/0.001278089518790542,1995/0.001020123064527657,
1403/0.0011785793208436664,1240/0.001278089518790542,1602/0.001020123064527657,
237/0.0011785793208436664,880/0.001278089518790542,1651/0.001020123064527657,
2654/0.0011785793208436664,1854/0.001278089518790542,779/0.001020123064527657,
1367/0.0011785793208436664,2027/0.0012693354809906068,1987/0.001020123064527657,
3002/0.0011663024529182115,1784/0.0012693354809906068,2062/0.0010136254653905382,
1963/0.0011663024529182115,2506/0.0012605814431906716,698/0.0010136254653905382,
2981/0.0011663024529182115,126/0.0012605814431906716,2495/0.0010136254653905382,
2003/0.0011663024529182115,119/0.0012605814431906716,2869/0.0010071278662534193,
665/0.0011663024529182115,1228/0.0012518274053907364,1662/0.0010071278662534193,
509/0.0011540255849927566,2348/0.0012518274053907364,83/0.0010071278662534193,
1795/0.0011540255849927566,1953/0.0012430733675908013,2928/0.0010071278662534193,
1830/0.0011540255849927566,1145/0.0012430733675908013,2765/0.0010071278662534193,
1119/0.0011417487170673017,1382/0.001234319329790866,66/0.0010006302671163006,
229/0.0011417487170673017,768/0.001234319329790866,2805/0.0010006302671163006,
1190/0.0011417487170673017,465/0.001234319329790866,1851/0.0010006302671163006,
2280/0.0011417487170673017,557/0.001234319329790866,1062/0.0010006302671163006,
3005/0.0011417487170673017,177/0.001234319329790866,529/0.0010006302671163006,
1419/0.0011417487170673017,2809/0.0012168112541909957,1172/0.0010006302671163006,
2246/0.0011417487170673017,787/0.0012168112541909957,2444/0.0010006302671163006,
1944/0.0011417487170673017,1087/0.0012168112541909957,486/0.0010006302671163006,
1544/0.0011417487170673017,288/0.0012168112541909957,421/0.0009941326679791817,
2789/0.0011417487170673017,429/0.0012168112541909957,87/0.0009941326679791817,
1857/0.0011294718491418468,1717/0.0012080572163910605,253/0.0009941326679791817,
105/0.0011294718491418468,2878/0.0012080572163910605,333/0.0009941326679791817,
1058/0.0011294718491418468,3022/0.0012080572163910605,1660/0.0009941326679791817,
961/0.0011171949812163922,1158/0.0012080572163910605,1494/0.0009941326679791817,
1553/0.0011171949812163922,1311/0.0012080572163910605,655/0.0009941326679791817,
2520/0.0011171949812163922,1344/0.001199303178591125,1193/0.0009941326679791817,
1620/0.0011171949812163922,1215/0.001199303178591125,2980/0.0009876350688420629,
2136/0.0011171949812163922,2530/0.0011905491407911899,135/0.0009876350688420629,
789/0.0011171949812163922,2388/0.0011905491407911899,292/0.0009876350688420629,
2884/0.0011171949812163922,1502/0.0011905491407911899,1219/0.000981137469704944,
995/0.0011171949812163922,347/0.0011905491407911899,897/0.000981137469704944,
1738/0.0011049181132909373,2074/0.0011817951029912547,163/0.000981137469704944,
2210/0.0011049181132909373,2283/0.0011817951029912547,2215/0.000981137469704944,
761/0.0011049181132909373,1495/0.0011817951029912547,1789/0.000981137469704944,
1526/0.0011049181132909373,1064/0.0011817951029912547,1976/0.000981137469704944,
1297/0.0010926412453654824,1681/0.0011817951029912547,2061/0.000981137469704944,
1363/0.0010926412453654824,1289/0.0011730410651913195,713/0.000981137469704944,
1138/0.0010926412453654824,206/0.0011730410651913195,477/0.000981137469704944,
2760/0.0010926412453654824,471/0.0011642870273913843,1234/0.0009746398705678252,
12/0.0010926412453654824,1255/0.001155532989591449,1759/0.0009746398705678252,
1561/0.0010803643774400275,2769/0.001155532989591449,368/0.0009746398705678252,
780/0.0010803643774400275,431/0.0011467789517915139,809/0.0009746398705678252,
1007/0.0010803643774400275,89/0.0011467789517915139,1368/0.0009746398705678252,
1610/0.0010803643774400275,1705/0.0011467789517915139,84/0.0009746398705678252,
2679/0.0010803643774400275,1005/0.0011380249139915787,180/0.0009681422714307063,
2678/0.0010803643774400275,48/0.0011380249139915787,1827/0.0009681422714307063,
1319/0.0010680875095145726,1073/0.0011380249139915787,2093/0.0009681422714307063,
1381/0.0010680875095145726,2029/0.0011292708761916435,1072/0.0009681422714307063,
2331/0.0010680875095145726,763/0.0011292708761916435,923/0.0009616446722935876,
2477/0.0010680875095145726,1629/0.0011292708761916435,547/0.0009616446722935876,
1919/0.0010680875095145726,841/0.0011292708761916435,899/0.0009616446722935876,
936/0.0010680875095145726,460/0.0011205168383917083,353/0.0009616446722935876,
788/0.0010680875095145726,1328/0.0011205168383917083,1304/0.0009616446722935876,
1850/0.0010558106415891177,2314/0.0011205168383917083,1252/0.0009551470731564687,
2212/0.0010558106415891177,2087/0.0011205168383917083,270/0.0009551470731564687,
2708/0.0010558106415891177,1409/0.0011117628005917729,2685/0.0009551470731564687,
1442/0.0010558106415891177,2345/0.0011117628005917729,1011/0.0009551470731564687,
2159/0.0010558106415891177,1692/0.0011117628005917729,2466/0.0009551470731564687,
2843/0.001043533773663663,218/0.0011117628005917729,1370/0.0009551470731564687,
1108/0.001043533773663663,2374/0.0011030087627918377,877/0.0009486494740193499,
959/0.001043533773663663,862/0.0011030087627918377,2853/0.0009486494740193499,
352/0.001043533773663663,249/0.0011030087627918377,1641/0.0009486494740193499,
1271/0.001043533773663663,1842/0.0010942547249919025,2635/0.0009486494740193499,
617/0.001043533773663663,1128/0.0010942547249919025,1277/0.0009486494740193499,
800/0.001043533773663663,1890/0.001076746649392032,687/0.0009486494740193499,
2589/0.001043533773663663,1282/0.001076746649392032,2572/0.000942151874882231,
2359/0.001031256905738208,527/0.001076746649392032,2533/0.000942151874882231,
1417/0.001031256905738208,1558/0.001076746649392032,165/0.000942151874882231,
2/0.001031256905738208,348/0.001076746649392032,941/0.0009356542757451121,
1741/0.001031256905738208,1088/0.0010679926115920969,2401/0.0009356542757451121,
2394/0.001031256905738208,1605/0.0010679926115920969,2558/0.0009356542757451121,
2249/0.001031256905738208,1559/0.0010504845359922265,1984/0.0009356542757451121,
467/0.001031256905738208,2005/0.0010417304981922913,731/0.0009356542757451121,
1552/0.001031256905738208,2686/0.0010417304981922913,1843/0.0009356542757451121,
620/0.001031256905738208,412/0.0010329764603923559,1194/0.0009356542757451121,
1372/0.0010189800378127532,1657/0.0010329764603923559,2755/0.0009291566766079934,
1377/0.0010189800378127532,714/0.0010329764603923559,2803/0.0009291566766079934,
686/0.0010189800378127532,1882/0.0010329764603923559,392/0.0009291566766079934,
2080/0.0010189800378127532,548/0.0010329764603923559,1623/0.0009291566766079934,
198/0.0010189800378127532,1837/0.0010242224225924207,317/0.0009291566766079934,
1673/0.0010189800378127532,2020/0.0010242224225924207,2237/0.0009226590774708745,
285/0.0010189800378127532,1174/0.0010242224225924207,2172/0.0009226590774708745,
2846/0.0010189800378127532,1318/0.0010154683847924855,2931/0.0009161614783337557,
829/0.0010067031698872983,833/0.0010154683847924855,2787/0.0009161614783337557,
725/0.0010067031698872983,746/0.0010154683847924855,143/0.0009161614783337557,
2352/0.0010067031698872983,2961/0.0010067143469925503,2603/0.0009096638791966368,
2065/0.0010067031698872983,1352/0.0010067143469925503,812/0.0009096638791966368,
967/0.0010067031698872983,771/0.0010067143469925503,1506/0.0009096638791966368,
252/0.0010067031698872983,2279/0.000997960309192615,1874/0.0009096638791966368,
2894/0.0010067031698872983,351/0.0009892062713926799,498/0.0009096638791966368,
1594/0.0010067031698872983,1149/0.0009892062713926799,502/0.000903166280059518,
1049/0.0010067031698872983,217/0.0009804522335927447,121/0.0008966686809223992,
1004/0.0009944263019618434,671/0.0009716981957928094,181/0.0008966686809223992,
2706/0.0009944263019618434,2565/0.0009716981957928094,469/0.0008966686809223992,
1694/0.0009944263019618434,2133/0.0009716981957928094,1365/0.0008966686809223992,
2034/0.0009944263019618434,355/0.0009629441579928742,587/0.0008966686809223992,
724/0.0009944263019618434,1146/0.000954190120192939,1899/0.0008966686809223992,
1393/0.0009821494340363887,52/0.0009454360823930038,410/0.0008966686809223992,
1703/0.0009821494340363887,2410/0.0009279280067931333,1941/0.0008966686809223992,
825/0.0009821494340363887,584/0.0009191739689931981,2060/0.0008966686809223992,
2799/0.0009821494340363887,1315/0.0009191739689931981,1758/0.0008901710817852803,
1188/0.0009821494340363887,1410/0.0009191739689931981,2156/0.0008901710817852803,
1824/0.0009698725661109337,385/0.0009191739689931981,1836/0.0008901710817852803,
2231/0.0009698725661109337,2738/0.0009191739689931981,208/0.0008836734826481615,
137/0.0009698725661109337,1630/0.0009104199311932629,280/0.0008836734826481615,
2578/0.0009698725661109337,340/0.0009104199311932629,187/0.0008836734826481615,
1359/0.0009698725661109337,485/0.0009016658933933277,2183/0.0008836734826481615,
275/0.0009698725661109337,884/0.0009016658933933277,2569/0.0008836734826481615,
1764/0.0009698725661109337,968/0.0009016658933933277,1148/0.0008836734826481615,
1197/0.0009698725661109337,341/0.0009016658933933277,1163/0.0008836734826481615,
600/0.0009698725661109337,2493/0.0009016658933933277,2393/0.0008836734826481615,
2526/0.0009575956981854789,942/0.0009016658933933277,1929/0.0008771758835110427,
2665/0.0009575956981854789,2836/0.0008929118555933925,1485/0.0008771758835110427,
1515/0.0009575956981854789,1400/0.0008929118555933925,1915/0.0008771758835110427,
1286/0.0009575956981854789,1035/0.0008841578177934572,1010/0.0008771758835110427,
2732/0.0009575956981854789,688/0.0008841578177934572,2609/0.0008706782843739239,
2392/0.0009575956981854789,397/0.0008841578177934572,316/0.0008706782843739239,
2920/0.0009575956981854789,2823/0.000875403779993522,2536/0.0008706782843739239,
1077/0.0009575956981854789,1896/0.000875403779993522,2207/0.0008706782843739239,
844/0.000945318830260024,2860/0.0008666497421935868,804/0.0008706782843739239,
791/0.000945318830260024,2857/0.0008578957043936516,1002/0.0008706782843739239,
1412/0.000945318830260024,1182/0.0008578957043936516,1397/0.000864180685236805,
889/0.000945318830260024,1237/0.0008578957043936516,192/0.000864180685236805,
2923/0.000945318830260024,1937/0.0008491416665937164,1336/0.000864180685236805,
1423/0.000945318830260024,2367/0.0008491416665937164,848/0.0008576830860996861,
3013/0.0009330419623345693,2043/0.0008491416665937164,632/0.0008576830860996861,
890/0.0009330419623345693,2788/0.0008491416665937164,1293/0.0008576830860996861,
22/0.0009330419623345693,826/0.0008403876287937811,1231/0.0008576830860996861,
2026/0.0009330419623345693,735/0.0008403876287937811,484/0.0008576830860996861,
846/0.0009330419623345693,710/0.0008403876287937811,400/0.0008576830860996861,
2197/0.0009330419623345693,1338/0.0008403876287937811,2204/0.0008576830860996861,
2626/0.0009330419623345693,954/0.0008403876287937811,244/0.0008576830860996861,
104/0.0009330419623345693,2179/0.0008403876287937811,1465/0.0008576830860996861,
1116/0.0009330419623345693,1906/0.0008228795531939107,2340/0.0008576830860996861,
5/0.0009330419623345693,1020/0.0008228795531939107,2509/0.0008576830860996861,
1895/0.0009207650944091144,1450/0.0008228795531939107,866/0.0008511854869625673,
2384/0.0009207650944091144,500/0.0008141255153939755,593/0.0008511854869625673,
2417/0.0009207650944091144,718/0.0008141255153939755,1024/0.0008511854869625673,
1661/0.0009207650944091144,2113/0.0008141255153939755,2494/0.0008511854869625673,
53/0.0009207650944091144,1797/0.0008053714775940402,580/0.0008446878878254485,
2892/0.0009207650944091144,1964/0.0008053714775940402,32/0.0008446878878254485,
2511/0.0009207650944091144,131/0.0008053714775940402,2735/0.0008446878878254485,
1574/0.0009084882264836595,1765/0.0008053714775940402,2409/0.0008446878878254485,
2825/0.0009084882264836595,2867/0.000796617439794105,175/0.0008446878878254485,
594/0.0009084882264836595,1980/0.000796617439794105,1373/0.0008446878878254485,
1737/0.0009084882264836595,2028/0.000796617439794105,1566/0.0008446878878254485,
2714/0.0009084882264836595,2887/0.0007878634019941698,1834/0.0008381902886883297,
977/0.0009084882264836595,419/0.0007791093641942346,1802/0.0008381902886883297,
374/0.0009084882264836595,1076/0.0007791093641942346,2338/0.0008381902886883297,
2004/0.0009084882264836595,345/0.0007791093641942346,3019/0.0008381902886883297,
1045/0.0009084882264836595,1940/0.0007791093641942346,864/0.0008316926895512108,
1061/0.0008962113585582047,2286/0.0007791093641942346,913/0.0008316926895512108,
1892/0.0008962113585582047,1804/0.0007703553263942994,2478/0.0008316926895512108,
2611/0.0008962113585582047,2574/0.0007703553263942994,291/0.0008316926895512108,
3003/0.0008962113585582047,606/0.0007616012885943641,1590/0.000825195090414092,
2566/0.0008962113585582047,513/0.0007616012885943641,855/0.000825195090414092,
2111/0.0008962113585582047,2541/0.0007616012885943641,2148/0.000825195090414092,
727/0.0008962113585582047,162/0.0007616012885943641,2104/0.000825195090414092,
2952/0.0008839344906327498,2895/0.0007528472507944289,1127/0.000825195090414092,
518/0.0008839344906327498,2717/0.0007440932129944937,1564/0.000825195090414092,
1774/0.0008839344906327498,222/0.0007353391751945585,382/0.000825195090414092,
2038/0.0008839344906327498,1275/0.0007353391751945585,1349/0.000825195090414092,
375/0.0008839344906327498,666/0.0007265851373946233,2847/0.000825195090414092,
332/0.0008839344906327498,2698/0.0007265851373946233,1627/0.0008186974912769732,
2688/0.0008716576227072949,2757/0.0007265851373946233,1355/0.0008186974912769732,
2909/0.0008716576227072949,1833/0.0007265851373946233,1516/0.0008186974912769732,
2531/0.0008716576227072949,304/0.0007265851373946233,754/0.0008186974912769732,
2753/0.0008716576227072949,2819/0.0007265851373946233,61/0.0008186974912769732,
1546/0.0008716576227072949,1220/0.0007265851373946233,1144/0.0008186974912769732,
2101/0.0008716576227072949,2634/0.0007265851373946233,631/0.0008186974912769732,
1808/0.0008716576227072949,1043/0.0007265851373946233,122/0.0008121998921398543,
2022/0.0008593807547818401,1482/0.0007265851373946233,613/0.0008121998921398543,
2451/0.0008593807547818401,1147/0.0007265851373946233,900/0.0008121998921398543,
1508/0.0008593807547818401,2620/0.000717831099594688,2824/0.0008121998921398543,
2308/0.0008593807547818401,572/0.0007090770617947528,1341/0.0008121998921398543,
1823/0.0008593807547818401,1389/0.0007090770617947528,1157/0.0008121998921398543,
728/0.0008471038868563852,2416/0.0007090770617947528,293/0.0008057022930027355,
1099/0.0008471038868563852,2745/0.0007090770617947528,1719/0.0008057022930027355,
1974/0.0008348270189309303,640/0.0007003230239948176,182/0.0008057022930027355,
3015/0.0008348270189309303,2718/0.0006828149483949472,350/0.0008057022930027355,
1333/0.0008348270189309303,933/0.0006828149483949472,2912/0.0008057022930027355,
425/0.0008348270189309303,1480/0.0006828149483949472,971/0.0008057022930027355,
188/0.0008348270189309303,1456/0.0006740609105950119,365/0.0008057022930027355,
1040/0.0008348270189309303,683/0.0006740609105950119,1592/0.0008057022930027355,
616/0.0008348270189309303,707/0.0006740609105950119,673/0.0008057022930027355,
64/0.0008348270189309303,2674/0.0006653068727950767,1518/0.0008057022930027355,
2413/0.0008225501510054755,2238/0.0006653068727950767,1744/0.0007992046938656166,
1491/0.0008225501510054755,1955/0.0006653068727950767,682/0.0007992046938656166,
2625/0.0008225501510054755,2438/0.0006653068727950767,842/0.0007992046938656166,
391/0.0008225501510054755,2408/0.0006653068727950767,2433/0.0007927070947284979,
1196/0.0008102732830800206,1537/0.0006653068727950767,164/0.0007927070947284979,
1000/0.0008102732830800206,1659/0.0006653068727950767,614/0.0007927070947284979,
921/0.0008102732830800206,2570/0.0006653068727950767,3009/0.0007927070947284979,
2242/0.0008102732830800206,2988/0.0006653068727950767,172/0.0007927070947284979,
2201/0.0008102732830800206,1015/0.0006565528349951415,2144/0.0007927070947284979,
1739/0.0008102732830800206,1162/0.0006477987971952063,2693/0.000786209495591379,
2343/0.0008102732830800206,2837/0.0006477987971952063,2529/0.000786209495591379,
2250/0.0008102732830800206,2984/0.000639044759395271,602/0.000786209495591379,
1031/0.0007979964151545658,1609/0.000639044759395271,1614/0.000786209495591379,
2502/0.0007979964151545658,204/0.000639044759395271,1769/0.000786209495591379,
2929/0.0007979964151545658,1674/0.0006302907215953358,1978/0.000786209495591379,
795/0.0007979964151545658,1873/0.0006302907215953358,2441/0.000786209495591379,
2756/0.0007857195472291109,2014/0.0006302907215953358,495/0.000786209495591379,
730/0.0007857195472291109,2712/0.0006215366837954006,1246/0.0007797118964542601,
2086/0.0007857195472291109,403/0.0006215366837954006,75/0.0007797118964542601,
2628/0.0007857195472291109,118/0.0006127826459954654,1161/0.0007797118964542601,
2510/0.0007857195472291109,2414/0.0006127826459954654,2643/0.0007797118964542601,
823/0.0007857195472291109,1777/0.0006127826459954654,2066/0.0007797118964542601,
1893/0.0007857195472291109,2763/0.0006127826459954654,37/0.0007732142973171413,
3008/0.0007857195472291109,311/0.0006127826459954654,2696/0.0007732142973171413,
2458/0.0007857195472291109,1050/0.0006040286081955302,2006/0.0007732142973171413,
634/0.0007857195472291109,1680/0.0005865205325956597,2330/0.0007732142973171413,
1324/0.0007857195472291109,2835/0.0005865205325956597,1066/0.0007667166981800224,
2592/0.0007857195472291109,1379/0.0005865205325956597,2727/0.0007667166981800224,
767/0.000773442679303656,1473/0.0005690124569957893,315/0.0007667166981800224,
1018/0.000773442679303656,420/0.0005690124569957893,658/0.0007667166981800224,
96/0.000773442679303656,2121/0.0005690124569957893,2422/0.0007667166981800224,
1962/0.000773442679303656,1213/0.0005690124569957893,142/0.0007667166981800224,
2192/0.000773442679303656,1649/0.0005690124569957893,2464/0.0007602190990429037,
2802/0.000773442679303656,62/0.0005602584191958541,777/0.0007602190990429037,
807/0.000773442679303656,158/0.0005602584191958541,2008/0.0007602190990429037,
138/0.000773442679303656,2748/0.0005602584191958541,630/0.0007602190990429037,
1242/0.0007611658113782012,1143/0.0005515043813959188,2439/0.0007602190990429037,
1413/0.0007611658113782012,940/0.0005515043813959188,346/0.0007602190990429037,
2967/0.0007611658113782012,1589/0.0005515043813959188,973/0.0007602190990429037,
1607/0.0007611658113782012,734/0.0005515043813959188,1675/0.0007602190990429037,
1911/0.0007488889434527463,2293/0.0005427503435959836,17/0.0007602190990429037,
2554/0.0007488889434527463,1520/0.0005427503435959836,2128/0.0007537214999057848,
2687/0.0007488889434527463,2583/0.0005339963057960484,1973/0.0007537214999057848,
1474/0.0007488889434527463,2521/0.0005252422679961132,2010/0.0007537214999057848,
1852/0.0007366120755272914,1683/0.0005252422679961132,394/0.0007537214999057848,
1416/0.0007366120755272914,34/0.0005252422679961132,1053/0.0007537214999057848,
2773/0.0007366120755272914,635/0.0005252422679961132,697/0.0007537214999057848,
1287/0.0007366120755272914,1889/0.0005252422679961132,1633/0.0007537214999057848,
1734/0.0007243352076018367,571/0.0005252422679961132,1250/0.0007537214999057848,
1245/0.0007243352076018367,2011/0.0005077341923962427,677/0.000747223900768666,
905/0.0007243352076018367,1931/0.0005077341923962427,1711/0.000747223900768666,
1230/0.0007243352076018367,289/0.0005077341923962427,859/0.000747223900768666,
2462/0.0007243352076018367,1432/0.0004989801545963075,387/0.000747223900768666,
1402/0.0007243352076018367,1044/0.0004902261167963723,2480/0.000747223900768666,
407/0.0007243352076018367,1801/0.0004727180411965019,2977/0.000747223900768666,
2963/0.0007120583396763818,1300/0.00046396400339656664,1863/0.0007407263016315471,
1883/0.0007120583396763818,1306/0.00044645592779669625,1634/0.0007407263016315471,
2497/0.0007120583396763818,1567/0.00044645592779669625,651/0.0007407263016315471,
925/0.0007120583396763818,878/0.00044645592779669625,2875/0.0007407263016315471,
3018/0.0007120583396763818,2992/0.000437701889996761,2610/0.0007407263016315471,
2970/0.0007120583396763818,2150/0.000437701889996761,810/0.0007342287024944283,
906/0.0007120583396763818,2880/0.000437701889996761,875/0.0007342287024944283,
1152/0.0006997814717509269,2098/0.000437701889996761,2681/0.0007342287024944283,
2775/0.0006997814717509269,1598/0.000437701889996761,1881/0.0007342287024944283,
1276/0.0006997814717509269,2615/0.000437701889996761,2560/0.0007342287024944283,
265/0.0006997814717509269,2120/0.000437701889996761,646/0.0007277311033573095,
2040/0.0006997814717509269,2684/0.000437701889996761,2364/0.0007277311033573095,
2427/0.0006997814717509269,1779/0.0004289478521968258,1698/0.0007277311033573095,
2808/0.0006997814717509269,2107/0.00041143977659695535,2449/0.0007277311033573095,
1510/0.0006997814717509269,610/0.00041143977659695535,2302/0.0007212335042201906,
1260/0.0006997814717509269,2326/0.00041143977659695535,130/0.0007212335042201906,
2812/0.0006875046038254721,2229/0.0003851776631971497,2517/0.0007212335042201906,
1351/0.0006875046038254721,1118/0.00033265343639753836,1008/0.0007212335042201906,
1115/0.0006875046038254721,2163/0.00033265343639753836,2025/0.0007212335042201906,
2407/0.0006875046038254721,2700/0.00033265343639753836,2838/0.0007212335042201906,
1927/0.0006875046038254721,2450/0.00033265343639753836,1615/0.0007212335042201906,
2147/0.0006875046038254721,1006/0.00033265343639753836,2164/0.0007147359050830718,
1380/0.0006875046038254721,2726/0.00033265343639753836,1235/0.0007147359050830718,
1292/0.0006875046038254721,2272/0.00028888324739786227,146/0.0007147359050830718,
2764/0.0006752277359000172,1761/0.0002626211339980566,733/0.0007147359050830718,
2811/0.0006752277359000172,2891/0.00024511305839818617,1886/0.0007147359050830718,
1173/0.0006752277359000172,2328/0.00024511305839818617,2130/0.0007147359050830718,
2908/0.0006752277359000172,1314/0.00023635902059825095,987/0.0007147359050830718,
1542/0.0006752277359000172,1239/0.00023635902059825095,1934/0.0007147359050830718,
1091/0.0006629508679745624,1831/0.0002188509449983805,434/0.000708238305945953,
2617/0.0006629508679745624,1639/0.0002188509449983805,2455/0.000708238305945953,
456/0.0006629508679745624,2682/0.0002188509449983805,1693/0.000708238305945953,
2463/0.0006629508679745624,478/0.0002188509449983805,1505/0.000708238305945953,
962/0.0006629508679745624,2105/0.00021009690719844527,2607/0.000708238305945953,
986/0.0006506740000491075,2259/0.00019258883159857485,902/0.000708238305945953,
817/0.0006506740000491075,1656/7.878634019941698e-05,918/0.0007017407068088342,
2273/0.0006506740000491075,2325/5.252422679961132e-05,945/0.0007017407068088342,
1164/0.0006506740000491075,2872/5.252422679961132e-05,633/0.0007017407068088342,
1132/0.0006506740000491075,1342/5.252422679961132e-05,1362/0.0007017407068088342,
1624/0.0006506740000491075,1378/5.252422679961132e-05,712/0.0007017407068088342,
1139/0.0006506740000491075,450/5.252422679961132e-05,2035/0.0007017407068088342,
2673/0.0006506740000491075,2353/1.7508075599870442e-05,2613/0.0007017407068088342,
1865/0.0006383971321236526,,1090/0.0007017407068088342,
2973/0.0006383971321236526,,389/0.0007017407068088342,
40/0.0006383971321236526,,773/0.0006952431076717153,
1470/0.0006383971321236526,,2484/0.0006952431076717153,
2470/0.0006383971321236526,,912/0.0006952431076717153,
2947/0.0006383971321236526,,2770/0.0006952431076717153,
2830/0.0006383971321236526,,2322/0.0006952431076717153,
661/0.0006261202641981978,,886/0.0006887455085345964,
629/0.0006261202641981978,,274/0.0006887455085345964,
965/0.0006261202641981978,,466/0.0006887455085345964,
1902/0.0006261202641981978,,464/0.0006887455085345964,
1621/0.0006261202641981978,,1712/0.0006887455085345964,
863/0.0006261202641981978,,1317/0.0006887455085345964,
1787/0.0006261202641981978,,91/0.0006887455085345964,
2906/0.0006138433962727429,,2117/0.0006887455085345964,
1655/0.0006138433962727429,,150/0.0006822479093974777,
2994/0.0006138433962727429,,1225/0.0006822479093974777,
1166/0.0006138433962727429,,2327/0.0006822479093974777,
2655/0.0006138433962727429,,2792/0.0006822479093974777,
1069/0.0006138433962727429,,1478/0.0006822479093974777,
213/0.0006138433962727429,,2257/0.0006822479093974777,
992/0.0006138433962727429,,2886/0.0006822479093974777,
2832/0.0006138433962727429,,1388/0.0006822479093974777,
703/0.0006138433962727429,,505/0.0006757503102603588,
2559/0.000601566528347288,,167/0.0006757503102603588,
2999/0.000601566528347288,,1522/0.0006757503102603588,
1224/0.000601566528347288,,1726/0.0006757503102603588,
1997/0.000601566528347288,,329/0.0006757503102603588,
2544/0.000601566528347288,,1606/0.0006757503102603588,
2826/0.000601566528347288,,534/0.0006757503102603588,
989/0.000601566528347288,,1294/0.00066925271112324,
2051/0.0005892896604218332,,2704/0.00066925271112324,
1835/0.0005892896604218332,,55/0.00066925271112324,
2492/0.0005892896604218332,,840/0.00066925271112324,
1356/0.0005892896604218332,,521/0.0006627551119861211,
1814/0.0005892896604218332,,1855/0.0006627551119861211,
1437/0.0005892896604218332,,492/0.0006627551119861211,
193/0.0005892896604218332,,1195/0.0006627551119861211,
1529/0.0005892896604218332,,1650/0.0006627551119861211,
1721/0.0005770127924963783,,2018/0.0006627551119861211,
2482/0.0005770127924963783,,1094/0.0006627551119861211,
706/0.0005770127924963783,,1580/0.0006562575128490022,
1278/0.0005770127924963783,,2002/0.0006562575128490022,
808/0.0005770127924963783,,409/0.0006562575128490022,
1708/0.0005770127924963783,,2622/0.0006562575128490022,
708/0.0005770127924963783,,647/0.0006562575128490022,
2234/0.0005770127924963783,,2311/0.0006562575128490022,
2158/0.0005647359245709234,,2898/0.0006562575128490022,
2711/0.0005647359245709234,,1201/0.0006562575128490022,
433/0.0005647359245709234,,405/0.0006562575128490022,
1535/0.0005647359245709234,,951/0.0006562575128490022,
2547/0.0005647359245709234,,2979/0.0006562575128490022,
2294/0.0005524590566454686,,1862/0.0006562575128490022,
1507/0.0005524590566454686,,2730/0.0006497599137118835,
2974/0.0005524590566454686,,879/0.0006497599137118835,
1331/0.0005524590566454686,,2194/0.0006432623145747646,
2487/0.0005524590566454686,,1912/0.0006432623145747646,
2600/0.0005524590566454686,,603/0.0006432623145747646,
2106/0.0005524590566454686,,1054/0.0006432623145747646,
929/0.0005524590566454686,,1996/0.0006432623145747646,
418/0.0005524590566454686,,938/0.0006432623145747646,
223/0.0005401821887200137,,926/0.0006367647154376458,
2266/0.0005401821887200137,,1961/0.0006367647154376458,
2552/0.0005401821887200137,,612/0.0006367647154376458,
2631/0.0005401821887200137,,550/0.0006367647154376458,
2924/0.0005401821887200137,,2102/0.0006367647154376458,
1346/0.0005279053207945588,,2889/0.0006367647154376458,
2879/0.0005279053207945588,,334/0.0006367647154376458,
2754/0.0005279053207945588,,638/0.0006367647154376458,
2564/0.0005279053207945588,,1034/0.0006367647154376458,
3027/0.000515628452869104,,979/0.0006367647154376458,
2888/0.000515628452869104,,2944/0.0006367647154376458,
2568/0.000515628452869104,,704/0.0006367647154376458,
2971/0.000515628452869104,,891/0.0006302671163005269,
834/0.000515628452869104,,642/0.0006302671163005269,
2068/0.000515628452869104,,491/0.0006302671163005269,
2740/0.000515628452869104,,1810/0.0006302671163005269,
2638/0.000515628452869104,,652/0.0006302671163005269,
2591/0.000515628452869104,,1914/0.0006302671163005269,
2580/0.000515628452869104,,1628/0.0006302671163005269,
251/0.0005033515849436492,,2900/0.0006237695171634082,
1608/0.0004910747170181944,,2542/0.0006237695171634082,
2032/0.0004910747170181944,,320/0.0006237695171634082,
2241/0.0004910747170181944,,1768/0.0006237695171634082,
1556/0.0004910747170181944,,3016/0.0006172719180262893,
2125/0.0004910747170181944,,2418/0.0006172719180262893,
2318/0.0004910747170181944,,2262/0.0006172719180262893,
1644/0.0004910747170181944,,531/0.0006172719180262893,
