Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49,Topic 50,Topic 51,Topic 52,Topic 53,Topic 54,Topic 55,Topic 56,Topic 57,Topic 58,Topic 59,Topic 60,Topic 61,Topic 62,Topic 63,Topic 64,Topic 65,Topic 66,Topic 67,Topic 68,Topic 69,Topic 70,Topic 71,Topic 72,Topic 73,Topic 74,Topic 75,Topic 76,Topic 77,Topic 78,Topic 79,Topic 80,Topic 81,Topic 82,Topic 83,Topic 84,Topic 85,Topic 86,Topic 87,Topic 88,Topic 89,Topic 90,Topic 91,Topic 92,Topic 93,Topic 94,Topic 95,Topic 96,Topic 97,Topic 98,Topic 99,Topic 100,Topic 101,Topic 102,Topic 103,Topic 104,Topic 105,Topic 106,Topic 107,Topic 108,Topic 109,Topic 110,Topic 111,Topic 112,Topic 113
drowningmysorrows/0.03390381282495667,clingyjealousgirl/0.02408104517271922,adayinthelimelight/0.07536830758174631,cowboyepisode/0.004706212903452393,imaginespot/0.043448009277155,unspokenplanguarantee/0.005162005307824667,aiisacrapshoot/0.017874632713026445,fantasticdrug/0.0043759572406463915,eyecatch/0.03362363576231948,voluntaryshapeshifting/0.01721272554605888,ojou/0.01678392811731796,deadallalong/0.03969790859798606,supernaturalgoldeyes/0.007863501483679525,ruleoffunny/0.04962087421944692,iwantmybelovedtobehappy/0.021234536411172046,oohmeaccentsslipping/0.025135054021608642,accidentalmisnaming/0.016845762301042257,friendsrentcontrol/0.014259769960314791,weaksauceweakness/0.01938166980539862,bigbad/0.08555393319948895,runninggag/0.06928783867699448,andtheadventurecontinues/0.01942820312140325,adaptationexpansion/0.060015487867836864,evolvingcredits/0.04801898849735257,glowingeyesofdoom/0.008411439557798606,shoutout/0.25497855392156865,backforthedead/0.008076642178974953,wordofgod/0.04091670154876517,laserguidedamnesia/0.027628173742743234,myfriendsandzoidberg/0.020711215318483783,wholeepisodeflashback/0.02042344951562968,fanservice/0.08425378885178525,transformationsequence/0.058013892462053,lampshadehanging/0.048442089802769615,evenevilhasstandards/0.029181237187989872,onetruethreesome/0.016996956876716394,laresistance/0.027148798521256932,modestytowel/0.01371889024887801,decompositecharacter/0.028949759833830975,dangerousforbiddentechnique/0.015075833257651439,howwegothere/0.013758698484318897,eurekamoment/0.026507233046241325,anime/0.24917309812568908,alphabitch/0.10402930402930403,mindcontroleyes/0.03136443241522051,mistakenforgay/0.06535141800246609,popularitypolynomial/0.043048694424841216,battleaura/0.026077508149221298,foreshadowing/0.05066939043519498,burnthewitch/0.015746989546116183,animationbump/0.05190872715475289,artshift/0.04935064935064935,exaggeratedtrope/0.07760574018126888,notquitedead/0.028516928946113497,resetbutton/0.012618296529968454,callingyourattacks/0.1184640522875817,chewingthescenery/0.032718362640530414,heroofanotherstory/0.01853595386607038,monsteroftheweek/0.13730906727331818,murderthehypotenuse/0.02511394288903358,sciencefictionseries/0.019813829787234043,gratuitousenglish/0.11744629592451315,sciencefictionanimeandmanga/0.03285340314136126,takethat/0.05372040586245772,heknowstoomuch/0.02365379446286175,breakingthefourthwall/0.06550573683782245,thereasonyousuckspeech/0.07166680920208672,thanksgivingepisode/0.010603163566834694,clearmyname/0.025,dirtycop/0.07553956834532374,catchphrase/0.17295177707325213,seriesfauxnale/0.007104438116604827,jerkwithaheartofgold/0.07486393424414084,merchandisedriven/0.04555385623771029,faircop/0.016207209936382916,humongousmecha/0.11829862649534781,stockfootage/0.12617823479006,crossovership/0.014278392033389471,setrightwhatoncewentwrong/0.06257917405624525,flanderization/0.01825969341749324,realliferelative/0.01341606573872212,bfg/0.040563144689155284,chuckcunninghamsyndrome/0.059489315465411086,adamwesting/0.019584104828372025,putonabus/0.052053534940743766,hercodenamewasmarysue/0.00526629115721024,afathertohismen/0.040749414519906324,teacherstudentromance/0.02654211150652432,birthdayepisode/0.030011802394199965,talkinganimal/0.029177718832891247,bitingthehandhumor/0.017076218242399,longrunners/0.07122798059739596,nothingisthesameanymore/0.026278206226792344,realitytv/0.06709335687486206,reallygetsaround/0.07723785166240409,sweetpollyoliver/0.04707792207792208,evilplan/0.037751779037510556,thesmartguy/0.13576333861595352,lawofinversefertility/0.010915422219245966,takenforgranite/0.06267922982384269,asideglance/0.018822449213818433,animaltitleindex/0.06409681757059614,westernanimation/0.2980769230769231,magicalgirl/0.14490238611713666,threeshorts/0.039867688022284124,titlethemetune/0.22292103424178897,shortrunners/0.3273588096043287,threateningshark/0.05503855357617655,dumbblonde/0.047714329690626445,seriesofthe2010s/0.4872217642209398,gameshow/0.08817427385892117,americanseries/0.2518685490568276,artisticlicensehistory/0.18056388722255548
modestybedsheet/0.022097053726169845,onthenext/0.013452170062001771,shiptease/0.07330219187926698,squashedflat/0.004214519018017069,doityourselfthemetune/0.042442984151526864,violentlyprotectivegirlfriend/0.004578727871912275,twentyminutesintothefuture/0.016833986287952987,aformyouarecomfortablewith/0.004094645703747695,rapunzelhair/0.02822180575460258,superspeed/0.015966286799620134,hotspringsepisode/0.012969398999745698,ascendtoahigherplaneofexistence/0.0261425251742835,smugsuper/0.007047477744807121,slapstickknowsnogender/0.03501338090990187,arrangedmarriage/0.01976788674913914,maybemagicmaybemundane/0.024384753901560623,wholeplotreference/0.016805364789528966,breakupbreakout/0.012779982511602879,everybodylaughsending/0.016713747645951037,actiongirl/0.04088337287826246,jerkass/0.056574173938621436,cutshort/0.019198011141291837,adaptedout/0.057692307692307696,twodvisualsthreedeffects/0.03441665145152456,badasscrew/0.008331330609629095,meaningfulname/0.11458333333333333,murderisthebestsolution/0.00695965974996778,leaningonthefourthwall/0.03039974884889075,redeyestakewarning/0.02692872630621809,comedicsociopathy/0.01823629021753289,generationxerox/0.017926695296115052,curbstompbattle/0.07115335217056255,bythepowerofgrayskull/0.047723179830203244,berserkbutton/0.0358004616030214,assholevictim/0.023312834117126893,dissonantserenity/0.013211608401989164,themedic/0.018022181146025877,informedattractiveness/0.01091391268869849,villainball/0.020122030377774894,laserblade/0.01407683225865044,lefthanging/0.011788630802961457,ambiguousdisorder/0.026256375951166484,animeandmangaofthe2000s/0.09082138919514884,adultsareuseless/0.06098901098901099,cutemonstergirl/0.028339436395478427,realsongthemetune/0.05777699489166813,commercialbreakcliffhanger/0.0374029640084686,cantcatchup/0.022093444404201378,bittersweetending/0.04260752197862328,blackeyesofevil/0.01217414317850999,artevolution/0.04942143397858765,lawyerfriendlycameo/0.023657423657423658,largeham/0.07055639476334341,badasslongcoat/0.0279446828803052,stocksoundeffects/0.010707779801839427,hotblooded/0.09912854030501089,aslongasitsoundsforeign/0.03084462381089651,villainwithgoodpublicity/0.017476756502294927,brainwashedandcrazy/0.06223594410139747,fingore/0.024369826062691842,zeerust/0.009175531914893616,beachepisode/0.10961654286287895,wavemotiongun/0.029581151832460732,itmakessenseincontext/0.05191657271702368,ihaveyourwife/0.01926350685422453,bigeater/0.0636341443567418,driventosuicide/0.06824595912084153,playingsick/0.010313459644243583,taponthehead/0.01671826625386997,serialkiller/0.05,onceperepisode/0.09836475888536626,signatureline/0.006414128340092616,characterdevelopment/0.04637343107852938,alternatecontinuity/0.0361590561503168,goodcopbadcop/0.01348076340502878,midseasonupgrade/0.05804164820558263,shareduniverse/0.08226221079691516,multipledemographicappeal/0.01222816138244124,retgone/0.04205725867747656,notsoaboveitall/0.01812443642921551,directedbycastmember/0.008091564648666779,coolbike/0.034569277948146085,absenteeactor/0.05233611010503441,thatcameoutwrong/0.015880928642643496,whathappenedtothemouse/0.04694523906824683,blahblahblah/0.005220497321060585,kangaroocourt/0.03583138173302108,mybelovedsmother/0.025800711743772242,sickepisode/0.02436351374135896,catsaremean/0.027605855192062087,overlynarrowsuperlative/0.014743856726364015,specialguest/0.04659177942302783,crazyenoughtowork/0.017994858611825194,transatlanticequivalent/0.057161774442727874,adatewithrosiepalms/0.06513213981244671,royalswhoactuallydosomething/0.04383116883116883,japaneseseries/0.035701362923652155,thelancer/0.12810353935552035,whatdididolastnight/0.010915422219245966,fountainofyouth/0.04875051208521098,laughtrack/0.01618271548261219,thesmurfetteprinciple/0.062453309427760346,westernanimationofthe2010s/0.0846469104665826,magicalgirlgenreindex/0.0668112798264642,funnyanimal/0.037778551532033425,edutainmentshow/0.13696715583508037,canadianseries/0.203922894825837,misplacedwildlife/0.049189045466631214,localhangout/0.03740187778974911,seriesofthe2020s/0.16680406705138776,gameshowhost/0.06587136929460581,britishseries/0.13038320085419386,historicalseries/0.17696460707858427
doublestandardrapefemaleonmale/0.021555459272097052,accidentalpervert/0.013175376439326838,demotedtoextra/0.05389867049946101,grossupcloseup/0.004109156042566642,genkigirl/0.03896405102435253,angstwhatangst/0.003995450435999883,aliensspeakingenglish/0.015854554358472085,fanficfuel/0.0038758478417153753,butnottooforeign/0.024142872891632677,evilsoundsdeep/0.012048907882241215,otaku/0.012799864372298042,thesocialdarwinist/0.02536793183578621,worldsstrongestman/0.006973293768545994,nakedpeoplearefunny/0.034344335414808205,betacouple/0.01964035199591889,blackmail/0.02183373349339736,storyarc/0.014381514098731518,ihavethisfriend/0.011098405865339342,incredibleshrinkingman/0.015301318267419962,heroicsacrifice/0.04056397152765103,buttmonkey/0.05507075857110174,ruleofcool/0.019151972745269554,canonforeigner/0.05407847186370676,baitandswitchcredits/0.0244659485119591,backtobackbadasses/0.007570295602018745,expy/0.10837928921568628,cartwrightcurse/0.006916698887313657,coolcar/0.029510255336961073,mundaneutility/0.023641323354549906,blackcomedyrape/0.016673179627458644,geniusditz/0.016728253270748027,bigdamnheroes/0.06421782686873877,thememusicpowerup/0.037947002829945974,ohcrap/0.03396454049517415,axcrazy/0.02315205595080188,gratuitousgerman/0.012988940844652267,warishell/0.017906654343807765,onedialoguetwoconversations/0.010097919216646267,legionofdoom/0.01947293262365312,powercopying/0.012987012987012988,villainprotagonist/0.009945664262336755,allfornothing/0.022660757588427127,animeandmangaofthe2010s/0.08847850055126792,richbitch/0.05989010989010989,magitek/0.021493392771851617,vomitindiscretionshot/0.053549409899594856,aprilfoolsday/0.03669724770642202,combatcommentator/0.018471568272365086,whamepisode/0.041257797395396346,friendlyneighborhoodvampire/0.011380177319041947,offmodel/0.04779928625500162,manofathousandvoices/0.016707616707616706,thecameo/0.0628147029204431,bloodlesscarnage/0.027753934191702433,originsepisode/0.009108277424801173,spoileropening/0.09776688453159041,cargoship/0.030123955030268088,mytharc/0.015064140284806403,badassnormal/0.05443613909652259,offwithhishead/0.023904753046228258,spaceopera/0.006316489361702127,tsundere/0.10921501706484642,macrossmissilemassacre/0.021596858638743454,brickjoke/0.04735062006764374,suicidebycop/0.01585879401487322,anaesop/0.0618439254617951,truthintelevision/0.057641323868981444,thethingthatwouldnotleave/0.009791992583579582,baldofevil/0.015944272445820435,crimeandpunishmentseries/0.04712230215827338,earlyinstallmentweirdness/0.08660103454029701,tuckerization/0.005695055656225731,idiosyncraticepisodenaming/0.045207153171165165,disneydeath/0.033864977059209087,neversuicide/0.011057255377158437,combiningmecha/0.057598582188746125,intercontinuitycrossover/0.07112253641816624,fanficsof20152019/0.011203046056967123,yearinsidehouroutside/0.035216620217887004,sitcomarchnemesis/0.016275924256086566,courtroomepisode/0.008049639443233272,coolsword/0.034569277948146085,suspiciouslysimilarsubstitute/0.04699384281057588,itwillnevercatchon/0.015097564449508617,karmahoudini/0.045004086636698,lamecomeback/0.00462517745111508,artisticlicensemilitary/0.027400468384074943,shecleansupnicely/0.02557829181494662,blindwithoutem/0.017619288484235374,parentalbonus/0.02475685234305924,sketchcomedy/0.013077884214910454,pilot/0.040464641307122795,creatorworship/0.017709225935447014,nonfictionseries/0.04590598101964246,straightgay/0.05063938618925831,aristocratsareevil/0.037337662337662336,weaponofchoice/0.0284646001688578,thebigguy/0.12651875330163762,nobisexuals/0.009777003950981049,balefulpolymorph/0.040352314625153624,musicalepisode/0.013485596235510157,expositorythemetune/0.05408635888241446,animatedadaptation/0.07818411097099622,kodomomuke/0.05596529284164859,amazingtechnicolorwildlife/0.03655988857938719,preschoolshow/0.11425576519916142,onewordtitle/0.07338518769022657,neversmileatacrocodile/0.039351236373304975,brattyteenagedaughter/0.03678620901954748,thealcoholic/0.108546303929651,studioaudience/0.058350622406639005,seriesofthe2000s/0.11899394946019694,historicaldomaincharacter/0.15656868626274745
depravedbisexual/0.020905545927209706,unsettlinggenderreveal/0.01278786536758193,limitedwardrobe/0.04913762127200862,circusepisode/0.003757946124398553,tomboyandgirlygirl/0.03393892539621183,slidingscaleofsillinessversusseriousness/0.003995450435999883,appliedphlebotinum/0.014262977473065623,humanmomnonhumandad/0.0032819679304847936,idolsinger/0.023922390034174842,howdoishotweb/0.011574074074074073,nosebleed/0.012121725862507418,immunetobullets/0.024399690162664602,empoweredbadassnormal/0.00615727002967359,thechewtoy/0.03267172167707404,almostkiss/0.01944904986608851,rippedfromtheheadlines/0.020483193277310924,companioncube/0.013250383776359377,lockedinaroom/0.009349566153225264,ambiguouslyhuman/0.015065913370998116,thedragon/0.03038875707245848,deadpansnarker/0.05275026963427787,worthyopponent/0.017356475300400534,compositecharacter/0.04530201342281879,barbiedollanatomy/0.023644330838050027,nobledemon/0.007129696387086437,heelfaceturn/0.08517156862745098,smartpeopleplaychess/0.006401168535464192,castinggag/0.027051067392214315,urbanfantasy/0.021612925788626985,bringmybrownpants/0.015044939429464634,intergenerationalfriendship/0.01577948666733247,allthereinthemanual/0.05120301395667437,transformationtrinket/0.03768973501414973,subvertedtrope/0.027958455728073855,themole/0.02082077253908919,showerscene/0.012617828249090773,dressingastheenemy/0.017444547134935304,hollywoodhomely/0.009332925336597308,villainepisode/0.017266000259639102,combattentacles/0.012714558169103624,posthumouscharacter/0.009500810269772172,notevenbotheringwiththeaccent/0.022326281461660675,twelveepisodeanime/0.04341234840132304,bookdumb/0.057509157509157506,wingedhumanoid/0.021334182455023085,clusterfbomb/0.05161176677822794,downtothelastplay/0.02893436838390967,singlestrokebattle/0.01829047446577327,chekhovsgun/0.039324408127530734,gameface/0.010586211459573905,attackofthe50footwhatever/0.04293284308424354,animationageghetto/0.016005616005616004,continuitynod/0.05715005035246727,alternateuniverse/0.023271340009537435,latexperfection/0.008974985560047985,defeatmeansfriendship/0.07162309368191722,worldofham/0.028682617469011244,redshirt/0.014240320112981052,eldritchabomination/0.04809879753006175,bloodfromthemouth/0.023067621616593804,fasterthanlighttravel/0.006050531914893617,yougottahavebluehair/0.10499899618550491,acepilot/0.021465968586387434,hypocriticalhumor/0.04498308906426156,deadpersonimpersonation/0.014335633007795001,punnyname/0.056636015949222886,abusiveparents/0.053108697511331564,compressedvice/0.008691117677733357,masterofdisguise/0.015402476780185758,dachief/0.045323741007194246,christmasepisode/0.07934256632738194,fictionalvideogame/0.005349900767969627,disappeareddad/0.037209818949239144,teampet/0.032881800305877215,enhancebutton/0.010830051499545593,transformingmecha/0.054718653079308816,canonwelding/0.06191088260497001,troperworks/0.010617265870981914,rippleeffectproofmemory/0.03445654927793261,coolandunusualpunishment/0.015193868349864742,realitysubtext/0.007546536978031192,poweredarmor/0.03206021745190967,andstarring/0.03667149583484245,girlongirlishot/0.014883919669562741,whatthehellhero/0.04229668982427462,comicallysmallbribe/0.004487795942666117,historicalvillainupgrade/0.02459016393442623,coololdlady/0.02276097271648873,companycrossreferences/0.017619288484235374,episodetitlecard/0.024167403477748307,whowritesthiscrap/0.012494793835901708,hurricaneofpuns/0.035741639009446005,thewikirule/0.016423878891745215,manipulativeediting/0.044361068196866034,maydecemberromance/0.04416027280477408,eviluncle/0.031385281385281384,speculativefictionseries/0.024484380653720904,sixthranger/0.10908610670892763,hideyourpregnancy/0.00897341458514699,biggerontheinside/0.03707496927488734,realafterall/0.012682199012969127,toilethumour/0.05363812938891379,westernanimationofthe2000s/0.07345523329129887,magicmusic/0.0472885032537961,halfdressedcartoonanimal/0.027158774373259052,themetunerollcall/0.06464011180992313,frenchseries/0.06560703415623943,seldomseenspecies/0.03828768944429673,sassyblackwoman/0.032938279205787284,koreanseries/0.05688375927452597,bonusround/0.05160788381742738,seriesofthe1990s/0.07841974136908293,costumedrama/0.09718056388722256
eatingtheeyecandy/0.020363951473136917,doublestandardabusefemaleonmale/0.01228963684676705,blandnameproduct/0.047161336687028384,scoobydoobydoors/0.003617462157131317,meganekko/0.031155778894472363,chekhovsboomerang/0.003907958820613024,humanpopsicle/0.013283545543584721,expandeduniverse/0.0031569405807520393,catgirl/0.02370190717671701,achillesheel/0.010505698005698005,bishiesparkle/0.012121725862507418,cynicismcatalyst/0.023625096824167312,fingerpokeofdoom/0.00556379821958457,excitedshowtitle/0.03133363068688671,starcrossedlovers/0.018875143476597373,obstructivebureaucrat/0.020258103241296517,charactertitle/0.012725216126686596,onehourworkweek/0.0082733570996166,mixandmatchcritters/0.014752040175768989,enemymine/0.02883737908377441,cloudcuckoolander/0.03817367715789129,stripperiffic/0.01390359559872934,adaptationdistillation/0.04375322663913268,surprisinglygoodenglish/0.022001095490231878,screwdestiny/0.007009532964832171,darkerandedgier/0.07621017156862746,buriedalive/0.0062293250848477035,instrumentalthemetune/0.02516743407283382,broughtdowntonormal/0.01986430719731412,itakeoffensetothatlastone/0.015044939429464634,spittake/0.01562968141416159,truecompanions/0.04889117218939978,allyourpowerscombined/0.030743503987651143,callback/0.02753881661770877,affablyevil/0.020097270790626634,harmfultominors/0.011504490462406295,mauveshirt/0.01628927911275416,friendshipmoment/0.008006935944512444,theknightswhosaysquee/0.01596780475139556,spectacularspinning/0.012260466805921352,notsostoic/0.009373709129039433,ineedafreakingdrink/0.01881428213061293,animeandmangaofthe1990s/0.04286108048511576,annoyingyoungersibling/0.056776556776556776,masterofillusion/0.017831555484795415,dirtyoldman/0.050202571780870175,largehamannouncer/0.024700070571630206,rapidfirefisticuffs/0.017022817819630567,bookends/0.03494692299274067,iknowyourtruename/0.010321556173084558,neversaydie/0.03925597491078187,gonk/0.015724815724815724,pun/0.046261329305135955,darkactiongirl/0.02317596566523605,therewasadoor/0.007864220020438085,trainingfromhell/0.0661764705882353,yourheadasplode/0.028250216200634188,neverfoundthebody/0.013828410027068376,sealedevilinacan/0.04809879753006175,coldbloodedtorture/0.020928285740861315,fantasticslurs/0.005917553191489362,pantyshot/0.07287693234290303,thecaptain/0.021335078534031413,arsonmurderandjaywalking/0.040304396843292,governmentconspiracy/0.014246035301496282,paperthindisguise/0.04727805354381968,bitchinsheepsclothing/0.046865646113059094,burgerfool/0.0073005388492960194,evilbrit/0.01431888544891641,amoralattorney/0.039388489208633096,exactlywhatitsaysonthetin/0.07542132487902553,passthepopcorn/0.005234849138550925,lovetriangle/0.03609907808508275,twogirlstoateam/0.03047847935328818,alonewiththepsycho/0.008936685852771888,mechashow/0.04807266282676119,comicbookadaptation/0.05784061696658098,ioweyoumylife/0.010544043347733763,timeywimeyball/0.03268305041803902,badbadacting/0.014066726780883679,showrunner/0.007127284923696126,dualwielding/0.030526902704209647,ashimself/0.03658094893154654,intoxicationensues/0.014527845036319613,niceguy/0.0393338782182264,suicideascomedy/0.004442002106516463,militaryandwarfaretelevision/0.023887587822014052,thecasanova/0.0224644128113879,noantagonist/0.01719777440566515,pinkgirlblueboy/0.020532468808330876,calvinball/0.01241149521032903,rearrangethesong/0.033954557058973704,poormanssubstitute/0.01613824621536704,corpsing/0.04082983888766277,twofertokenminority/0.03716965046888321,godsaveusfromthequeen/0.028950216450216452,broughttoyoubytheletters/0.02158967555180316,thehero/0.10802958267300582,drjerk/0.008705551463202304,ourwerewolvesaredifferent/0.032158951249487915,madlibscatchphrase/0.011304946631470216,gadgeteergenius/0.051098162259076645,domesticonlycartoon/0.06257881462799496,darkmagicalgirl/0.04642082429501085,furryconfusion/0.02663649025069638,puppetshows/0.0593990216631726,worksneedingtropes/0.06493067297937098,everythingsbetterwithdinosaurs/0.03802180271204467,domcom/0.03155302447283362,miniseries/0.054685353118988735,theannouncer/0.04719917012448133,britishbrevity/0.05587851465179736,fantasyseries/0.09238152369526095
parentalincest/0.020038994800693242,newtransferstudent/0.011957484499557131,themenaming/0.044466403162055336,bythelightsoftheireyes/0.0035823411653145083,teammom/0.03076923076923077,psychoticsmirk/0.0038496310770217853,alienworks/0.013283545543584721,didyoujustflipoffcthulhu/0.002875629043853343,ordinaryhighschoolstudent/0.02281997574688568,omnicidalmaniac/0.008784425451092117,phenotypestereotype/0.011867423921335933,iletgwenstacydie/0.023044151820294345,brokeyourarmpunchingoutcthulhu/0.00556379821958457,widgetseries/0.030107047279214986,distantfinale/0.018301237087106237,frameup/0.01995798319327731,denserandwackier/0.012321241011553689,headtiltinglykinky/0.00686083271675523,bigfootsasquatchandyeti/0.012868801004394225,faceheelturn/0.02445701770396058,playedforlaughs/0.03542830996502925,ragtagbunchofmisfits/0.012614520510105427,adaptationdyejob/0.04065565307176045,magicskirt/0.020996896111009678,evilcostumeswitch/0.006969478490747416,mythologygag/0.0743719362745098,blufftheimpostor/0.0062293250848477035,theteaser/0.024644202595228128,demonicpossession/0.01937469399174652,troll/0.014263384134427511,hugeguytinygirl/0.015330070907819834,redoniblueoni/0.048719924651083144,supermode/0.030100334448160536,titledrop/0.025781577843054973,wellintentionedextremist/0.019655130833232847,battlebutler/0.011281822905069398,utopiajustifiesthemeans/0.015018484288354898,eroticdream/0.0074459404324765405,stevenulyssesperhero/0.015059067895625082,purpleispowerful/0.011806375442739079,nosocialskills/0.008897079851291666,advertisedextra/0.01772723471862196,shonendemographic/0.040793825799338476,spoiledbrat/0.054945054945054944,prehensilehair/0.016876293583824233,dramedy/0.04932182490752158,deadlygame/0.024700070571630206,overtookthemanga/0.015755161173487867,heroicbsod/0.033633677452303654,andthenjohnwasazombie/0.010321556173084558,animesque/0.03785011355034065,cutekitten/0.013899613899613899,productplacement/0.0433031218529708,allyourbasearebelongtous/0.02317596566523605,laughablyevil/0.007686497534100502,idiothero/0.05991285403050109,laughingmad/0.02796194868838282,disneyvillaindeath/0.012886901259267976,playingwithfire/0.04306142346441339,diedinyourarmstonight/0.020277183517812297,thrownouttheairlock/0.005784574468085106,bishonen/0.06083115840192732,colonydrop/0.020942408376963352,theditz/0.03974069898534385,hostagesituation/0.01299166741331422,statusquoisgod/0.046057449751810565,manipulativebastard/0.04652356110493457,electiondayepisode/0.006721131004113796,cuttingtheknot/0.014009287925696595,jurisdictionfriction/0.033992805755395684,spiritualsuccessor/0.066827965960287,iresemblethatremark/0.005062271694422873,parentalabandonment/0.035710318782628016,secretidentity/0.029713786322918944,narroweditdowntotheguyirecognize/0.008482278097546198,mechamooks/0.04186973859105007,titlescream/0.03963153384747215,statingthesimplesolution/0.010470820824485612,alternatetimeline/0.02888269571826704,thejoyofx/0.013931469792605952,fivefivefive/0.00708535971826262,elitemooks/0.0275996654586005,tokenminority/0.03594712060847519,getout/0.014314200256373736,petthedog/0.03821005312627707,placeworsethandeath/0.0043046205980675,historicalheroupgrade/0.023653395784543327,jerkjock/0.021055753262158958,genderequalensemble/0.015764626538526387,andknowingishalfthebattle/0.02013950289812359,sophisticatedashell/0.012161599333610995,uncanceled/0.03012509573653306,fullyabsorbedfinale/0.015852613538988862,soundeffectbleep/0.03509159126020746,goodgirlsavoidabortion/0.03307757885763001,andnowyoumustmarryme/0.028409090909090908,contrastingsequelmaincharacter/0.02098661198890363,thechick/0.10565240359218173,fourthdatemarriage/0.008370722560771445,frankensteinsmonster/0.026833265055305203,fatandskinny/0.011018019051991278,nofourthwall/0.04885701479157328,westernanimationofthe1990s/0.05753467843631778,cutewitch/0.04295010845986985,blackbeadeyes/0.024721448467966575,cartooncreature/0.04053109713487072,latinoamericanmedia/0.02874535001690903,alwaysabiggerfish/0.0249933528316937,brainlessbeauty/0.02985993535477913,telenovela/0.020610057708161583,goldensnitch/0.03941908713692946,seriesofthe1980s/0.04615019575275833,chineseseries/0.06778644271145771
