i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8
512,bob,0.0,0.07142857142857142,0.2857142857142857,0.14285714285714285,0.0,0.07142857142857142,0.14285714285714285,0.2857142857142857
513,bssupermariousa,0.037037037037037035,0.4074074074074074,0.07407407407407407,0.2222222222222222,0.07407407407407407,0.037037037037037035,0.0,0.14814814814814814
514,babaisyou,0.03773584905660377,0.3490566037735849,0.12264150943396226,0.330188679245283,0.05660377358490566,0.04716981132075472,0.02830188679245283,0.02830188679245283
515,babiesdreamofdeadworlds,0.10526315789473684,0.21052631578947367,0.05263157894736842,0.3684210526315789,0.15789473684210525,0.0,0.05263157894736842,0.05263157894736842
516,babyfelixhalloween,0.0,0.35714285714285715,0.23809523809523808,0.21428571428571427,0.0,0.047619047619047616,0.07142857142857142,0.07142857142857142
517,babysitterbloodbath,0.0,0.34782608695652173,0.043478260869565216,0.30434782608695654,0.13043478260869565,0.13043478260869565,0.0,0.043478260869565216
518,back4blood,0.0,0.3783783783783784,0.02702702702702703,0.21621621621621623,0.16216216216216217,0.10810810810810811,0.08108108108108109,0.02702702702702703
519,backin1995,0.0,0.25925925925925924,0.14814814814814814,0.2222222222222222,0.2222222222222222,0.07407407407407407,0.0,0.07407407407407407
520,backtobed,0.0,0.5555555555555556,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.2222222222222222
521,backtothefuture1986,0.15789473684210525,0.5263157894736842,0.05263157894736842,0.15789473684210525,0.0,0.05263157894736842,0.0,0.05263157894736842
522,backtothefuture1989,0.09090909090909091,0.45454545454545453,0.0,0.2727272727272727,0.06060606060606061,0.030303030303030304,0.0,0.09090909090909091
523,backtothefuturepartiiandiii,0.0,0.5357142857142857,0.14285714285714285,0.17857142857142858,0.10714285714285714,0.0,0.0,0.03571428571428571
524,backtothefuturethegame,0.09508196721311475,0.14754098360655737,0.02622950819672131,0.5704918032786885,0.12131147540983607,0.003278688524590164,0.01639344262295082,0.019672131147540985
525,backtothefuturezenstudios,0.0,0.4,0.2,0.1,0.0,0.0,0.0,0.3
526,backyardsports,0.13768115942028986,0.3007246376811594,0.07608695652173914,0.30434782608695654,0.05434782608695652,0.07608695652173914,0.018115942028985508,0.03260869565217391
527,baconmananadventure,0.0625,0.25,0.375,0.125,0.0,0.125,0.0,0.0625
528,baddayla,0.046153846153846156,0.24615384615384617,0.06153846153846154,0.47692307692307695,0.13846153846153847,0.015384615384615385,0.015384615384615385,0.0
529,baddayonthemidway,0.1,0.25,0.15,0.2,0.1,0.0,0.1,0.1
530,baddudes,0.07936507936507936,0.2857142857142857,0.09523809523809523,0.2857142857142857,0.0,0.14285714285714285,0.015873015873015872,0.09523809523809523
531,badmojo,0.022727272727272728,0.3181818181818182,0.06818181818181818,0.45454545454545453,0.09090909090909091,0.0,0.022727272727272728,0.022727272727272728
532,badnorth,0.0,0.38461538461538464,0.038461538461538464,0.07692307692307693,0.11538461538461539,0.34615384615384615,0.0,0.038461538461538464
533,badomen,0.0,0.2631578947368421,0.10526315789473684,0.47368421052631576,0.0,0.0,0.10526315789473684,0.05263157894736842
534,badpiggies,0.013157894736842105,0.40789473684210525,0.13157894736842105,0.25,0.039473684210526314,0.09210526315789473,0.013157894736842105,0.05263157894736842
535,badstreetbrawler,0.03333333333333333,0.3,0.13333333333333333,0.3,0.0,0.06666666666666667,0.0,0.16666666666666666
536,badtoys,0.0,0.5,0.125,0.1875,0.0625,0.125,0.0,0.0
537,badland,0.013157894736842105,0.4473684210526316,0.06578947368421052,0.23684210526315788,0.09210526315789473,0.09210526315789473,0.039473684210526314,0.013157894736842105
538,badlandbrawl,0.034482758620689655,0.5172413793103449,0.06896551724137931,0.06896551724137931,0.0,0.2413793103448276,0.0,0.06896551724137931
539,badlands,0.07692307692307693,0.46153846153846156,0.15384615384615385,0.23076923076923078,0.0,0.0,0.0,0.07692307692307693
540,bahamutlagoon,0.13043478260869565,0.18840579710144928,0.014492753623188406,0.2608695652173913,0.043478260869565216,0.2318840579710145,0.08695652173913043,0.043478260869565216
541,bakeryblitz,0.17073170731707318,0.1951219512195122,0.2682926829268293,0.1951219512195122,0.0,0.0975609756097561,0.04878048780487805,0.024390243902439025
542,bakubakuanimal,0.21428571428571427,0.21428571428571427,0.09523809523809523,0.30952380952380953,0.07142857142857142,0.047619047619047616,0.0,0.047619047619047616
543,balanwonderworld,0.0660377358490566,0.3113207547169811,0.10377358490566038,0.330188679245283,0.0660377358490566,0.0660377358490566,0.018867924528301886,0.03773584905660377
544,baldisbasicsineducationandlearning,0.0625,0.296875,0.09375,0.3984375,0.0625,0.015625,0.0234375,0.046875
545,baldrforce,0.045454545454545456,0.13636363636363635,0.0,0.45454545454545453,0.13636363636363635,0.045454545454545456,0.09090909090909091,0.09090909090909091
546,baldursgate,0.083596214511041,0.16876971608832808,0.056782334384858045,0.4353312302839117,0.1167192429022082,0.07728706624605679,0.03785488958990536,0.02365930599369085
547,baldursgateii,0.09022556390977443,0.13345864661654136,0.06578947368421052,0.4605263157894737,0.11090225563909774,0.07894736842105263,0.041353383458646614,0.018796992481203006
548,baldursgateiii,0.0410958904109589,0.1917808219178082,0.0684931506849315,0.4041095890410959,0.0958904109589041,0.08904109589041095,0.08904109589041095,0.02054794520547945
549,ballisticng,0.0,0.4431818181818182,0.13636363636363635,0.125,0.03409090909090909,0.17045454545454544,0.045454545454545456,0.045454545454545456
550,balloonfight,0.0,0.5111111111111111,0.26666666666666666,0.08888888888888889,0.0,0.022222222222222223,0.0,0.1111111111111111
551,balloonkid,0.05357142857142857,0.48214285714285715,0.23214285714285715,0.08928571428571429,0.03571428571428571,0.0,0.03571428571428571,0.07142857142857142
552,ballpointuniverseinfinite,0.0,0.3269230769230769,0.07692307692307693,0.23076923076923078,0.09615384615384616,0.17307692307692307,0.057692307692307696,0.038461538461538464
553,ballsofsteel,0.034482758620689655,0.3103448275862069,0.13793103448275862,0.2413793103448276,0.034482758620689655,0.034482758620689655,0.06896551724137931,0.13793103448275862
554,ballz,0.06666666666666667,0.3333333333333333,0.06666666666666667,0.23333333333333334,0.03333333333333333,0.16666666666666666,0.0,0.1
555,balmungcycle,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.2777777777777778,0.1111111111111111,0.05555555555555555,0.0,0.1111111111111111
556,balthazarsdream,0.0,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.07692307692307693,0.0,0.0,0.23076923076923078
557,bandcampboyfriend,0.1935483870967742,0.16129032258064516,0.03225806451612903,0.5161290322580645,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0
558,bangdreamgirlsbandparty,0.11392405063291139,0.34177215189873417,0.05063291139240506,0.3291139240506329,0.0379746835443038,0.08860759493670886,0.012658227848101266,0.02531645569620253
559,bangaio,0.07526881720430108,0.41935483870967744,0.06451612903225806,0.23655913978494625,0.021505376344086023,0.0967741935483871,0.07526881720430108,0.010752688172043012
560,banished,0.20833333333333334,0.1875,0.020833333333333332,0.4375,0.020833333333333332,0.0,0.0625,0.0625
561,banjokazooie,0.07854984894259819,0.270392749244713,0.13595166163141995,0.3610271903323263,0.05891238670694864,0.04833836858006042,0.02416918429003021,0.022658610271903322
562,banjokazooiegruntysrevenge,0.045454545454545456,0.3787878787878788,0.19696969696969696,0.24242424242424243,0.045454545454545456,0.045454545454545456,0.030303030303030304,0.015151515151515152
563,bankpanic,0.0,0.4117647058823529,0.058823529411764705,0.29411764705882354,0.11764705882352941,0.0,0.0,0.11764705882352941
564,bannerofthemaid,0.2,0.088,0.032,0.432,0.064,0.136,0.016,0.032
565,banzaipecan,0.2302158273381295,0.2589928057553957,0.1223021582733813,0.23741007194244604,0.007194244604316547,0.09352517985611511,0.0,0.050359712230215826
566,baroasis,0.22807017543859648,0.15789473684210525,0.08771929824561403,0.43859649122807015,0.03508771929824561,0.0,0.0,0.05263157894736842
567,baraduke,0.06060606060606061,0.45454545454545453,0.06060606060606061,0.15151515151515152,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.09090909090909091
568,barbariantheultimatewarrior,0.12,0.28,0.08,0.24,0.0,0.08,0.08,0.12
569,barbie1991,0.0,0.46153846153846156,0.15384615384615385,0.38461538461538464,0.0,0.0,0.0,0.0
570,barbieasrapunzel,0.15789473684210525,0.05263157894736842,0.05263157894736842,0.6842105263157895,0.05263157894736842,0.0,0.0,0.0
571,bargonattack,0.0,0.5,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666
572,barkerbillstrickshooting,0.3333333333333333,0.5,0.0,0.0,0.0,0.16666666666666666,0.0,0.0
573,barkley2curseofcuchulainn,0.0,0.55,0.1,0.15,0.0,0.05,0.05,0.1
574,barneysplat,0.043478260869565216,0.17391304347826086,0.043478260869565216,0.5217391304347826,0.08695652173913043,0.043478260869565216,0.0,0.08695652173913043
575,barony,0.007633587786259542,0.4351145038167939,0.11450381679389313,0.183206106870229,0.022900763358778626,0.13740458015267176,0.05343511450381679,0.04580152671755725
576,baroque,0.03636363636363636,0.2818181818181818,0.08181818181818182,0.32727272727272727,0.14545454545454545,0.045454545454545456,0.045454545454545456,0.03636363636363636
577,barrowhill,0.0,0.18867924528301888,0.11320754716981132,0.3018867924528302,0.2830188679245283,0.018867924528301886,0.018867924528301886,0.07547169811320754
578,basingstoke,0.0,0.36363636363636365,0.045454545454545456,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.0,0.18181818181818182
579,basketballnightmare,0.07692307692307693,0.3076923076923077,0.07692307692307693,0.23076923076923078,0.0,0.07692307692307693,0.0,0.23076923076923078
580,bastardbonds,0.025,0.2,0.075,0.125,0.075,0.35,0.125,0.025
581,bastion,0.04477611940298507,0.19402985074626866,0.06716417910447761,0.417910447761194,0.10074626865671642,0.10820895522388059,0.041044776119402986,0.026119402985074626
582,batenkaitos,0.05665024630541872,0.19704433497536947,0.05665024630541872,0.41379310344827586,0.10837438423645321,0.10344827586206896,0.03694581280788178,0.027093596059113302
583,batmanarkhamasylum,0.07335907335907337,0.18146718146718147,0.0637065637065637,0.4613899613899614,0.13320463320463322,0.04633204633204633,0.023166023166023165,0.017374517374517374
584,batmanarkhamcity,0.0927536231884058,0.17101449275362318,0.05652173913043478,0.4855072463768116,0.12028985507246377,0.04057971014492753,0.01884057971014493,0.014492753623188406
585,batmanarkhamknight,0.08538587848932677,0.13628899835796388,0.03940886699507389,0.5155993431855501,0.13957307060755336,0.047619047619047616,0.022988505747126436,0.013136288998357963
586,batmanarkhamorigins,0.07510729613733906,0.15450643776824036,0.04935622317596566,0.5300429184549357,0.12017167381974249,0.032188841201716736,0.023605150214592276,0.015021459227467811
587,batmanarkhamoriginsblackgate,0.05660377358490566,0.3584905660377358,0.07547169811320754,0.32075471698113206,0.11320754716981132,0.018867924528301886,0.018867924528301886,0.03773584905660377
588,batmanarkhamseries,0.07667731629392971,0.18210862619808307,0.04472843450479233,0.46006389776357826,0.134185303514377,0.054313099041533544,0.025559105431309903,0.022364217252396165
589,batmanarkhamunderworld,0.11764705882352941,0.23529411764705882,0.0,0.47058823529411764,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0
590,batmanarkhamvr,0.022222222222222223,0.24444444444444444,0.022222222222222223,0.5555555555555556,0.1111111111111111,0.022222222222222223,0.0,0.022222222222222223
591,batmanbegins,0.05405405405405406,0.3783783783783784,0.05405405405405406,0.32432432432432434,0.10810810810810811,0.02702702702702703,0.0,0.05405405405405406
592,batmandarktomorrow,0.1232876712328767,0.3424657534246575,0.0410958904109589,0.3561643835616438,0.0410958904109589,0.0273972602739726,0.0273972602739726,0.0410958904109589
593,batmanriseofsintzu,0.08108108108108109,0.2702702702702703,0.05405405405405406,0.40540540540540543,0.05405405405405406,0.10810810810810811,0.0,0.02702702702702703
594,batmansunsoft,0.0136986301369863,0.4657534246575342,0.136986301369863,0.2191780821917808,0.0,0.0821917808219178,0.0273972602739726,0.0547945205479452
595,batmanthetelltaleseries,0.09090909090909091,0.14335664335664336,0.04895104895104895,0.5699300699300699,0.0979020979020979,0.013986013986013986,0.024475524475524476,0.01048951048951049
596,batmanvengeance,0.03896103896103896,0.2987012987012987,0.09090909090909091,0.4025974025974026,0.025974025974025976,0.07792207792207792,0.012987012987012988,0.05194805194805195
597,battlearenatoshinden,0.12,0.29,0.05,0.3,0.05,0.13,0.0,0.06
598,battlebears,0.10112359550561797,0.25842696629213485,0.07865168539325842,0.449438202247191,0.0449438202247191,0.033707865168539325,0.02247191011235955,0.011235955056179775
599,battlebearsgold,0.0,0.4,0.1,0.15,0.0,0.3,0.05,0.0
600,battlebeavers,0.0,0.25,0.25,0.08333333333333333,0.0,0.16666666666666666,0.0,0.25
601,battlebrothers,0.014184397163120567,0.24113475177304963,0.04964539007092199,0.3262411347517731,0.1276595744680851,0.15602836879432624,0.05673758865248227,0.028368794326241134
602,battlecapacity,0.022727272727272728,0.22727272727272727,0.045454545454545456,0.29545454545454547,0.022727272727272728,0.2727272727272727,0.022727272727272728,0.09090909090909091
603,battlechasersnightwar,0.056338028169014086,0.28169014084507044,0.15492957746478872,0.15492957746478872,0.0,0.29577464788732394,0.056338028169014086,0.0
604,battlechefbrigade,0.21621621621621623,0.13513513513513514,0.05405405405405406,0.24324324324324326,0.05405405405405406,0.16216216216216217,0.05405405405405406,0.08108108108108109
605,battlecircuit,0.14285714285714285,0.2967032967032967,0.13186813186813187,0.2087912087912088,0.02197802197802198,0.14285714285714285,0.01098901098901099,0.04395604395604396
606,battlecity,0.0,0.6666666666666666,0.12121212121212122,0.030303030303030304,0.0,0.030303030303030304,0.030303030303030304,0.12121212121212122
607,battleclash,0.09210526315789473,0.24342105263157895,0.06578947368421052,0.3157894736842105,0.06578947368421052,0.11842105263157894,0.07236842105263158,0.02631578947368421
608,battlecryvideogame,0.07692307692307693,0.15384615384615385,0.0,0.46153846153846156,0.15384615384615385,0.11538461538461539,0.038461538461538464,0.0
609,battledawn,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0
610,battleengineaquila,0.0,0.275,0.025,0.175,0.0,0.125,0.325,0.075
611,battlegaregga,0.024390243902439025,0.47560975609756095,0.07317073170731707,0.08536585365853659,0.036585365853658534,0.15853658536585366,0.08536585365853659,0.06097560975609756
612,battlegirl,0.07692307692307693,0.3076923076923077,0.07692307692307693,0.07692307692307693,0.23076923076923078,0.11538461538461539,0.0,0.11538461538461539
613,battlegirlhighschool,0.25,0.31666666666666665,0.016666666666666666,0.1,0.03333333333333333,0.25,0.016666666666666666,0.016666666666666666
614,battlegoddess,0.2413793103448276,0.06896551724137931,0.0,0.4827586206896552,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.06896551724137931
615,battlekroad,0.16666666666666666,0.3,0.23333333333333334,0.1,0.0,0.06666666666666667,0.03333333333333333,0.1
616,battlekid2mountainoftorment,0.0136986301369863,0.5616438356164384,0.1506849315068493,0.1506849315068493,0.0273972602739726,0.0273972602739726,0.0410958904109589,0.0273972602739726
617,battlekidfortressofperil,0.02,0.52,0.12,0.22,0.0,0.06,0.02,0.04
618,battlemonsters,0.11363636363636363,0.18181818181818182,0.13636363636363635,0.3181818181818182,0.0,0.1590909090909091,0.0,0.09090909090909091
619,battleofthesands,0.0,0.35294117647058826,0.0,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.29411764705882354,0.058823529411764705
620,battleprincessmadelyn,0.034482758620689655,0.4482758620689655,0.06896551724137931,0.2413793103448276,0.034482758620689655,0.034482758620689655,0.0,0.13793103448275862
621,battlerealms,0.0641025641025641,0.19230769230769232,0.07692307692307693,0.3141025641025641,0.038461538461538464,0.21794871794871795,0.08333333333333333,0.01282051282051282
622,battleroyaleio,0.0,0.5333333333333333,0.06666666666666667,0.06666666666666667,0.1,0.1,0.03333333333333333,0.1
623,battlesquadron,0.0,0.375,0.125,0.125,0.0,0.0625,0.125,0.1875
624,battletanx,0.04424778761061947,0.2920353982300885,0.061946902654867256,0.25663716814159293,0.08849557522123894,0.10619469026548672,0.12389380530973451,0.02654867256637168
625,battletech,0.03943661971830986,0.21690140845070421,0.03943661971830986,0.36619718309859156,0.1267605633802817,0.12394366197183099,0.07887323943661972,0.008450704225352112
626,battletoads2020,0.08450704225352113,0.14084507042253522,0.04225352112676056,0.5915492957746479,0.08450704225352113,0.028169014084507043,0.0,0.028169014084507043
627,battlezone1998,0.030303030303030304,0.29004329004329005,0.04329004329004329,0.3203463203463203,0.09090909090909091,0.06060606060606061,0.14285714285714285,0.021645021645021644
628,battleborn,0.1,0.17352941176470588,0.06764705882352941,0.31176470588235294,0.11176470588235295,0.08235294117647059,0.1264705882352941,0.026470588235294117
629,battlefield,0.01646090534979424,0.30864197530864196,0.09053497942386832,0.3045267489711934,0.07407407407407407,0.09876543209876543,0.08641975308641975,0.0205761316872428
630,battlefield1,0.028112449799196786,0.24497991967871485,0.05220883534136546,0.37349397590361444,0.13253012048192772,0.08433734939759036,0.07228915662650602,0.012048192771084338
631,battlefield2042,0.0,0.18518518518518517,0.07407407407407407,0.3148148148148148,0.12962962962962962,0.14814814814814814,0.1111111111111111,0.037037037037037035
632,battlefield2142,0.0,0.2857142857142857,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.20238095238095238,0.16666666666666666,0.05952380952380952
633,battlefield3,0.013100436681222707,0.2925764192139738,0.0611353711790393,0.388646288209607,0.11353711790393013,0.07860262008733625,0.043668122270742356,0.008733624454148471
634,battlefield4,0.023391812865497075,0.2982456140350877,0.05847953216374269,0.38596491228070173,0.10526315789473684,0.08187134502923976,0.03508771929824561,0.011695906432748537
635,battlefieldhardline,0.03529411764705882,0.27058823529411763,0.023529411764705882,0.38823529411764707,0.12941176470588237,0.08235294117647059,0.058823529411764705,0.011764705882352941
636,battlefieldheroes,0.047619047619047616,0.3333333333333333,0.07142857142857142,0.29365079365079366,0.031746031746031744,0.1746031746031746,0.047619047619047616,0.0
637,battlefieldplay4free,0.014705882352941176,0.38235294117647056,0.058823529411764705,0.23529411764705882,0.058823529411764705,0.20588235294117646,0.04411764705882353,0.0
638,battlefieldv,0.024096385542168676,0.3253012048192771,0.012048192771084338,0.42168674698795183,0.10843373493975904,0.024096385542168676,0.08433734939759036,0.0
639,battlefleetgothicarmada2,0.018633540372670808,0.2608695652173913,0.024844720496894408,0.3167701863354037,0.11180124223602485,0.10559006211180125,0.14906832298136646,0.012422360248447204
640,battlefleetgothicleviathan,0.0,0.19047619047619047,0.0,0.14285714285714285,0.09523809523809523,0.19047619047619047,0.3333333333333333,0.047619047619047616
641,battlepointio,0.0,0.3684210526315789,0.05263157894736842,0.21052631578947367,0.05263157894736842,0.21052631578947367,0.05263157894736842,0.05263157894736842
642,battlerite,0.023809523809523808,0.35714285714285715,0.03571428571428571,0.2619047619047619,0.011904761904761904,0.19047619047619047,0.047619047619047616,0.07142857142857142
643,battleshipcraft,0.0,0.2857142857142857,0.0,0.2857142857142857,0.0,0.14285714285714285,0.2857142857142857,0.0
644,battlestargalacticadeadlock,0.0425531914893617,0.3617021276595745,0.0,0.19148936170212766,0.02127659574468085,0.1702127659574468,0.19148936170212766,0.02127659574468085
645,battlestargalacticaonline,0.0,0.3898305084745763,0.06779661016949153,0.1016949152542373,0.01694915254237288,0.2033898305084746,0.1864406779661017,0.03389830508474576
646,battlestationspacific,0.0,0.20833333333333334,0.041666666666666664,0.3541666666666667,0.10416666666666667,0.10416666666666667,0.16666666666666666,0.020833333333333332
647,battlezone1980,0.0,0.5217391304347826,0.08695652173913043,0.13043478260869565,0.0,0.0,0.08695652173913043,0.17391304347826086
648,battlezone2006,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
649,bayonetta,0.11045655375552282,0.21354933726067746,0.08689248895434462,0.37260677466863035,0.07658321060382917,0.09572901325478646,0.01914580265095729,0.025036818851251842
650,bayonetta2,0.10140845070422536,0.24225352112676057,0.07887323943661972,0.38873239436619716,0.07042253521126761,0.08169014084507042,0.014084507042253521,0.022535211267605635
651,bayonetta3,0.07692307692307693,0.2692307692307692,0.057692307692307696,0.34615384615384615,0.0,0.1346153846153846,0.0,0.11538461538461539
652,beaconpines,0.0,0.0,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.0,0.0,0.14285714285714285
653,bearandbreakfast,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.5
654,bearzerkers,0.0,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.0,0.07142857142857142,0.14285714285714285
655,beastbreaker,0.0,0.5,0.15789473684210525,0.07894736842105263,0.0,0.13157894736842105,0.02631578947368421,0.10526315789473684
656,beastbusters,0.07692307692307693,0.2692307692307692,0.11538461538461539,0.15384615384615385,0.19230769230769232,0.11538461538461539,0.038461538461538464,0.038461538461538464
657,beatcop,0.08888888888888889,0.13333333333333333,0.044444444444444446,0.5111111111111111,0.15555555555555556,0.0,0.06666666666666667,0.0
658,beatdownfistsofvengeance,0.05434782608695652,0.2717391304347826,0.03260869565217391,0.40217391304347827,0.13043478260869565,0.07608695652173914,0.010869565217391304,0.021739130434782608
659,beathazard,0.0,0.45901639344262296,0.06557377049180328,0.18032786885245902,0.03278688524590164,0.18032786885245902,0.03278688524590164,0.04918032786885246
660,beatsaber,0.0,0.5416666666666666,0.041666666666666664,0.25,0.0,0.08333333333333333,0.0,0.08333333333333333
661,beatmania,0.08374384236453201,0.39901477832512317,0.054187192118226604,0.3448275862068966,0.014778325123152709,0.07389162561576355,0.009852216748768473,0.019704433497536946
662,beautifuldesolation,0.0,0.18181818181818182,0.09090909090909091,0.45454545454545453,0.045454545454545456,0.0,0.09090909090909091,0.13636363636363635
663,beautyandthebeastintellivision,0.0,0.4444444444444444,0.3333333333333333,0.0,0.0,0.0,0.0,0.2222222222222222
664,beemoviegame,0.0,0.35714285714285715,0.21428571428571427,0.42857142857142855,0.0,0.0,0.0,0.0
665,beesimulator,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.5714285714285714
666,beeswarmsimulator,0.06329113924050633,0.379746835443038,0.10126582278481013,0.34177215189873417,0.05063291139240506,0.05063291139240506,0.012658227848101266,0.0
667,beetleadventureracing,0.0,0.5,0.28125,0.1875,0.0,0.03125,0.0,0.0
668,beetlejuice,0.09302325581395349,0.3953488372093023,0.16279069767441862,0.13953488372093023,0.0,0.06976744186046512,0.023255813953488372,0.11627906976744186
669,beforecrisis,0.04285714285714286,0.2571428571428571,0.014285714285714285,0.45714285714285713,0.07142857142857142,0.05714285714285714,0.04285714285714286,0.05714285714285714
670,beglitched,0.0,0.34375,0.15625,0.28125,0.03125,0.125,0.0,0.0625
671,behindthescreen,0.041666666666666664,0.20833333333333334,0.08333333333333333,0.16666666666666666,0.041666666666666664,0.25,0.041666666666666664,0.16666666666666666
672,beholder,0.06315789473684211,0.17894736842105263,0.010526315789473684,0.5157894736842106,0.17894736842105263,0.021052631578947368,0.0,0.031578947368421054
673,beholder2,0.0,0.08571428571428572,0.0,0.7142857142857143,0.2,0.0,0.0,0.0
674,belladonna,0.125,0.15625,0.0625,0.375,0.25,0.0,0.0,0.03125
675,benanded,0.06060606060606061,0.30303030303030304,0.030303030303030304,0.42424242424242425,0.15151515151515152,0.030303030303030304,0.0,0.0
676,bentheredanthat,0.04411764705882353,0.19117647058823528,0.04411764705882353,0.5588235294117647,0.11764705882352941,0.0,0.029411764705882353,0.014705882352941176
677,bendyinnightmarerun,0.05660377358490566,0.2830188679245283,0.20754716981132076,0.22641509433962265,0.03773584905660377,0.1509433962264151,0.0,0.03773584905660377
678,beneathasteelsky,0.06875,0.175,0.04375,0.49375,0.14375,0.0,0.04375,0.03125
679,berenstainbearscampingadventure,0.0,0.5272727272727272,0.2545454545454545,0.09090909090909091,0.03636363636363636,0.03636363636363636,0.0,0.05454545454545454
680,berlandthecandyhouse,0.16279069767441862,0.046511627906976744,0.0,0.627906976744186,0.16279069767441862,0.0,0.0,0.0
681,berserkandthebandofthehawk,0.12,0.264,0.064,0.272,0.048,0.152,0.024,0.056
682,berserkmillenniumfalconhenseimasenkinosho,0.02564102564102564,0.358974358974359,0.08974358974358974,0.21794871794871795,0.038461538461538464,0.1794871794871795,0.01282051282051282,0.07692307692307693
683,berzerk,0.03508771929824561,0.2807017543859649,0.08771929824561403,0.2982456140350877,0.07017543859649122,0.07017543859649122,0.08771929824561403,0.07017543859649122
684,bestfriendforever,0.125,0.25,0.125,0.5,0.0,0.0,0.0,0.0
685,betrayer,0.018867924528301886,0.37735849056603776,0.018867924528301886,0.3018867924528302,0.11320754716981132,0.11320754716981132,0.03773584905660377,0.018867924528301886
686,bevelspaiting,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
687,beyondeyes,0.041666666666666664,0.3333333333333333,0.041666666666666664,0.3333333333333333,0.16666666666666666,0.041666666666666664,0.041666666666666664,0.0
688,beyondgoodandevil,0.07758620689655173,0.25862068965517243,0.07471264367816093,0.3879310344827586,0.0603448275862069,0.05459770114942529,0.05459770114942529,0.031609195402298854
689,beyondoasis,0.016129032258064516,0.4032258064516129,0.04838709677419355,0.16129032258064516,0.04838709677419355,0.20967741935483872,0.03225806451612903,0.08064516129032258
690,beyondskyrim,0.011494252873563218,0.2413793103448276,0.08045977011494253,0.3563218390804598,0.13793103448275862,0.06896551724137931,0.05747126436781609,0.04597701149425287
691,beyondthebeyond,0.05333333333333334,0.24,0.06666666666666667,0.28,0.04,0.21333333333333335,0.05333333333333334,0.05333333333333334
692,beyondthetitanic,0.0,0.25,0.0,0.375,0.0,0.0,0.0,0.375
693,beyondtwosouls,0.08943089430894309,0.12601626016260162,0.052845528455284556,0.540650406504065,0.13821138211382114,0.016260162601626018,0.012195121951219513,0.024390243902439025
694,bientotlete,0.08333333333333333,0.25,0.0,0.4166666666666667,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333
695,bigbrainacademy,0.0,0.5384615384615384,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.3076923076923077
696,bigfight,0.2127659574468085,0.2765957446808511,0.0425531914893617,0.14893617021276595,0.0,0.2553191489361702,0.0,0.06382978723404255
697,bigfuninfurbyland,0.047619047619047616,0.42857142857142855,0.38095238095238093,0.0,0.0,0.047619047619047616,0.047619047619047616,0.047619047619047616
698,bigpharma,0.0,0.3333333333333333,0.0,0.4444444444444444,0.0,0.0,0.0,0.2222222222222222
699,bigrigsovertheroadracing,0.0,0.30158730158730157,0.07936507936507936,0.4603174603174603,0.015873015873015872,0.031746031746031744,0.07936507936507936,0.031746031746031744
700,biingsexintrigenundskalpelle,0.15384615384615385,0.2692307692307692,0.0,0.34615384615384615,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693
701,bik,0.09302325581395349,0.2558139534883721,0.06976744186046512,0.27906976744186046,0.06976744186046512,0.023255813953488372,0.11627906976744186,0.09302325581395349
702,billnyethescienceguystoptherock,0.0,0.4642857142857143,0.07142857142857142,0.35714285714285715,0.03571428571428571,0.0,0.03571428571428571,0.03571428571428571
703,billiebustup,0.0,0.07142857142857142,0.35714285714285715,0.21428571428571427,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.14285714285714285
704,billyhatcherandthegiantegg,0.05442176870748299,0.30612244897959184,0.23809523809523808,0.2108843537414966,0.0,0.10884353741496598,0.04081632653061224,0.04081632653061224
705,binarydomain,0.06880733944954129,0.15137614678899083,0.022935779816513763,0.45871559633027525,0.13761467889908258,0.05045871559633028,0.0871559633027523,0.022935779816513763
706,binkyshow,0.0,0.38461538461538464,0.15384615384615385,0.0,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.15384615384615385
