i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7
9203,thestrangecalls,0.34545454545454546,0.03636363636363636,0.45454545454545453,0.03636363636363636,0.03636363636363636,0.01818181818181818,0.07272727272727272
9204,thestreet,0.23214285714285715,0.10714285714285714,0.5714285714285714,0.017857142857142856,0.03571428571428571,0.017857142857142856,0.017857142857142856
9205,thestreetbbc,0.038461538461538464,0.038461538461538464,0.6923076923076923,0.07692307692307693,0.0,0.038461538461538464,0.11538461538461539
9206,thestreetsofsanfrancisco,0.22972972972972974,0.10810810810810811,0.5405405405405406,0.05405405405405406,0.013513513513513514,0.013513513513513514,0.04054054054054054
9207,thestudiokshow,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.35714285714285715,0.14285714285714285,0.0
9208,thesuitelifeofzackandcody,0.2673434856175973,0.04230118443316413,0.5160744500846024,0.06937394247038917,0.07106598984771574,0.01353637901861252,0.02030456852791878
9209,thesunnysideupshow,0.23076923076923078,0.14102564102564102,0.38461538461538464,0.15384615384615385,0.0641025641025641,0.0,0.02564102564102564
9210,thesupersizerseat,0.22784810126582278,0.0759493670886076,0.5949367088607594,0.05063291139240506,0.02531645569620253,0.012658227848101266,0.012658227848101266
9211,thesurreallife,0.325,0.075,0.5,0.075,0.0,0.0,0.025
9212,theswampfox,0.09090909090909091,0.06818181818181818,0.5681818181818182,0.13636363636363635,0.06818181818181818,0.022727272727272728,0.045454545454545456
9213,thesweeney,0.18811881188118812,0.09900990099009901,0.5742574257425742,0.0594059405940594,0.0297029702970297,0.009900990099009901,0.039603960396039604
9214,thetelevisionghost,0.25,0.3333333333333333,0.25,0.16666666666666666,0.0,0.0,0.0
9215,thetemptations,0.06666666666666667,0.13333333333333333,0.6,0.13333333333333333,0.0,0.0,0.06666666666666667
9216,thetenthkingdom,0.22018348623853212,0.021406727828746176,0.5351681957186545,0.09785932721712538,0.09174311926605505,0.021406727828746176,0.012232415902140673
9217,theterror,0.2356020942408377,0.020942408376963352,0.5130890052356021,0.06806282722513089,0.1256544502617801,0.015706806282722512,0.020942408376963352
9218,theterrorinfamy,0.16939890710382513,0.0273224043715847,0.5792349726775956,0.08743169398907104,0.07650273224043716,0.0,0.060109289617486336
9219,thetester,0.15789473684210525,0.10526315789473684,0.5789473684210527,0.05263157894736842,0.10526315789473684,0.0,0.0
9220,thethickofit,0.30423940149625933,0.0399002493765586,0.5286783042394015,0.0798004987531172,0.022443890274314215,0.004987531172069825,0.0199501246882793
9221,thethinblueline,0.3248407643312102,0.025477707006369428,0.535031847133758,0.03821656050955414,0.025477707006369428,0.006369426751592357,0.044585987261146494
9222,thethirdday,0.24390243902439024,0.04878048780487805,0.6341463414634146,0.04878048780487805,0.0,0.0,0.024390243902439025
9223,thethreeheroesandfivegallants,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.5555555555555556
9224,thethundermans,0.23046875,0.03515625,0.5,0.1015625,0.08203125,0.03125,0.01953125
9225,thetick2001,0.2391304347826087,0.07608695652173914,0.41304347826086957,0.06521739130434782,0.14130434782608695,0.021739130434782608,0.043478260869565216
9226,thetick2016,0.2712765957446808,0.02127659574468085,0.5053191489361702,0.0797872340425532,0.09574468085106383,0.015957446808510637,0.010638297872340425
9227,thetimeinbetween,0.2,0.0,0.4,0.2,0.1,0.0,0.1
9228,thetimetunnel,0.1623931623931624,0.05128205128205128,0.5213675213675214,0.1282051282051282,0.10256410256410256,0.02564102564102564,0.008547008547008548
9229,thetomgreenshow,0.35714285714285715,0.14285714285714285,0.5,0.0,0.0,0.0,0.0
9230,thetomorrowpeople1973,0.21323529411764705,0.0661764705882353,0.40441176470588236,0.11764705882352941,0.13970588235294118,0.058823529411764705,0.0
9231,thetomorrowpeople2013,0.19444444444444445,0.020833333333333332,0.5347222222222222,0.1111111111111111,0.125,0.006944444444444444,0.006944444444444444
9232,thetonightshow,0.3142857142857143,0.09714285714285714,0.3942857142857143,0.08571428571428572,0.08571428571428572,0.011428571428571429,0.011428571428571429
9233,thetonightshowstarringjimmyfallon,0.3723404255319149,0.07446808510638298,0.425531914893617,0.09574468085106383,0.02127659574468085,0.0,0.010638297872340425
9234,thetonightshowstarringjohnnycarson,0.33613445378151263,0.08403361344537816,0.44537815126050423,0.058823529411764705,0.03361344537815126,0.01680672268907563,0.025210084033613446
9235,thetonightshowwithconanobrien,0.3113207547169811,0.10377358490566038,0.4339622641509434,0.05660377358490566,0.018867924528301886,0.02830188679245283,0.04716981132075472
9236,thetonightshowwithjayleno,0.3157894736842105,0.14035087719298245,0.45614035087719296,0.03508771929824561,0.017543859649122806,0.017543859649122806,0.017543859649122806
9237,thetonyrandallshow,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0
9238,thetorkelsons,0.40336134453781514,0.025210084033613446,0.4957983193277311,0.03361344537815126,0.025210084033613446,0.0,0.01680672268907563
9239,thetraceyullmanshow,0.2608695652173913,0.0782608695652174,0.43478260869565216,0.0782608695652174,0.08695652173913043,0.034782608695652174,0.02608695652173913
9240,thetransporter,0.3157894736842105,0.05263157894736842,0.47368421052631576,0.05263157894736842,0.05263157894736842,0.0,0.05263157894736842
9241,thetribe,0.18620689655172415,0.027586206896551724,0.5724137931034483,0.1103448275862069,0.05517241379310345,0.020689655172413793,0.027586206896551724
9242,thetrip,0.24324324324324326,0.05405405405405406,0.5135135135135135,0.05405405405405406,0.05405405405405406,0.0,0.08108108108108109
9243,thetroop,0.1643835616438356,0.0547945205479452,0.5068493150684932,0.1095890410958904,0.1232876712328767,0.0273972602739726,0.0136986301369863
9244,thetruthaboutkillerdinosaurs,0.13043478260869565,0.13043478260869565,0.2608695652173913,0.21739130434782608,0.17391304347826086,0.08695652173913043,0.0
9245,thetudors,0.24,0.02,0.6,0.064,0.032,0.016,0.028
9246,thetunnel,0.09523809523809523,0.07936507936507936,0.6666666666666666,0.047619047619047616,0.031746031746031744,0.0,0.07936507936507936
9247,thetwilightzone1959,0.1737891737891738,0.02564102564102564,0.4772079772079772,0.12962962962962962,0.14245014245014245,0.037037037037037035,0.014245014245014245
9248,thetwilightzone1985,0.1900647948164147,0.03023758099352052,0.46004319654427644,0.1079913606911447,0.14038876889848811,0.04967602591792657,0.02159827213822894
9249,thetwilightzone2002,0.17901234567901234,0.04938271604938271,0.5246913580246914,0.16049382716049382,0.037037037037037035,0.018518518518518517,0.030864197530864196
9250,thetwilightzone2019,0.16842105263157894,0.06315789473684211,0.5473684210526316,0.11578947368421053,0.07368421052631578,0.021052631578947368,0.010526315789473684
9251,theultimatefighter,0.3764705882352941,0.047058823529411764,0.43529411764705883,0.07058823529411765,0.03529411764705882,0.0,0.03529411764705882
9252,theumbrellaacademy2019,0.20491803278688525,0.03278688524590164,0.5,0.11475409836065574,0.0860655737704918,0.036885245901639344,0.02459016393442623
9253,theuncannycounter,0.2857142857142857,0.0,0.5714285714285714,0.047619047619047616,0.047619047619047616,0.0,0.047619047619047616
9254,theundateables,0.125,0.25,0.5,0.0,0.0,0.0,0.125
9255,theundoing,0.2631578947368421,0.21052631578947367,0.3684210526315789,0.0,0.0,0.0,0.15789473684210525
9256,theunicorn,0.26666666666666666,0.2,0.3333333333333333,0.0,0.0,0.0,0.2
9257,theunit,0.18115942028985507,0.036231884057971016,0.572463768115942,0.07971014492753623,0.050724637681159424,0.0,0.07971014492753623
