i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13
2753,legostarwarsthefreemakeradventures,0.21739130434782608,0.034782608695652174,0.2956521739130435,0.0782608695652174,0.1565217391304348,0.034782608695652174,0.05217391304347826,0.08695652173913043,0.008695652173913044,0.017391304347826087,0.0,0.017391304347826087,0.0
2754,legostarwarstheyodachronicles,0.1,0.08333333333333333,0.2833333333333333,0.13333333333333333,0.1,0.03333333333333333,0.05,0.11666666666666667,0.016666666666666666,0.03333333333333333,0.0,0.05,0.0
2755,lalinea,0.0,0.125,0.25,0.0625,0.0,0.0,0.0625,0.1875,0.0,0.0625,0.0625,0.1875,0.0
2756,ladylovelylocks,0.08080808080808081,0.12121212121212122,0.12121212121212122,0.1414141414141414,0.25252525252525254,0.020202020202020204,0.04040404040404041,0.10101010101010101,0.04040404040404041,0.020202020202020204,0.030303030303030304,0.030303030303030304,0.0
2757,laffalympics,0.125,0.10714285714285714,0.13392857142857142,0.16964285714285715,0.15178571428571427,0.008928571428571428,0.008928571428571428,0.17857142857142858,0.008928571428571428,0.017857142857142856,0.008928571428571428,0.08035714285714286,0.0
2758,larryboythecartoonadventures,0.11428571428571428,0.05714285714285714,0.22857142857142856,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.02857142857142857,0.02857142857142857,0.0,0.11428571428571428,0.0
2759,lascars,0.05263157894736842,0.10526315789473684,0.15789473684210525,0.10526315789473684,0.0,0.0,0.05263157894736842,0.15789473684210525,0.0,0.15789473684210525,0.0,0.15789473684210525,0.05263157894736842
2760,lavendercastle,0.09090909090909091,0.09090909090909091,0.030303030303030304,0.15151515151515152,0.2727272727272727,0.0,0.12121212121212122,0.09090909090909091,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.06060606060606061,0.0
2761,lazertagacademy,0.0,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.21428571428571427,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.0,0.21428571428571427,0.0
2762,lazorwulf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333
2763,leagueofsuperevil,0.10843373493975904,0.060240963855421686,0.1927710843373494,0.15060240963855423,0.16265060240963855,0.030120481927710843,0.05421686746987952,0.10843373493975904,0.012048192771084338,0.05421686746987952,0.030120481927710843,0.030120481927710843,0.006024096385542169
2764,legendofthedragon,0.07407407407407407,0.18518518518518517,0.20987654320987653,0.14814814814814814,0.16049382716049382,0.04938271604938271,0.012345679012345678,0.04938271604938271,0.024691358024691357,0.012345679012345678,0.024691358024691357,0.04938271604938271,0.0
2765,legendofthethreecaballeros,0.09433962264150944,0.06289308176100629,0.18238993710691823,0.11949685534591195,0.2138364779874214,0.025157232704402517,0.012578616352201259,0.1320754716981132,0.025157232704402517,0.018867924528301886,0.0440251572327044,0.06918238993710692,0.0
2766,legendquest,0.19230769230769232,0.07051282051282051,0.1794871794871795,0.10897435897435898,0.21153846153846154,0.02564102564102564,0.07051282051282051,0.057692307692307696,0.01282051282051282,0.03205128205128205,0.01282051282051282,0.02564102564102564,0.0
2767,legendsofchamberlainheights,0.15714285714285714,0.05714285714285714,0.2,0.18571428571428572,0.02857142857142857,0.0,0.0,0.2714285714285714,0.0,0.05714285714285714,0.0,0.02857142857142857,0.014285714285714285
2768,legendsofchima,0.09826589595375723,0.08092485549132948,0.16184971098265896,0.12138728323699421,0.28901734104046245,0.023121387283236993,0.04046242774566474,0.08092485549132948,0.028901734104046242,0.017341040462427744,0.011560693641618497,0.046242774566473986,0.0
2769,legionofsuperheroes2006,0.13122171945701358,0.07692307692307693,0.1493212669683258,0.12669683257918551,0.23529411764705882,0.03167420814479638,0.08144796380090498,0.09954751131221719,0.00904977375565611,0.00904977375565611,0.027149321266968326,0.01809954751131222,0.004524886877828055
2770,legoelves,0.0875,0.0625,0.15,0.125,0.3375,0.05,0.0875,0.025,0.0125,0.0125,0.0,0.05,0.0
2771,legoelvessecretsofelvendale,0.15151515151515152,0.06060606060606061,0.12121212121212122,0.12121212121212122,0.21212121212121213,0.0,0.12121212121212122,0.06060606060606061,0.09090909090909091,0.0,0.0,0.06060606060606061,0.0
2772,legostarwarsterrifyingtales,0.16326530612244897,0.12244897959183673,0.20408163265306123,0.14285714285714285,0.1836734693877551,0.02040816326530612,0.04081632653061224,0.08163265306122448,0.02040816326530612,0.0,0.0,0.02040816326530612,0.0
2773,leslegendaires,0.2391304347826087,0.17391304347826086,0.15217391304347827,0.06521739130434782,0.15217391304347827,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.0,0.0,0.06521739130434782,0.021739130434782608
2774,lesshadoks,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.14285714285714285,0.14285714285714285,0.047619047619047616,0.11904761904761904,0.16666666666666666,0.0,0.0,0.0,0.07142857142857142,0.023809523809523808
2775,lessisters,0.08333333333333333,0.09722222222222222,0.2916666666666667,0.20833333333333334,0.027777777777777776,0.013888888888888888,0.0,0.16666666666666666,0.013888888888888888,0.05555555555555555,0.013888888888888888,0.013888888888888888,0.013888888888888888
2776,letsgoluna,0.04639175257731959,0.08247422680412371,0.21649484536082475,0.26804123711340205,0.08247422680412371,0.015463917525773196,0.020618556701030927,0.07216494845360824,0.010309278350515464,0.07731958762886598,0.030927835051546393,0.061855670103092786,0.015463917525773196
2777,libertyskids,0.22941176470588234,0.07647058823529412,0.3235294117647059,0.11764705882352941,0.058823529411764705,0.029411764705882353,0.0058823529411764705,0.1,0.0,0.023529411764705882,0.01764705882352941,0.011764705882352941,0.0058823529411764705
2778,lifewithlouie,0.09722222222222222,0.013888888888888888,0.2916666666666667,0.2222222222222222,0.05555555555555555,0.041666666666666664,0.0,0.1388888888888889,0.0,0.08333333333333333,0.013888888888888888,0.041666666666666664,0.0
2779,lifesazoo,0.12,0.05714285714285714,0.26857142857142857,0.10857142857142857,0.06285714285714286,0.022857142857142857,0.005714285714285714,0.19428571428571428,0.005714285714285714,0.09714285714285714,0.017142857142857144,0.03428571428571429,0.005714285714285714
2780,lilbush,0.125,0.03125,0.3125,0.09375,0.03125,0.03125,0.0,0.21875,0.0,0.0625,0.0625,0.03125,0.0
2781,lillythewitch,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
2782,liloandstitchtheseries,0.12663755458515283,0.07423580786026202,0.17903930131004367,0.17248908296943233,0.1572052401746725,0.017467248908296942,0.039301310043668124,0.12008733624454149,0.006550218340611353,0.056768558951965066,0.017467248908296942,0.03056768558951965,0.002183406113537118
2783,lilythewitch,0.2,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.2,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.2,0.06666666666666667
2784,lilysdriftwoodbay,0.05,0.05,0.15,0.15,0.0,0.0,0.0,0.25,0.0,0.15,0.0,0.15,0.05
2785,linusthelionhearted,0.03571428571428571,0.03571428571428571,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.03571428571428571,0.0,0.07142857142857142,0.0,0.10714285714285714,0.0,0.14285714285714285,0.0
2786,lippythelionandhardyharhar,0.02127659574468085,0.02127659574468085,0.2978723404255319,0.2553191489361702,0.02127659574468085,0.0,0.0425531914893617,0.06382978723404255,0.0,0.02127659574468085,0.0851063829787234,0.14893617021276595,0.02127659574468085
2787,liquidtelevision,0.13333333333333333,0.1,0.13333333333333333,0.16666666666666666,0.1,0.06666666666666667,0.03333333333333333,0.1,0.0,0.03333333333333333,0.03333333333333333,0.1,0.0
2788,littleaudrey,0.10344827586206896,0.10344827586206896,0.25862068965517243,0.2413793103448276,0.05172413793103448,0.0,0.017241379310344827,0.10344827586206896,0.017241379310344827,0.034482758620689655,0.0,0.05172413793103448,0.017241379310344827
2789,littlebigawesome,0.0,0.09523809523809523,0.14285714285714285,0.19047619047619047,0.19047619047619047,0.0,0.09523809523809523,0.047619047619047616,0.0,0.047619047619047616,0.047619047619047616,0.14285714285714285,0.0
2790,littlebill,0.05405405405405406,0.02702702702702703,0.24324324324324326,0.35135135135135137,0.0,0.013513513513513514,0.0,0.14864864864864866,0.0,0.10810810810810811,0.013513513513513514,0.04054054054054054,0.0
2791,littlecharmers,0.029411764705882353,0.20588235294117646,0.058823529411764705,0.14705882352941177,0.11764705882352941,0.0,0.0,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.029411764705882353,0.14705882352941177,0.029411764705882353
2792,littleclownsofhappytown,0.09523809523809523,0.16666666666666666,0.16666666666666666,0.23809523809523808,0.14285714285714285,0.0,0.023809523809523808,0.09523809523809523,0.0,0.047619047619047616,0.0,0.023809523809523808,0.0
2793,littleeinsteins,0.06976744186046512,0.07751937984496124,0.14728682170542637,0.3023255813953488,0.10077519379844961,0.0,0.023255813953488372,0.10077519379844961,0.007751937984496124,0.06976744186046512,0.031007751937984496,0.06976744186046512,0.0
2794,littleelvisjonesandthetruckstoppers,0.10344827586206896,0.06896551724137931,0.13793103448275862,0.2413793103448276,0.13793103448275862,0.0,0.06896551724137931,0.1724137931034483,0.0,0.0,0.034482758620689655,0.034482758620689655,0.0
2795,littlepeople,0.06060606060606061,0.06060606060606061,0.15151515151515152,0.2727272727272727,0.06060606060606061,0.0,0.0,0.09090909090909091,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.18181818181818182,0.030303030303030304
2796,littlerobots,0.07142857142857142,0.0,0.14285714285714285,0.35714285714285715,0.0,0.0,0.0,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0
2797,littleshop,0.046511627906976744,0.06976744186046512,0.18604651162790697,0.3023255813953488,0.11627906976744186,0.0,0.0,0.06976744186046512,0.0,0.06976744186046512,0.046511627906976744,0.09302325581395349,0.0
2798,littlewizards,0.07142857142857142,0.0,0.21428571428571427,0.2857142857142857,0.17857142857142858,0.03571428571428571,0.03571428571428571,0.0,0.07142857142857142,0.03571428571428571,0.0,0.07142857142857142,0.0
2799,littlestpetshop,0.11764705882352941,0.058823529411764705,0.11764705882352941,0.23529411764705882,0.11764705882352941,0.0,0.0,0.11764705882352941,0.0,0.058823529411764705,0.0,0.17647058823529413,0.0
2800,littlestpetshop1995,0.06153846153846154,0.03076923076923077,0.15384615384615385,0.2923076923076923,0.07692307692307693,0.0,0.0,0.1076923076923077,0.0,0.06153846153846154,0.046153846153846156,0.12307692307692308,0.046153846153846156
2801,littlestpetshop2012,0.10538116591928251,0.07623318385650224,0.21748878923766815,0.17937219730941703,0.07847533632286996,0.02242152466367713,0.013452914798206279,0.17040358744394618,0.01569506726457399,0.05829596412556054,0.020179372197309416,0.03811659192825112,0.004484304932735426
2802,littlestpetshopaworldofourown,0.06779661016949153,0.01694915254237288,0.23728813559322035,0.2542372881355932,0.1016949152542373,0.0,0.0,0.1016949152542373,0.01694915254237288,0.03389830508474576,0.03389830508474576,0.0847457627118644,0.05084745762711865
2803,lizzie,0.0,0.058823529411764705,0.23529411764705882,0.23529411764705882,0.17647058823529413,0.0,0.0,0.11764705882352941,0.0,0.058823529411764705,0.0,0.11764705882352941,0.0
2804,llanargollen,0.07518796992481203,0.08270676691729323,0.23308270676691728,0.23308270676691728,0.06015037593984962,0.0,0.022556390977443608,0.08270676691729323,0.007518796992481203,0.06015037593984962,0.05263157894736842,0.07518796992481203,0.015037593984962405
2805,lloydinspace,0.036036036036036036,0.08108108108108109,0.2882882882882883,0.17117117117117117,0.13513513513513514,0.018018018018018018,0.08108108108108109,0.09009009009009009,0.009009009009009009,0.05405405405405406,0.009009009009009009,0.02702702702702703,0.0
2806,lolaandvirginia,0.1875,0.125,0.1875,0.1875,0.0625,0.03125,0.0,0.09375,0.0,0.03125,0.0,0.0625,0.03125
2807,lolirock,0.07627118644067797,0.19491525423728814,0.22033898305084745,0.11016949152542373,0.1271186440677966,0.025423728813559324,0.07627118644067797,0.03389830508474576,0.03389830508474576,0.06779661016949153,0.0,0.025423728813559324,0.00847457627118644
2808,lolitalolita,0.0,0.0,0.1,0.3,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.2,0.1
2809,longlivetheroyals,0.1111111111111111,0.1111111111111111,0.14814814814814814,0.25925925925925924,0.037037037037037035,0.0,0.0,0.07407407407407407,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.1111111111111111,0.0
2810,loonaticsunleashed,0.11842105263157894,0.09210526315789473,0.12719298245614036,0.12719298245614036,0.21929824561403508,0.03070175438596491,0.09649122807017543,0.08333333333333333,0.021929824561403508,0.017543859649122806,0.021929824561403508,0.043859649122807015,0.0
2811,looneytunescartoons,0.10975609756097561,0.06097560975609756,0.23170731707317074,0.17682926829268292,0.10365853658536585,0.006097560975609756,0.006097560975609756,0.15853658536585366,0.006097560975609756,0.036585365853658534,0.036585365853658534,0.054878048780487805,0.012195121951219513
2812,looped,0.11594202898550725,0.08695652173913043,0.2028985507246377,0.13043478260869565,0.11594202898550725,0.028985507246376812,0.014492753623188406,0.13043478260869565,0.0,0.08695652173913043,0.014492753623188406,0.057971014492753624,0.014492753623188406
2813,loopydeloop,0.1,0.0,0.125,0.375,0.075,0.0,0.0,0.125,0.0,0.075,0.0,0.1,0.025
2814,lospulentos,0.05263157894736842,0.08771929824561403,0.22807017543859648,0.2631578947368421,0.017543859649122806,0.0,0.0,0.12280701754385964,0.0,0.07017543859649122,0.03508771929824561,0.12280701754385964,0.0
2815,lostrotamusicos,0.18181818181818182,0.15151515151515152,0.21212121212121213,0.15151515151515152,0.06060606060606061,0.030303030303030304,0.0,0.030303030303030304,0.0,0.0,0.030303030303030304,0.12121212121212122,0.030303030303030304
2816,lostinoz,0.11382113821138211,0.0975609756097561,0.17886178861788618,0.0975609756097561,0.24390243902439024,0.032520325203252036,0.06504065040650407,0.08943089430894309,0.016260162601626018,0.024390243902439025,0.008130081300813009,0.024390243902439025,0.008130081300813009
2817,louandlousafetypatrol,0.05,0.05,0.2,0.3,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.15,0.05
2818,lovedeathandrobots,0.11612903225806452,0.06451612903225806,0.10967741935483871,0.05161290322580645,0.25806451612903225,0.04516129032258064,0.09032258064516129,0.12903225806451613,0.03225806451612903,0.012903225806451613,0.05806451612903226,0.03225806451612903,0.0
2819,lucythedaughterofthedevil,0.14754098360655737,0.04918032786885246,0.2786885245901639,0.11475409836065574,0.09836065573770492,0.03278688524590164,0.03278688524590164,0.13114754098360656,0.0,0.01639344262295082,0.03278688524590164,0.06557377049180328,0.0
2820,lupinstales,0.0,0.25,0.0,0.16666666666666666,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.3333333333333333,0.08333333333333333
2821,mask,0.07386363636363637,0.056818181818181816,0.1875,0.18181818181818182,0.19318181818181818,0.056818181818181816,0.045454545454545456,0.09659090909090909,0.017045454545454544,0.022727272727272728,0.03409090909090909,0.028409090909090908,0.005681818181818182
2822,modok2021,0.1917808219178082,0.0821917808219178,0.1780821917808219,0.0684931506849315,0.1917808219178082,0.0273972602739726,0.0410958904109589,0.1643835616438356,0.0,0.0273972602739726,0.0,0.0273972602739726,0.0
2823,mp4orce,0.0,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666
2824,mackandmoxy,0.02702702702702703,0.10810810810810811,0.10810810810810811,0.40540540540540543,0.02702702702702703,0.0,0.05405405405405406,0.05405405405405406,0.0,0.0,0.05405405405405406,0.16216216216216217,0.0
2825,mad,0.04477611940298507,0.07462686567164178,0.27611940298507465,0.1865671641791045,0.06716417910447761,0.007462686567164179,0.029850746268656716,0.12686567164179105,0.007462686567164179,0.06716417910447761,0.03731343283582089,0.05970149253731343,0.014925373134328358
2826,madjackthepirate,0.08163265306122448,0.08163265306122448,0.14285714285714285,0.1836734693877551,0.16326530612244897,0.02040816326530612,0.04081632653061224,0.12244897959183673,0.0,0.04081632653061224,0.04081632653061224,0.08163265306122448,0.0
2827,madagascaralittlewild,0.1,0.05,0.25,0.15,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.3,0.0
2828,madeline,0.13793103448275862,0.09852216748768473,0.23645320197044334,0.1625615763546798,0.04926108374384237,0.009852216748768473,0.019704433497536946,0.11822660098522167,0.0,0.08374384236453201,0.04433497536945813,0.034482758620689655,0.0049261083743842365
2829,mademoisellezazie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2830,maggieandtheferociousbeast,0.03125,0.046875,0.109375,0.375,0.015625,0.0,0.0,0.109375,0.03125,0.046875,0.078125,0.140625,0.015625
2831,magination,0.12903225806451613,0.08387096774193549,0.16129032258064516,0.1032258064516129,0.2903225806451613,0.03870967741935484,0.0967741935483871,0.03870967741935484,0.0064516129032258064,0.0064516129032258064,0.0064516129032258064,0.03225806451612903,0.0064516129032258064
2832,magicadventuresofmumfie,0.0457516339869281,0.12418300653594772,0.19607843137254902,0.1895424836601307,0.11764705882352941,0.006535947712418301,0.006535947712418301,0.12418300653594772,0.026143790849673203,0.0392156862745098,0.0392156862745098,0.06535947712418301,0.0196078431372549
2833,magicalgirlfriendshipsquad,0.08823529411764706,0.07352941176470588,0.27941176470588236,0.1323529411764706,0.04411764705882353,0.0,0.058823529411764705,0.1323529411764706,0.07352941176470588,0.04411764705882353,0.014705882352941176,0.04411764705882353,0.014705882352941176
2834,magiki,0.0,0.0,0.26666666666666666,0.3333333333333333,0.13333333333333333,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.13333333333333333,0.06666666666666667
2835,magillagorilla,0.07142857142857142,0.03571428571428571,0.16071428571428573,0.25,0.125,0.0,0.017857142857142856,0.08928571428571429,0.0,0.03571428571428571,0.08928571428571429,0.125,0.0
2836,maisy,0.08333333333333333,0.0,0.125,0.375,0.0,0.0,0.0,0.08333333333333333,0.0,0.041666666666666664,0.08333333333333333,0.20833333333333334,0.0
2837,majorlazer,0.11538461538461539,0.07692307692307693,0.14102564102564102,0.08974358974358974,0.21794871794871795,0.02564102564102564,0.07692307692307693,0.15384615384615385,0.02564102564102564,0.01282051282051282,0.01282051282051282,0.02564102564102564,0.02564102564102564
2838,makingfiends,0.08620689655172414,0.13793103448275862,0.2672413793103448,0.19827586206896552,0.08620689655172414,0.017241379310344827,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.034482758620689655,0.02586206896551724,0.04310344827586207,0.0
2839,malokorrigan,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,0.14285714285714285
2840,mamamirabelleshomemovies,0.0,0.05263157894736842,0.0,0.3157894736842105,0.15789473684210525,0.0,0.0,0.0,0.0,0.05263157894736842,0.05263157894736842,0.3684210526315789,0.0
2841,mamemo,0.0,0.07142857142857142,0.14285714285714285,0.2857142857142857,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.21428571428571427,0.07142857142857142
2842,maomaoheroesofpureheart,0.10759493670886076,0.08227848101265822,0.2088607594936709,0.17721518987341772,0.12658227848101267,0.006329113924050633,0.0379746835443038,0.08227848101265822,0.0379746835443038,0.04430379746835443,0.03164556962025317,0.04430379746835443,0.012658227848101266
2843,marblegen,0.11764705882352941,0.11764705882352941,0.0,0.17647058823529413,0.35294117647058826,0.0,0.0,0.0,0.058823529411764705,0.0,0.058823529411764705,0.11764705882352941,0.0
2844,marsupilami,0.0,0.029411764705882353,0.08823529411764706,0.29411764705882354,0.14705882352941177,0.0,0.0,0.14705882352941177,0.029411764705882353,0.058823529411764705,0.058823529411764705,0.14705882352941177,0.0
2845,marthaspeaks,0.09385113268608414,0.06796116504854369,0.23300970873786409,0.1779935275080906,0.08737864077669903,0.016181229773462782,0.009708737864077669,0.16181229773462782,0.006472491909385114,0.08737864077669903,0.016181229773462782,0.03559870550161812,0.006472491909385114
2846,martinmorning,0.0707070707070707,0.0707070707070707,0.06060606060606061,0.20202020202020202,0.31313131313131315,0.020202020202020204,0.09090909090909091,0.04040404040404041,0.010101010101010102,0.010101010101010102,0.050505050505050504,0.050505050505050504,0.010101010101010102
2847,martinmystery,0.11494252873563218,0.05172413793103448,0.14942528735632185,0.16091954022988506,0.28735632183908044,0.017241379310344827,0.06321839080459771,0.05172413793103448,0.011494252873563218,0.022988505747126436,0.028735632183908046,0.028735632183908046,0.011494252873563218
2848,marvelmashup,0.08450704225352113,0.09859154929577464,0.23943661971830985,0.18309859154929578,0.08450704225352113,0.0,0.028169014084507043,0.18309859154929578,0.014084507042253521,0.04225352112676056,0.014084507042253521,0.014084507042253521,0.014084507042253521
2849,marvelrisingbattleofthebands,0.05263157894736842,0.10526315789473684,0.2631578947368421,0.0,0.15789473684210525,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.15789473684210525,0.0,0.05263157894736842,0.0
2850,marvelrisingchasingghosts,0.16666666666666666,0.16666666666666666,0.25,0.08333333333333333,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0
2851,marvelrisingheartofiron,0.21052631578947367,0.10526315789473684,0.21052631578947367,0.10526315789473684,0.05263157894736842,0.0,0.0,0.10526315789473684,0.05263157894736842,0.10526315789473684,0.0,0.05263157894736842,0.0
2852,marvelrisinginitiation,0.2903225806451613,0.0967741935483871,0.0967741935483871,0.03225806451612903,0.16129032258064516,0.0,0.0,0.1935483870967742,0.06451612903225806,0.03225806451612903,0.0,0.03225806451612903,0.0
2853,marvelrisingoperationshuri,0.0,0.15384615384615385,0.38461538461538464,0.07692307692307693,0.0,0.0,0.15384615384615385,0.15384615384615385,0.0,0.0,0.0,0.07692307692307693,0.0
2854,marvelrisingplayingwithfire,0.0,0.038461538461538464,0.23076923076923078,0.07692307692307693,0.11538461538461539,0.0,0.23076923076923078,0.11538461538461539,0.038461538461538464,0.07692307692307693,0.0,0.038461538461538464,0.038461538461538464
2855,marvelrisingsecretwarriors,0.13636363636363635,0.07575757575757576,0.16666666666666666,0.07575757575757576,0.21212121212121213,0.06060606060606061,0.06060606060606061,0.10606060606060606,0.030303030303030304,0.045454545454545456,0.015151515151515152,0.015151515151515152,0.0
2856,marvelsspiderman,0.18128654970760233,0.07602339181286549,0.21637426900584794,0.12280701754385964,0.15789473684210525,0.017543859649122806,0.04093567251461988,0.09941520467836257,0.011695906432748537,0.023391812865497075,0.029239766081871343,0.023391812865497075,0.0
2857,marvinthetapdancinghorse,0.03571428571428571,0.10714285714285714,0.25,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.03571428571428571,0.07142857142857142,0.17857142857142858,0.03571428571428571
2858,marykateandashleyinaction,0.0967741935483871,0.0967741935483871,0.22580645161290322,0.22580645161290322,0.06451612903225806,0.0,0.03225806451612903,0.0967741935483871,0.0,0.06451612903225806,0.03225806451612903,0.06451612903225806,0.0
2859,maryshelleysfrankenhole,0.13157894736842105,0.07894736842105263,0.20175438596491227,0.13157894736842105,0.15789473684210525,0.03508771929824561,0.02631578947368421,0.16666666666666666,0.0,0.008771929824561403,0.043859649122807015,0.017543859649122806,0.0
2860,maryokuyummy,0.025,0.05,0.175,0.225,0.025,0.025,0.0,0.1,0.025,0.225,0.05,0.075,0.0
2861,masterraindrop,0.045454545454545456,0.045454545454545456,0.09090909090909091,0.22727272727272727,0.09090909090909091,0.0,0.045454545454545456,0.22727272727272727,0.0,0.0,0.0,0.18181818181818182,0.045454545454545456
2862,mastersoftheuniverserevelation,0.1477832512315271,0.059113300492610835,0.2315270935960591,0.06896551724137931,0.24630541871921183,0.024630541871921183,0.06896551724137931,0.09852216748768473,0.009852216748768473,0.009852216748768473,0.019704433497536946,0.014778325123152709,0.0
2863,matthatterchronicles,0.1875,0.03125,0.15625,0.125,0.28125,0.0625,0.03125,0.03125,0.0,0.0,0.0,0.0625,0.03125
2864,mattsmonsters,0.04878048780487805,0.07317073170731707,0.1951219512195122,0.21951219512195122,0.1951219512195122,0.024390243902439025,0.024390243902439025,0.14634146341463414,0.0,0.024390243902439025,0.0,0.04878048780487805,0.0
2865,maxsteel,0.16363636363636364,0.09090909090909091,0.1,0.1,0.2545454545454545,0.02727272727272727,0.07272727272727272,0.08181818181818182,0.00909090909090909,0.03636363636363636,0.03636363636363636,0.02727272727272727,0.0
2866,maxsteel2013,0.11538461538461539,0.038461538461538464,0.2076923076923077,0.08461538461538462,0.2692307692307692,0.03076923076923077,0.08461538461538462,0.06923076923076923,0.023076923076923078,0.03076923076923077,0.023076923076923078,0.023076923076923078,0.0
2867,maxiesworld,0.03225806451612903,0.0967741935483871,0.16129032258064516,0.25806451612903225,0.0,0.0,0.0,0.06451612903225806,0.0,0.1935483870967742,0.06451612903225806,0.0967741935483871,0.03225806451612903
2868,mayaandmiguel,0.07142857142857142,0.05714285714285714,0.34285714285714286,0.11428571428571428,0.04285714285714286,0.0,0.014285714285714285,0.15714285714285714,0.014285714285714285,0.08571428571428572,0.02857142857142857,0.05714285714285714,0.014285714285714285
2869,mayaandthethree,0.21739130434782608,0.03260869565217391,0.17391304347826086,0.15217391304347827,0.2391304347826087,0.03260869565217391,0.05434782608695652,0.05434782608695652,0.010869565217391304,0.021739130434782608,0.0,0.010869565217391304,0.0
2870,mechcadets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2871,meeow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2872,megababies,0.05263157894736842,0.15789473684210525,0.13157894736842105,0.18421052631578946,0.18421052631578946,0.0,0.02631578947368421,0.05263157894736842,0.0,0.02631578947368421,0.0,0.15789473684210525,0.02631578947368421
2873,megaman,0.13707865168539327,0.07191011235955057,0.16179775280898875,0.12808988764044943,0.24044943820224718,0.033707865168539325,0.09662921348314607,0.07865168539325842,0.008988764044943821,0.011235955056179775,0.020224719101123594,0.008988764044943821,0.0022471910112359553
2874,megamanfullycharged,0.09482758620689655,0.07758620689655173,0.1724137931034483,0.15517241379310345,0.19827586206896552,0.0603448275862069,0.05172413793103448,0.08620689655172414,0.017241379310344827,0.04310344827586207,0.0,0.04310344827586207,0.0
2875,megamanrubyspears,0.14507772020725387,0.07253886010362694,0.16839378238341968,0.11917098445595854,0.24352331606217617,0.03367875647668394,0.09326424870466321,0.07512953367875648,0.010362694300518135,0.012953367875647668,0.012953367875647668,0.012953367875647668,0.0
2876,megasxlr,0.1407563025210084,0.06512605042016807,0.17016806722689076,0.10714285714285714,0.17647058823529413,0.05042016806722689,0.10084033613445378,0.1134453781512605,0.01680672268907563,0.03361344537815126,0.01680672268907563,0.008403361344537815,0.0
2877,meninblack,0.11486486486486487,0.030405405405405407,0.13851351351351351,0.11486486486486487,0.24324324324324326,0.06756756756756757,0.10810810810810811,0.12162162162162163,0.010135135135135136,0.033783783783783786,0.006756756756756757,0.006756756756756757,0.0033783783783783786
2878,meninblacktheseries,0.13524590163934427,0.036885245901639344,0.12295081967213115,0.09836065573770492,0.2786885245901639,0.05737704918032787,0.08196721311475409,0.11475409836065574,0.00819672131147541,0.028688524590163935,0.012295081967213115,0.01639344262295082,0.00819672131147541
2879,metajets,0.21978021978021978,0.07692307692307693,0.14285714285714285,0.07692307692307693,0.17582417582417584,0.03296703296703297,0.10989010989010989,0.03296703296703297,0.04395604395604396,0.02197802197802198,0.02197802197802198,0.03296703296703297,0.01098901098901099
