i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17
1650,defendersofekron,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.2727272727272727,0.09090909090909091
1651,defensegridtheawakening,0.10526315789473684,0.22556390977443608,0.007518796992481203,0.12781954887218044,0.0,0.03007518796992481,0.06766917293233082,0.12030075187969924,0.022556390977443608,0.0,0.007518796992481203,0.015037593984962405,0.03759398496240601,0.03007518796992481,0.0,0.14285714285714285,0.06015037593984962
1652,defiance,0.035398230088495575,0.09734513274336283,0.05309734513274336,0.1415929203539823,0.008849557522123894,0.09734513274336283,0.07964601769911504,0.21238938053097345,0.017699115044247787,0.017699115044247787,0.0,0.017699115044247787,0.05309734513274336,0.0,0.0,0.09734513274336283,0.07079646017699115
1653,deflyio,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.23076923076923078,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.23076923076923078,0.0
1654,dejavu,0.05128205128205128,0.1452991452991453,0.042735042735042736,0.1111111111111111,0.07692307692307693,0.06837606837606838,0.1623931623931624,0.05128205128205128,0.042735042735042736,0.017094017094017096,0.02564102564102564,0.07692307692307693,0.07692307692307693,0.0,0.05128205128205128,0.0,0.0
1655,deliverusthemoon,0.023255813953488372,0.11627906976744186,0.023255813953488372,0.11627906976744186,0.023255813953488372,0.06976744186046512,0.023255813953488372,0.23255813953488372,0.0,0.023255813953488372,0.0,0.0,0.18604651162790697,0.0,0.0,0.0,0.16279069767441862
1656,deloresathimbleweedparkminiadventure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1657,delve,0.0,0.10869565217391304,0.13043478260869565,0.21739130434782608,0.0,0.08695652173913043,0.10869565217391304,0.021739130434782608,0.0,0.021739130434782608,0.021739130434782608,0.0,0.08695652173913043,0.17391304347826086,0.0,0.021739130434782608,0.0
1658,democracy,0.08,0.08,0.0,0.0,0.04,0.08,0.08,0.32,0.0,0.04,0.0,0.04,0.08,0.04,0.0,0.0,0.12
1659,demonattack,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660,demongaze,0.08,0.13,0.23,0.12,0.02,0.05,0.14,0.02,0.0,0.02,0.0,0.01,0.02,0.1,0.0,0.05,0.01
1661,demongaze2,0.03508771929824561,0.12280701754385964,0.2807017543859649,0.17543859649122806,0.08771929824561403,0.017543859649122806,0.10526315789473684,0.0,0.0,0.0,0.017543859649122806,0.0,0.0,0.08771929824561403,0.0,0.07017543859649122,0.0
1662,demonslayerkimetsunoyaibathehinokamichronicles,0.5833333333333334,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0
1663,demoniacaeverlastingnight,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
1664,demonssouls,0.10714285714285714,0.16468253968253968,0.09126984126984126,0.08134920634920635,0.027777777777777776,0.08928571428571429,0.07539682539682539,0.05952380952380952,0.005952380952380952,0.017857142857142856,0.023809523809523808,0.001984126984126984,0.0496031746031746,0.0992063492063492,0.0,0.10119047619047619,0.003968253968253968
1665,dengekibunkofightingclimax,0.272108843537415,0.19047619047619047,0.11564625850340136,0.11564625850340136,0.02040816326530612,0.013605442176870748,0.04081632653061224,0.013605442176870748,0.013605442176870748,0.006802721088435374,0.013605442176870748,0.006802721088435374,0.006802721088435374,0.04081632653061224,0.0,0.1292517006802721,0.0
1666,denjinmakai,0.2222222222222222,0.07407407407407407,0.037037037037037035,0.14814814814814814,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.2222222222222222,0.07407407407407407
1667,depict1,0.046511627906976744,0.20930232558139536,0.046511627906976744,0.13953488372093023,0.046511627906976744,0.046511627906976744,0.023255813953488372,0.046511627906976744,0.18604651162790697,0.0,0.0,0.0,0.18604651162790697,0.0,0.023255813953488372,0.0,0.0
1668,deponia,0.03389830508474576,0.1162227602905569,0.07263922518159806,0.23486682808716708,0.15738498789346247,0.048426150121065374,0.14285714285714285,0.0774818401937046,0.0,0.021791767554479417,0.007263922518159807,0.007263922518159807,0.031476997578692496,0.014527845036319613,0.012106537530266344,0.004842615012106538,0.01694915254237288
1669,depressionquest,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.17307692307692307,0.11538461538461539,0.038461538461538464,0.23076923076923078,0.0,0.019230769230769232,0.038461538461538464,0.019230769230769232,0.019230769230769232,0.15384615384615385,0.0,0.038461538461538464,0.0,0.0
1670,depth,0.10309278350515463,0.16494845360824742,0.020618556701030927,0.07216494845360824,0.020618556701030927,0.07216494845360824,0.030927835051546393,0.14432989690721648,0.010309278350515464,0.0,0.0,0.041237113402061855,0.08247422680412371,0.020618556701030927,0.05154639175257732,0.15463917525773196,0.010309278350515464
1671,depthsoffearknossos,0.0,0.26666666666666666,0.0,0.0,0.0,0.13333333333333333,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.26666666666666666,0.2,0.0,0.0,0.0
1672,derlangrisser,0.0,0.1,0.13333333333333333,0.2,0.0,0.03333333333333333,0.2,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.03333333333333333,0.0
1673,deracine,0.03571428571428571,0.10714285714285714,0.14285714285714285,0.17857142857142858,0.03571428571428571,0.07142857142857142,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.0,0.0,0.0,0.0
1674,deredotexe,0.025,0.125,0.125,0.3,0.025,0.0,0.075,0.025,0.025,0.0,0.0,0.025,0.15,0.025,0.0,0.0,0.075
1675,descent,0.12469437652811736,0.25183374083129584,0.007334963325183374,0.07334963325183375,0.02444987775061125,0.0488997555012225,0.044009779951100246,0.1295843520782396,0.02689486552567237,0.009779951100244499,0.0,0.022004889975550123,0.04645476772616137,0.017114914425427872,0.004889975550122249,0.06845965770171149,0.10024449877750612
1676,desertdemolition,0.18867924528301888,0.3584905660377358,0.018867924528301886,0.09433962264150944,0.0,0.018867924528301886,0.018867924528301886,0.03773584905660377,0.18867924528301888,0.0,0.0,0.0,0.018867924528301886,0.0,0.018867924528301886,0.03773584905660377,0.0
1677,desertmoon,0.023809523809523808,0.30952380952380953,0.023809523809523808,0.023809523809523808,0.0,0.047619047619047616,0.0,0.14285714285714285,0.023809523809523808,0.0,0.0,0.0,0.11904761904761904,0.023809523809523808,0.0,0.21428571428571427,0.047619047619047616
1678,desertstrike,0.0851063829787234,0.14893617021276595,0.0,0.02127659574468085,0.06382978723404255,0.14893617021276595,0.0425531914893617,0.0851063829787234,0.0425531914893617,0.0,0.0,0.19148936170212766,0.06382978723404255,0.0,0.0,0.02127659574468085,0.0851063829787234
1679,desktopdungeons,0.08196721311475409,0.1721311475409836,0.08196721311475409,0.08196721311475409,0.01639344262295082,0.09836065573770492,0.02459016393442623,0.04918032786885246,0.0,0.00819672131147541,0.0,0.02459016393442623,0.02459016393442623,0.16393442622950818,0.0,0.14754098360655737,0.02459016393442623
1680,desolate,0.08108108108108109,0.16216216216216217,0.0,0.10810810810810811,0.05405405405405406,0.08108108108108109,0.08108108108108109,0.21621621621621623,0.0,0.0,0.0,0.02702702702702703,0.10810810810810811,0.0,0.0,0.02702702702702703,0.05405405405405406
1681,desperadosiii,0.05925925925925926,0.1037037037037037,0.06666666666666667,0.15555555555555556,0.007407407407407408,0.05185185185185185,0.2,0.13333333333333333,0.007407407407407408,0.037037037037037035,0.007407407407407408,0.02962962962962963,0.06666666666666667,0.014814814814814815,0.0,0.022222222222222223,0.037037037037037035
1682,despicablebear,0.088,0.192,0.04,0.04,0.056,0.04,0.064,0.2,0.048,0.0,0.0,0.016,0.024,0.024,0.0,0.144,0.024
1683,despicableforces,0.0,0.0,0.15384615384615385,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.23076923076923078,0.0,0.15384615384615385,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0
1684,destiny,0.05460750853242321,0.10921501706484642,0.06313993174061433,0.09897610921501707,0.06313993174061433,0.06143344709897611,0.06143344709897611,0.14675767918088736,0.008532423208191127,0.013651877133105802,0.015358361774744027,0.01877133105802048,0.032423208191126277,0.051194539249146756,0.0017064846416382253,0.08873720136518772,0.11092150170648464
1685,destiny2,0.07032967032967033,0.13186813186813187,0.04395604395604396,0.15604395604395604,0.07692307692307693,0.06153846153846154,0.09230769230769231,0.1076923076923077,0.006593406593406593,0.008791208791208791,0.004395604395604396,0.01978021978021978,0.03956043956043956,0.024175824175824177,0.0,0.10329670329670329,0.05274725274725275
1686,destinyconnectticktocktravelers,0.075,0.2,0.15,0.1,0.025,0.075,0.15,0.05,0.0,0.0,0.0,0.0,0.025,0.05,0.0,0.1,0.0
1687,destroyallhumans,0.05105105105105105,0.13813813813813813,0.012012012012012012,0.08708708708708708,0.16816816816816818,0.03303303303303303,0.0960960960960961,0.11711711711711711,0.018018018018018018,0.009009009009009009,0.009009009009009009,0.09309309309309309,0.042042042042042045,0.006006006006006006,0.0,0.03903903903903904,0.08108108108108109
1688,destroyallhumans2,0.05521472392638037,0.15950920245398773,0.03067484662576687,0.19631901840490798,0.12269938650306748,0.04294478527607362,0.12883435582822086,0.06748466257668712,0.006134969325153374,0.018404907975460124,0.006134969325153374,0.08588957055214724,0.024539877300613498,0.0,0.0,0.018404907975460124,0.03680981595092025
1689,destroyallhumans2020,0.15217391304347827,0.30434782608695654,0.043478260869565216,0.06521739130434782,0.043478260869565216,0.10869565217391304,0.043478260869565216,0.08695652173913043,0.0,0.0,0.0,0.021739130434782608,0.06521739130434782,0.0,0.0,0.0,0.06521739130434782
1690,destroyallhumansbigwillyunleashed,0.08571428571428572,0.2571428571428571,0.0,0.08571428571428572,0.05714285714285714,0.08571428571428572,0.17142857142857143,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08571428571428572,0.02857142857142857
1691,destroyallhumanspathofthefuron,0.078125,0.171875,0.0625,0.15625,0.03125,0.0625,0.109375,0.03125,0.03125,0.015625,0.0,0.078125,0.015625,0.0,0.0,0.046875,0.109375
1692,detectivedithesilkrosemurders,0.0,0.0,0.0,0.09090909090909091,0.2727272727272727,0.030303030303030304,0.2727272727272727,0.09090909090909091,0.0,0.0,0.06060606060606061,0.030303030303030304,0.030303030303030304,0.0,0.12121212121212122,0.0,0.0
1693,detectivepikachu,0.09615384615384616,0.21153846153846154,0.11538461538461539,0.15384615384615385,0.15384615384615385,0.028846153846153848,0.11538461538461539,0.019230769230769232,0.019230769230769232,0.0,0.028846153846153848,0.009615384615384616,0.009615384615384616,0.009615384615384616,0.019230769230769232,0.009615384615384616,0.0
1694,detention,0.023809523809523808,0.041666666666666664,0.041666666666666664,0.20238095238095238,0.07142857142857142,0.023809523809523808,0.2619047619047619,0.05357142857142857,0.017857142857142856,0.011904761904761904,0.017857142857142856,0.02976190476190476,0.16071428571428573,0.005952380952380952,0.023809523809523808,0.011904761904761904,0.0
1695,detroitbecomehuman,0.02168021680216802,0.06775067750677506,0.06504065040650407,0.16802168021680217,0.16531165311653118,0.02168021680216802,0.19241192411924118,0.08130081300813008,0.0,0.032520325203252036,0.01084010840108401,0.051490514905149054,0.05420054200542006,0.005420054200542005,0.005420054200542005,0.01084010840108401,0.04607046070460705
1696,deusex,0.05241090146750524,0.09224318658280922,0.03563941299790356,0.09958071278825996,0.08385744234800839,0.04716981132075472,0.1090146750524109,0.16981132075471697,0.007337526205450734,0.040880503144654086,0.012578616352201259,0.09643605870020965,0.04507337526205451,0.02620545073375262,0.0020964360587002098,0.0220125786163522,0.057651991614255764
1697,deusexhumanrevolution,0.04536082474226804,0.10309278350515463,0.023711340206185566,0.13711340206185568,0.10515463917525773,0.03711340206185567,0.15257731958762888,0.12989690721649486,0.005154639175257732,0.03608247422680412,0.009278350515463918,0.09175257731958762,0.04329896907216495,0.01752577319587629,0.002061855670103093,0.02268041237113402,0.03814432989690722
1698,deusexinvisiblewar,0.08303249097472924,0.09747292418772563,0.05415162454873646,0.12274368231046931,0.04332129963898917,0.039711191335740074,0.08303249097472924,0.18411552346570398,0.0036101083032490976,0.061371841155234655,0.01444043321299639,0.05776173285198556,0.02888086642599278,0.02888086642599278,0.007220216606498195,0.010830324909747292,0.07942238267148015
1699,deusexmachina1984,0.1111111111111111,0.14814814814814814,0.05555555555555555,0.16666666666666666,0.16666666666666666,0.018518518518518517,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.0,0.0,0.037037037037037035,0.037037037037037035,0.0,0.0,0.0,0.037037037037037035
1700,deusexmankinddivided,0.057926829268292686,0.10975609756097561,0.021341463414634148,0.1402439024390244,0.09451219512195122,0.042682926829268296,0.15548780487804878,0.10975609756097561,0.003048780487804878,0.04878048780487805,0.009146341463414634,0.057926829268292686,0.04878048780487805,0.012195121951219513,0.0,0.036585365853658534,0.051829268292682924
1701,deusexthefall,0.043478260869565216,0.17391304347826086,0.0,0.15217391304347827,0.021739130434782608,0.021739130434782608,0.15217391304347827,0.17391304347826086,0.0,0.021739130434782608,0.0,0.06521739130434782,0.08695652173913043,0.043478260869565216,0.0,0.021739130434782608,0.021739130434782608
1702,devguy,0.03333333333333333,0.3333333333333333,0.16666666666666666,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.13333333333333333,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0
1703,devadasy,0.0,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.0
1704,devastio,0.0,0.12,0.0,0.0,0.0,0.08,0.04,0.32,0.08,0.0,0.0,0.12,0.12,0.08,0.0,0.04,0.0
1705,device6,0.0,0.13793103448275862,0.034482758620689655,0.10344827586206896,0.1724137931034483,0.034482758620689655,0.0,0.06896551724137931,0.0,0.0,0.0,0.034482758620689655,0.3793103448275862,0.0,0.034482758620689655,0.0,0.0
1706,devilchildren,0.11764705882352941,0.09558823529411764,0.14705882352941177,0.19117647058823528,0.029411764705882353,0.08088235294117647,0.13970588235294118,0.07352941176470588,0.0,0.014705882352941176,0.014705882352941176,0.0,0.0,0.08088235294117647,0.0,0.007352941176470588,0.007352941176470588
1707,devildaggers,0.06060606060606061,0.2727272727272727,0.0,0.0,0.0,0.06060606060606061,0.0,0.15151515151515152,0.18181818181818182,0.0,0.0,0.0,0.21212121212121213,0.0,0.0,0.06060606060606061,0.0
1708,devilengine,0.17777777777777778,0.28888888888888886,0.0,0.1111111111111111,0.0,0.022222222222222223,0.0,0.022222222222222223,0.15555555555555556,0.0,0.0,0.022222222222222223,0.08888888888888889,0.0,0.0,0.08888888888888889,0.022222222222222223
1709,devilmaycry,0.21656050955414013,0.1592356687898089,0.11737943585077343,0.06824385805277525,0.06642402183803457,0.025477707006369428,0.09827115559599636,0.048225659690627844,0.012738853503184714,0.007279344858962694,0.026387625113739762,0.014558689717925387,0.02456778889899909,0.04094631483166515,0.00272975432211101,0.06551410373066424,0.00545950864422202
1710,devilmaycry1,0.24017467248908297,0.21397379912663755,0.0611353711790393,0.10043668122270742,0.021834061135371178,0.06986899563318777,0.08296943231441048,0.026200873362445413,0.021834061135371178,0.0,0.004366812227074236,0.008733624454148471,0.026200873362445413,0.026200873362445413,0.0,0.09606986899563319,0.0
1711,devilmaycry2,0.2974683544303797,0.17721518987341772,0.05063291139240506,0.08227848101265822,0.02531645569620253,0.012658227848101266,0.11392405063291139,0.02531645569620253,0.02531645569620253,0.006329113924050633,0.03164556962025317,0.006329113924050633,0.0189873417721519,0.03164556962025317,0.0,0.0949367088607595,0.0
1712,devilmaycry3dantesawakening,0.20086393088552915,0.16198704103671707,0.10367170626349892,0.1101511879049676,0.04535637149028078,0.0367170626349892,0.09935205183585313,0.04535637149028078,0.019438444924406047,0.0021598272138228943,0.0064794816414686825,0.008639308855291577,0.017278617710583154,0.02591792656587473,0.0021598272138228943,0.1101511879049676,0.004319654427645789
1713,devilmaycry4,0.22709923664122136,0.1450381679389313,0.0916030534351145,0.08587786259541985,0.04007633587786259,0.03816793893129771,0.10687022900763359,0.05343511450381679,0.015267175572519083,0.003816793893129771,0.02862595419847328,0.003816793893129771,0.013358778625954198,0.03625954198473282,0.0019083969465648854,0.10114503816793893,0.007633587786259542
1714,devilmaycry5,0.18225806451612903,0.16612903225806452,0.09838709677419355,0.14516129032258066,0.07741935483870968,0.03064516129032258,0.07741935483870968,0.03387096774193549,0.014516129032258065,0.004838709677419355,0.020967741935483872,0.01129032258064516,0.03225806451612903,0.03225806451612903,0.0,0.06612903225806452,0.0064516129032258064
1715,devilsummoner,0.2,0.1111111111111111,0.1111111111111111,0.13333333333333333,0.044444444444444446,0.022222222222222223,0.17777777777777778,0.022222222222222223,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.022222222222222223,0.022222222222222223
1716,devilsurvivor,0.0914179104477612,0.10074626865671642,0.1417910447761194,0.1958955223880597,0.03731343283582089,0.04477611940298507,0.10074626865671642,0.06343283582089553,0.0,0.018656716417910446,0.024253731343283583,0.011194029850746268,0.022388059701492536,0.08955223880597014,0.0,0.04664179104477612,0.011194029850746268
1717,devilsurvivor2,0.06521739130434782,0.10386473429951691,0.12560386473429952,0.20772946859903382,0.0748792270531401,0.033816425120772944,0.10869565217391304,0.05314009661835749,0.0024154589371980675,0.014492753623188406,0.03864734299516908,0.00966183574879227,0.024154589371980676,0.09178743961352658,0.0,0.036231884057971016,0.00966183574879227
1718,devilworld,0.08,0.28,0.08,0.04,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.04,0.08,0.0,0.0,0.0
1719,devilscrush,0.16666666666666666,0.20833333333333334,0.0,0.0,0.0,0.041666666666666664,0.0,0.041666666666666664,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.041666666666666664,0.2916666666666667,0.0,0.041666666666666664
1720,devilsdare,0.05555555555555555,0.2777777777777778,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.1111111111111111,0.0,0.16666666666666666,0.0
1721,devilsthird,0.05813953488372093,0.12790697674418605,0.011627906976744186,0.12790697674418605,0.06976744186046512,0.011627906976744186,0.16279069767441862,0.18604651162790697,0.0,0.0,0.011627906976744186,0.09302325581395349,0.046511627906976744,0.0,0.0,0.05813953488372093,0.03488372093023256
1722,devotion,0.017543859649122806,0.09649122807017543,0.06140350877192982,0.23684210526315788,0.08771929824561403,0.008771929824561403,0.23684210526315788,0.02631578947368421,0.0,0.0,0.008771929824561403,0.017543859649122806,0.19298245614035087,0.0,0.008771929824561403,0.0,0.0
1723,devour,0.0,0.045454545454545456,0.09090909090909091,0.13636363636363635,0.0,0.09090909090909091,0.18181818181818182,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.0,0.09090909090909091,0.0
1724,dewysadventure,0.21739130434782608,0.30434782608695654,0.043478260869565216,0.06521739130434782,0.021739130434782608,0.10869565217391304,0.043478260869565216,0.021739130434782608,0.13043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0
1725,dex,0.02666666666666667,0.14666666666666667,0.04,0.08,0.06666666666666667,0.06666666666666667,0.10666666666666667,0.10666666666666667,0.05333333333333334,0.04,0.0,0.0,0.05333333333333334,0.02666666666666667,0.0,0.08,0.10666666666666667
1726,diablo,0.08645161290322581,0.15096774193548387,0.13548387096774195,0.06838709677419355,0.04129032258064516,0.06580645161290323,0.05161290322580645,0.07225806451612904,0.00903225806451613,0.023225806451612905,0.024516129032258065,0.007741935483870968,0.04,0.1329032258064516,0.0025806451612903226,0.08258064516129032,0.005161290322580645
1727,diabloii,0.08571428571428572,0.15767195767195769,0.10899470899470899,0.08888888888888889,0.02328042328042328,0.08571428571428572,0.05714285714285714,0.07301587301587302,0.007407407407407408,0.01904761904761905,0.015873015873015872,0.006349206349206349,0.026455026455026454,0.12698412698412698,0.004232804232804233,0.10582010582010581,0.007407407407407408
1728,diabloiii,0.09364548494983277,0.12207357859531773,0.12709030100334448,0.048494983277591976,0.09364548494983277,0.048494983277591976,0.048494983277591976,0.05518394648829431,0.011705685618729096,0.0451505016722408,0.026755852842809364,0.008361204013377926,0.026755852842809364,0.1354515050167224,0.0,0.09866220735785954,0.010033444816053512
1729,diacrisis,0.0,0.0,0.058823529411764705,0.0,0.0,0.11764705882352941,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.0,0.0,0.058823529411764705,0.5294117647058824,0.0,0.0,0.0,0.0
1730,diamonddigger,0.0,0.07692307692307693,0.0,0.0,0.0,0.15384615384615385,0.0,0.07692307692307693,0.46153846153846156,0.0,0.07692307692307693,0.0,0.15384615384615385,0.0,0.0,0.0,0.0
1731,diamondhollowii,0.125,0.4,0.0,0.05,0.0,0.075,0.025,0.025,0.2,0.0,0.0,0.0,0.075,0.0,0.0,0.025,0.0
1732,diariesofaspaceportjanitor,0.05,0.15,0.05,0.0,0.1,0.1,0.05,0.1,0.0,0.05,0.05,0.0,0.1,0.1,0.0,0.0,0.1
1733,diceydungeons,0.09183673469387756,0.21428571428571427,0.030612244897959183,0.12244897959183673,0.07142857142857142,0.061224489795918366,0.030612244897959183,0.01020408163265306,0.01020408163265306,0.0,0.01020408163265306,0.01020408163265306,0.04081632653061224,0.12244897959183673,0.0,0.17346938775510204,0.0
1734,dictatorsnopeace,0.07692307692307693,0.15384615384615385,0.0,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.0,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693
1735,dieanstalt,0.04,0.13333333333333333,0.02666666666666667,0.25333333333333335,0.14666666666666667,0.04,0.12,0.0,0.013333333333333334,0.02666666666666667,0.02666666666666667,0.013333333333333334,0.13333333333333333,0.0,0.02666666666666667,0.0,0.0
1736,diebythesword,0.15384615384615385,0.4230769230769231,0.0,0.07692307692307693,0.038461538461538464,0.0,0.038461538461538464,0.07692307692307693,0.0,0.0,0.0,0.0,0.11538461538461539,0.0,0.0,0.038461538461538464,0.038461538461538464
1737,dieyoung,0.0,0.12307692307692308,0.03076923076923077,0.23076923076923078,0.03076923076923077,0.03076923076923077,0.13846153846153847,0.12307692307692308,0.0,0.015384615384615385,0.0,0.015384615384615385,0.1076923076923077,0.07692307692307693,0.0,0.07692307692307693,0.0
1738,diepio,0.03508771929824561,0.14035087719298245,0.017543859649122806,0.07017543859649122,0.0,0.07017543859649122,0.0,0.15789473684210525,0.10526315789473684,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.3157894736842105,0.03508771929824561
1739,digdug,0.2727272727272727,0.3246753246753247,0.03896103896103896,0.06493506493506493,0.06493506493506493,0.012987012987012988,0.025974025974025976,0.012987012987012988,0.11688311688311688,0.0,0.025974025974025976,0.0,0.0,0.0,0.012987012987012988,0.025974025974025976,0.0
1740,digimonadventure02d1tamers,0.15789473684210525,0.15789473684210525,0.05263157894736842,0.34210526315789475,0.0,0.0,0.13157894736842105,0.05263157894736842,0.0,0.0,0.0,0.0,0.02631578947368421,0.07894736842105263,0.0,0.0,0.0
1741,digimonadventure02tagtamers,0.26666666666666666,0.2,0.0,0.26666666666666666,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0
1742,digimonadventureanodecathodetamer,0.3157894736842105,0.10526315789473684,0.10526315789473684,0.15789473684210525,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.10526315789473684,0.0
1743,digimonbattlespirit,0.7586206896551724,0.06896551724137931,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.034482758620689655,0.0
1744,digimondigitalcardbattle,0.25,0.3269230769230769,0.019230769230769232,0.17307692307692307,0.019230769230769232,0.0,0.09615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.07692307692307693,0.0
1745,digimonrumblearena,0.5714285714285714,0.11904761904761904,0.0,0.09523809523809523,0.023809523809523808,0.0,0.09523809523809523,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.023809523809523808,0.0
1746,digimonstorycybersleuth,0.09225092250922509,0.12177121771217712,0.13284132841328414,0.1918819188191882,0.06273062730627306,0.03690036900369004,0.13653136531365315,0.02214022140221402,0.007380073800738007,0.01107011070110701,0.025830258302583026,0.007380073800738007,0.007380073800738007,0.055350553505535055,0.0,0.07380073800738007,0.014760147601476014
1747,digimonstorycybersleuthhackersmemory,0.12359550561797752,0.11235955056179775,0.07865168539325842,0.25842696629213485,0.056179775280898875,0.056179775280898875,0.1797752808988764,0.011235955056179775,0.0,0.011235955056179775,0.02247191011235955,0.0,0.011235955056179775,0.02247191011235955,0.0,0.056179775280898875,0.0
1748,digimontamersbravetamer,0.15384615384615385,0.19230769230769232,0.038461538461538464,0.3076923076923077,0.0,0.038461538461538464,0.15384615384615385,0.0,0.0,0.0,0.038461538461538464,0.038461538461538464,0.0,0.038461538461538464,0.0,0.0,0.0
1749,digimonwonderswanseries,0.19047619047619047,0.0,0.14285714285714285,0.19047619047619047,0.19047619047619047,0.0,0.23809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0
1750,digimonworld,0.1553784860557769,0.199203187250996,0.035856573705179286,0.1553784860557769,0.03187250996015936,0.11155378486055777,0.03187250996015936,0.043824701195219126,0.01195219123505976,0.00398406374501992,0.01195219123505976,0.00398406374501992,0.03187250996015936,0.10358565737051793,0.00398406374501992,0.04780876494023904,0.01593625498007968
1751,digimonworld2,0.12871287128712872,0.1782178217821782,0.1485148514851485,0.1188118811881188,0.009900990099009901,0.019801980198019802,0.07920792079207921,0.07920792079207921,0.009900990099009901,0.0,0.009900990099009901,0.0,0.0,0.13861386138613863,0.0,0.04950495049504951,0.0297029702970297
1752,digimonworld3,0.17567567567567569,0.18243243243243243,0.11486486486486487,0.0945945945945946,0.006756756756756757,0.08108108108108109,0.05405405405405406,0.02702702702702703,0.0,0.0,0.006756756756756757,0.0,0.033783783783783786,0.13513513513513514,0.006756756756756757,0.06756756756756757,0.013513513513513514
1753,digimonworld4,0.21311475409836064,0.22950819672131148,0.01639344262295082,0.04918032786885246,0.0,0.04918032786885246,0.0,0.01639344262295082,0.01639344262295082,0.0,0.0,0.01639344262295082,0.0,0.21311475409836064,0.01639344262295082,0.16393442622950818,0.0
1754,digimonworldchampionship,0.047619047619047616,0.23809523809523808,0.047619047619047616,0.3333333333333333,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.09523809523809523,0.09523809523809523,0.0,0.0,0.0
1755,digimonworldds,0.16666666666666666,0.2619047619047619,0.09523809523809523,0.11904761904761904,0.0,0.11904761904761904,0.09523809523809523,0.047619047619047616,0.0,0.0,0.023809523809523808,0.0,0.0,0.07142857142857142,0.0,0.0,0.0
