Topic 1,Topic 2,Topic 3,Topic 4
1133/0.0012471237111591224,2204/0.0008257326013098262,,
649/0.0012471237111591224,877/0.0008194292990097512,,
1660/0.0012471237111591224,1750/0.0008194292990097512,,
2340/0.0012471237111591224,299/0.0008194292990097512,,
2558/0.0012471237111591224,2800/0.0008194292990097512,,
771/0.0012295585884667404,2059/0.0008194292990097512,,
2012/0.0012295585884667404,1178/0.0008194292990097512,,
424/0.0012119934657743585,1157/0.0008194292990097512,,
1285/0.0012119934657743585,253/0.0008131259967096762,,
833/0.0011944283430819764,2676/0.0008131259967096762,,
2529/0.0011944283430819764,2670/0.0008131259967096762,,
202/0.0011944283430819764,535/0.0008131259967096762,,
205/0.0011944283430819764,1085/0.0008068226944096012,,
710/0.0011944283430819764,642/0.0008068226944096012,,
1834/0.0011768632203895944,2327/0.0008068226944096012,,
724/0.0011768632203895944,2376/0.0008068226944096012,,
148/0.0011592980976972123,882/0.0008068226944096012,,
847/0.0011592980976972123,1401/0.0008068226944096012,,
1390/0.0011592980976972123,2262/0.0008005193921095261,,
327/0.0011592980976972123,1368/0.0008005193921095261,,
3002/0.0011417329750048305,2901/0.0008005193921095261,,
1530/0.0011417329750048305,549/0.0008005193921095261,,
2643/0.0011241678523124484,2090/0.0008005193921095261,,
831/0.0011241678523124484,1650/0.0008005193921095261,,
1024/0.0011241678523124484,2013/0.0008005193921095261,,
2399/0.0011241678523124484,1336/0.0007942160898094511,,
576/0.0011241678523124484,502/0.0007942160898094511,,
2809/0.0011241678523124484,463/0.0007942160898094511,,
363/0.0011066027296200663,2442/0.0007942160898094511,,
2439/0.0011066027296200663,762/0.0007879127875093762,,
2915/0.0011066027296200663,322/0.0007879127875093762,,
2565/0.0011066027296200663,2765/0.0007879127875093762,,
1774/0.0011066027296200663,2302/0.0007879127875093762,,
2885/0.0011066027296200663,185/0.0007879127875093762,,
2257/0.0010890376069276845,613/0.0007879127875093762,,
866/0.0010890376069276845,471/0.0007879127875093762,,
658/0.0010890376069276845,1454/0.0007879127875093762,,
2464/0.0010714724842353024,349/0.0007879127875093762,,
2473/0.0010714724842353024,229/0.0007816094852093012,,
2364/0.0010539073615429204,1758/0.0007816094852093012,,
2895/0.0010539073615429204,1788/0.0007816094852093012,,
2002/0.0010363422388505383,1902/0.0007816094852093012,,
1092/0.0010363422388505383,755/0.0007816094852093012,,
1502/0.0010187771161581565,662/0.0007753061829092262,,
709/0.0010187771161581565,1398/0.0007753061829092262,,
2402/0.0010187771161581565,3005/0.0007753061829092262,,
2462/0.0010012119934657744,383/0.0007753061829092262,,
640/0.0010012119934657744,305/0.0007753061829092262,,
2805/0.0010012119934657744,821/0.0007753061829092262,,
2770/0.0010012119934657744,532/0.0007690028806091511,,
777/0.0010012119934657744,1362/0.0007690028806091511,,
2925/0.0009836468707733923,1008/0.0007690028806091511,,
1590/0.0009836468707733923,2437/0.0007690028806091511,,
601/0.0009836468707733923,1796/0.0007690028806091511,,
2020/0.0009660817480810104,1186/0.0007690028806091511,,
926/0.0009660817480810104,297/0.0007690028806091511,,
1219/0.0009660817480810104,2930/0.0007690028806091511,,
2494/0.0009485166253886283,2681/0.0007690028806091511,,
2295/0.0009485166253886283,995/0.0007690028806091511,,
2011/0.0009485166253886283,592/0.0007626995783090761,,
2087/0.0009485166253886283,2195/0.0007626995783090761,,
3021/0.0009485166253886283,2958/0.0007626995783090761,,
66/0.0009485166253886283,1258/0.0007626995783090761,,
2980/0.0009485166253886283,263/0.0007563962760090011,,
2985/0.0009485166253886283,1449/0.0007563962760090011,,
895/0.0009309515026962463,811/0.0007563962760090011,,
2916/0.0009309515026962463,595/0.0007563962760090011,,
123/0.0009309515026962463,2680/0.0007563962760090011,,
2705/0.0009309515026962463,259/0.0007563962760090011,,
3015/0.0009309515026962463,1324/0.0007563962760090011,,
788/0.0009309515026962463,670/0.0007563962760090011,,
1694/0.0009133863800038643,438/0.0007563962760090011,,
918/0.0008958212573114823,2966/0.0007563962760090011,,
1894/0.0008958212573114823,2460/0.0007500929737089262,,
2718/0.0008782561346191003,469/0.0007500929737089262,,
204/0.0008782561346191003,2791/0.0007500929737089262,,
1641/0.0008606910119267183,1527/0.0007500929737089262,,
2769/0.0008606910119267183,938/0.0007500929737089262,,
2763/0.0008606910119267183,1689/0.0007500929737089262,,
2384/0.0008606910119267183,1486/0.0007500929737089262,,
2792/0.0008431258892343364,2405/0.0007500929737089262,,
2844/0.0008431258892343364,369/0.0007437896714088511,,
1128/0.0008255607665419543,1320/0.0007437896714088511,,
1193/0.0008255607665419543,1634/0.0007437896714088511,,
1355/0.0008255607665419543,651/0.0007437896714088511,,
1300/0.0008255607665419543,423/0.0007437896714088511,,
1391/0.0008255607665419543,85/0.0007437896714088511,,
2825/0.0008079956438495723,2472/0.0007374863691087761,,
2603/0.0008079956438495723,400/0.0007374863691087761,,
599/0.0008079956438495723,100/0.0007374863691087761,,
1064/0.0008079956438495723,2990/0.0007374863691087761,,
1057/0.0007904305211571903,1084/0.0007311830668087011,,
1259/0.0007904305211571903,376/0.0007311830668087011,,
1748/0.0007904305211571903,1886/0.0007311830668087011,,
1714/0.0007904305211571903,1685/0.0007311830668087011,,
1458/0.0007904305211571903,2592/0.0007311830668087011,,
1420/0.0007904305211571903,1274/0.0007311830668087011,,
2931/0.0007904305211571903,2972/0.0007311830668087011,,
2734/0.0007904305211571903,2146/0.0007311830668087011,,
2838/0.0007904305211571903,1397/0.0007311830668087011,,
1882/0.0007728653984648083,279/0.0007311830668087011,,
870/0.0007728653984648083,1071/0.0007311830668087011,,
2155/0.0007728653984648083,1881/0.0007311830668087011,,
1960/0.0007553002757724263,2864/0.0007311830668087011,,
1481/0.0007553002757724263,1616/0.0007248797645086261,,
2828/0.0007553002757724263,2317/0.0007248797645086261,,
2704/0.0007377351530800443,91/0.0007248797645086261,,
550/0.0007201700303876622,2313/0.0007248797645086261,,
1148/0.0007201700303876622,75/0.0007248797645086261,,
2027/0.0007201700303876622,2424/0.0007248797645086261,,
2717/0.0007026049076952803,208/0.0007248797645086261,,
1561/0.0006850397850028982,983/0.0007248797645086261,,
2034/0.0006850397850028982,121/0.0007248797645086261,,
1283/0.0006850397850028982,1301/0.0007248797645086261,,
1921/0.0006850397850028982,2485/0.0007248797645086261,,
1094/0.0006850397850028982,2587/0.000718576462208551,,
768/0.0006674746623105163,1404/0.000718576462208551,,
251/0.0006674746623105163,1353/0.000718576462208551,,
1744/0.0006323444169257522,764/0.000718576462208551,,
2730/0.0006323444169257522,2306/0.000712273159908476,,
2163/0.0005972141715409882,1062/0.000712273159908476,,
2553/0.0005620839261562242,2286/0.000712273159908476,,
2554/0.0005620839261562242,1978/0.000712273159908476,,
2874/0.0005445188034638422,1846/0.000712273159908476,,
2992/0.0005093885580790782,1253/0.000712273159908476,,
1674/0.0004918234353866962,2691/0.000712273159908476,,
1906/0.0004918234353866962,310/0.000705969857608401,,
767/0.0004918234353866962,2492/0.000705969857608401,,
2202/0.0004918234353866962,454/0.000705969857608401,,
1719/0.00047425831269431415,742/0.000705969857608401,,
2363/0.00047425831269431415,754/0.000705969857608401,,
872/0.00047425831269431415,1662/0.000705969857608401,,
2714/0.00047425831269431415,105/0.000705969857608401,,
978/0.00045669319000193214,304/0.000705969857608401,,
2876/0.00045669319000193214,192/0.000705969857608401,,
1330/0.0004215629446171682,804/0.000705969857608401,,
2293/0.0004215629446171682,1645/0.000705969857608401,,
1237/0.0004215629446171682,1858/0.000705969857608401,,
2067/0.0004215629446171682,1877/0.000705969857608401,,
2706/0.0004215629446171682,1172/0.0006996665553083261,,
962/0.0004215629446171682,1053/0.0006996665553083261,,
2951/0.0004215629446171682,1311/0.0006996665553083261,,
137/0.00040399782192478617,812/0.0006996665553083261,,
1567/0.00040399782192478617,1241/0.0006996665553083261,,
2436/0.00038643269923240416,577/0.000693363253008251,,
2604/0.00036886757654002215,334/0.000693363253008251,,
917/0.00035130245384764014,1035/0.000693363253008251,,
933/0.00035130245384764014,389/0.000693363253008251,,
1852/0.00033373733115525813,1499/0.000693363253008251,,
2712/0.00033373733115525813,2290/0.000693363253008251,,
954/0.00033373733115525813,1190/0.000693363253008251,,
2122/0.0003161722084628761,149/0.000693363253008251,,
903/0.0002986070857704941,2021/0.000693363253008251,,
2583/0.0002986070857704941,855/0.000687059950708176,,
1054/0.0002810419630781121,1014/0.000687059950708176,,
1808/0.0002810419630781121,1893/0.000687059950708176,,
2559/0.0002810419630781121,1444/0.000687059950708176,,
810/0.0002810419630781121,2112/0.000687059950708176,,
1835/0.0002810419630781121,3013/0.000687059950708176,,
1575/0.00022834659500096607,905/0.000687059950708176,,
747/0.0002107814723085841,1293/0.000687059950708176,,
1464/0.00019321634961620208,1103/0.000687059950708176,,
706/0.00019321634961620208,2826/0.000680756648408101,,
,668/0.000680756648408101,,
,2569/0.000680756648408101,,
,486/0.000680756648408101,,
,1073/0.000680756648408101,,
,3007/0.000674453346108026,,
,2635/0.000674453346108026,,
,770/0.000674453346108026,,
,332/0.000674453346108026,,
,1666/0.000674453346108026,,
,2196/0.000668150043807951,,
,2671/0.000668150043807951,,
,784/0.000668150043807951,,
,68/0.000668150043807951,,
,1429/0.000668150043807951,,
,655/0.000668150043807951,,
,1142/0.000668150043807951,,
,268/0.0006618467415078759,,
,1349/0.0006618467415078759,,
,21/0.000655543439207801,,
,1175/0.000655543439207801,,
,857/0.000655543439207801,,
,2389/0.000655543439207801,,
,865/0.000655543439207801,,
,141/0.000655543439207801,,
,2590/0.000655543439207801,,
,1475/0.000655543439207801,,
,1132/0.000655543439207801,,
,179/0.000655543439207801,,
,2725/0.000649240136907726,,
,1570/0.000649240136907726,,
,2632/0.000649240136907726,,
,572/0.000649240136907726,,
,1909/0.000649240136907726,,
,1436/0.000649240136907726,,
,2855/0.000649240136907726,,
,1240/0.000649240136907726,,
,1250/0.000649240136907726,,
,1995/0.000642936834607651,,
,12/0.000642936834607651,,
,222/0.000642936834607651,,
,99/0.000642936834607651,,
,1302/0.000642936834607651,,
,780/0.000642936834607651,,
,367/0.0006366335323075759,,
,1343/0.0006366335323075759,,
,907/0.0006366335323075759,,
,943/0.0006366335323075759,,
,913/0.0006366335323075759,,
,2664/0.0006303302300075009,,
,267/0.0006303302300075009,,
,506/0.0006303302300075009,,
,9/0.0006303302300075009,,
,1145/0.0006303302300075009,,
,1838/0.0006303302300075009,,
,652/0.0006303302300075009,,
,2297/0.0006303302300075009,,
,1597/0.0006303302300075009,,
,1565/0.0006303302300075009,,
,178/0.0006303302300075009,,
,1340/0.0006303302300075009,,
,1422/0.0006303302300075009,,
,231/0.0006303302300075009,,
,2962/0.0006240269277074259,,
,953/0.0006240269277074259,,
,1587/0.0006240269277074259,,
,716/0.0006240269277074259,,
,1409/0.0006240269277074259,,
,1373/0.0006240269277074259,,
,431/0.0006240269277074259,,
,2108/0.0006240269277074259,,
,2793/0.0006240269277074259,,
,1419/0.0006177236254073509,,
,911/0.0006177236254073509,,
,1840/0.0006177236254073509,,
,666/0.0006177236254073509,,
,2845/0.0006177236254073509,,
,315/0.0006177236254073509,,
,142/0.0006177236254073509,,
,2223/0.0006114203231072758,,
,2207/0.0006114203231072758,,
,614/0.0006114203231072758,,
,725/0.0006114203231072758,,
,1945/0.0006114203231072758,,
,682/0.0006114203231072758,,
,2933/0.0006051170208072009,,
,1701/0.0006051170208072009,,
,994/0.0006051170208072009,,
,1282/0.0006051170208072009,,
,84/0.0006051170208072009,,
,2470/0.0006051170208072009,,
,1759/0.0006051170208072009,,
,239/0.0006051170208072009,,
,41/0.0006051170208072009,,
,2619/0.0006051170208072009,,
,786/0.0006051170208072009,,
,860/0.0006051170208072009,,
,1076/0.0005988137185071259,,
,312/0.0005988137185071259,,
,1485/0.0005988137185071259,,
,897/0.0005988137185071259,,
,1278/0.0005988137185071259,,
,2412/0.0005988137185071259,,
,1328/0.0005988137185071259,,
,1738/0.0005988137185071259,,
,1333/0.0005988137185071259,,
,347/0.0005988137185071259,,
,2053/0.0005925104162070509,,
,1623/0.0005925104162070509,,
,1632/0.0005925104162070509,,
,774/0.0005925104162070509,,
,1446/0.0005925104162070509,,
,1091/0.0005925104162070509,,
,15/0.0005925104162070509,,
,133/0.0005925104162070509,,
,1370/0.0005925104162070509,,
,28/0.0005925104162070509,,
,663/0.0005925104162070509,,
,1971/0.0005925104162070509,,
,330/0.0005925104162070509,,
,2768/0.0005862071139069759,,
,1518/0.0005862071139069759,,
,2109/0.0005862071139069759,,
,1520/0.0005862071139069759,,
,965/0.0005862071139069759,,
,353/0.0005862071139069759,,
,2185/0.0005862071139069759,,
,1196/0.0005862071139069759,,
,2315/0.0005862071139069759,,
,2189/0.0005862071139069759,,
,1246/0.0005862071139069759,,
,676/0.0005862071139069759,,
,1777/0.0005862071139069759,,
,775/0.0005862071139069759,,
,2477/0.0005799038116069008,,
,2542/0.0005799038116069008,,
,1890/0.0005799038116069008,,
,1843/0.0005799038116069008,,
,2779/0.0005799038116069008,,
,659/0.0005799038116069008,,
,1900/0.0005799038116069008,,
,3016/0.0005799038116069008,,
,455/0.0005799038116069008,,
,620/0.0005799038116069008,,
,2466/0.0005736005093068258,,
,1652/0.0005736005093068258,,
,1388/0.0005736005093068258,,
,2630/0.0005736005093068258,,
,2679/0.0005736005093068258,,
,2338/0.0005736005093068258,,
,381/0.0005736005093068258,,
,1061/0.0005736005093068258,,
,704/0.0005736005093068258,,
,387/0.0005736005093068258,,
,1039/0.0005672972070067509,,
,935/0.0005672972070067509,,
,861/0.0005672972070067509,,
,639/0.0005672972070067509,,
,2866/0.0005672972070067509,,
,785/0.0005672972070067509,,
,527/0.0005672972070067509,,
,1262/0.0005672972070067509,,
,2497/0.0005672972070067509,,
,219/0.0005672972070067509,,
,1494/0.0005672972070067509,,
,2863/0.0005609939047066759,,
,2622/0.0005546906024066008,,
,1514/0.0005546906024066008,,
,1805/0.0005546906024066008,,
,1269/0.0005546906024066008,,
,1776/0.0005546906024066008,,
,2937/0.0005546906024066008,,
,2330/0.0005546906024066008,,
,167/0.0005546906024066008,,
,864/0.0005483873001065258,,
,1746/0.0005483873001065258,,
,165/0.0005483873001065258,,
,2444/0.0005483873001065258,,
,1210/0.0005483873001065258,,
,635/0.0005483873001065258,,
,2535/0.0005483873001065258,,
,289/0.0005420839978064508,,
,2814/0.0005420839978064508,,
,1656/0.0005420839978064508,,
,1948/0.0005420839978064508,,
,823/0.0005420839978064508,,
,2539/0.0005420839978064508,,
,2591/0.0005420839978064508,,
,2006/0.0005420839978064508,,
,1850/0.0005420839978064508,,
,975/0.0005420839978064508,,
,1577/0.0005420839978064508,,
,2731/0.0005420839978064508,,
,1614/0.0005357806955063758,,
,2694/0.0005357806955063758,,
,54/0.0005357806955063758,,
,2785/0.0005357806955063758,,
,1363/0.0005357806955063758,,
,1558/0.0005357806955063758,,
,1885/0.0005357806955063758,,
,340/0.0005357806955063758,,
,2390/0.0005357806955063758,,
,207/0.0005357806955063758,,
,633/0.0005357806955063758,,
,1903/0.0005357806955063758,,
,293/0.0005357806955063758,,
,181/0.0005357806955063758,,
,2141/0.0005357806955063758,,
,1280/0.0005357806955063758,,
,1892/0.0005294773932063007,,
,1856/0.0005294773932063007,,
,624/0.0005294773932063007,,
,87/0.0005294773932063007,,
,1465/0.0005294773932063007,,
,2513/0.0005294773932063007,,
,1146/0.0005294773932063007,,
,1581/0.0005294773932063007,,
,306/0.0005294773932063007,,
,1418/0.0005294773932063007,,
,108/0.0005294773932063007,,
,617/0.0005294773932063007,,
,524/0.0005294773932063007,,
,1143/0.0005231740909062257,,
,51/0.0005231740909062257,,
,2795/0.0005231740909062257,,
,675/0.0005231740909062257,,
,1873/0.0005231740909062257,,
,949/0.0005231740909062257,,
,660/0.0005231740909062257,,
,96/0.0005231740909062257,,
,746/0.0005231740909062257,,
,418/0.0005231740909062257,,
,1559/0.0005231740909062257,,
,2689/0.0005168707886061508,,
,2922/0.0005168707886061508,,
,1911/0.0005168707886061508,,
,258/0.0005168707886061508,,
,52/0.0005168707886061508,,
,554/0.0005168707886061508,,
,510/0.0005168707886061508,,
,2454/0.0005168707886061508,,
,738/0.0005168707886061508,,
,886/0.0005168707886061508,,
,2682/0.0005105674863060758,,
,2140/0.0005105674863060758,,
,609/0.0005105674863060758,,
,1506/0.0005105674863060758,,
,391/0.0005105674863060758,,
,2657/0.0005105674863060758,,
,1515/0.0005105674863060758,,
,1644/0.0005105674863060758,,
,1227/0.0005105674863060758,,
,492/0.0005105674863060758,,
,415/0.0005105674863060758,,
,2358/0.0005105674863060758,,
,2490/0.0005105674863060758,,
,1405/0.0005105674863060758,,
,1967/0.0005042641840060008,,
,1925/0.0005042641840060008,,
,2443/0.0005042641840060008,,
,1055/0.0005042641840060008,,
,904/0.0005042641840060008,,
,1234/0.0005042641840060008,,
,947/0.0005042641840060008,,
,83/0.0005042641840060008,,
,1381/0.0005042641840060008,,
,374/0.0005042641840060008,,
,1769/0.0005042641840060008,,
,2357/0.0005042641840060008,,
,899/0.0005042641840060008,,
,992/0.0004979608817059257,,
,152/0.0004979608817059257,,
,2544/0.0004979608817059257,,
,1185/0.0004979608817059257,,
,1950/0.0004979608817059257,,
,445/0.0004979608817059257,,
,2359/0.0004916575794058507,,
,1325/0.0004916575794058507,,
,1622/0.0004916575794058507,,
,2981/0.0004916575794058507,,
,2397/0.0004916575794058507,,
,551/0.0004916575794058507,,
,2949/0.0004916575794058507,,
,2111/0.0004916575794058507,,
,2624/0.0004916575794058507,,
,1294/0.0004916575794058507,,
,2178/0.0004916575794058507,,
,2404/0.0004916575794058507,,
,1679/0.00048535427710577573,,
,1229/0.00048535427710577573,,
,1724/0.00048535427710577573,,
,1460/0.00048535427710577573,,
,1015/0.00048535427710577573,,
,717/0.00048535427710577573,,
,1427/0.00048535427710577573,,
,2469/0.00048535427710577573,,
,1208/0.00048535427710577573,,
,650/0.00048535427710577573,,
,2944/0.00048535427710577573,,
,1706/0.00048535427710577573,,
,772/0.00048535427710577573,,
,2074/0.00048535427710577573,,
,553/0.00048535427710577573,,
,1108/0.00048535427710577573,,
,371/0.00048535427710577573,,
,2084/0.0004790509748057007,,
,1201/0.0004790509748057007,,
,1095/0.0004790509748057007,,
,2926/0.0004790509748057007,,
,2468/0.0004790509748057007,,
,1809/0.0004790509748057007,,
,2738/0.0004790509748057007,,
,407/0.0004790509748057007,,
,42/0.0004790509748057007,,
,2348/0.0004790509748057007,,
,1985/0.0004790509748057007,,
,690/0.0004790509748057007,,
,701/0.0004790509748057007,,
,867/0.0004727476725056257,,
,2537/0.0004727476725056257,,
,1192/0.0004727476725056257,,
,2467/0.0004727476725056257,,
,473/0.0004727476725056257,,
,1441/0.0004727476725056257,,
,1560/0.0004727476725056257,,
,1700/0.0004727476725056257,,
,964/0.0004727476725056257,,
,713/0.0004727476725056257,,
,982/0.0004727476725056257,,
,1276/0.0004727476725056257,,
,377/0.0004727476725056257,,
,217/0.0004727476725056257,,
,2560/0.00046644437020555067,,
,67/0.00046644437020555067,,
,1354/0.00046644437020555067,,
,355/0.00046644437020555067,,
,1159/0.00046644437020555067,,
,1633/0.00046644437020555067,,
,1865/0.00046644437020555067,,
,106/0.00046644437020555067,,
,2928/0.00046644437020555067,,
,979/0.00046644437020555067,,
,2996/0.00046644437020555067,,
,1973/0.00046644437020555067,,
,344/0.00046644437020555067,,
,902/0.0004601410679054757,,
,1341/0.0004601410679054757,,
,2243/0.0004601410679054757,,
,699/0.0004601410679054757,,
,530/0.0004601410679054757,,
,2347/0.0004601410679054757,,
,1051/0.0004601410679054757,,
,1182/0.0004601410679054757,,
,2139/0.0004601410679054757,,
,1242/0.0004601410679054757,,
,1100/0.0004601410679054757,,
,1876/0.0004601410679054757,,
,559/0.00045383776560540065,,
,2447/0.00045383776560540065,,
,451/0.00045383776560540065,,
,1830/0.00045383776560540065,,
,2221/0.00045383776560540065,,
,406/0.00045383776560540065,,
,733/0.00045383776560540065,,
,1762/0.00045383776560540065,,
,284/0.00045383776560540065,,
,817/0.00045383776560540065,,
,973/0.00044753446330532566,,
,2911/0.00044753446330532566,,
,3020/0.00044753446330532566,,
,2877/0.00044753446330532566,,
,1646/0.00044753446330532566,,
,2380/0.0004412311610052506,,
,1957/0.0004412311610052506,,
,736/0.0004412311610052506,,
,309/0.0004412311610052506,,
,2208/0.0004412311610052506,,
,1607/0.0004412311610052506,,
,2362/0.0004412311610052506,,
,1901/0.0004412311610052506,,
,2767/0.00043492785870517564,,
,1675/0.00043492785870517564,,
,1367/0.00043492785870517564,,
,2365/0.00043492785870517564,,
,844/0.00043492785870517564,,
,215/0.00043492785870517564,,
,1102/0.00043492785870517564,,
,472/0.00043492785870517564,,
,2789/0.00043492785870517564,,
,2102/0.00043492785870517564,,
,1066/0.00043492785870517564,,
,2662/0.00043492785870517564,,
,1828/0.00043492785870517564,,
,1213/0.00043492785870517564,,
,2333/0.00043492785870517564,,
,945/0.00043492785870517564,,
,565/0.00042862455640510066,,
,885/0.00042862455640510066,,
,2672/0.00042862455640510066,,
,2272/0.00042862455640510066,,
,1251/0.00042862455640510066,,
,2119/0.00042862455640510066,,
,603/0.00042862455640510066,,
,453/0.00042862455640510066,,
,561/0.00042862455640510066,,
,703/0.00042862455640510066,,
,2332/0.00042862455640510066,,
,49/0.00042862455640510066,,
,1389/0.00042862455640510066,,
,759/0.00042862455640510066,,
,2786/0.0004223212541050256,,
,138/0.0004223212541050256,,
,1111/0.0004223212541050256,,
,1410/0.0004223212541050256,,
,2823/0.0004223212541050256,,
,745/0.0004223212541050256,,
,489/0.0004223212541050256,,
,1018/0.0004223212541050256,,
,64/0.0004223212541050256,,
,2654/0.0004223212541050256,,
,2316/0.0004223212541050256,,
,2194/0.0004223212541050256,,
,906/0.00041601795180495064,,
,2821/0.00041601795180495064,,
,1783/0.00041601795180495064,,
,1715/0.00041601795180495064,,
,364/0.00041601795180495064,,
,2158/0.00041601795180495064,,
,213/0.00041601795180495064,,
,932/0.00041601795180495064,,
,126/0.00041601795180495064,,
,2393/0.00041601795180495064,,
,1918/0.00041601795180495064,,
,248/0.00041601795180495064,,
,1585/0.00041601795180495064,,
,1272/0.00041601795180495064,,
,2129/0.00041601795180495064,,
,2094/0.00041601795180495064,,
,1153/0.00041601795180495064,,
,2446/0.00041601795180495064,,
,2732/0.00041601795180495064,,
,2908/0.00041601795180495064,,
,5/0.0004097146495048756,,
,1802/0.0004097146495048756,,
,611/0.0004097146495048756,,
,1296/0.0004097146495048756,,
,2080/0.0004097146495048756,,
,2026/0.0004097146495048756,,
,996/0.0004097146495048756,,
,198/0.0004097146495048756,,
,748/0.0004097146495048756,,
,2270/0.0004097146495048756,,
,2969/0.0004097146495048756,,
,1859/0.0004097146495048756,,
,2098/0.0004097146495048756,,
,2319/0.0004097146495048756,,
,2210/0.0004097146495048756,,
,3012/0.0004097146495048756,,
,429/0.0004097146495048756,,
,1800/0.0004097146495048756,,
,115/0.0004097146495048756,,
,2510/0.0004034113472048006,,
,261/0.0004034113472048006,,
,2423/0.0004034113472048006,,
,1969/0.0004034113472048006,,
,1286/0.0004034113472048006,,
,1216/0.0004034113472048006,,
,2840/0.0004034113472048006,,
,673/0.0003971080449047256,,
,622/0.0003971080449047256,,
,2728/0.0003971080449047256,,
,63/0.0003971080449047256,,
,548/0.0003971080449047256,,
,2609/0.0003971080449047256,,
,2045/0.0003971080449047256,,
,1359/0.0003971080449047256,,
,1490/0.0003971080449047256,,
,1162/0.0003971080449047256,,
,82/0.0003971080449047256,,
,118/0.0003971080449047256,,
,900/0.0003908047426046506,,
,2378/0.0003908047426046506,,
,2130/0.0003908047426046506,,
,1962/0.0003908047426046506,,
,888/0.0003908047426046506,,
,1733/0.0003908047426046506,,
,1984/0.0003908047426046506,,
,366/0.0003908047426046506,,
,1914/0.0003908047426046506,,
,2228/0.0003908047426046506,,
,1879/0.0003908047426046506,,
,346/0.0003908047426046506,,
,1479/0.0003908047426046506,,
,2165/0.0003908047426046506,,
,1180/0.0003908047426046506,,
,875/0.0003908047426046506,,
,963/0.0003908047426046506,,
,119/0.0003908047426046506,,
,937/0.0003908047426046506,,
,1433/0.0003908047426046506,,
,1538/0.0003908047426046506,,
,1337/0.00038450144030457555,,
,2562/0.00038450144030457555,,
,358/0.00038450144030457555,,
,256/0.00038450144030457555,,
,2056/0.00038450144030457555,,
,1255/0.00038450144030457555,,
,657/0.00038450144030457555,,
,1375/0.00038450144030457555,,
,228/0.00037819813800450057,,
,2995/0.00037819813800450057,,
,1029/0.00037819813800450057,,
,2083/0.00037819813800450057,,
,2033/0.00037819813800450057,,
,139/0.00037819813800450057,,
,2600/0.00037819813800450057,,
,17/0.00037819813800450057,,
,988/0.00037819813800450057,,
,498/0.00037819813800450057,,
,931/0.00037819813800450057,,
,807/0.00037819813800450057,,
,2215/0.00037819813800450057,,
,1069/0.00037819813800450057,,
,923/0.00037189483570442553,,
,1753/0.00037189483570442553,,
,2461/0.00037189483570442553,,
,2335/0.00037189483570442553,,
,2369/0.00037189483570442553,,
,2760/0.00037189483570442553,,
,2232/0.00037189483570442553,,
,2954/0.00037189483570442553,,
,2952/0.00037189483570442553,,
,1908/0.00037189483570442553,,
,2989/0.00037189483570442553,,
,1888/0.00037189483570442553,,
,1658/0.00037189483570442553,,
,2371/0.00037189483570442553,,
,791/0.00037189483570442553,,
,1566/0.00036559153340435055,,
,539/0.00036559153340435055,,
,2692/0.00036559153340435055,,
,2508/0.00036559153340435055,,
,150/0.00036559153340435055,,
,1058/0.00036559153340435055,,
,1793/0.00036559153340435055,,
,1149/0.00036559153340435055,,
,2449/0.00036559153340435055,,
,1260/0.00036559153340435055,,
,2279/0.00036559153340435055,,
,1837/0.00036559153340435055,,
,1144/0.0003592882311042755,,
,697/0.0003592882311042755,,
,1730/0.0003592882311042755,,
,781/0.0003592882311042755,,
,2784/0.0003592882311042755,,
,1316/0.0003592882311042755,,
,1913/0.0003592882311042755,,
,2727/0.0003592882311042755,,
,971/0.0003592882311042755,,
,2810/0.0003592882311042755,,
,1025/0.0003592882311042755,,
,496/0.0003592882311042755,,
,2441/0.0003592882311042755,,
,1579/0.0003592882311042755,,
,295/0.0003529849288042005,,
,122/0.0003529849288042005,,
,2183/0.0003529849288042005,,
,796/0.0003529849288042005,,
,1096/0.0003529849288042005,,
,646/0.0003529849288042005,,
,729/0.0003529849288042005,,
,252/0.0003529849288042005,,
,1939/0.0003529849288042005,,
,1635/0.0003529849288042005,,
,1245/0.0003529849288042005,,
,2977/0.0003529849288042005,,
,2217/0.0003529849288042005,,
,2125/0.0003466816265041255,,
,1231/0.0003466816265041255,,
,1307/0.0003466816265041255,,
,1090/0.0003466816265041255,,
,1106/0.0003466816265041255,,
,2801/0.0003466816265041255,,
,270/0.0003466816265041255,,
,547/0.0003466816265041255,,
,1086/0.0003466816265041255,,
,1400/0.0003466816265041255,,
,664/0.0003466816265041255,,
,394/0.0003466816265041255,,
,936/0.0003466816265041255,,
,2062/0.0003466816265041255,,
,189/0.0003466816265041255,,
,2646/0.0003466816265041255,,
,314/0.0003466816265041255,,
,403/0.0003466816265041255,,
,45/0.0003466816265041255,,
,1020/0.0003466816265041255,,
,303/0.0003403783242040505,,
,2103/0.0003403783242040505,,
,1228/0.0003403783242040505,,
,174/0.0003403783242040505,,
,930/0.0003403783242040505,,
,563/0.0003403783242040505,,
,2869/0.0003403783242040505,,
,2113/0.0003403783242040505,,
,2606/0.0003403783242040505,,
,1273/0.0003403783242040505,,
,1476/0.0003403783242040505,,
,1698/0.0003403783242040505,,
,111/0.0003340750219039755,,
,1478/0.0003340750219039755,,
,157/0.0003340750219039755,,
,2532/0.0003340750219039755,,
,2308/0.0003340750219039755,,
,1166/0.0003340750219039755,,
