i_doc,doc,Topic 1,Topic 2,Topic 3
73,armoredtroopervotoms,0.47706422018348627,0.5229357798165137,0.0
74,asmissbeelzebublikes,0.5,0.5,0.0
75,ashitanonadja,0.10497237569060773,0.8784530386740331,0.016574585635359115
76,askdrrin,0.34782608695652173,0.6521739130434783,0.0
77,asobiasobase,0.3684210526315789,0.631578947368421,0.0
78,assassinationclassroom,0.26677577741407527,0.7103109656301145,0.022913256955810146
79,assaultlilybouquet,0.42857142857142855,0.5714285714285714,0.0
80,astroboy,0.3653444676409186,0.605427974947808,0.029227557411273485
81,asuracryin,0.4943820224719101,0.5056179775280899,0.0
82,atomthebeginning,0.38636363636363635,0.6136363636363636,0.0
83,attacknumberone,0.3404255319148936,0.6595744680851063,0.0
84,attackontitan,0.38405797101449274,0.6028985507246377,0.013043478260869565
85,attackontitanjuniorhigh,0.20754716981132076,0.7421383647798742,0.050314465408805034
86,attackeryou,0.1875,0.7708333333333334,0.041666666666666664
87,aurabattlerdunbine,0.5227272727272727,0.4696969696969697,0.007575757575757576
88,avenger,0.42857142857142855,0.47619047619047616,0.09523809523809523
89,ayakashiayashi,0.375,0.6071428571428571,0.017857142857142856
90,ayakashisamuraihorrortales,0.24,0.736,0.024
91,azumangadaioh,0.15762925598991173,0.8247162673392182,0.017654476670870115
92,azurlane,0.26277372262773724,0.7372262773722628,0.0
93,bdamancrossfire,0.32608695652173914,0.5869565217391305,0.08695652173913043
94,beck,0.13768115942028986,0.8405797101449275,0.021739130434782608
95,bgatahkei,0.2331288343558282,0.7300613496932515,0.03680981595092025
96,bnabrandnewanimal,0.2714285714285714,0.65,0.07857142857142857
97,bproject,0.2962962962962963,0.7037037037037037,0.0
98,bthebeginning,0.27472527472527475,0.7142857142857143,0.01098901098901099
99,babelii,0.9,0.1,0.0
100,babyfelixandfriends,0.5833333333333334,0.4166666666666667,0.0
101,babysteps,0.44,0.56,0.0
102,baccano,0.21951219512195122,0.7749445676274944,0.005543237250554324
103,backarrow,0.5789473684210527,0.42105263157894735,0.0
104,backstreetgirls,0.16,0.8,0.04
105,backflip,0.4,0.6,0.0
106,bakaandtestsummonthebeasts,0.19863013698630136,0.7876712328767124,0.0136986301369863
107,bakemonogatari,0.21318681318681318,0.778021978021978,0.008791208791208791
108,bakithegrappler,0.32547169811320753,0.6556603773584906,0.018867924528301886
109,bakuencampusguardress,0.625,0.375,0.0
110,bakugan,0.4098360655737705,0.5683060109289617,0.02185792349726776
111,bakuganbattleplanet,0.4939759036144578,0.4578313253012048,0.04819277108433735
112,bakuman,0.11793611793611794,0.8746928746928747,0.007371007371007371
113,bakuon,0.4,0.6,0.0
114,bakusoukyoudailetsandgo,0.27835051546391754,0.6494845360824743,0.07216494845360824
115,bakutenshootbeyblade,0.3853503184713376,0.5955414012738853,0.01910828025477707
116,balladofashinigami,0.36363636363636365,0.6363636363636364,0.0
117,bambooblade,0.21568627450980393,0.7450980392156863,0.0392156862745098
118,bananafish,0.41818181818181815,0.5818181818181818,0.0
119,bananya,0.2777777777777778,0.6944444444444444,0.027777777777777776
120,bangdream,0.17518248175182483,0.8175182481751825,0.0072992700729927005
121,bannertail,0.125,0.8125,0.0625
122,bartender,0.14102564102564102,0.8589743589743589,0.0
123,basilisk,0.334841628959276,0.6561085972850679,0.00904977375565611
124,basilisktheoukaninjascrolls,0.3287671232876712,0.6575342465753424,0.0136986301369863
125,basquash,0.29743589743589743,0.7025641025641025,0.0
126,bastard1988,0.8,0.2,0.0
127,battleathletes,0.2709677419354839,0.6838709677419355,0.04516129032258064
128,battlebdaman,0.29473684210526313,0.6736842105263158,0.031578947368421054
129,battlegirlstimeparadox,0.3014705882352941,0.6764705882352942,0.022058823529411766
130,battleoftheplanets,0.5128205128205128,0.46153846153846156,0.02564102564102564
131,battleprogrammershirase,0.41935483870967744,0.5806451612903226,0.0
132,battlespiritsheroes,0.1568627450980392,0.8235294117647058,0.0196078431372549
133,battlespiritssaikyogingaultimatezero,0.3023255813953488,0.6744186046511628,0.023255813953488372
134,battlespiritsshonengekihadan,0.36363636363636365,0.6303030303030303,0.006060606060606061
135,battlespiritsshonentoppabashin,0.25742574257425743,0.7277227722772277,0.01485148514851485
136,battlespiritsswordeyes,0.38666666666666666,0.6133333333333333,0.0
137,beastsaga,0.3125,0.5625,0.125
138,beastwarsii,0.4818181818181818,0.4909090909090909,0.02727272727272727
139,beastwarsneo,0.5777777777777777,0.3111111111111111,0.1111111111111111
140,beastars,0.16201117318435754,0.7653631284916201,0.07262569832402235
141,beelzebub,0.39855072463768115,0.5869565217391305,0.014492753623188406
142,belleandsebastian,0.2727272727272727,0.7272727272727273,0.0
143,bento,0.18562874251497005,0.7964071856287425,0.017964071856287425
144,berserk,0.4340557275541796,0.5529411764705883,0.013003095975232198
145,berserk1997,0.2641509433962264,0.7169811320754716,0.018867924528301886
146,berserk2016,0.36607142857142855,0.6160714285714286,0.017857142857142856
147,beststudentcouncil,0.2716049382716049,0.7160493827160493,0.012345679012345678
148,betrayalknowsmyname,0.25217391304347825,0.7478260869565218,0.0
149,betterman,0.363013698630137,0.636986301369863,0.0
150,beybladeburst,0.323943661971831,0.647887323943662,0.028169014084507043
151,beyondtheboundary,0.3333333333333333,0.6601307189542484,0.006535947712418301
152,bigwindup,0.17587939698492464,0.7587939698492462,0.06532663316582915
153,bikiniwarriors,0.34523809523809523,0.6309523809523809,0.023809523809523808
154,binboushimaimonogatari,0.23076923076923078,0.7692307692307693,0.0
155,binchoutan,0.47368421052631576,0.5263157894736842,0.0
156,birdythemighty,0.30526315789473685,0.6868421052631579,0.007894736842105263
157,blackbloodbrothers,0.47191011235955055,0.5168539325842697,0.011235955056179775
158,blackbullet,0.31004366812227074,0.6855895196506551,0.004366812227074236
159,blackbutler,0.2691292875989446,0.7150395778364116,0.0158311345646438
160,blackcat,0.3720430107526882,0.6236559139784946,0.004301075268817204
161,blackclover,0.4877384196185286,0.502724795640327,0.009536784741144414
162,blackgod,0.6470588235294118,0.35294117647058826,0.0
163,blackjack,0.2193211488250653,0.7650130548302873,0.015665796344647518
164,blacklagoon,0.2551594746716698,0.7279549718574109,0.016885553470919325
165,blackrockshooter,0.36823104693140796,0.6209386281588448,0.010830324909747292
166,bladeandsoul,0.23880597014925373,0.7611940298507462,0.0
167,bladeoftheimmortal,0.2975778546712803,0.6920415224913494,0.010380622837370242
168,blassreiter,0.42063492063492064,0.5555555555555556,0.023809523809523808
169,blastoftempest,0.5,0.5,0.0
170,blazbluealtermemory,0.26785714285714285,0.7321428571428571,0.0
171,bleach,0.4278907242693774,0.5609911054637865,0.011118170266836086
172,blends,0.2251655629139073,0.7483443708609272,0.026490066225165563
173,bloodblockadebattlefront,0.24848484848484848,0.7333333333333333,0.01818181818181818
174,bloodc,0.2663755458515284,0.7248908296943232,0.008733624454148471
175,bloodplus,0.39801980198019804,0.5861386138613861,0.015841584158415842
176,bloodreigncurseoftheyoma,0.33962264150943394,0.660377358490566,0.0
177,bludgeoningangeldokurochan,0.26973684210526316,0.7302631578947368,0.0
178,bluecometsptlayzner,0.41899441340782123,0.5754189944134078,0.00558659217877095
179,bluedrop,0.4125,0.5625,0.025
180,blueexorcist,0.35668789808917195,0.6305732484076433,0.012738853503184714
181,bluegender,0.39751552795031053,0.5900621118012422,0.012422360248447204
182,blueseed,0.32432432432432434,0.6594594594594595,0.016216216216216217
183,bluesubmarineno6,0.37662337662337664,0.6103896103896104,0.012987012987012988
184,bobobobobobobo,0.22133333333333333,0.7466666666666667,0.032
185,bodaciousspacepirates,0.3722943722943723,0.6233766233766234,0.004329004329004329
186,bokurano,0.3061797752808989,0.6741573033707865,0.019662921348314606
187,bombermanbdamanbakugaiden,0.3157894736842105,0.6842105263157895,0.0
188,bombermanjetters,0.29906542056074764,0.6728971962616822,0.028037383177570093
189,boogiepopphantom,0.3,0.68,0.02
190,bookofbantorra,0.4166666666666667,0.5833333333333334,0.0
191,boruto,0.29974811083123426,0.6775818639798489,0.022670025188916875
192,bottlefairy,0.325,0.625,0.05
193,boysbe,0.1724137931034483,0.7931034482758621,0.034482758620689655
194,boysoverflowers,0.0970464135021097,0.869198312236287,0.03375527426160337
195,braiger,0.5277777777777778,0.4722222222222222,0.0
196,brainpowerd,0.4594594594594595,0.5405405405405406,0.0
197,bravebeats,0.2926829268292683,0.6829268292682927,0.024390243902439025
198,bravecommanddagwon,0.6129032258064516,0.3870967741935484,0.0
199,braveexkaiser,0.4765625,0.5,0.0234375
200,bravepolicejdecker,0.4166666666666667,0.5625,0.020833333333333332
201,brigadoonmarinandmelan,0.29977628635346754,0.6778523489932886,0.02237136465324385
202,brokenblade,0.7,0.3,0.0
203,btx,0.52046783625731,0.4619883040935672,0.017543859649122806
204,bubblegumcrisis,0.40707964601769914,0.584070796460177,0.008849557522123894
205,bubukiburanki,0.3584905660377358,0.6226415094339622,0.018867924528301886
206,buddycomplex,0.4943820224719101,0.5056179775280899,0.0
207,bungostraydogs,0.4316546762589928,0.5539568345323741,0.014388489208633094
208,bunnydrop,0.17592592592592593,0.8148148148148148,0.009259259259259259
209,burstangel,0.27835051546391754,0.6958762886597938,0.02577319587628866
210,busorenkin,0.4691689008042895,0.5201072386058981,0.010723860589812333
211,busoushinki,0.3557692307692308,0.6346153846153846,0.009615384615384616
212,buttdetective,0.17647058823529413,0.7058823529411765,0.11764705882352941
213,ccontrol,0.31140350877192985,0.6710526315789473,0.017543859649122806
214,clampschooldetectives,0.2857142857142857,0.7142857142857143,0.0
215,campione,0.4204081632653061,0.5673469387755102,0.012244897959183673
216,canaan,0.24186046511627907,0.7534883720930232,0.004651162790697674
217,candyboy,0.22535211267605634,0.7605633802816901,0.014084507042253521
218,candycandy,0.18518518518518517,0.7407407407407407,0.07407407407407407
219,captainharlock,0.3957597173144876,0.5971731448763251,0.007067137809187279
220,captaintsubasa,0.23423423423423423,0.7447447447447447,0.021021021021021023
221,cardcaptorsakura,0.2919847328244275,0.6889312977099237,0.019083969465648856
222,cardcaptorsakuraclearcard,0.23529411764705882,0.7254901960784313,0.0392156862745098
223,cardfightvanguard,0.30183727034120733,0.6797900262467191,0.01837270341207349
224,cardfightvanguardg,0.34210526315789475,0.631578947368421,0.02631578947368421
225,cardfightvanguardoverdress,0.23333333333333334,0.7333333333333333,0.03333333333333333
226,cardfightvanguardvseries,0.3557692307692308,0.6346153846153846,0.009615384615384616
227,carnivalphantasm,0.17302798982188294,0.8040712468193384,0.022900763358778626
228,caroleandtuesday,0.168,0.792,0.04
229,carriedbythewindtsukikageran,0.25742574257425743,0.7227722772277227,0.019801980198019802
230,caseclosed,0.24955752212389382,0.7336283185840708,0.016814159292035398
231,casshernsins,0.3624161073825503,0.6375838926174496,0.0
232,castletowndandelion,0.39705882352941174,0.6029411764705882,0.0
233,catgod,0.40540540540540543,0.5945945945945946,0.0
234,catplanetcuties,0.4146341463414634,0.5853658536585366,0.0
235,catseye,0.38028169014084506,0.6056338028169014,0.014084507042253521
236,celestialmethod,0.21428571428571427,0.75,0.03571428571428571
237,cellsatwork,0.3128654970760234,0.6695906432748538,0.017543859649122806
238,cerescelestiallegend,0.35353535353535354,0.6464646464646465,0.0
239,chancepopsession,0.13953488372093023,0.8604651162790697,0.0
240,chaoshead,0.6923076923076923,0.3076923076923077,0.0
241,chargemanken,0.375,0.578125,0.046875
242,chargergirl,0.3333333333333333,0.6666666666666666,0.0
243,charlotte,0.23529411764705882,0.7411764705882353,0.023529411764705882
244,cheekyangel,0.4186046511627907,0.5581395348837209,0.023255813953488372
245,chibidevi,0.6666666666666666,0.3333333333333333,0.0
246,chibimarukochan,0.23333333333333334,0.7333333333333333,0.03333333333333333
247,chihayafuru,0.203125,0.7578125,0.0390625
248,chiisanakyojinmicroman,0.8,0.1,0.1
249,chinpui,0.75,0.25,0.0
250,chinyukitarotoyukainanakamatachi,0.19047619047619047,0.7142857142857143,0.09523809523809523
251,chissweethome,0.16326530612244897,0.7142857142857143,0.12244897959183673
252,chitosegetyou,0.6666666666666666,0.3333333333333333,0.0
253,chobits,0.2620967741935484,0.7258064516129032,0.012096774193548387
254,chocottosister,0.1388888888888889,0.8611111111111112,0.0
255,choukuseninarisou,0.34782608695652173,0.6086956521739131,0.043478260869565216
256,chromeshelledregios,0.5074626865671642,0.47761194029850745,0.014925373134328358
257,chronocrusade,0.3491773308957952,0.6380255941499086,0.012797074954296161
258,chuukaichiban,0.26666666666666666,0.7333333333333333,0.0
259,cityhunter,0.2816326530612245,0.7020408163265306,0.0163265306122449
260,classicaloid,0.23809523809523808,0.6547619047619048,0.10714285714285714
261,claymore,0.4711864406779661,0.519774011299435,0.00903954802259887
262,clockworkplanet,0.3472222222222222,0.625,0.027777777777777776
263,codebreaker,0.5614035087719298,0.43859649122807015,0.0
264,codegeass,0.32598558711318354,0.665536244171259,0.00847816871555744
265,coffinprincesschaika,0.75,0.25,0.0
266,cojicoji,0.8,0.0,0.2
267,combattlerv,0.5555555555555556,0.4148148148148148,0.02962962962962963
268,cometlucifer,0.3116883116883117,0.6753246753246753,0.012987012987012988
269,comicgirls,0.24444444444444444,0.7555555555555555,0.0
270,concreterevolutiochoujingensou,0.4470588235294118,0.5529411764705883,0.0
271,coppelion,0.6666666666666666,0.3333333333333333,0.0
272,corpseprincess,0.4435483870967742,0.5564516129032258,0.0
273,correctoryui,0.48905109489051096,0.5036496350364964,0.0072992700729927005
274,cosprayers,0.5,0.4782608695652174,0.021739130434782608
275,cosplaycomplex,0.4166666666666667,0.5833333333333334,0.0
276,cowboybebop,0.283271375464684,0.7063197026022305,0.010408921933085501
277,coyoteragtimeshow,0.28431372549019607,0.7058823529411765,0.00980392156862745
278,crayonshinchan,0.10817941952506596,0.8786279683377308,0.013192612137203167
279,crestofthestars,0.5979381443298969,0.4020618556701031,0.0
280,croiseeinaforeignlabyrinth,0.375,0.5625,0.0625
281,cromartiehighschool,0.1643192488262911,0.8262910798122066,0.009389671361502348
282,crossange,0.33212341197822143,0.6606170598911071,0.007259528130671506
283,crossgame,0.2413793103448276,0.7241379310344828,0.034482758620689655
284,crushgearturbo,0.40298507462686567,0.5671641791044776,0.029850746268656716
285,cryingfreeman,0.42424242424242425,0.5757575757575758,0.0
286,cubexcursedxcurious,0.6,0.35,0.05
287,cutehighearthdefenseclubhappykiss,0.4666666666666667,0.5333333333333333,0.0
288,cutehighearthdefenseclublove,0.3436123348017621,0.6387665198237885,0.01762114537444934
289,cuteyhoney,0.3526570048309179,0.6280193236714976,0.01932367149758454
290,cybercityoedo808,0.3522727272727273,0.6363636363636364,0.011363636363636364
291,cyberteaminakihabara,0.3333333333333333,0.6481481481481481,0.018518518518518517
292,cyborg009,0.3569682151589242,0.6161369193154034,0.02689486552567237
293,cyborg009vsdevilman,0.43103448275862066,0.5172413793103449,0.05172413793103448
294,cyborgkurochan,0.2903225806451613,0.6935483870967742,0.016129032258064516
295,d4princess,0.8181818181818182,0.09090909090909091,0.09090909090909091
296,days,0.375,0.5625,0.0625
297,ddfistofthenorthstar,0.19318181818181818,0.7840909090909091,0.022727272727272728
298,dgrayman,0.3756218905472637,0.6181592039800995,0.006218905472636816
299,dice2005,0.45454545454545453,0.42424242424242425,0.12121212121212122
300,dna2,0.25882352941176473,0.7294117647058823,0.011764705882352941
301,dnangel,0.23790322580645162,0.7379032258064516,0.024193548387096774
302,dagashikashi,0.35714285714285715,0.6428571428571429,0.0
303,daiguard,0.39814814814814814,0.5925925925925926,0.009259259259259259
304,daigunder,0.5,0.375,0.125
305,dailylivesofhighschoolboys,0.15436241610738255,0.7953020134228188,0.050335570469798654
306,daimidalerthesoundrobot,1.0,0.0,0.0
307,daimos,0.510752688172043,0.4731182795698925,0.016129032258064516
308,dairuggerxv,0.6229508196721312,0.36065573770491804,0.01639344262295082
309,daisukibubuchacha,0.24,0.68,0.08
310,daitarn3,0.5,0.4765625,0.0234375
311,damekkodoubutsu,0.42857142857142855,0.5714285714285714,0.0
312,danceinthevampirebund,0.3333333333333333,0.6512345679012346,0.015432098765432098
313,dancewithdevils,0.16417910447761194,0.8208955223880597,0.014925373134328358
314,dancougar,0.552,0.368,0.08
315,dancougarnova,0.3352601156069364,0.653179190751445,0.011560693641618497
316,dangaioh,0.35185185185185186,0.6481481481481481,0.0
317,danganronpa3theendofhopespeakhighschool,0.2086021505376344,0.7763440860215054,0.015053763440860216
318,daphneinthebrilliantblue,0.31,0.64,0.05
319,darkerthanblack,0.45202952029520294,0.5387453874538746,0.00922509225092251
320,darlinginthefranxx,0.3626760563380282,0.6373239436619719,0.0
321,dashkappei,0.3333333333333333,0.6666666666666666,0.0
322,dashyonkuro,0.5,0.5,0.0
323,datealive,0.37592592592592594,0.6166666666666667,0.007407407407407408
324,daybreakillusion,0.44571428571428573,0.5485714285714286,0.005714285714285714
325,dazzle,0.39285714285714285,0.6071428571428571,0.0
326,deadmanwonderland,0.2975391498881432,0.6890380313199105,0.013422818791946308
327,dearbrother,0.23423423423423423,0.7387387387387387,0.02702702702702703
328,dears,0.24725274725274726,0.7362637362637363,0.016483516483516484
329,deathmarchtotheparallelworldrhapsody,0.6363636363636364,0.3181818181818182,0.045454545454545456
330,deathnote,0.24835526315789475,0.7413651315789473,0.010279605263157895
331,deathparade,0.2,0.7878787878787878,0.012121212121212121
332,dekobokofriends,0.11538461538461539,0.7692307692307693,0.11538461538461539
333,deliciouspartyprettycure,0.7142857142857143,0.2857142857142857,0.0
334,deltoraquest,0.28846153846153844,0.6923076923076923,0.019230769230769232
335,demonkingdaimao,0.5675675675675675,0.40540540540540543,0.02702702702702703
336,demonlorddante,0.75,0.25,0.0
337,demonslayerkimetsunoyaiba,0.3288364249578415,0.6627318718381113,0.008431703204047217
338,dennohcoil,0.35233160621761656,0.616580310880829,0.031088082901554404
339,descendantsofdarkness,0.453781512605042,0.5378151260504201,0.008403361344537815
340,desertpunk,0.3333333333333333,0.6595744680851063,0.0070921985815602835
341,destinyoftheshrinemaiden,0.31759656652360513,0.6652360515021459,0.017167381974248927
342,detectiveschoolq,0.2777777777777778,0.6888888888888889,0.03333333333333333
343,detonatororgun,0.5263157894736842,0.47368421052631576,0.0
344,devilhunteryohko,0.39814814814814814,0.5925925925925926,0.009259259259259259
345,devilmaycrytheanimatedseries,0.3825503355704698,0.6040268456375839,0.013422818791946308
346,devilsurvivor2theanimation,0.24806201550387597,0.7286821705426356,0.023255813953488372
347,devilman,0.4794520547945205,0.502283105022831,0.0182648401826484
348,devilmancrybaby,0.25559105431309903,0.7380191693290735,0.006389776357827476
349,devilmanlady,0.5081967213114754,0.47540983606557374,0.01639344262295082
350,devilsline,0.41379310344827586,0.5862068965517241,0.0
351,digicharat,0.23931623931623933,0.7606837606837606,0.0
352,diamonddaydreams,0.16981132075471697,0.8301886792452831,0.0
353,diaryofourdaysatthebreakwater,0.35,0.65,0.0
354,diebuster,0.3772455089820359,0.6167664670658682,0.005988023952095809
355,digimonadventure,0.3823805060918463,0.5876288659793815,0.02999062792877226
356,digimonadventure02,0.3873659117997616,0.5983313468414779,0.014302741358760428
357,digimonadventure2020,0.5144508670520231,0.4508670520231214,0.03468208092485549
358,digimondatasquad,0.4397590361445783,0.536144578313253,0.024096385542168676
359,digimonfrontier,0.505443234836703,0.47433903576982894,0.02021772939346812
360,digimonfusion,0.4627151051625239,0.5181644359464627,0.019120458891013385
361,digimonghostgame,0.4909090909090909,0.4727272727272727,0.03636363636363636
362,digimontamers,0.40372670807453415,0.5734989648033126,0.022774327122153208
363,digimonuniverseappmonsters,0.4008438818565401,0.5780590717299579,0.02109704641350211
364,digimonxroswarstheyounghunterswholeaptthroughtime,0.4246575342465753,0.541095890410959,0.03424657534246575
365,dimensionw,0.4230769230769231,0.5769230769230769,0.0
366,dinozaurs,0.35135135135135137,0.6081081081081081,0.04054054054054054
367,dinosaurking,0.3445378151260504,0.5630252100840336,0.09243697478991597
368,dirtypair,0.3108108108108108,0.6737451737451737,0.015444015444015444
369,divergenceeve,0.4520547945205479,0.547945205479452,0.0
370,doctorslump,0.25675675675675674,0.7162162162162162,0.02702702702702703
371,dogandscissors,0.5,0.4166666666666667,0.08333333333333333
372,dogdays,0.3882978723404255,0.5930851063829787,0.018617021276595744
373,dokidokiprecure,0.3465045592705167,0.6352583586626139,0.0182370820668693
374,dokidokischoolhours,0.3380281690140845,0.6338028169014085,0.028169014084507043
375,dokkoida,0.5416666666666666,0.4583333333333333,0.0
376,domesticgirlfriend,0.20588235294117646,0.7867647058823529,0.007352941176470588
377,dominiontankpolice,0.3401015228426396,0.6446700507614214,0.015228426395939087
378,domotv,0.07142857142857142,0.8571428571428571,0.07142857142857142
379,dorohedoro,0.3773006134969325,0.6042944785276073,0.018404907975460124
380,dororo,0.5777777777777777,0.4222222222222222,0.0
381,dororo2019,0.32,0.68,0.0
382,dororonenmakun,0.5,0.5,0.0
383,dothacksign,0.2909090909090909,0.6909090909090909,0.01818181818181818
384,dottokonichan,0.19402985074626866,0.7761194029850746,0.029850746268656716
385,doublej,0.75,0.25,0.0
386,doujinwork,0.38461538461538464,0.6153846153846154,0.0
387,drstone,0.24493554327808473,0.7348066298342542,0.020257826887661142
388,dragonball,0.366751269035533,0.608502538071066,0.024746192893401017
389,dragonballgt,0.4182692307692308,0.5673076923076923,0.014423076923076924
390,dragonballsuper,0.4340753424657534,0.550513698630137,0.015410958904109588
391,dragonballz,0.41016109045848825,0.5733168112350269,0.016522098306484923
392,dragonballzkai,0.2995391705069124,0.6820276497695853,0.018433179723502304
393,dragoncrisis,0.4666666666666667,0.5333333333333333,0.0
394,dragondrive,0.3548387096774194,0.6451612903225806,0.0
395,dragonhalf,0.3422818791946309,0.6375838926174496,0.020134228187919462
396,dragonpilothisoneandmasotan,0.273972602739726,0.6986301369863014,0.0273972602739726
397,dragonquestlegendoftheheroabel,0.358974358974359,0.6153846153846154,0.02564102564102564
398,dragonquesttheadventureofdai,0.3125,0.6625,0.025
399,dragonaracademy,0.6666666666666666,0.3333333333333333,0.0
400,dragonauttheresonance,0.30864197530864196,0.691358024691358,0.0
401,dreameatermerry,0.2619047619047619,0.7321428571428571,0.005952380952380952
402,dreamstarbuttonnose,0.35714285714285715,0.42857142857142855,0.21428571428571427
403,drifters,0.20149253731343283,0.7089552238805971,0.08955223880597014
404,dropkickonmydevil,0.36,0.6,0.04
405,drugstoreinanotherworld,0.75,0.125,0.125
406,dualparalleltroubleadventure,0.44339622641509435,0.5471698113207547,0.009433962264150943
407,duelmasters,0.25170068027210885,0.7210884353741497,0.027210884353741496
408,durarara,0.22188449848024316,0.7644376899696048,0.013677811550151976
409,duskmaidenofamnesia,0.5757575757575758,0.3939393939393939,0.030303030303030304
410,eagleriders,0.3181818181818182,0.6818181818181818,0.0
