i_doc,doc,Topic 1,Topic 2,Topic 3
129,afterprotocol,0.4,0.2,0.4
130,afterfallinsanity,0.375,0.5357142857142857,0.08928571428571429
131,afterlife1996,0.30833333333333335,0.625,0.06666666666666667
132,afterparty,0.46,0.48,0.06
133,agarestsenkimarriage,0.2692307692307692,0.6153846153846154,0.11538461538461539
134,agario,0.25,0.625,0.125
135,ageofbarbarian,0.45454545454545453,0.45454545454545453,0.09090909090909091
136,ageofconan,0.26582278481012656,0.689873417721519,0.04430379746835443
137,ageofempiresiv,0.18604651162790697,0.5581395348837209,0.2558139534883721
138,ageofwonders,0.27040816326530615,0.6173469387755102,0.11224489795918367
139,ageofwonders3,0.3076923076923077,0.5692307692307692,0.12307692307692308
140,agenta,0.3333333333333333,0.5416666666666666,0.125
141,agentarmstrong,0.3541666666666667,0.5,0.14583333333333334
142,agentsofmayhem,0.4246575342465753,0.5,0.07534246575342465
143,aggressorsofdarkkombat,0.6440677966101694,0.3220338983050847,0.03389830508474576
144,agony2018,0.43333333333333335,0.5666666666666667,0.0
145,aground,0.3181818181818182,0.5606060606060606,0.12121212121212122
146,aidynchronicles,0.4117647058823529,0.5294117647058824,0.058823529411764705
147,aircombat,0.375,0.425,0.2
148,aircontrol,0.3333333333333333,0.5,0.16666666666666666
149,airdiver,0.5,0.1875,0.3125
150,airmarty,0.3,0.6166666666666667,0.08333333333333333
151,airseabattle,0.2631578947368421,0.631578947368421,0.10526315789473684
152,airzonk,0.7,0.23333333333333334,0.06666666666666667
153,airfixdogfighter,0.41379310344827586,0.3793103448275862,0.20689655172413793
154,aisle,0.35294117647058826,0.47058823529411764,0.17647058823529413
155,akamanto,0.2916666666666667,0.7083333333333334,0.0
156,akatoblue,0.42857142857142855,0.5714285714285714,0.0
157,akaikatana,0.34328358208955223,0.6119402985074627,0.04477611940298507
158,akane,0.32142857142857145,0.5892857142857143,0.08928571428571429
159,akanethekunoichi,0.5238095238095238,0.42857142857142855,0.047619047619047616
160,akanesasusekaidekimitoutau,0.4077669902912621,0.4854368932038835,0.10679611650485436
161,akatsukiblitzkampf,0.3877551020408163,0.5374149659863946,0.07482993197278912
162,akibastriphellboundanddebriefed,0.5555555555555556,0.4444444444444444,0.0
163,akibastripundeadandundressed,0.35714285714285715,0.6071428571428571,0.03571428571428571
164,alqadimthegeniescurse,0.3611111111111111,0.5833333333333334,0.05555555555555555
165,alabaster,0.35135135135135137,0.5135135135135135,0.13513513513513514
166,aladdincapcom,0.4523809523809524,0.5,0.047619047619047616
167,alanwake,0.331511839708561,0.5901639344262295,0.07832422586520947
168,alanwakesamericannightmare,0.3646288209606987,0.5764192139737991,0.05895196506550218
169,albertandotto,0.42105263157894735,0.5789473684210527,0.0
170,albinolullaby,0.1111111111111111,0.8333333333333334,0.05555555555555555
171,alchemistcode,0.28431372549019607,0.6274509803921569,0.08823529411764706
172,aleste,0.6194690265486725,0.34513274336283184,0.035398230088495575
173,alexkidd,0.5798319327731093,0.3865546218487395,0.03361344537815126
174,alfonzosarcticadventure,0.1111111111111111,0.8888888888888888,0.0
175,alfredchicken,0.5384615384615384,0.46153846153846156,0.0
176,aliceandjoe,0.16666666666666666,0.6666666666666666,0.16666666666666666
177,aliceinthecountryofhearts,0.23529411764705882,0.6911764705882353,0.07352941176470588
178,aliceinthemirrorsofalbion,0.25,0.6666666666666666,0.08333333333333333
179,aliceinwonderland,0.42857142857142855,0.5714285714285714,0.0
180,alicemadnessreturns,0.46464646464646464,0.5,0.03535353535353535
181,alidatheenigmaticgiant,0.27586206896551724,0.5862068965517241,0.13793103448275862
182,alien3thegun,0.5102040816326531,0.3673469387755102,0.12244897959183673
183,alienblackout,0.3076923076923077,0.5384615384615384,0.15384615384615385
184,alienchallenge,0.6857142857142857,0.2857142857142857,0.02857142857142857
185,aliencrush,0.3333333333333333,0.2857142857142857,0.38095238095238093
186,alienisolation,0.4067796610169492,0.49878934624697335,0.09443099273607748
187,alienisolationzenstudios,0.3,0.3,0.4
188,alienlegacy,0.1518987341772152,0.3924050632911392,0.45569620253164556
189,alienquarantine,0.4,0.6,0.0
190,aliensoldier,0.5207100591715976,0.44970414201183434,0.029585798816568046
191,alienstorm,0.5238095238095238,0.3333333333333333,0.14285714285714285
192,alienswarm,0.3221476510067114,0.5637583892617449,0.11409395973154363
193,aliensyndrome,0.5757575757575758,0.3333333333333333,0.09090909090909091
194,alientrilogy,0.5333333333333333,0.4,0.06666666666666667
195,alienvspredatorcapcom,0.5688073394495413,0.3669724770642202,0.06422018348623854
196,aliens,0.7142857142857143,0.2857142857142857,0.0
197,aliensarmageddon,0.4473684210526316,0.47368421052631576,0.07894736842105263
198,aliensextermination,0.391304347826087,0.5,0.10869565217391304
199,aliensinfestation,0.3548387096774194,0.5483870967741935,0.0967741935483871
200,aliensvspredatorextinction,0.3211009174311927,0.5045871559633027,0.1743119266055046
201,alienszenstudios,0.2777777777777778,0.2777777777777778,0.4444444444444444
202,alisa,0.4,0.6,0.0
203,allofourfriendsaredead,0.2727272727272727,0.7272727272727273,0.0
204,allstarfighters,0.7272727272727273,0.2727272727272727,0.0
205,allwallsmustfall,0.0,0.7272727272727273,0.2727272727272727
206,allianceofvaliantarms,0.06666666666666667,0.6666666666666666,0.26666666666666666
207,allods,0.0,1.0,0.0
208,allodsonline,0.14893617021276595,0.7021276595744681,0.14893617021276595
209,alltynexsecond,0.4057971014492754,0.5362318840579711,0.057971014492753624
210,allunaandbrie,0.5517241379310345,0.41379310344827586,0.034482758620689655
211,alnamnokiba,0.18867924528301888,0.7547169811320755,0.05660377358490566
212,alonetogether,0.0,1.0,0.0
213,alphabounce,0.4666666666666667,0.5111111111111111,0.022222222222222223
214,alphaprime,0.3448275862068966,0.5258620689655172,0.12931034482758622
215,alphaprotocol,0.3452157598499062,0.48592870544090055,0.16885553470919323
216,alphadia,0.3176470588235294,0.6588235294117647,0.023529411764705882
217,alphadia2,0.3372093023255814,0.627906976744186,0.03488372093023256
218,alphadiagenesis,0.3364485981308411,0.6261682242990654,0.037383177570093455
219,alphadiagenesis2,0.4666666666666667,0.5333333333333333,0.0
220,alteil,0.2894736842105263,0.6973684210526315,0.013157894736842105
221,alterego1986,0.35537190082644626,0.5289256198347108,0.11570247933884298
222,alteredbeast,0.46830985915492956,0.5035211267605634,0.028169014084507043
223,altereddestiny,0.2926829268292683,0.5853658536585366,0.12195121951219512
224,altosadventure,0.125,0.8125,0.0625
225,alundra,0.43434343434343436,0.5303030303030303,0.03535353535353535
226,alundra2,0.49612403100775193,0.4573643410852713,0.046511627906976744
227,alwasawakening,0.0,1.0,0.0
228,alwaslegacy,0.0,1.0,0.0
229,alwaysrememberme,0.22,0.66,0.12
230,alwayssometimesmonsters,0.3905325443786982,0.5088757396449705,0.10059171597633136
231,amagami,0.2857142857142857,0.5345622119815668,0.17972350230414746
232,amagon,0.5319148936170213,0.46808510638297873,0.0
233,amazonguardiansofeden,0.30303030303030304,0.6666666666666666,0.030303030303030304
234,amberjourneysbeyond,0.3472222222222222,0.5972222222222222,0.05555555555555555
235,americanmcgeesalice,0.4307116104868914,0.5393258426966292,0.0299625468164794
236,americanracing,0.3684210526315789,0.5789473684210527,0.05263157894736842
237,americantrucksimulator,0.36538461538461536,0.5,0.1346153846153846
238,amidar,0.4444444444444444,0.5555555555555556,0.0
239,amihailuindreamland,0.4375,0.5625,0.0
240,amnesiaamachineforpigs,0.294478527607362,0.6012269938650306,0.10429447852760736
241,amnesiarebirth,0.2462686567164179,0.7089552238805971,0.04477611940298507
242,amnesiathedarkdescent,0.2896341463414634,0.6585365853658537,0.051829268292682924
243,amnesiayumenikki,0.14285714285714285,0.8571428571428571,0.0
244,amongthesleep,0.39603960396039606,0.5544554455445545,0.04950495049504951
245,amongus,0.3814102564102564,0.5384615384615384,0.08012820512820513
246,amy,0.4444444444444444,0.5370370370370371,0.018518518518518517
247,anairportforalienscurrentlyrunbydogs,0.3333333333333333,0.6,0.06666666666666667
248,anelderscrollslegendbattlespire,0.3382352941176471,0.5735294117647058,0.08823529411764706
249,anakshafemaleassassin,0.2818181818181818,0.6090909090909091,0.10909090909090909
250,anarchyonline,0.2711864406779661,0.635593220338983,0.09322033898305085
251,anarchyreigns,0.48128342245989303,0.48128342245989303,0.0374331550802139
252,anarcute,0.4782608695652174,0.391304347826087,0.13043478260869565
253,anatomy,0.3235294117647059,0.6764705882352942,0.0
254,ancestorslegacy,0.3269230769230769,0.46153846153846156,0.21153846153846154
255,ancestorsthehumankindodyssey,0.16981132075471697,0.5849056603773585,0.24528301886792453
256,anchorhead,0.30526315789473685,0.6210526315789474,0.07368421052631578
257,ancientdomainsofmystery,0.32917705735660846,0.6234413965087282,0.04738154613466334
258,ancientevil,0.3181818181818182,0.6818181818181818,0.0
259,ancientromanpowerofdarkside,0.2692307692307692,0.7307692307692307,0.0
260,ancientwarssparta,0.42857142857142855,0.14285714285714285,0.42857142857142855
261,andeverythingstartedtofall,0.3333333333333333,0.6666666666666666,0.0
262,androidhuntera,0.23529411764705882,0.6470588235294118,0.11764705882352941
263,andysapplefarm,0.42857142857142855,0.5142857142857142,0.05714285714285714
264,angelsofdeath,0.42857142857142855,0.5142857142857142,0.05714285714285714
265,angrybirds2,0.4626865671641791,0.5223880597014925,0.014925373134328358
266,angrybirdsepic,0.4470588235294118,0.5176470588235295,0.03529411764705882
267,angrybirdsgo,0.3888888888888889,0.5277777777777778,0.08333333333333333
268,angrybirdsstarwars,0.3,0.5666666666666667,0.13333333333333333
269,angrybirdstransformers,0.46534653465346537,0.49504950495049505,0.039603960396039604
270,animalcrossing,0.4091880341880342,0.483974358974359,0.10683760683760683
271,animalcrossing2001,0.6229508196721312,0.3442622950819672,0.03278688524590164
272,animalcrossingcityfolk,0.44,0.48,0.08
273,animalcrossinghappyhomedesigner,0.5230769230769231,0.4307692307692308,0.046153846153846156
274,animalcrossingnewhorizons,0.41794871794871796,0.517948717948718,0.0641025641025641
275,animalcrossingnewleaf,0.4213197969543147,0.5126903553299492,0.06598984771573604
276,animalcrossingpocketcamp,0.40217391304347827,0.5760869565217391,0.021739130434782608
277,animalcrossingwildworld,0.45,0.5,0.05
278,animaljam,0.43005181347150256,0.48186528497409326,0.08808290155440414
279,animalkaiser,0.5205479452054794,0.3972602739726027,0.0821917808219178
280,animalrestaurant,0.328125,0.53125,0.140625
281,animaniacs,0.7288135593220338,0.23728813559322035,0.03389830508474576
282,ann,0.4482758620689655,0.5172413793103449,0.034482758620689655
283,anna,0.3617021276595745,0.6382978723404256,0.0
284,annventure,0.48663101604278075,0.48128342245989303,0.03208556149732621
285,anodyne,0.48717948717948717,0.48717948717948717,0.02564102564102564
286,anodynetworeturntodust,0.5178571428571429,0.44642857142857145,0.03571428571428571
287,anomalywarzoneearth,0.2857142857142857,0.4857142857142857,0.22857142857142856
288,anotheragameforsocialchange,0.14285714285714285,0.7142857142857143,0.14285714285714285
289,anothercenturysepisode,0.4605809128630705,0.46473029045643155,0.07468879668049792
290,anothercode,0.3,0.5894736842105263,0.11052631578947368
291,anothermetroid2remake,0.6593406593406593,0.31868131868131866,0.02197802197802198
292,anotherperspective,0.2222222222222222,0.7777777777777778,0.0
293,anothersight,0.23529411764705882,0.6470588235294118,0.11764705882352941
294,answeredprayers,0.375,0.5,0.125
295,antarcticadventure,0.4583333333333333,0.5416666666666666,0.0
296,antarctica88,0.2857142857142857,0.7142857142857143,0.0
297,anthem2019,0.2076923076923077,0.6153846153846154,0.17692307692307693
298,antiaircraft,0.13333333333333333,0.6,0.26666666666666666
299,antiidlethegame,0.4878048780487805,0.4573170731707317,0.054878048780487805
300,antichamber,0.44554455445544555,0.5148514851485149,0.039603960396039604
301,anticipation,0.5454545454545454,0.45454545454545453,0.0
302,antihero,0.20833333333333334,0.5833333333333334,0.20833333333333334
303,antimatterdimensions,0.46938775510204084,0.4897959183673469,0.04081632653061224
304,antonballdeluxe,0.6666666666666666,0.3333333333333333,0.0
305,anvilofdawn,0.5111111111111111,0.4666666666666667,0.022222222222222223
306,aooni,0.3559322033898305,0.6101694915254238,0.03389830508474576
307,aolastar,0.3125,0.625,0.0625
308,apeescape,0.5623003194888179,0.3706070287539936,0.0670926517571885
309,apeout,0.32,0.64,0.04
310,aperturehandlab,0.625,0.375,0.0
311,apexlegends,0.3415841584158416,0.5346534653465347,0.12376237623762376
312,apidya,0.6363636363636364,0.3409090909090909,0.022727272727272728
313,apocalypse,0.4421052631578947,0.47368421052631576,0.08421052631578947
314,apotheon,0.4125874125874126,0.5524475524475524,0.03496503496503497
315,aquacube,0.5384615384615384,0.4230769230769231,0.038461538461538464
316,aquarhapsody,0.25,0.6,0.15
317,aquanox,0.35051546391752575,0.4639175257731959,0.18556701030927836
318,aquapazza,0.371900826446281,0.5619834710743802,0.06611570247933884
319,aquaria,0.49767441860465117,0.4744186046511628,0.027906976744186046
320,arnosurgeodetoanunbornstar,0.3694581280788177,0.5615763546798029,0.06896551724137931
321,artonelicoqogaknellofarciel,0.35135135135135137,0.5945945945945946,0.05405405405405406
322,arafell,0.2682926829268293,0.7317073170731707,0.0
323,aragami,0.36551724137931035,0.5793103448275863,0.05517241379310345
324,aralon,0.3333333333333333,0.6190476190476191,0.047619047619047616
325,araya,0.3333333333333333,0.5,0.16666666666666666
326,arcangle,0.42857142857142855,0.5164835164835165,0.054945054945054944
327,arcrisefantasia,0.336,0.636,0.028
328,arcstylebaseball3d,0.5263157894736842,0.43157894736842106,0.042105263157894736
329,arcthelad,0.3242009132420091,0.6164383561643836,0.0593607305936073
330,arctheladtwilightofthespirits,0.36904761904761907,0.5952380952380952,0.03571428571428571
331,arcadeamerica,0.6086956521739131,0.391304347826087,0.0
332,arcadiaorderofthebit,0.7931034482758621,0.20689655172413793,0.0
333,arcaea,0.6416666666666667,0.35833333333333334,0.0
334,arcanafamiglia,0.2247191011235955,0.6292134831460674,0.14606741573033707
335,arcane,0.6,0.4,0.0
336,arcanumofsteamworksandmagickobscura,0.21898928024502298,0.6309341500765697,0.15007656967840735
337,archimedeandynasty,0.3125,0.53125,0.15625
338,archon,0.37142857142857144,0.5428571428571428,0.08571428571428572
339,ardylightfoot,0.65,0.35,0.0
340,area51,0.38235294117647056,0.5441176470588235,0.07352941176470588
341,arenaoffate,0.2222222222222222,0.4444444444444444,0.3333333333333333
342,arenaofvalor,0.4358974358974359,0.5384615384615384,0.02564102564102564
343,arenaxlsm,0.345679012345679,0.6296296296296297,0.024691358024691357
344,aresextinctionagenda,0.43564356435643564,0.5247524752475248,0.039603960396039604
345,ariseasimplestory,0.3076923076923077,0.6923076923076923,0.0
346,arisenchroniclesofvarnagal,0.0,1.0,0.0
347,arizonasunshine,0.2682926829268293,0.7073170731707317,0.024390243902439025
348,arkandianlegends,0.359375,0.578125,0.0625
349,arkanoid,0.5584415584415584,0.36363636363636365,0.07792207792207792
350,arkhamhorrormothersembrace,0.38461538461538464,0.5576923076923077,0.057692307692307696
351,arknights,0.308,0.614,0.078
352,armageddonmud,0.3025210084033613,0.5630252100840336,0.13445378151260504
353,armedanddangerous,0.3389830508474576,0.5423728813559322,0.11864406779661017
354,armedanddelirious,0.3706896551724138,0.5431034482758621,0.08620689655172414
355,armedpolicebatrider,0.5353535353535354,0.3939393939393939,0.0707070707070707
356,armedwithwings,0.48854961832061067,0.5114503816793893,0.0
357,armello,0.2664359861591695,0.643598615916955,0.08996539792387544
358,armiesofexigo,0.2558139534883721,0.6046511627906976,0.13953488372093023
359,armikrog,0.2698412698412698,0.6190476190476191,0.1111111111111111
360,armillo,0.1875,0.6875,0.125
361,armorbattle,0.3,0.7,0.0
362,armoredcore,0.3836477987421384,0.4716981132075472,0.14465408805031446
363,armoredcore4,0.3728813559322034,0.4915254237288136,0.13559322033898305
364,armoredcoreforanswer,0.36666666666666664,0.5111111111111111,0.12222222222222222
365,armoredcorenexus,0.45161290322580644,0.5161290322580645,0.03225806451612903
366,armoredcorev,0.38571428571428573,0.5,0.11428571428571428
367,armoredcoreverdictday,0.4766355140186916,0.42990654205607476,0.09345794392523364
368,armoredhuntergunhound,0.3333333333333333,0.5882352941176471,0.0784313725490196
369,armortale,0.6285714285714286,0.37142857142857144,0.0
370,armoryandmachine,0.37373737373737376,0.5151515151515151,0.1111111111111111
371,armyoftentacles,0.5789473684210527,0.42105263157894735,0.0
372,armyoftwo,0.3485714285714286,0.49714285714285716,0.15428571428571428
373,arodius,0.375,0.625,0.0
374,aroundtheworldin80days,0.48,0.52,0.0
375,artacademy,0.4444444444444444,0.5555555555555556,0.0
376,artoffighting,0.5418326693227091,0.38645418326693226,0.07171314741035857
377,artstyle,0.4,0.6,0.0
378,arthursnightmare,0.3870967741935484,0.6129032258064516,0.0
379,artifact,0.42857142857142855,0.5,0.07142857142857142
380,artifactadventure,0.3888888888888889,0.5555555555555556,0.05555555555555555
381,artilleryduel,0.07692307692307693,0.6923076923076923,0.23076923076923078
382,arxfatalis,0.36942675159235666,0.5987261146496815,0.03184713375796178
383,aryandthesecretofseasons,0.5714285714285714,0.42857142857142855,0.0
384,arzea,0.38461538461538464,0.6153846153846154,0.0
385,ascentcrashlanding,0.25,0.375,0.375
386,asdivinecross,0.3333333333333333,0.6458333333333334,0.020833333333333332
387,asdivinehearts,0.32038834951456313,0.6504854368932039,0.02912621359223301
388,ashen,0.3333333333333333,0.6666666666666666,0.0
389,asheronscall,0.3415841584158416,0.6188118811881188,0.039603960396039604
390,ashesofthesingularity,0.18181818181818182,0.48484848484848486,0.3333333333333333
391,assassinblue,0.4461538461538462,0.5230769230769231,0.03076923076923077
392,assassinscreedaltairschronicles,0.391304347826087,0.5652173913043478,0.043478260869565216
393,assassinscreedbrotherhood,0.34192439862542956,0.5395189003436426,0.11855670103092783
394,assassinscreedfreedomcry,0.3670886075949367,0.4810126582278481,0.1518987341772152
395,assassinscreedi,0.32532751091703055,0.517467248908297,0.1572052401746725
396,assassinscreedii,0.2954838709677419,0.552258064516129,0.15225806451612903
397,assassinscreediii,0.3425034387895461,0.5337001375515819,0.12379642365887207
398,assassinscreediiiliberation,0.3684210526315789,0.5131578947368421,0.11842105263157894
399,assassinscreedivblackflag,0.34229390681003585,0.517921146953405,0.13978494623655913
400,assassinscreedodyssey,0.3387334315169367,0.5449189985272459,0.11634756995581738
401,assassinscreedrebellion,0.125,0.75,0.125
402,assassinscreedrevelations,0.375,0.4973958333333333,0.12760416666666666
403,assassinscreedrogue,0.4121863799283154,0.4731182795698925,0.11469534050179211
404,assassinscreedsyndicate,0.389937106918239,0.44339622641509435,0.16666666666666666
405,assassinscreedunity,0.31208053691275167,0.5570469798657718,0.13087248322147652
406,assassinscreedvalhalla,0.31806615776081426,0.5776081424936387,0.10432569974554708
407,assaultondarkathena,0.5060240963855421,0.42168674698795183,0.07228915662650602
408,assaultonvampireisland,0.46153846153846156,0.38461538461538464,0.15384615384615385
