i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20
2948,motownmagic,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0
2949,mouk,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.5,0.0
2950,mouseandmole,0.0,0.0,0.15384615384615385,0.23076923076923078,0.0,0.07692307692307693,0.0,0.15384615384615385,0.0,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,0.07692307692307693,0.0
2951,movillemysteries,0.005263157894736842,0.005263157894736842,0.11052631578947368,0.05263157894736842,0.1631578947368421,0.06315789473684211,0.08947368421052632,0.05789473684210526,0.0,0.015789473684210527,0.08421052631578947,0.06315789473684211,0.010526315789473684,0.03684210526315789,0.10526315789473684,0.04736842105263158,0.031578947368421054,0.005263157894736842,0.05263157894736842,0.0
2952,mrbenn,0.0,0.0,0.0,0.20588235294117646,0.08823529411764706,0.058823529411764705,0.029411764705882353,0.08823529411764706,0.0,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.14705882352941177,0.0,0.0,0.029411764705882353,0.23529411764705882,0.0
2953,mrbogus,0.008658008658008658,0.0,0.0735930735930736,0.4025974025974026,0.09956709956709957,0.05194805194805195,0.012987012987012988,0.1341991341991342,0.0,0.0,0.008658008658008658,0.0,0.004329004329004329,0.06060606060606061,0.030303030303030304,0.017316017316017316,0.004329004329004329,0.0,0.09090909090909091,0.0
2954,mrmagoo2019,0.0,0.0,0.17391304347826086,0.15217391304347827,0.15217391304347827,0.0,0.0,0.10869565217391304,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.10869565217391304,0.17391304347826086,0.0,0.0,0.043478260869565216,0.0
2955,mrmagooschristmascarol,0.0,0.024390243902439025,0.17073170731707318,0.0975609756097561,0.07317073170731707,0.0975609756097561,0.0,0.1951219512195122,0.0,0.0,0.0,0.04878048780487805,0.024390243902439025,0.0975609756097561,0.0,0.07317073170731707,0.0,0.024390243902439025,0.07317073170731707,0.0
2956,mrmenandlittlemiss,0.0,0.05,0.2,0.15,0.15,0.1,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.1,0.0,0.0,0.05,0.0
2957,mrpickles,0.046511627906976744,0.03488372093023256,0.1569767441860465,0.05232558139534884,0.0755813953488372,0.0755813953488372,0.023255813953488372,0.10465116279069768,0.0,0.01744186046511628,0.011627906976744186,0.06395348837209303,0.011627906976744186,0.005813953488372093,0.12790697674418605,0.1686046511627907,0.005813953488372093,0.0,0.01744186046511628,0.0
2958,mrsmungersclass,0.0,0.0,0.3142857142857143,0.17142857142857143,0.05714285714285714,0.05714285714285714,0.0,0.08571428571428572,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.22857142857142856,0.02857142857142857,0.0,0.02857142857142857,0.0
2959,muchalucha,0.0,0.022988505747126436,0.09770114942528736,0.19540229885057472,0.09195402298850575,0.08045977011494253,0.017241379310344827,0.12643678160919541,0.005747126436781609,0.005747126436781609,0.05747126436781609,0.005747126436781609,0.022988505747126436,0.08620689655172414,0.06896551724137931,0.034482758620689655,0.011494252873563218,0.017241379310344827,0.05172413793103448,0.0
2960,mummiesalive,0.006024096385542169,0.024096385542168676,0.1144578313253012,0.012048192771084338,0.06626506024096386,0.060240963855421686,0.10240963855421686,0.0783132530120482,0.018072289156626505,0.018072289156626505,0.13253012048192772,0.024096385542168676,0.006024096385542169,0.08433734939759036,0.13253012048192772,0.04819277108433735,0.006024096385542169,0.012048192771084338,0.04819277108433735,0.006024096385542169
2961,mummynanny,0.0,0.0,0.15555555555555556,0.044444444444444446,0.17777777777777778,0.044444444444444446,0.022222222222222223,0.06666666666666667,0.0,0.0,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.022222222222222223,0.0,0.13333333333333333,0.0
2962,muppetbabies1984,0.0,0.02168021680216802,0.08401084010840108,0.3143631436314363,0.15447154471544716,0.07859078590785908,0.01084010840108401,0.14634146341463414,0.0,0.0027100271002710027,0.005420054200542005,0.018970189701897018,0.02168021680216802,0.05420054200542006,0.013550135501355014,0.032520325203252036,0.01084010840108401,0.0,0.02981029810298103,0.0
2963,muppetbabies2018,0.0035842293906810036,0.0,0.1111111111111111,0.32616487455197135,0.12544802867383512,0.03942652329749104,0.017921146953405017,0.12544802867383512,0.0,0.0035842293906810036,0.0,0.014336917562724014,0.017921146953405017,0.08243727598566308,0.03942652329749104,0.03942652329749104,0.0,0.0035842293906810036,0.05017921146953405,0.0
2964,mutantleague,0.0,0.021739130434782608,0.21739130434782608,0.06521739130434782,0.10869565217391304,0.10869565217391304,0.08695652173913043,0.10869565217391304,0.0,0.0,0.0,0.0,0.0,0.06521739130434782,0.043478260869565216,0.06521739130434782,0.0,0.0,0.10869565217391304,0.0
2965,myadventureswithsuperman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2966,mybigbigfriend,0.0,0.0,0.13793103448275862,0.20689655172413793,0.10344827586206896,0.034482758620689655,0.0,0.1724137931034483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.06896551724137931,0.2413793103448276,0.0
2967,mydadtherockstar,0.0,0.07079646017699115,0.168141592920354,0.09734513274336283,0.21238938053097345,0.017699115044247787,0.0,0.05309734513274336,0.0,0.0,0.0,0.07079646017699115,0.05309734513274336,0.02654867256637168,0.035398230088495575,0.04424778761061947,0.08849557522123894,0.017699115044247787,0.04424778761061947,0.0
2968,myfriendrabbit,0.0,0.0,0.1951219512195122,0.1951219512195122,0.12195121951219512,0.0,0.0,0.14634146341463414,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.024390243902439025,0.024390243902439025,0.0,0.024390243902439025,0.24390243902439024,0.0
2969,myfriendstiggerandpooh,0.007462686567164179,0.0,0.12686567164179105,0.3358208955223881,0.1044776119402985,0.05970149253731343,0.022388059701492536,0.11194029850746269,0.0,0.0,0.0,0.0,0.007462686567164179,0.05970149253731343,0.014925373134328358,0.022388059701492536,0.0,0.0,0.12686567164179105,0.0
2970,mygiantfriend,0.0,0.07947019867549669,0.15894039735099338,0.026490066225165563,0.09933774834437085,0.052980132450331126,0.07947019867549669,0.039735099337748346,0.019867549668874173,0.039735099337748346,0.033112582781456956,0.039735099337748346,0.013245033112582781,0.039735099337748346,0.09271523178807947,0.12582781456953643,0.026490066225165563,0.006622516556291391,0.026490066225165563,0.0
2971,mygoldfishisevil,0.0,0.047619047619047616,0.19047619047619047,0.023809523809523808,0.14285714285714285,0.0,0.047619047619047616,0.07142857142857142,0.0,0.023809523809523808,0.023809523809523808,0.11904761904761904,0.0,0.07142857142857142,0.047619047619047616,0.023809523809523808,0.023809523809523808,0.047619047619047616,0.09523809523809523,0.0
2972,mygympartnersamonkey,0.0022727272727272726,0.045454545454545456,0.10227272727272728,0.18181818181818182,0.15681818181818183,0.07727272727272727,0.022727272727272728,0.10454545454545454,0.0,0.006818181818181818,0.015909090909090907,0.022727272727272728,0.04318181818181818,0.03409090909090909,0.022727272727272728,0.06363636363636363,0.01818181818181818,0.0022727272727272726,0.07727272727272727,0.0
2973,myknightandme,0.0,0.0,0.0847457627118644,0.01694915254237288,0.11864406779661017,0.06779661016949153,0.03389830508474576,0.15254237288135594,0.0,0.05084745762711865,0.05084745762711865,0.06779661016949153,0.0,0.01694915254237288,0.11864406779661017,0.11864406779661017,0.01694915254237288,0.0,0.0847457627118644,0.0
