i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20
14,activeraid,0.0375,0.025,0.125,0.0,0.0625,0.0,0.0375,0.0375,0.1,0.125,0.15,0.05,0.0125,0.0375,0.075,0.125,0.0,0.0,0.0,0.0
15,adachiandshimamura,0.03896103896103896,0.14285714285714285,0.18181818181818182,0.025974025974025976,0.1038961038961039,0.07792207792207792,0.012987012987012988,0.12987012987012986,0.09090909090909091,0.0,0.0,0.025974025974025976,0.0,0.012987012987012988,0.012987012987012988,0.11688311688311688,0.025974025974025976,0.0,0.0,0.0
16,aestheticaofaroguehero,0.005747126436781609,0.1206896551724138,0.10344827586206896,0.017241379310344827,0.028735632183908046,0.034482758620689655,0.09195402298850575,0.06896551724137931,0.11494252873563218,0.022988505747126436,0.16666666666666666,0.011494252873563218,0.0,0.011494252873563218,0.11494252873563218,0.05747126436781609,0.011494252873563218,0.0,0.017241379310344827,0.0
17,afrosamurai,0.01730103806228374,0.031141868512110725,0.07958477508650519,0.0034602076124567475,0.0726643598615917,0.13494809688581316,0.1245674740484429,0.06228373702422145,0.02768166089965398,0.04498269896193772,0.10034602076124567,0.04152249134948097,0.006920415224913495,0.02422145328719723,0.1453287197231834,0.07612456747404844,0.006920415224913495,0.0,0.0,0.0
18,aftertherain2014,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,afterwargundamx,0.0051813471502590676,0.06217616580310881,0.07253886010362694,0.007772020725388601,0.04922279792746114,0.07772020725388601,0.13730569948186527,0.05181347150259067,0.06735751295336788,0.07253886010362694,0.15544041450777202,0.03367875647668394,0.0051813471502590676,0.03367875647668394,0.10621761658031088,0.05699481865284974,0.0025906735751295338,0.0,0.0025906735751295338,0.0
20,agathachristiesgreatdetectivespoirotandmarple,0.1724137931034483,0.0,0.06896551724137931,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.0,0.10344827586206896,0.1724137931034483,0.0,0.0,0.13793103448275862,0.034482758620689655,0.1724137931034483,0.0,0.0,0.0,0.0,0.0,0.0
21,agentaika,0.02112676056338028,0.04929577464788732,0.08450704225352113,0.0,0.07042253521126761,0.04225352112676056,0.1056338028169014,0.1056338028169014,0.07042253521126761,0.07042253521126761,0.1056338028169014,0.028169014084507043,0.007042253521126761,0.028169014084507043,0.14084507042253522,0.06338028169014084,0.007042253521126761,0.0,0.0,0.0
22,aggretsuko,0.005494505494505495,0.06318681318681318,0.1346153846153846,0.08791208791208792,0.12087912087912088,0.09340659340659341,0.008241758241758242,0.10714285714285714,0.04120879120879121,0.005494505494505495,0.02197802197802198,0.057692307692307696,0.03296703296703297,0.04395604395604396,0.03296703296703297,0.08241758241758242,0.016483516483516484,0.0,0.04395604395604396,0.0
23,ahmybuddha,0.017857142857142856,0.23214285714285715,0.10714285714285714,0.0,0.08928571428571429,0.03571428571428571,0.0,0.14285714285714285,0.23214285714285715,0.017857142857142856,0.0,0.03571428571428571,0.0,0.03571428571428571,0.03571428571428571,0.017857142857142856,0.0,0.0,0.0,0.0
24,ahmygoddess,0.006674082313681869,0.14015572858731926,0.09010011123470522,0.04004449388209121,0.0967741935483871,0.09343715239154617,0.09010011123470522,0.0778642936596218,0.08231368186874305,0.011123470522803115,0.08120133481646273,0.04004449388209121,0.01668520578420467,0.024471635150166853,0.04338153503893215,0.047830923248053395,0.0055617352614015575,0.0033370411568409346,0.00778642936596218,0.0011123470522803114
25,ahogirl,0.0,0.15789473684210525,0.0,0.21052631578947367,0.10526315789473684,0.10526315789473684,0.0,0.15789473684210525,0.15789473684210525,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0
26,aiyoriaoshi,0.003401360544217687,0.20408163265306123,0.1360544217687075,0.030612244897959183,0.12585034013605442,0.030612244897959183,0.013605442176870748,0.11904761904761904,0.18027210884353742,0.006802721088435374,0.003401360544217687,0.030612244897959183,0.003401360544217687,0.01020408163265306,0.02040816326530612,0.07482993197278912,0.006802721088435374,0.0,0.0,0.0
27,aikatsu,0.0,0.08333333333333333,0.19696969696969696,0.05303030303030303,0.16666666666666666,0.007575757575757576,0.0,0.20454545454545456,0.08333333333333333,0.022727272727272728,0.030303030303030304,0.0,0.007575757575757576,0.03787878787878788,0.03787878787878788,0.045454545454545456,0.015151515151515152,0.007575757575757576,0.0,0.0
28,aikatsustars,0.0,0.07142857142857142,0.2261904761904762,0.03571428571428571,0.10714285714285714,0.0,0.05952380952380952,0.13095238095238096,0.05952380952380952,0.0,0.047619047619047616,0.011904761904761904,0.011904761904761904,0.023809523809523808,0.09523809523809523,0.10714285714285714,0.011904761904761904,0.0,0.0,0.0
29,aimfortheace,0.0,0.1,0.12,0.0,0.16,0.02,0.0,0.18,0.22,0.0,0.0,0.08,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0
30,airgear,0.008333333333333333,0.07916666666666666,0.12291666666666666,0.004166666666666667,0.08333333333333333,0.07291666666666667,0.06458333333333334,0.10208333333333333,0.07708333333333334,0.03125,0.07708333333333334,0.03333333333333333,0.004166666666666667,0.00625,0.11041666666666666,0.09375,0.01875,0.004166666666666667,0.00625,0.0
31,airmaster,0.0,0.09302325581395349,0.1744186046511628,0.0,0.05813953488372093,0.06976744186046512,0.05813953488372093,0.12790697674418605,0.10465116279069768,0.0,0.09302325581395349,0.03488372093023256,0.011627906976744186,0.011627906976744186,0.05813953488372093,0.09302325581395349,0.011627906976744186,0.0,0.0,0.0
