i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19
126,finalfantasyxv,0.0426179604261796,0.0928462709284627,0.0791476407914764,0.0654490106544901,0.030441400304414,0.2298325722983257,0.0806697108066971,0.0639269406392694,0.0517503805175038,0.0228310502283105,0.0958904109589041,0.0015220700152207,0.0639269406392694,0.0121765601217656,0.0045662100456621,0.0045662100456621,0.0167427701674277,0.0273972602739726,0.0136986301369863
127,bioshock1,0.007621951219512195,0.0625,0.06707317073170732,0.12042682926829268,0.056402439024390245,0.2301829268292683,0.06402439024390244,0.056402439024390245,0.013719512195121951,0.051829268292682924,0.07164634146341463,0.009146341463414634,0.04878048780487805,0.03201219512195122,0.004573170731707317,0.012195121951219513,0.03048780487804878,0.05945121951219512,0.001524390243902439
128,left4dead,0.024958402662229616,0.029950083194675542,0.05324459234608985,0.10981697171381032,0.048252911813643926,0.23793677204658903,0.07154742096505824,0.04991680532445923,0.011647254575707155,0.05324459234608985,0.10149750415973377,0.0033277870216306157,0.06821963394342762,0.03494176372712146,0.008319467554076539,0.013311148086522463,0.018302828618968387,0.05490848585690516,0.0066555740432612314
129,goldensun,0.0457516339869281,0.06862745098039216,0.10457516339869281,0.05555555555555555,0.04084967320261438,0.21568627450980393,0.05228758169934641,0.0718954248366013,0.07516339869281045,0.05392156862745098,0.04084967320261438,0.0016339869281045752,0.07679738562091504,0.0016339869281045752,0.024509803921568627,0.004901960784313725,0.024509803921568627,0.013071895424836602,0.027777777777777776
130,splatoon,0.08,0.06769230769230769,0.07538461538461538,0.033846153846153845,0.038461538461538464,0.19846153846153847,0.04,0.04923076923076923,0.013846153846153847,0.06307692307692307,0.10615384615384615,0.004615384615384616,0.09076923076923077,0.009230769230769232,0.013846153846153847,0.010769230769230769,0.055384615384615386,0.04,0.009230769230769232
131,metalgearrisingrevengeance,0.03764320785597381,0.03600654664484452,0.03600654664484452,0.11292962356792144,0.04091653027823241,0.22913256955810146,0.09492635024549918,0.06382978723404255,0.006546644844517185,0.03600654664484452,0.12438625204582651,0.0016366612111292963,0.07364975450081833,0.031096563011456628,0.0016366612111292963,0.01309328968903437,0.014729950900163666,0.0425531914893617,0.0032733224222585926
132,genshinimpact,0.05305466237942122,0.07556270096463022,0.10771704180064309,0.04823151125401929,0.04340836012861737,0.2170418006430868,0.07234726688102894,0.06109324758842444,0.05787781350482315,0.04662379421221865,0.05787781350482315,0.0,0.07556270096463022,0.011254019292604502,0.008038585209003215,0.006430868167202572,0.022508038585209004,0.02090032154340836,0.014469453376205787
133,samuraishodown,0.08809135399673736,0.11092985318107668,0.03915171288743882,0.07504078303425775,0.03588907014681892,0.1729200652528548,0.09787928221859707,0.07504078303425775,0.052202283849918436,0.03425774877650897,0.0734094616639478,0.0,0.07830342577487764,0.01631321370309951,0.004893964110929853,0.0032626427406199023,0.013050570962479609,0.011419249592169658,0.01794453507340946
134,baldursgate,0.01889763779527559,0.11653543307086614,0.08503937007874016,0.10551181102362205,0.048818897637795275,0.2110236220472441,0.08346456692913386,0.05984251968503937,0.05984251968503937,0.03937007874015748,0.047244094488188976,0.0031496062992125984,0.050393700787401574,0.026771653543307086,0.009448818897637795,0.0031496062992125984,0.007874015748031496,0.01732283464566929,0.006299212598425197
135,xenobladechroniclesx,0.03571428571428571,0.0698051948051948,0.07954545454545454,0.060064935064935064,0.04707792207792208,0.22402597402597402,0.0762987012987013,0.060064935064935064,0.03571428571428571,0.048701298701298704,0.0762987012987013,0.01461038961038961,0.07305194805194805,0.016233766233766232,0.01948051948051948,0.00487012987012987,0.011363636363636364,0.030844155844155844,0.016233766233766232
136,batmanarkhamknight,0.032507739938080496,0.05108359133126935,0.030959752321981424,0.12229102167182662,0.02786377708978328,0.25232198142414863,0.10371517027863777,0.04179566563467492,0.0046439628482972135,0.02476780185758514,0.11609907120743033,0.0,0.0696594427244582,0.03869969040247678,0.0030959752321981426,0.015479876160990712,0.02476780185758514,0.034055727554179564,0.006191950464396285
137,callofduty,0.014059753954305799,0.0210896309314587,0.0421792618629174,0.09490333919156414,0.056239015817223195,0.2478031634446397,0.050966608084358524,0.056239015817223195,0.007029876977152899,0.0351493848857645,0.12126537785588752,0.007029876977152899,0.07205623901581722,0.03690685413005272,0.0035149384885764497,0.022847100175746926,0.026362038664323375,0.08260105448154657,0.0017574692442882249
138,perfectdark,0.026533996683250415,0.008291873963515755,0.03482587064676617,0.09950248756218906,0.06799336650082918,0.24212271973466004,0.06467661691542288,0.04643449419568822,0.008291873963515755,0.04643449419568822,0.08955223880597014,0.02321724709784411,0.07131011608623548,0.029850746268656716,0.003316749585406302,0.026533996683250415,0.011608623548922056,0.0945273631840796,0.004975124378109453
139,kingdomheartsi,0.044407894736842105,0.05921052631578947,0.07236842105263158,0.049342105263157895,0.03453947368421053,0.24671052631578946,0.08223684210526316,0.07236842105263158,0.04276315789473684,0.047697368421052634,0.05921052631578947,0.001644736842105263,0.07894736842105263,0.006578947368421052,0.02138157894736842,0.008223684210526315,0.03618421052631579,0.01644736842105263,0.019736842105263157
140,pokemonredandblue,0.06779661016949153,0.07796610169491526,0.10677966101694915,0.04745762711864407,0.030508474576271188,0.2271186440677966,0.03559322033898305,0.05254237288135593,0.03389830508474576,0.04406779661016949,0.06779661016949153,0.001694915254237288,0.10338983050847457,0.01864406779661017,0.013559322033898305,0.005084745762711864,0.04915254237288136,0.006779661016949152,0.010169491525423728
141,xcom2,0.013513513513513514,0.02195945945945946,0.0472972972972973,0.1266891891891892,0.08108108108108109,0.23648648648648649,0.06925675675675676,0.07601351351351351,0.02533783783783784,0.05912162162162162,0.07939189189189189,0.02027027027027027,0.033783783783783786,0.015202702702702704,0.006756756756756757,0.013513513513513514,0.0033783783783783786,0.0625,0.008445945945945946
142,reddeadredemption,0.011784511784511785,0.07407407407407407,0.08585858585858586,0.1414141414141414,0.03367003367003367,0.2441077441077441,0.09427609427609428,0.04208754208754209,0.013468013468013467,0.010101010101010102,0.07407407407407407,0.0,0.06060606060606061,0.05723905723905724,0.003367003367003367,0.0016835016835016834,0.016835016835016835,0.03198653198653199,0.003367003367003367
143,thelegendofzeldaalinktothepast,0.04311774461028192,0.04809286898839138,0.0945273631840796,0.05970149253731343,0.03316749585406302,0.21393034825870647,0.05306799336650083,0.05472636815920398,0.06301824212271974,0.06633499170812604,0.03980099502487562,0.001658374792703151,0.1044776119402985,0.013266998341625208,0.03150912106135987,0.011608623548922056,0.04145936981757877,0.009950248756218905,0.01658374792703151
144,sengokubasara,0.08108108108108109,0.1097972972972973,0.033783783783783786,0.08277027027027027,0.037162162162162164,0.14189189189189189,0.11317567567567567,0.07432432432432433,0.04222972972972973,0.03209459459459459,0.11148648648648649,0.0,0.06756756756756757,0.010135135135135136,0.0016891891891891893,0.005067567567567568,0.015202702702702704,0.02027027027027027,0.02027027027027027
145,metalgearsolidvthephantompain,0.022257551669316374,0.04133545310015898,0.06041335453100159,0.12559618441971382,0.0397456279809221,0.2591414944356121,0.08108108108108109,0.0492845786963434,0.00794912559618442,0.028616852146263912,0.10492845786963434,0.003179650238473768,0.05246422893481717,0.025437201907790145,0.001589825119236884,0.00794912559618442,0.02066772655007949,0.06359300476947535,0.0047694753577106515
146,borderlands,0.019867549668874173,0.0347682119205298,0.06456953642384106,0.09271523178807947,0.06456953642384106,0.20198675496688742,0.07450331125827815,0.06291390728476821,0.033112582781456956,0.059602649006622516,0.07781456953642384,0.009933774834437087,0.057947019867549666,0.024834437086092714,0.008278145695364239,0.016556291390728478,0.011589403973509934,0.07450331125827815,0.009933774834437087
147,halflife,0.019543973941368076,0.029315960912052116,0.07166123778501629,0.09609120521172639,0.06514657980456026,0.249185667752443,0.06514657980456026,0.048859934853420196,0.016286644951140065,0.04723127035830619,0.08631921824104234,0.026058631921824105,0.05211726384364821,0.017915309446254073,0.008143322475570033,0.017915309446254073,0.014657980456026058,0.06351791530944625,0.004885993485342019
148,starcontrol,0.02003338898163606,0.018363939899833055,0.07846410684474124,0.1018363939899833,0.08180300500834725,0.2303839732888147,0.07512520868113523,0.05008347245409015,0.02671118530884808,0.041736227045075125,0.05175292153589316,0.03005008347245409,0.07512520868113523,0.015025041736227046,0.011686143572621035,0.015025041736227046,0.011686143572621035,0.05843071786310518,0.00667779632721202
149,cyberpunk2077,0.0352,0.0928,0.0496,0.1264,0.0336,0.1888,0.0768,0.0544,0.0112,0.0352,0.0928,0.0032,0.0496,0.0544,0.0016,0.0096,0.024,0.0576,0.0032
150,finalfantasyxi,0.037606837606837605,0.05641025641025641,0.1282051282051282,0.04786324786324787,0.05128205128205128,0.20683760683760682,0.04957264957264957,0.08376068376068375,0.06837606837606838,0.05641025641025641,0.04957264957264957,0.003418803418803419,0.06837606837606838,0.005128205128205128,0.02735042735042735,0.003418803418803419,0.02735042735042735,0.017094017094017096,0.011965811965811967
151,prototype,0.03460207612456748,0.0328719723183391,0.04152249134948097,0.11418685121107267,0.06747404844290658,0.2629757785467128,0.0726643598615917,0.0726643598615917,0.00865051903114187,0.04325259515570934,0.07093425605536333,0.005190311418685121,0.04844290657439446,0.02249134948096886,0.005190311418685121,0.01903114186851211,0.005190311418685121,0.06747404844290658,0.005190311418685121
152,dynastywarriors,0.05944055944055944,0.08216783216783216,0.04020979020979021,0.07342657342657342,0.04020979020979021,0.23251748251748253,0.09965034965034965,0.07517482517482517,0.027972027972027972,0.04195804195804196,0.09090909090909091,0.0,0.08391608391608392,0.0017482517482517483,0.0034965034965034965,0.006993006993006993,0.017482517482517484,0.013986013986013986,0.008741258741258742
153,grandtheftautov,0.024350649350649352,0.08279220779220779,0.06493506493506493,0.137987012987013,0.022727272727272728,0.18506493506493507,0.056818181818181816,0.025974025974025976,0.00487012987012987,0.01948051948051948,0.10876623376623376,0.0,0.05844155844155844,0.10227272727272728,0.003246753246753247,0.01948051948051948,0.024350649350649352,0.05357142857142857,0.00487012987012987
154,theelderscrollsonline,0.022727272727272728,0.056818181818181816,0.1038961038961039,0.09740259740259741,0.06168831168831169,0.2305194805194805,0.0762987012987013,0.07467532467532467,0.06818181818181818,0.037337662337662336,0.04707792207792208,0.0016233766233766235,0.03896103896103896,0.00487012987012987,0.027597402597402596,0.008116883116883116,0.016233766233766232,0.016233766233766232,0.00974025974025974
155,megamanstarforce,0.05186385737439222,0.10048622366288493,0.04862236628849271,0.055105348460291734,0.022690437601296597,0.20907617504051865,0.07779578606158834,0.07293354943273905,0.050243111831442464,0.04213938411669368,0.07779578606158834,0.008103727714748784,0.08914100486223663,0.011345218800648298,0.004862236628849271,0.006482982171799027,0.027552674230145867,0.02593192868719611,0.017828200972447326
156,shantae,0.06333333333333334,0.065,0.06333333333333334,0.05333333333333334,0.02666666666666667,0.22833333333333333,0.07166666666666667,0.043333333333333335,0.035,0.06833333333333333,0.07833333333333334,0.0016666666666666668,0.08666666666666667,0.006666666666666667,0.02666666666666667,0.021666666666666667,0.028333333333333332,0.02,0.011666666666666667
157,supermariogalaxy,0.04743833017077799,0.030360531309297913,0.058823529411764705,0.020872865275142316,0.017077798861480076,0.2618595825426945,0.030360531309297913,0.017077798861480076,0.028462998102466792,0.0777988614800759,0.058823529411764705,0.013282732447817837,0.11385199240986717,0.0018975332068311196,0.04743833017077799,0.03984819734345351,0.08349146110056926,0.028462998102466792,0.022770398481973434
158,fireemblempathofradiance,0.04785478547854786,0.1353135313531353,0.05115511551155116,0.10231023102310231,0.04950495049504951,0.20297029702970298,0.09735973597359736,0.07755775577557755,0.07095709570957096,0.009900990099009901,0.033003300330033,0.0049504950495049506,0.07425742574257425,0.0016501650165016502,0.0049504950495049506,0.0033003300330033004,0.009900990099009901,0.006600660066006601,0.0165016501650165
159,darkestdungeon,0.015463917525773196,0.03951890034364261,0.12714776632302405,0.11683848797250859,0.044673539518900345,0.2542955326460481,0.048109965635738834,0.07560137457044673,0.06013745704467354,0.044673539518900345,0.041237113402061855,0.001718213058419244,0.044673539518900345,0.022336769759450172,0.010309278350515464,0.005154639175257732,0.015463917525773196,0.02577319587628866,0.006872852233676976
160,darksoulsi,0.025996533795493933,0.03292894280762565,0.10918544194107452,0.07625649913344887,0.05199306759098787,0.24263431542461006,0.060658578856152515,0.06932409012131716,0.06932409012131716,0.053726169844020795,0.05545927209705372,0.0,0.058925476603119586,0.008665511265164644,0.02772963604852686,0.012131715771230503,0.01386481802426343,0.012131715771230503,0.019064124783362217
161,monsterhunter,0.05451127819548872,0.03007518796992481,0.13345864661654136,0.03195488721804511,0.043233082706766915,0.17669172932330826,0.02443609022556391,0.08458646616541353,0.041353383458646614,0.07518796992481203,0.06578947368421052,0.0037593984962406013,0.07518796992481203,0.009398496240601503,0.04887218045112782,0.016917293233082706,0.046992481203007516,0.02443609022556391,0.013157894736842105
162,xenogears,0.04433497536945813,0.08210180623973727,0.06896551724137931,0.08538587848932677,0.042692939244663386,0.1921182266009852,0.10180623973727422,0.052545155993431854,0.05090311986863711,0.031198686371100164,0.06896551724137931,0.009852216748768473,0.0722495894909688,0.013136288998357963,0.008210180623973728,0.0049261083743842365,0.013136288998357963,0.04433497536945813,0.013136288998357963
163,thesecretworld,0.013468013468013467,0.07912457912457913,0.11447811447811448,0.12121212121212122,0.05723905723905724,0.16666666666666666,0.06397306397306397,0.050505050505050504,0.04882154882154882,0.04040404040404041,0.0707070707070707,0.015151515151515152,0.037037037037037035,0.045454545454545456,0.015151515151515152,0.015151515151515152,0.010101010101010102,0.03367003367003367,0.0016835016835016834
164,fireemblemtheblazingblade,0.050966608084358524,0.16695957820738136,0.050966608084358524,0.08611599297012303,0.03690685413005272,0.20035149384885764,0.11423550087873462,0.0632688927943761,0.06502636203866433,0.015817223198594025,0.028119507908611598,0.0,0.07557117750439367,0.0035149384885764497,0.0017574692442882249,0.0017574692442882249,0.01054481546572935,0.005272407732864675,0.022847100175746926
165,splatoon2,0.055062166962699825,0.056838365896980464,0.08348134991119005,0.046181172291296625,0.035523978685612786,0.2557726465364121,0.03907637655417407,0.04440497335701599,0.019538188277087035,0.04085257548845471,0.09236234458259325,0.003552397868561279,0.08348134991119005,0.010657193605683837,0.019538188277087035,0.017761989342806393,0.03907637655417407,0.04440497335701599,0.012433392539964476
166,assassinscreedii,0.017421602787456445,0.07491289198606271,0.07317073170731707,0.13588850174216027,0.0313588850174216,0.23519163763066203,0.08536585365853659,0.06620209059233449,0.013937282229965157,0.020905923344947737,0.07142857142857142,0.005226480836236934,0.05574912891986063,0.059233449477351915,0.0,0.005226480836236934,0.012195121951219513,0.0313588850174216,0.005226480836236934
167,divinityoriginalsinii,0.017271157167530225,0.046632124352331605,0.12089810017271158,0.1070811744386874,0.06044905008635579,0.21070811744386875,0.05872193436960276,0.0690846286701209,0.07253886010362694,0.05008635578583765,0.03281519861830743,0.0034542314335060447,0.05872193436960276,0.024179620034542316,0.013816925734024179,0.0069084628670120895,0.018998272884283247,0.015544041450777202,0.012089810017271158
168,diablo,0.01818181818181818,0.02181818181818182,0.10727272727272727,0.06727272727272728,0.07818181818181819,0.2509090909090909,0.05272727272727273,0.08181818181818182,0.08545454545454545,0.05090909090909091,0.04,0.0,0.05454545454545454,0.007272727272727273,0.012727272727272728,0.00909090909090909,0.02181818181818182,0.02,0.02
169,talesseries,0.05892857142857143,0.10892857142857143,0.07321428571428572,0.05178571428571429,0.03214285714285714,0.1982142857142857,0.07857142857142857,0.07678571428571429,0.044642857142857144,0.05,0.0625,0.005357142857142857,0.07857142857142857,0.007142857142857143,0.007142857142857143,0.0035714285714285713,0.026785714285714284,0.008928571428571428,0.026785714285714284
170,neverwinternights,0.016778523489932886,0.09899328859060402,0.10570469798657718,0.11073825503355705,0.050335570469798654,0.1912751677852349,0.07718120805369127,0.06208053691275168,0.06375838926174497,0.040268456375838924,0.053691275167785234,0.003355704697986577,0.06040268456375839,0.020134228187919462,0.01174496644295302,0.008389261744966443,0.008389261744966443,0.008389261744966443,0.008389261744966443
171,fireemblemradiantdawn,0.038869257950530034,0.13427561837455831,0.04770318021201413,0.09010600706713781,0.06537102473498234,0.1855123674911661,0.0989399293286219,0.08480565371024736,0.08303886925795052,0.0176678445229682,0.030035335689045935,0.0,0.08833922261484099,0.007067137809187279,0.0035335689045936395,0.0,0.0035335689045936395,0.0035335689045936395,0.0176678445229682
172,skiesofarcadia,0.039723661485319514,0.08808290155440414,0.09326424870466321,0.07253886010362694,0.02936096718480138,0.17789291882556132,0.0846286701208981,0.06044905008635579,0.05008635578583765,0.05699481865284974,0.05181347150259067,0.012089810017271158,0.07426597582037997,0.010362694300518135,0.017271157167530225,0.012089810017271158,0.013816925734024179,0.03281519861830743,0.022452504317789293
173,nierautomata,0.03754266211604096,0.032423208191126277,0.05631399317406143,0.09556313993174062,0.04607508532423208,0.25426621160409557,0.08020477815699659,0.059726962457337884,0.013651877133105802,0.052901023890784986,0.08873720136518772,0.010238907849829351,0.06484641638225255,0.017064846416382253,0.0034129692832764505,0.008532423208191127,0.02218430034129693,0.04607508532423208,0.010238907849829351
174,haloreach,0.018214936247723135,0.025500910746812388,0.04735883424408015,0.10746812386156648,0.06557377049180328,0.2641165755919854,0.07285974499089254,0.04918032786885246,0.01092896174863388,0.03825136612021858,0.07832422586520947,0.01639344262295082,0.08378870673952642,0.009107468123861567,0.0018214936247723133,0.01639344262295082,0.018214936247723135,0.07468123861566485,0.0018214936247723133
175,fallenlondon,0.013651877133105802,0.06484641638225255,0.13139931740614336,0.13310580204778158,0.030716723549488054,0.23037542662116042,0.06143344709897611,0.034129692832764506,0.03754266211604096,0.032423208191126277,0.04778156996587031,0.0034129692832764505,0.04948805460750853,0.03754266211604096,0.017064846416382253,0.006825938566552901,0.042662116040955635,0.017064846416382253,0.008532423208191127
176,pokemongoldandsilver,0.07168458781362007,0.07885304659498207,0.12186379928315412,0.03942652329749104,0.023297491039426525,0.20967741935483872,0.03942652329749104,0.035842293906810034,0.043010752688172046,0.04121863799283154,0.07706093189964158,0.0017921146953405018,0.0985663082437276,0.017921146953405017,0.017921146953405017,0.0035842293906810036,0.053763440860215055,0.005376344086021506,0.01971326164874552
177,valkyriachronicles,0.046153846153846156,0.10256410256410256,0.05299145299145299,0.10598290598290598,0.05128205128205128,0.21025641025641026,0.0905982905982906,0.06153846153846154,0.041025641025641026,0.023931623931623933,0.06495726495726496,0.006837606837606838,0.06153846153846154,0.011965811965811967,0.0,0.005128205128205128,0.010256410256410256,0.044444444444444446,0.008547008547008548
178,xenosaga,0.06115107913669065,0.0539568345323741,0.039568345323741004,0.08273381294964029,0.050359712230215826,0.17266187050359713,0.1079136690647482,0.0539568345323741,0.048561151079136694,0.050359712230215826,0.07733812949640288,0.012589928057553957,0.08453237410071943,0.01079136690647482,0.00539568345323741,0.007194244604316547,0.01618705035971223,0.0539568345323741,0.01079136690647482
179,thesims,0.0456140350877193,0.18070175438596492,0.11578947368421053,0.07192982456140351,0.02631578947368421,0.14912280701754385,0.04035087719298246,0.021052631578947368,0.02631578947368421,0.02631578947368421,0.09473684210526316,0.010526315789473684,0.056140350877192984,0.054385964912280704,0.008771929824561403,0.008771929824561403,0.03684210526315789,0.02280701754385965,0.0035087719298245615
180,cityofvillains,0.01763668430335097,0.04056437389770723,0.08641975308641975,0.07936507936507936,0.0582010582010582,0.21693121693121692,0.08465608465608465,0.07054673721340388,0.04585537918871252,0.06349206349206349,0.07231040564373897,0.010582010582010581,0.04409171075837742,0.029982363315696647,0.007054673721340388,0.008818342151675485,0.019400352733686066,0.037037037037037035,0.007054673721340388
181,dishonored,0.02586206896551724,0.06379310344827586,0.07413793103448275,0.15344827586206897,0.039655172413793106,0.24310344827586206,0.06551724137931035,0.041379310344827586,0.03793103448275862,0.03620689655172414,0.056896551724137934,0.0017241379310344827,0.05517241379310345,0.03793103448275862,0.0034482758620689655,0.008620689655172414,0.013793103448275862,0.03793103448275862,0.0034482758620689655
182,earthbound,0.05225225225225225,0.07387387387387387,0.11351351351351352,0.05225225225225225,0.02702702702702703,0.1963963963963964,0.03783783783783784,0.036036036036036036,0.05045045045045045,0.05225225225225225,0.07927927927927927,0.0036036036036036037,0.09009009009009009,0.02702702702702703,0.025225225225225224,0.007207207207207207,0.04864864864864865,0.016216216216216217,0.010810810810810811
183,warframe,0.013916500994035786,0.03180914512922465,0.08548707753479125,0.055666003976143144,0.0775347912524851,0.1848906560636183,0.041749502982107355,0.0775347912524851,0.041749502982107355,0.08151093439363817,0.07157057654075547,0.02982107355864811,0.0536779324055666,0.02186878727634195,0.017892644135188866,0.013916500994035786,0.017892644135188866,0.06958250497017893,0.011928429423459244
184,hollowknight,0.03231939163498099,0.030418250950570342,0.09125475285171103,0.06463878326996197,0.060836501901140684,0.26425855513307983,0.051330798479087454,0.07604562737642585,0.04752851711026616,0.06463878326996197,0.04182509505703422,0.0019011406844106464,0.07034220532319392,0.0038022813688212928,0.022813688212927757,0.02091254752851711,0.028517110266159697,0.009505703422053232,0.017110266159695818
185,portal,0.03136531365313653,0.06642066420664207,0.06642066420664207,0.1033210332103321,0.027675276752767528,0.24907749077490776,0.05350553505535055,0.027675276752767528,0.007380073800738007,0.055350553505535055,0.11254612546125461,0.01107011070110701,0.06273062730627306,0.02952029520295203,0.0036900369003690036,0.01845018450184502,0.027675276752767528,0.04059040590405904,0.005535055350553505
186,pokemonswordandshield,0.07426597582037997,0.06390328151986183,0.1226252158894646,0.044905008635578586,0.03281519861830743,0.22625215889464595,0.02936096718480138,0.037996545768566495,0.044905008635578586,0.055267702936096716,0.05699481865284974,0.0034542314335060447,0.08981001727115717,0.010362694300518135,0.017271157167530225,0.0051813471502590676,0.05872193436960276,0.012089810017271158,0.013816925734024179
187,shinmegamitenseiiv,0.023593466424682397,0.021778584392014518,0.0925589836660617,0.08166969147005444,0.06170598911070781,0.26497277676951,0.10526315789473684,0.05807622504537205,0.06170598911070781,0.030852994555353903,0.056261343012704176,0.007259528130671506,0.07622504537205081,0.018148820326678767,0.0018148820326678765,0.0018148820326678765,0.009074410163339383,0.016333938294010888,0.010889292196007259
188,mortalkombat11,0.03558718861209965,0.09786476868327403,0.03202846975088968,0.08185053380782918,0.03202846975088968,0.21708185053380782,0.12811387900355872,0.03914590747330961,0.03202846975088968,0.021352313167259787,0.11387900355871886,0.005338078291814947,0.0693950177935943,0.033807829181494664,0.0071174377224199285,0.0071174377224199285,0.010676156583629894,0.030249110320284697,0.005338078291814947
189,kingdomhearts3ddreamdropdistance,0.058287795992714025,0.052823315118397086,0.04371584699453552,0.04918032786885246,0.025500910746812388,0.23497267759562843,0.09289617486338798,0.061930783242258654,0.04553734061930783,0.056466302367941715,0.07650273224043716,0.0,0.08925318761384335,0.0018214936247723133,0.01639344262295082,0.012750455373406194,0.04553734061930783,0.02185792349726776,0.014571948998178506
190,heroesofmightandmagic,0.022304832713754646,0.040892193308550186,0.12267657992565056,0.08178438661710037,0.06319702602230483,0.20260223048327136,0.07434944237918216,0.08364312267657993,0.09479553903345725,0.05947955390334572,0.040892193308550186,0.0018587360594795538,0.04460966542750929,0.0037174721189591076,0.022304832713754646,0.00929368029739777,0.011152416356877323,0.0055762081784386614,0.01486988847583643
191,residentevil6,0.045454545454545456,0.06293706293706294,0.03671328671328671,0.10314685314685315,0.027972027972027972,0.24125874125874125,0.09265734265734266,0.05944055944055944,0.012237762237762238,0.043706293706293704,0.11363636363636363,0.0034965034965034965,0.045454545454545456,0.019230769230769232,0.008741258741258742,0.01048951048951049,0.012237762237762238,0.05419580419580419,0.006993006993006993
192,supersmashbrosbrawl,0.07321772639691715,0.038535645472061654,0.05202312138728324,0.036608863198458574,0.028901734104046242,0.2023121387283237,0.057803468208092484,0.055876685934489405,0.025048169556840076,0.05394990366088632,0.11753371868978806,0.0019267822736030828,0.10597302504816955,0.0038535645472061657,0.01348747591522158,0.030828516377649325,0.046242774566473986,0.038535645472061654,0.017341040462427744
193,assassinscreediii,0.01107011070110701,0.05719557195571956,0.06826568265682657,0.13099630996309963,0.033210332103321034,0.2952029520295203,0.11808118081180811,0.04981549815498155,0.016605166051660517,0.016605166051660517,0.06088560885608856,0.0018450184501845018,0.046125461254612546,0.02952029520295203,0.0018450184501845018,0.0036900369003690036,0.014760147601476014,0.03874538745387454,0.005535055350553505
194,jadeempire,0.019400352733686066,0.13051146384479717,0.08641975308641975,0.11992945326278659,0.042328042328042326,0.21516754850088182,0.1111111111111111,0.06525573192239859,0.054673721340388004,0.01763668430335097,0.04056437389770723,0.001763668430335097,0.037037037037037035,0.014109347442680775,0.005291005291005291,0.010582010582010581,0.005291005291005291,0.019400352733686066,0.003527336860670194
195,supermario64,0.04462474645030426,0.030425963488843813,0.07302231237322515,0.034482758620689655,0.010141987829614604,0.26369168356997974,0.032454361054766734,0.02231237322515213,0.016227180527383367,0.07302231237322515,0.07707910750507099,0.0,0.11359026369168357,0.008113590263691683,0.04462474645030426,0.032454361054766734,0.09533468559837728,0.010141987829614604,0.018255578093306288
196,megamanzx,0.059813084112149535,0.052336448598130844,0.05046728971962617,0.052336448598130844,0.03177570093457944,0.22990654205607478,0.08224299065420561,0.08224299065420561,0.03177570093457944,0.059813084112149535,0.07102803738317758,0.005607476635514018,0.09158878504672897,0.005607476635514018,0.009345794392523364,0.007476635514018692,0.020560747663551402,0.04299065420560748,0.013084112149532711
197,nethack,0.02208835341365462,0.020080321285140562,0.15461847389558234,0.060240963855421686,0.04819277108433735,0.24096385542168675,0.024096385542168676,0.09036144578313253,0.07228915662650602,0.08032128514056225,0.03614457831325301,0.002008032128514056,0.05220883534136546,0.008032128514056224,0.04216867469879518,0.006024096385542169,0.012048192771084338,0.01606425702811245,0.012048192771084338
198,payday2,0.02524271844660194,0.02524271844660194,0.05825242718446602,0.1145631067961165,0.04466019417475728,0.27766990291262134,0.05048543689320388,0.06019417475728155,0.003883495145631068,0.03495145631067961,0.1029126213592233,0.0,0.05436893203883495,0.04660194174757282,0.003883495145631068,0.011650485436893204,0.021359223300970873,0.062135922330097085,0.001941747572815534
199,batmanarkhamasylum,0.033210332103321034,0.02952029520295203,0.03690036900369004,0.12361623616236163,0.016605166051660517,0.2767527675276753,0.08302583025830258,0.042435424354243544,0.0036900369003690036,0.033210332103321034,0.11439114391143912,0.0018450184501845018,0.05904059040590406,0.04428044280442804,0.005535055350553505,0.02029520295202952,0.03136531365313653,0.03690036900369004,0.007380073800738007
200,thelegendofheroestrailsinthesky,0.041044776119402986,0.11940298507462686,0.06343283582089553,0.08208955223880597,0.016791044776119403,0.24440298507462688,0.11007462686567164,0.06343283582089553,0.04477611940298507,0.033582089552238806,0.05970149253731343,0.0,0.08395522388059702,0.0037313432835820895,0.005597014925373134,0.0,0.007462686567164179,0.013059701492537313,0.007462686567164179
201,etrianodyssey,0.04801670146137787,0.037578288100208766,0.10020876826722339,0.04592901878914405,0.04384133611691023,0.25260960334029225,0.054279749478079335,0.08768267223382047,0.06680584551148225,0.05219206680584551,0.031315240083507306,0.010438413361169102,0.09603340292275574,0.0020876826722338203,0.016701461377870562,0.008350730688935281,0.018789144050104383,0.014613778705636743,0.012526096033402923
202,pokemondiamondandpearl,0.06702898550724638,0.07427536231884058,0.12681159420289856,0.04710144927536232,0.02717391304347826,0.2246376811594203,0.036231884057971016,0.041666666666666664,0.04891304347826087,0.041666666666666664,0.08333333333333333,0.0036231884057971015,0.07971014492753623,0.007246376811594203,0.016304347826086956,0.005434782608695652,0.04528985507246377,0.009057971014492754,0.014492753623188406
