Topic 1,Topic 2
7/0.2,32/0.647887323943662
4/0.2,24/0.21830985915492956
2/0.2,19/0.035211267605633804
0/0.2,14/0.02112676056338028
3/0.2,10/0.014084507042253521
,27/0.014084507042253521
,31/0.007042253521126761
,17/0.007042253521126761
,29/0.007042253521126761
,6/0.007042253521126761
,26/0.007042253521126761
,20/0.007042253521126761
,1/0.007042253521126761
