i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4
0,worldofwarcraft,0.27835648148148145,0.5434027777777778,0.11921296296296297,0.059027777777777776
1,finalfantasyvii,0.24575070821529746,0.5694050991501416,0.14305949008498584,0.04178470254957507
2,theelderscrollsvskyrim,0.2549770290964778,0.5627871362940275,0.13782542113323124,0.0444104134762634
3,teamfortress2,0.2822774659182037,0.5525260625501203,0.13071371291098638,0.034482758620689655
4,masseffect2,0.2623951182303585,0.5659801678108314,0.13119755911517925,0.04042715484363082
5,falloutnewvegas,0.2563265306122449,0.5583673469387755,0.1469387755102041,0.03836734693877551
6,fallout3,0.26307053941908715,0.5211618257261411,0.17593360995850624,0.03983402489626556
7,masseffect3,0.26763990267639903,0.5498783454987834,0.13706407137064072,0.0454176804541768
8,dragonageorigins,0.21194280908326324,0.6282590412111018,0.13708999158957108,0.022708158116063918
9,persona3,0.21370604147880973,0.6032461677186655,0.16501352569882777,0.018034265103697024
10,persona5,0.23642732049036777,0.6103327495621717,0.13922942206654992,0.014010507880910683
11,finalfantasyvi,0.2562674094707521,0.531104921077066,0.16991643454038996,0.04271123491179202
12,theelderscrollsivoblivion,0.22960151802656548,0.5464895635673624,0.1859582542694497,0.03795066413662239
13,thelegendofzeldaocarinaoftime,0.26512968299711814,0.49759846301633043,0.18155619596541786,0.05571565802113353
14,dragonageii,0.2009478672985782,0.6578199052132702,0.12132701421800948,0.01990521327014218
15,fallout,0.27037773359840955,0.5218687872763419,0.16401590457256462,0.0437375745526839
16,chronotrigger,0.24251497005988024,0.5259481037924152,0.17764471057884232,0.05389221556886228
17,metalgear,0.23790720631786771,0.5508390918065152,0.1855873642645607,0.02566633761105627
18,persona4,0.20582706766917294,0.6212406015037594,0.15225563909774437,0.020676691729323307
19,finalfantasyxiv,0.27364185110663986,0.5301810865191147,0.15191146881287726,0.04426559356136821
20,thelegendofzeldabreathofthewild,0.24070450097847357,0.5450097847358122,0.15264187866927592,0.06164383561643835
21,cityofheroes,0.2799597180261833,0.5015105740181269,0.1701913393756294,0.04833836858006042
22,thelegendofzeldatwilightprincess,0.2487360970677452,0.5278058645096056,0.1718907987866532,0.05156723963599596
