i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42
10,persona5,0.3598635588402501,0.006822057987492893,0.005685048322910745,0.02046617396247868,0.011938601478112564,0.0028425241614553724,0.054576463899943146,0.009664582148948267,0.03126776577600909,0.13644115974985788,0.007959067652075043,0.003979533826037522,0.01023308698123934,0.00511654349061967,0.01762364980102331,0.013075611142694713,0.02160318362706083,0.0028425241614553724,0.0022740193291642978,0.012507106310403639,0.017055144968732235,0.01023308698123934,0.023877202956225127,0.03126776577600909,0.0028425241614553724,0.005685048322910745,0.007959067652075043,0.01137009664582149,0.007390562819783968,0.036384309266628764,0.0022740193291642978,0.02046617396247868,0.009664582148948267,0.015349630471859011,0.0005685048322910744,0.0005685048322910744,0.0034110289937464467,0.012507106310403639,0.019897669130187607,0.010801591813530414,0.010801591813530414,0.0028425241614553724
11,finalfantasyvi,0.15059897318881918,0.01540216771249287,0.03822019395322305,0.005704506560182544,0.019965772960638905,0.021106674272675412,0.0513405590416429,0.03080433542498574,0.04905875641756988,0.06788362806617228,0.005704506560182544,0.006274957216200799,0.011409013120365089,0.04848830576155162,0.02966343411294923,0.011409013120365089,0.03365658870507701,0.02338847689674843,0.003993154592127781,0.0068454078722190535,0.027381631488876214,0.0005704506560182544,0.02452937820878494,0.06160867084997148,0.014831717056474614,0.005704506560182544,0.01426126640045636,0.01825442099258414,0.005704506560182544,0.05647461494580719,0.002852253280091272,0.03593839132915003,0.011979463776383342,0.009697661152310326,0.037079292641186534,0.00513405590416429,0.002852253280091272,0.0005704506560182544,0.017683970336565887,0.003993154592127781,0.0034227039361095267,0.008556759840273816
12,theelderscrollsivoblivion,0.16532258064516128,0.01555299539170507,0.03571428571428571,0.01728110599078341,0.016705069124423964,0.009792626728110598,0.022465437788018433,0.11808755760368664,0.06509216589861751,0.010368663594470046,0.055299539170506916,0.007488479262672811,0.02304147465437788,0.03917050691244239,0.04435483870967742,0.004032258064516129,0.029953917050691243,0.008640552995391706,0.023617511520737326,0.006336405529953917,0.06394009216589862,0.0034562211981566822,0.023617511520737326,0.020161290322580645,0.005184331797235023,0.0034562211981566822,0.0034562211981566822,0.002880184331797235,0.019009216589861752,0.010944700460829493,0.0034562211981566822,0.020737327188940093,0.01152073732718894,0.006336405529953917,0.057027649769585256,0.001152073732718894,0.002304147465437788,0.006336405529953917,0.004032258064516129,0.002304147465437788,0.004032258064516129,0.006336405529953917
13,thelegendofzeldaocarinaoftime,0.11493582263710618,0.025087514585764293,0.07526254375729288,0.004084014002333722,0.015169194865810968,0.014002333722287048,0.044340723453908985,0.03267211201866978,0.008751458576429404,0.044340723453908985,0.007584597432905484,0.002333722287047841,0.022170361726954493,0.050175029171528586,0.03325554259043174,0.012252042007001166,0.03733955659276546,0.005834305717619603,0.026837806301050177,0.007584597432905484,0.029754959159859977,0.0,0.043173862310385065,0.01750291715285881,0.042590431738623105,0.003500583430571762,0.042007001166861145,0.009334889148191364,0.005834305717619603,0.052508751458576426,0.001750291715285881,0.002333722287047841,0.004667444574095682,0.008751458576429404,0.026254375729288213,0.0005834305717619603,0.08343057176196032,0.0011668611435239206,0.024504084014002333,0.006417736289381563,0.001750291715285881,0.008168028004667444
14,dragonageii,0.2927120669056153,0.032855436081242535,0.011350059737156512,0.02031063321385902,0.023297491039426525,0.0023894862604540022,0.06272401433691756,0.054958183990442055,0.16965352449223417,0.07765830346475508,0.026881720430107527,0.007168458781362007,0.016129032258064516,0.0035842293906810036,0.017323775388291517,0.014336917562724014,0.017323775388291517,0.0005973715651135006,0.006571087216248507,0.0035842293906810036,0.023894862604540025,0.0023894862604540022,0.011947431302270013,0.021505376344086023,0.0023894862604540022,0.0023894862604540022,0.0,0.005376344086021506,0.014336917562724014,0.009557945041816009,0.0011947431302270011,0.014934289127837515,0.004181600955794504,0.002986857825567503,0.0,0.006571087216248507,0.0011947431302270011,0.0005973715651135006,0.0011947431302270011,0.002986857825567503,0.008960573476702509,0.0
15,fallout,0.13349514563106796,0.003033980582524272,0.02912621359223301,0.03398058252427184,0.015776699029126214,0.0024271844660194173,0.014563106796116505,0.01820388349514563,0.050970873786407765,0.009708737864077669,0.12560679611650485,0.012135922330097087,0.013349514563106795,0.03944174757281554,0.038834951456310676,0.0054611650485436895,0.024271844660194174,0.043689320388349516,0.027305825242718445,0.006674757281553398,0.05946601941747573,0.00849514563106796,0.020024271844660196,0.013349514563106795,0.0024271844660194173,0.0036407766990291263,0.003033980582524272,0.0006067961165048543,0.028519417475728157,0.010922330097087379,0.02366504854368932,0.026092233009708737,0.0,0.00424757281553398,0.0625,0.007281553398058253,0.0018203883495145632,0.061893203883495146,0.0054611650485436895,0.0036407766990291263,0.0018203883495145632,0.003033980582524272
16,chronotrigger,0.1529126213592233,0.015776699029126214,0.037014563106796114,0.00424757281553398,0.011529126213592233,0.02366504854368932,0.0412621359223301,0.028519417475728157,0.035800970873786406,0.05218446601941747,0.013956310679611651,0.0024271844660194173,0.02366504854368932,0.046723300970873786,0.02063106796116505,0.010315533980582525,0.04004854368932039,0.03762135922330097,0.006674757281553398,0.006674757281553398,0.03640776699029126,0.0,0.02669902912621359,0.06735436893203883,0.012135922330097087,0.00424757281553398,0.02366504854368932,0.010315533980582525,0.0048543689320388345,0.05461165048543689,0.010922330097087379,0.024271844660194174,0.007888349514563107,0.010922330097087379,0.041868932038834954,0.0012135922330097086,0.009101941747572815,0.0024271844660194173,0.015776699029126214,0.006674757281553398,0.0036407766990291263,0.013349514563106795
17,metalgear,0.19282238442822383,0.004257907542579075,0.004866180048661801,0.025547445255474453,0.021289537712895375,0.00851581508515815,0.08394160583941605,0.005474452554744526,0.0340632603406326,0.0364963503649635,0.0024330900243309003,0.0018248175182481751,0.0072992700729927005,0.03832116788321168,0.0340632603406326,0.018856447688564478,0.03223844282238443,0.024330900243309004,0.013990267639902677,0.021289537712895375,0.0018248175182481751,0.0018248175182481751,0.038929440389294405,0.0030413625304136255,0.015206812652068127,0.0948905109489051,0.01338199513381995,0.010948905109489052,0.028588807785888078,0.032846715328467155,0.0072992700729927005,0.0024330900243309003,0.0024330900243309003,0.016423357664233577,0.04683698296836983,0.006082725060827251,0.0018248175182481751,0.041970802919708027,0.004866180048661801,0.0012165450121654502,0.0030413625304136255,0.012165450121654502
18,persona4,0.33496631965707285,0.010410287813839559,0.009797917942437232,0.009797917942437232,0.013472137170851195,0.003061849357011635,0.050826699326393145,0.007348438456827924,0.027556644213104716,0.1702388242498469,0.004286589099816289,0.00612369871402327,0.012859767299448868,0.005511328842620943,0.023270055113288425,0.011022657685241886,0.03184323331292101,0.003061849357011635,0.002449479485609308,0.009797917942437232,0.023882424984690752,0.004286589099816289,0.02694427434170239,0.03674219228413962,0.000612369871402327,0.001837109614206981,0.002449479485609308,0.007348438456827924,0.002449479485609308,0.04409063074096754,0.001837109614206981,0.02204531537048377,0.007960808328230252,0.023270055113288425,0.0,0.0,0.001224739742804654,0.003674219228413962,0.02020820575627679,0.008573178199632579,0.011022657685241886,0.001837109614206981
19,finalfantasyxiv,0.1913312693498452,0.017956656346749224,0.03715170278637771,0.006811145510835914,0.023529411764705882,0.018575851393188854,0.043343653250773995,0.08854489164086687,0.03900928792569659,0.04148606811145511,0.011145510835913313,0.019814241486068113,0.02476780185758514,0.002476780185758514,0.03653250773993808,0.019195046439628483,0.02786377708978328,0.0173374613003096,0.00804953560371517,0.013622291021671827,0.031578947368421054,0.0,0.02043343653250774,0.051393188854489166,0.009907120743034056,0.0043343653250774,0.011145510835913313,0.0173374613003096,0.010526315789473684,0.043343653250773995,0.007430340557275541,0.03591331269349845,0.013622291021671827,0.01238390092879257,0.0006191950464396285,0.0037151702786377707,0.0086687306501548,0.0030959752321981426,0.014860681114551083,0.00804953560371517,0.001238390092879257,0.0018575851393188853
20,thelegendofzeldabreathofthewild,0.15403726708074533,0.034782608695652174,0.061490683229813665,0.0037267080745341614,0.018012422360248446,0.009316770186335404,0.037267080745341616,0.04906832298136646,0.013664596273291925,0.06583850931677018,0.009316770186335404,0.004347826086956522,0.02732919254658385,0.004968944099378882,0.040372670807453416,0.013043478260869565,0.031677018633540374,0.011801242236024845,0.030434782608695653,0.0068322981366459624,0.04782608695652174,0.0018633540372670807,0.03602484472049689,0.02111801242236025,0.034782608695652174,0.0018633540372670807,0.03540372670807453,0.0055900621118012426,0.016770186335403725,0.03975155279503106,0.0068322981366459624,0.012422360248447204,0.002484472049689441,0.008074534161490683,0.002484472049689441,0.0012422360248447205,0.0670807453416149,0.0006211180124223603,0.02298136645962733,0.004968944099378882,0.0012422360248447205,0.0012422360248447205
21,cityofheroes,0.10206637445209768,0.006261740763932373,0.021916092673763307,0.031934877896055106,0.038196618659987476,0.041327489041953665,0.026299311208515967,0.06637445209768315,0.026925485284909206,0.006261740763932373,0.024420788979336257,0.046336881653099564,0.015654351909830933,0.05134627426424546,0.045084533500313086,0.018159048215403883,0.020663744520976832,0.039448966812773954,0.011897307451471509,0.011271133375078271,0.027551659361302442,0.012523481527864746,0.013149655604257984,0.019411396368190358,0.006261740763932373,0.01628052598622417,0.008140262993112084,0.0012523481527864746,0.028804007514088917,0.017532874139010644,0.015028177833437696,0.038196618659987476,0.003757044458359424,0.016906700062617408,0.056355666875391355,0.010018785222291797,0.004383218534752661,0.011897307451471509,0.013149655604257984,0.005009392611145898,0.019411396368190358,0.0031308703819661866
22,thelegendofzeldatwilightprincess,0.12100313479623824,0.025078369905956112,0.05642633228840126,0.0018808777429467085,0.021316614420062698,0.016300940438871474,0.04890282131661442,0.042633228840125395,0.009404388714733543,0.05141065830721003,0.005642633228840125,0.0006269592476489029,0.023197492163009405,0.0445141065830721,0.03510971786833856,0.023197492163009405,0.03636363636363636,0.00438871473354232,0.030094043887147336,0.011912225705329153,0.030721003134796237,0.0018808777429467085,0.03197492163009404,0.015047021943573668,0.038871473354231974,0.003134796238244514,0.03134796238244514,0.003761755485893417,0.008150470219435737,0.05141065830721003,0.003761755485893417,0.00438871473354232,0.003761755485893417,0.015047021943573668,0.030721003134796237,0.0006269592476489029,0.07648902821316614,0.0025078369905956114,0.0225705329153605,0.006269592476489028,0.0006269592476489029,0.007523510971786834
23,leagueoflegends,0.21351863550221098,0.009475679090334808,0.02147820593809223,0.01010739102969046,0.034112444725205304,0.03474415666456096,0.01831964624131396,0.08338597599494631,0.025268477574226154,0.0410612760581175,0.008843967150979154,0.027795325331648767,0.006948831332912192,0.054958938723941884,0.024636765634870498,0.026531901452937462,0.003158559696778269,0.018951358180669616,0.013265950726468731,0.024636765634870498,0.011370814908401769,0.0006317119393556538,0.024636765634870498,0.015792798483891344,0.004421983575489577,0.0082122552116235,0.013897662665824383,0.00505369551484523,0.015792798483891344,0.016424510423247,0.0082122552116235,0.045483259633607075,0.011370814908401769,0.028427037271004423,0.03663929248262792,0.00505369551484523,0.0082122552116235,0.011370814908401769,0.009475679090334808,0.006948831332912192,0.003158559696778269,0.0082122552116235
