i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42
87,talesofvesperia,0.13934426229508196,0.014344262295081968,0.027663934426229508,0.011270491803278689,0.02663934426229508,0.02663934426229508,0.0430327868852459,0.030737704918032786,0.04610655737704918,0.11168032786885246,0.0030737704918032786,0.0010245901639344263,0.01331967213114754,0.05430327868852459,0.018442622950819672,0.031762295081967214,0.020491803278688523,0.010245901639344262,0.0030737704918032786,0.0,0.027663934426229508,0.0,0.02459016393442623,0.06762295081967214,0.006147540983606557,0.004098360655737705,0.00819672131147541,0.012295081967213115,0.007172131147540984,0.04815573770491803,0.007172131147540984,0.025614754098360656,0.005122950819672131,0.014344262295081968,0.05942622950819672,0.0010245901639344263,0.0010245901639344263,0.0,0.014344262295081968,0.0,0.005122950819672131,0.027663934426229508
88,kidicarusuprising,0.14845360824742268,0.009278350515463918,0.020618556701030927,0.005154639175257732,0.030927835051546393,0.029896907216494847,0.03402061855670103,0.04639175257731959,0.010309278350515464,0.03608247422680412,0.002061855670103093,0.008247422680412371,0.007216494845360825,0.1134020618556701,0.031958762886597936,0.01752577319587629,0.026804123711340205,0.020618556701030927,0.007216494845360825,0.016494845360824743,0.007216494845360825,0.002061855670103093,0.04020618556701031,0.010309278350515464,0.024742268041237112,0.0010309278350515464,0.02577319587628866,0.005154639175257732,0.015463917525773196,0.04536082474226804,0.01134020618556701,0.01752577319587629,0.020618556701030927,0.02268041237113402,0.07525773195876288,0.002061855670103093,0.006185567010309278,0.007216494845360825,0.013402061855670102,0.002061855670103093,0.0010309278350515464,0.020618556701030927
89,deusexhumanrevolution,0.1711340206185567,0.0010309278350515464,0.007216494845360825,0.06701030927835051,0.016494845360824743,0.0010309278350515464,0.05463917525773196,0.0010309278350515464,0.03917525773195876,0.005154639175257732,0.023711340206185566,0.0,0.006185567010309278,0.08247422680412371,0.05257731958762887,0.004123711340206186,0.02268041237113402,0.03608247422680412,0.018556701030927835,0.003092783505154639,0.018556701030927835,0.010309278350515464,0.01752577319587629,0.003092783505154639,0.010309278350515464,0.023711340206185566,0.003092783505154639,0.002061855670103093,0.03917525773195876,0.010309278350515464,0.013402061855670102,0.007216494845360825,0.003092783505154639,0.0010309278350515464,0.10721649484536082,0.005154639175257732,0.0,0.09278350515463918,0.0,0.004123711340206186,0.006185567010309278,0.008247422680412371
90,superpapermario,0.20330237358101136,0.0010319917440660474,0.0392156862745098,0.0030959752321981426,0.008255933952528379,0.0196078431372549,0.0392156862745098,0.021671826625386997,0.010319917440660475,0.03508771929824561,0.0020639834881320948,0.0020639834881320948,0.014447884416924664,0.09184726522187822,0.022703818369453045,0.0010319917440660474,0.038183694530443756,0.009287925696594427,0.005159958720330237,0.007223942208462332,0.021671826625386997,0.005159958720330237,0.017543859649122806,0.038183694530443756,0.025799793601651185,0.0,0.05159958720330237,0.0020639834881320948,0.0010319917440660474,0.05159958720330237,0.0010319917440660474,0.0196078431372549,0.007223942208462332,0.007223942208462332,0.07946336429308566,0.0020639834881320948,0.0041279669762641896,0.0,0.054695562435500514,0.005159958720330237,0.006191950464396285,0.023735810113519093
91,persona2,0.23760330578512398,0.005165289256198347,0.014462809917355372,0.01859504132231405,0.009297520661157025,0.023760330578512397,0.045454545454545456,0.01859504132231405,0.01859504132231405,0.0981404958677686,0.007231404958677686,0.005165289256198347,0.013429752066115703,0.06198347107438017,0.013429752066115703,0.011363636363636364,0.03305785123966942,0.011363636363636364,0.004132231404958678,0.004132231404958678,0.024793388429752067,0.0010330578512396695,0.01859504132231405,0.04132231404958678,0.004132231404958678,0.007231404958677686,0.008264462809917356,0.012396694214876033,0.002066115702479339,0.04132231404958678,0.005165289256198347,0.01859504132231405,0.015495867768595042,0.013429752066115703,0.06301652892561983,0.0030991735537190084,0.002066115702479339,0.006198347107438017,0.011363636363636364,0.011363636363636364,0.008264462809917356,0.025826446280991736
92,kingdomheartsbirthbysleep,0.09533678756476684,0.0062176165803108805,0.013471502590673576,0.0,0.027979274611398965,0.03626943005181347,0.1305699481865285,0.02072538860103627,0.010362694300518135,0.043523316062176166,0.0010362694300518134,0.002072538860103627,0.012435233160621761,0.0849740932642487,0.019689119170984457,0.03626943005181347,0.029015544041450778,0.008290155440414507,0.0051813471502590676,0.007253886010362694,0.010362694300518135,0.002072538860103627,0.031088082901554404,0.0383419689119171,0.008290155440414507,0.0031088082901554403,0.021761658031088083,0.05906735751295337,0.0010362694300518134,0.06839378238341969,0.0010362694300518134,0.02383419689119171,0.013471502590673576,0.017616580310880828,0.06839378238341969,0.0010362694300518134,0.0051813471502590676,0.0,0.010362694300518135,0.004145077720207254,0.0062176165803108805,0.014507772020725389
93,guildwars2,0.11514522821576763,0.006224066390041493,0.04045643153526971,0.00933609958506224,0.023858921161825725,0.028008298755186723,0.021784232365145227,0.11618257261410789,0.03423236514522822,0.005186721991701245,0.02074688796680498,0.03008298755186722,0.012448132780082987,0.07987551867219916,0.04045643153526971,0.01867219917012448,0.022821576763485476,0.016597510373443983,0.01867219917012448,0.011410788381742738,0.03112033195020747,0.0,0.013485477178423237,0.017634854771784232,0.01970954356846473,0.002074688796680498,0.01037344398340249,0.006224066390041493,0.016597510373443983,0.015560165975103735,0.008298755186721992,0.044605809128630707,0.01037344398340249,0.001037344398340249,0.0954356846473029,0.011410788381742738,0.005186721991701245,0.002074688796680498,0.007261410788381743,0.001037344398340249,0.001037344398340249,0.007261410788381743
94,banjokazooie,0.17133956386292834,0.007268951194184839,0.0695742471443406,0.006230529595015576,0.003115264797507788,0.006230529595015576,0.016614745586708203,0.014537902388369679,0.006230529595015576,0.013499480789200415,0.003115264797507788,0.0020768431983385254,0.004153686396677051,0.10488058151609553,0.05399792315680166,0.005192107995846314,0.04257528556593977,0.009345794392523364,0.014537902388369679,0.030114226375908618,0.010384215991692628,0.004153686396677051,0.04569055036344756,0.005192107995846314,0.04569055036344756,0.0010384215991692627,0.0976116303219107,0.0010384215991692627,0.010384215991692628,0.04569055036344756,0.005192107995846314,0.0010384215991692627,0.0020768431983385254,0.012461059190031152,0.05088265835929388,0.0020768431983385254,0.008307372793354102,0.004153686396677051,0.04153686396677051,0.005192107995846314,0.003115264797507788,0.012461059190031152
95,xcomenemyunknown,0.09791666666666667,0.0020833333333333333,0.008333333333333333,0.021875,0.020833333333333332,0.0020833333333333333,0.035416666666666666,0.005208333333333333,0.04375,0.007291666666666667,0.00625,0.025,0.011458333333333333,0.08229166666666667,0.05520833333333333,0.005208333333333333,0.03125,0.051041666666666666,0.022916666666666665,0.005208333333333333,0.015625,0.003125,0.011458333333333333,0.015625,0.00625,0.016666666666666666,0.003125,0.0010416666666666667,0.05416666666666667,0.016666666666666666,0.078125,0.046875,0.0020833333333333333,0.004166666666666667,0.084375,0.03125,0.0010416666666666667,0.057291666666666664,0.003125,0.0010416666666666667,0.0020833333333333333,0.004166666666666667
96,chronocross,0.12943632567849686,0.015657620041753653,0.030271398747390398,0.008350730688935281,0.010438413361169102,0.04384133611691023,0.05323590814196242,0.028183716075156576,0.016701461377870562,0.05636743215031315,0.003131524008350731,0.003131524008350731,0.025052192066805846,0.08350730688935282,0.015657620041753653,0.014613778705636743,0.03966597077244259,0.025052192066805846,0.003131524008350731,0.005219206680584551,0.026096033402922755,0.0,0.019832985386221295,0.06367432150313153,0.005219206680584551,0.006263048016701462,0.017745302713987474,0.012526096033402923,0.003131524008350731,0.06680584551148225,0.008350730688935281,0.019832985386221295,0.010438413361169102,0.0041753653444676405,0.06471816283924843,0.0,0.008350730688935281,0.0010438413361169101,0.015657620041753653,0.009394572025052192,0.0010438413361169101,0.025052192066805846
97,sonicadventure2,0.12016718913270637,0.0,0.029258098223615466,0.00522466039707419,0.017763845350052248,0.014629049111807733,0.10344827586206896,0.003134796238244514,0.009404388714733543,0.04179728317659352,0.0,0.0010449320794148381,0.0020898641588296763,0.0877742946708464,0.035527690700104496,0.0020898641588296763,0.0219435736677116,0.03761755485893417,0.009404388714733543,0.014629049111807733,0.006269592476489028,0.0073145245559038665,0.04911180773249739,0.0010449320794148381,0.034482758620689655,0.00522466039707419,0.12748171368861025,0.0010449320794148381,0.008359456635318705,0.05642633228840126,0.014629049111807733,0.008359456635318705,0.0041797283176593526,0.027168234064785787,0.04911180773249739,0.0010449320794148381,0.0010449320794148381,0.0041797283176593526,0.01044932079414838,0.0020898641588296763,0.006269592476489028,0.017763845350052248
98,maxpayne,0.0010471204188481676,0.0010471204188481676,0.005235602094240838,0.13403141361256546,0.012565445026178011,0.0,0.07958115183246073,0.004188481675392671,0.03664921465968586,0.024083769633507852,0.0020942408376963353,0.004188481675392671,0.0062827225130890054,0.09424083769633508,0.03664921465968586,0.004188481675392671,0.032460732984293195,0.0020942408376963353,0.0356020942408377,0.004188481675392671,0.0,0.019895287958115182,0.02617801047120419,0.0,0.0062827225130890054,0.010471204188481676,0.009424083769633508,0.0010471204188481676,0.041884816753926704,0.007329842931937173,0.0,0.0,0.0020942408376963353,0.0,0.11832460732984293,0.0031413612565445027,0.0010471204188481676,0.06387434554973823,0.0010471204188481676,0.0,0.1612565445026178,0.0062827225130890054
99,deusex,0.13522012578616352,0.0,0.016771488469601678,0.07756813417190776,0.010482180293501049,0.0,0.04821802935010482,0.005241090146750524,0.05345911949685535,0.0031446540880503146,0.02830188679245283,0.0020964360587002098,0.005241090146750524,0.05345911949685535,0.05660377358490566,0.005241090146750524,0.03459119496855346,0.05660377358490566,0.02830188679245283,0.005241090146750524,0.031446540880503145,0.013626834381551363,0.019916142557651992,0.005241090146750524,0.010482180293501049,0.02620545073375262,0.0010482180293501049,0.0,0.03878406708595388,0.012578616352201259,0.016771488469601678,0.007337526205450734,0.0020964360587002098,0.0041928721174004195,0.06079664570230608,0.005241090146750524,0.0,0.09538784067085954,0.0,0.010482180293501049,0.0041928721174004195,0.008385744234800839
100,psychonauts,0.3060796645702306,0.0041928721174004195,0.014675052410901468,0.025157232704402517,0.006289308176100629,0.0041928721174004195,0.03773584905660377,0.010482180293501049,0.018867924528301886,0.03563941299790356,0.0020964360587002098,0.0041928721174004195,0.0041928721174004195,0.08490566037735849,0.02830188679245283,0.0041928721174004195,0.031446540880503145,0.014675052410901468,0.013626834381551363,0.010482180293501049,0.006289308176100629,0.011530398322851153,0.020964360587002098,0.0041928721174004195,0.03039832285115304,0.011530398322851153,0.039832285115303984,0.009433962264150943,0.008385744234800839,0.016771488469601678,0.006289308176100629,0.0031446540880503146,0.0010482180293501049,0.006289308176100629,0.0880503144654088,0.0,0.005241090146750524,0.009433962264150943,0.010482180293501049,0.0020964360587002098,0.014675052410901468,0.03249475890985325
101,gearsofwar,0.07651991614255765,0.0041928721174004195,0.008385744234800839,0.020964360587002098,0.03563941299790356,0.010482180293501049,0.04821802935010482,0.012578616352201259,0.03668763102725367,0.010482180293501049,0.0031446540880503146,0.009433962264150943,0.012578616352201259,0.1090146750524109,0.05241090146750524,0.006289308176100629,0.016771488469601678,0.02830188679245283,0.039832285115303984,0.01781970649895178,0.006289308176100629,0.0020964360587002098,0.033542976939203356,0.0010482180293501049,0.023060796645702306,0.006289308176100629,0.007337526205450734,0.0010482180293501049,0.057651991614255764,0.013626834381551363,0.02620545073375262,0.013626834381551363,0.0031446540880503146,0.0020964360587002098,0.12159329140461216,0.04507337526205451,0.0010482180293501049,0.06184486373165619,0.0,0.0010482180293501049,0.0,0.012578616352201259
102,planescapetorment,0.22655426765015807,0.009483667017913594,0.0136986301369863,0.012644889357218124,0.01791359325605901,0.009483667017913594,0.030558482613277135,0.0821917808219178,0.07165437302423604,0.026343519494204427,0.037934668071654375,0.011591148577449948,0.020021074815595362,0.04847207586933614,0.032665964172813484,0.0136986301369863,0.02528977871443625,0.014752370916754479,0.004214963119072708,0.001053740779768177,0.04741833508956796,0.003161222339304531,0.0136986301369863,0.03582718651211802,0.002107481559536354,0.002107481559536354,0.0,0.004214963119072708,0.009483667017913594,0.011591148577449948,0.008429926238145416,0.026343519494204427,0.018967334035827187,0.005268703898840885,0.07270811380400422,0.003161222339304531,0.002107481559536354,0.001053740779768177,0.001053740779768177,0.003161222339304531,0.006322444678609062,0.011591148577449948
103,supersmashbrosultimate,0.12539515279241306,0.004214963119072708,0.022128556375131718,0.004214963119072708,0.02107481559536354,0.0136986301369863,0.030558482613277135,0.023182297154899896,0.007376185458377239,0.029504741833508957,0.002107481559536354,0.009483667017913594,0.004214963119072708,0.11696522655426765,0.040042149631190724,0.01791359325605901,0.02845100105374078,0.011591148577449948,0.006322444678609062,0.0410958904109589,0.005268703898840885,0.001053740779768177,0.05584826132771338,0.008429926238145416,0.022128556375131718,0.003161222339304531,0.06743940990516333,0.006322444678609062,0.0136986301369863,0.04847207586933614,0.007376185458377239,0.02845100105374078,0.011591148577449948,0.0684931506849315,0.04320337197049526,0.004214963119072708,0.006322444678609062,0.002107481559536354,0.0136986301369863,0.008429926238145416,0.001053740779768177,0.0136986301369863
104,diabloii,0.0582010582010582,0.005291005291005291,0.04656084656084656,0.009523809523809525,0.042328042328042326,0.03597883597883598,0.01798941798941799,0.1439153439153439,0.013756613756613757,0.008465608465608466,0.007407407407407408,0.030687830687830688,0.021164021164021163,0.0835978835978836,0.04867724867724868,0.021164021164021163,0.0380952380952381,0.005291005291005291,0.027513227513227514,0.005291005291005291,0.04338624338624339,0.0010582010582010583,0.01164021164021164,0.02962962962962963,0.01798941798941799,0.0010582010582010583,0.007407407407407408,0.0,0.01798941798941799,0.030687830687830688,0.0021164021164021165,0.05291005291005291,0.02328042328042328,0.0021164021164021165,0.06772486772486773,0.006349206349206349,0.0021164021164021165,0.0010582010582010583,0.0031746031746031746,0.0010582010582010583,0.0021164021164021165,0.004232804232804233
105,fireemblemthreehouses,0.2330508474576271,0.1016949152542373,0.009533898305084746,0.001059322033898305,0.00423728813559322,0.0031779661016949155,0.05190677966101695,0.037076271186440676,0.09851694915254237,0.1620762711864407,0.005296610169491525,0.0031779661016949155,0.018008474576271187,0.0031779661016949155,0.024364406779661018,0.01059322033898305,0.026483050847457626,0.0031779661016949155,0.0,0.007415254237288136,0.006355932203389831,0.001059322033898305,0.028601694915254237,0.03072033898305085,0.001059322033898305,0.0031779661016949155,0.0031779661016949155,0.00847457627118644,0.005296610169491525,0.024364406779661018,0.0031779661016949155,0.03389830508474576,0.007415254237288136,0.013771186440677966,0.001059322033898305,0.005296610169491525,0.005296610169491525,0.001059322033898305,0.0031779661016949155,0.006355932203389831,0.001059322033898305,0.00211864406779661
106,dragonquest,0.05970149253731343,0.03624733475479744,0.04904051172707889,0.0010660980810234541,0.021321961620469083,0.04371002132196162,0.023454157782515993,0.07782515991471216,0.010660980810234541,0.046908315565031986,0.005330490405117271,0.006396588486140725,0.017057569296375266,0.05223880597014925,0.031982942430703626,0.008528784648187633,0.04157782515991471,0.0031982942430703624,0.0042643923240938165,0.010660980810234541,0.05543710021321962,0.0021321961620469083,0.039445628997867806,0.10021321961620469,0.008528784648187633,0.0031982942430703624,0.011727078891257996,0.008528784648187633,0.0031982942430703624,0.05970149253731343,0.0,0.04584221748400853,0.023454157782515993,0.010660980810234541,0.02025586353944563,0.0031982942430703624,0.007462686567164179,0.0010660980810234541,0.014925373134328358,0.010660980810234541,0.0,0.019189765458422176
107,animalcrossing,0.2638888888888889,0.002136752136752137,0.022435897435897436,0.00641025641025641,0.011752136752136752,0.007478632478632479,0.013888888888888888,0.014957264957264958,0.00641025641025641,0.04807692307692308,0.009615384615384616,0.013888888888888888,0.002136752136752137,0.08333333333333333,0.042735042735042736,0.003205128205128205,0.02564102564102564,0.0,0.007478632478632479,0.022435897435897436,0.04487179487179487,0.004273504273504274,0.03952991452991453,0.011752136752136752,0.00641025641025641,0.0010683760683760685,0.07905982905982906,0.005341880341880342,0.0010683760683760685,0.029914529914529916,0.0,0.009615384615384616,0.0,0.018162393162393164,0.02564102564102564,0.0010683760683760685,0.017094017094017096,0.0010683760683760685,0.06623931623931624,0.011752136752136752,0.003205128205128205,0.014957264957264958
108,godofwar,0.15252416756176154,0.008592910848549946,0.03007518796992481,0.01288936627282492,0.047261009667024706,0.013963480128893663,0.07733619763694952,0.05155746509129968,0.027926960257787327,0.011815252416756176,0.00322234156820623,0.0021482277121374865,0.01933404940923738,0.08378088077336197,0.02577873254564984,0.027926960257787327,0.027926960257787327,0.0021482277121374865,0.02040816326530612,0.01611170784103115,0.00322234156820623,0.0010741138560687433,0.021482277121374866,0.0053705692803437165,0.031149301825993556,0.0010741138560687433,0.00966702470461869,0.0010741138560687433,0.017185821697099892,0.01933404940923738,0.0010741138560687433,0.0053705692803437165,0.01933404940923738,0.02040816326530612,0.15789473684210525,0.0,0.0010741138560687433,0.0010741138560687433,0.0,0.00322234156820623,0.0053705692803437165,0.011815252416756176
109,finalfantasyx2,0.12580645161290321,0.007526881720430108,0.023655913978494623,0.0064516129032258064,0.012903225806451613,0.01935483870967742,0.047311827956989246,0.026881720430107527,0.04516129032258064,0.06666666666666667,0.004301075268817204,0.004301075268817204,0.015053763440860216,0.06989247311827956,0.030107526881720432,0.012903225806451613,0.04086021505376344,0.023655913978494623,0.0,0.008602150537634409,0.04516129032258064,0.001075268817204301,0.03333333333333333,0.04946236559139785,0.017204301075268817,0.0064516129032258064,0.016129032258064516,0.013978494623655914,0.008602150537634409,0.05591397849462366,0.010752688172043012,0.04838709677419355,0.008602150537634409,0.016129032258064516,0.03870967741935484,0.0032258064516129032,0.0032258064516129032,0.0032258064516129032,0.010752688172043012,0.005376344086021506,0.002150537634408602,0.010752688172043012
110,marathon,0.09698275862068965,0.0010775862068965517,0.02586206896551724,0.009698275862068966,0.022629310344827586,0.009698275862068966,0.05064655172413793,0.009698275862068966,0.020474137931034482,0.005387931034482759,0.005387931034482759,0.009698275862068966,0.018318965517241378,0.10775862068965517,0.05387931034482758,0.0010775862068965517,0.02586206896551724,0.06357758620689655,0.034482758620689655,0.003232758620689655,0.007543103448275862,0.0021551724137931034,0.02693965517241379,0.005387931034482759,0.032327586206896554,0.004310344827586207,0.009698275862068966,0.0021551724137931034,0.04418103448275862,0.023706896551724137,0.08405172413793104,0.004310344827586207,0.004310344827586207,0.0010775862068965517,0.09590517241379311,0.009698275862068966,0.0,0.05064655172413793,0.0021551724137931034,0.004310344827586207,0.0021551724137931034,0.007543103448275862
111,civilization,0.15384615384615385,0.004333694474539545,0.018418201516793065,0.015167930660888408,0.023835319609967497,0.00866738894907909,0.01733477789815818,0.04550379198266522,0.047670639219934995,0.0032502708559046588,0.021668472372697724,0.03466955579631636,0.013001083423618635,0.07150595882990249,0.06392199349945829,0.0032502708559046588,0.018418201516793065,0.02925243770314193,0.014084507042253521,0.014084507042253521,0.023835319609967497,0.0,0.02600216684723727,0.016251354279523293,0.0021668472372697724,0.007583965330444204,0.014084507042253521,0.0010834236186348862,0.018418201516793065,0.009750812567713976,0.10075839653304441,0.04008667388949079,0.0021668472372697724,0.0032502708559046588,0.05742145178764897,0.02275189599133261,0.0010834236186348862,0.009750812567713976,0.0032502708559046588,0.00866738894907909,0.005417118093174431,0.004333694474539545
112,saintsrowthethird,0.1926006528835691,0.003264417845484222,0.006528835690968444,0.058759521218716,0.017410228509249184,0.00544069640914037,0.05005440696409141,0.00544069640914037,0.030467899891186073,0.020674646354733407,0.01088139281828074,0.002176278563656148,0.0,0.1088139281828074,0.05005440696409141,0.006528835690968444,0.02720348204570185,0.011969532100108813,0.007616974972796518,0.009793253536452665,0.009793253536452665,0.07290533188248095,0.025027203482045703,0.0,0.015233949945593036,0.01088139281828074,0.01632208922742111,0.001088139281828074,0.023939064200217627,0.009793253536452665,0.001088139281828074,0.004352557127312296,0.003264417845484222,0.006528835690968444,0.10010881392818281,0.00544069640914037,0.0,0.041349292709466814,0.004352557127312296,0.001088139281828074,0.004352557127312296,0.017410228509249184
113,finalfantasytactics,0.0916030534351145,0.020719738276990186,0.021810250817884406,0.007633587786259542,0.019629225736095966,0.029443838604143947,0.05779716466739367,0.05125408942202835,0.05343511450381679,0.04034896401308615,0.0054525627044711015,0.007633587786259542,0.014176663031624863,0.06543075245365322,0.04143947655398037,0.022900763358778626,0.03707742639040349,0.0054525627044711015,0.0021810250817884407,0.006543075245365322,0.026172300981461286,0.0,0.016357688113413305,0.08178844056706652,0.006543075245365322,0.003271537622682661,0.007633587786259542,0.006543075245365322,0.017448200654307525,0.04034896401308615,0.0010905125408942203,0.062159214830970554,0.011995637949836423,0.017448200654307525,0.062159214830970554,0.007633587786259542,0.0,0.003271537622682661,0.0054525627044711015,0.004362050163576881,0.003271537622682661,0.013086150490730643
114,starcraft,0.13333333333333333,0.008743169398907104,0.019672131147540985,0.01092896174863388,0.029508196721311476,0.014207650273224045,0.03169398907103825,0.025136612021857924,0.048087431693989074,0.006557377049180328,0.01639344262295082,0.046994535519125684,0.018579234972677595,0.03715846994535519,0.03715846994535519,0.002185792349726776,0.006557377049180328,0.06229508196721312,0.0273224043715847,0.015300546448087432,0.007650273224043716,0.001092896174863388,0.013114754098360656,0.008743169398907104,0.003278688524590164,0.00546448087431694,0.013114754098360656,0.0,0.02841530054644809,0.006557377049180328,0.16065573770491803,0.022950819672131147,0.00546448087431694,0.006557377049180328,0.046994535519125684,0.030601092896174863,0.002185792349726776,0.02622950819672131,0.003278688524590164,0.004371584699453552,0.001092896174863388,0.004371584699453552
115,bloodborne,0.14709110867178923,0.0021953896816684962,0.03293084522502744,0.014270032930845226,0.04061470911086718,0.024149286498353458,0.029637760702524697,0.11964873765093303,0.014270032930845226,0.009879253567508232,0.008781558726673985,0.008781558726673985,0.029637760702524697,0.07574094401756312,0.02854006586169045,0.021953896816684963,0.038419319429198684,0.013172338090010977,0.031833150384193196,0.005488474204171241,0.019758507135016465,0.0,0.019758507135016465,0.020856201975850714,0.01756311745334797,0.0043907793633369925,0.007683863885839737,0.0021953896816684962,0.029637760702524697,0.029637760702524697,0.003293084522502744,0.018660812294182216,0.01756311745334797,0.003293084522502744,0.07903402854006586,0.005488474204171241,0.007683863885839737,0.0043907793633369925,0.0010976948408342481,0.0010976948408342481,0.0043907793633369925,0.005488474204171241
116,megamanclassic,0.15367727771679474,0.0,0.01646542261251372,0.0043907793633369925,0.021953896816684963,0.024149286498353458,0.04171240395170143,0.007683863885839737,0.012074643249176729,0.042810098792535674,0.003293084522502744,0.0010976948408342481,0.006586169045005488,0.05159165751920966,0.021953896816684963,0.018660812294182216,0.027442371020856202,0.07683863885839737,0.003293084522502744,0.03293084522502744,0.006586169045005488,0.0010976948408342481,0.054884742041712405,0.008781558726673985,0.054884742041712405,0.013172338090010977,0.10428100987925357,0.0043907793633369925,0.014270032930845226,0.07025246981339188,0.007683863885839737,0.008781558726673985,0.003293084522502744,0.026344676180021953,0.014270032930845226,0.0010976948408342481,0.007683863885839737,0.0043907793633369925,0.0043907793633369925,0.009879253567508232,0.0,0.010976948408342482
117,cavestory,0.10363836824696802,0.004410143329658214,0.05402425578831312,0.005512679162072767,0.016538037486218304,0.020948180815876516,0.044101433296582136,0.02866593164277839,0.017640573318632856,0.019845644983461964,0.004410143329658214,0.008820286659316428,0.014332965821389196,0.08930540242557883,0.04630650496141125,0.011025358324145534,0.04299889746416759,0.022050716648291068,0.014332965821389196,0.007717750826901874,0.018743109151047408,0.002205071664829107,0.024255788313120176,0.018743109151047408,0.05953693495038589,0.0,0.025358324145534728,0.004410143329658214,0.013230429988974642,0.06063947078280044,0.008820286659316428,0.012127894156560088,0.007717750826901874,0.009922822491730982,0.09371554575523705,0.002205071664829107,0.0033076074972436605,0.0033076074972436605,0.02866593164277839,0.0033076074972436605,0.002205071664829107,0.020948180815876516
118,sonicadventure,0.10584343991179714,0.0033076074972436605,0.04189636163175303,0.006615214994487321,0.008820286659316428,0.016538037486218304,0.08599779492833518,0.0011025358324145535,0.007717750826901874,0.03969128996692393,0.002205071664829107,0.0,0.004410143329658214,0.09371554575523705,0.030871003307607496,0.0011025358324145535,0.034178610804851156,0.03197353914002205,0.016538037486218304,0.015435501653803748,0.007717750826901874,0.002205071664829107,0.06284454244762955,0.005512679162072767,0.03969128996692393,0.0033076074972436605,0.14002205071664828,0.006615214994487321,0.0033076074972436605,0.07166482910694598,0.006615214994487321,0.0011025358324145535,0.004410143329658214,0.015435501653803748,0.04299889746416759,0.0011025358324145535,0.0011025358324145535,0.002205071664829107,0.011025358324145534,0.006615214994487321,0.0011025358324145535,0.015435501653803748
119,grandtheftauto,0.15138121546961325,0.0,0.008839779005524863,0.08729281767955802,0.01878453038674033,0.0,0.02983425414364641,0.0,0.022099447513812154,0.0055248618784530384,0.023204419889502764,0.011049723756906077,0.0011049723756906078,0.056353591160221,0.07403314917127071,0.0011049723756906078,0.03756906077348066,0.0022099447513812156,0.011049723756906077,0.011049723756906077,0.026519337016574586,0.19226519337016573,0.03425414364640884,0.0022099447513812156,0.019889502762430938,0.004419889502762431,0.019889502762430938,0.0,0.03314917127071823,0.0011049723756906078,0.0011049723756906078,0.0033149171270718232,0.0,0.0066298342541436465,0.041988950276243095,0.0022099447513812156,0.0022099447513812156,0.039779005524861875,0.0055248618784530384,0.0022099447513812156,0.0033149171270718232,0.0055248618784530384
120,megamanzero,0.08657047724750278,0.009988901220865706,0.025527192008879023,0.0,0.017758046614872364,0.01997780244173141,0.06548279689234185,0.018867924528301886,0.029966703662597113,0.05327413984461709,0.004439511653718091,0.0,0.0244173140954495,0.06881243063263041,0.025527192008879023,0.025527192008879023,0.029966703662597113,0.10099889012208657,0.0011098779134295228,0.018867924528301886,0.004439511653718091,0.0,0.03773584905660377,0.013318534961154272,0.03107658157602664,0.014428412874583796,0.06215316315205328,0.003329633740288568,0.01220865704772475,0.06437291897891231,0.003329633740288568,0.00776914539400666,0.01220865704772475,0.013318534961154272,0.05438401775804662,0.004439511653718091,0.004439511653718091,0.0,0.008879023307436182,0.00776914539400666,0.004439511653718091,0.008879023307436182
121,fallout2,0.12806236080178174,0.004454342984409799,0.0200445434298441,0.02783964365256125,0.01002227171492205,0.0033407572383073497,0.017817371937639197,0.017817371937639197,0.060133630289532294,0.008908685968819599,0.13808463251670378,0.008908685968819599,0.0200445434298441,0.0645879732739421,0.045657015590200446,0.0022271714922048997,0.034521158129175944,0.03229398663697105,0.012249443207126948,0.008908685968819599,0.06792873051224944,0.014476614699331848,0.013363028953229399,0.0200445434298441,0.0022271714922048997,0.0033407572383073497,0.0011135857461024498,0.0011135857461024498,0.025612472160356347,0.01002227171492205,0.013363028953229399,0.022271714922048998,0.0,0.0011135857461024498,0.0645879732739421,0.0033407572383073497,0.0022271714922048997,0.05902004454342984,0.0011135857461024498,0.0,0.0022271714922048997,0.005567928730512249
122,grandtheftautoiv,0.20378619153674832,0.0,0.0077951002227171495,0.08129175946547884,0.008908685968819599,0.0,0.0400890868596882,0.0011135857461024498,0.03897550111358575,0.021158129175946547,0.01893095768374165,0.004454342984409799,0.0,0.0779510022271715,0.066815144766147,0.0011135857461024498,0.035634743875278395,0.0,0.0077951002227171495,0.005567928730512249,0.011135857461024499,0.11469933184855234,0.026726057906458798,0.005567928730512249,0.0077951002227171495,0.008908685968819599,0.011135857461024499,0.0,0.025612472160356347,0.0033407572383073497,0.005567928730512249,0.004454342984409799,0.0,0.0033407572383073497,0.09242761692650334,0.0022271714922048997,0.0022271714922048997,0.034521158129175944,0.0011135857461024498,0.0011135857461024498,0.0066815144766146995,0.01002227171492205
